37,"1,1,1-Trichloroethane",< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05
38,"1,2-Dichloropropane",< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04
39,"cis-1,3-Dichloropropene",0.083,0.063,0.048,0.088,0.070,0.075,0.081,0.079,0.073,0.049,0.051,0.050,0.069,0.087,0.042,0.064,0.052,0.065,0.061,< 0.04
40,"trans-1,3-Dichloropropene",0.064,< 0.06,< 0.06,0.067,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06
41,"1,1,2-Trichloroethane",< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06,< 0.06
42,"1,2-Dibromoethane",< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03
43,Chlorobenzene,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
44,"1,1,2,2-Tetrachloroethane",< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03,< 0.03
45,n-Decane,1.073,1.363,1.316,1.647,2.004,1.509,2.257,1.809,1.622,1.222,1.393,1.307,1.559,1.627,1.511,1.569,1.615,2.371,1.781,0.328
46,p-Ethyltoluene,0.150,0.153,0.175,0.216,0.196,0.176,0.370,0.211,0.206,0.163,0.351,0.257,0.216,0.267,0.197,0.232,0.245,0.300,0.252,0.046
47,"1,3,5-Trimethylbenzene",0.130,0.132,0.156,0.192,0.165,0.148,0.340,0.189,0.181,0.141,0.325,0.233,0.192,0.244,0.172,0.208,0.222,0.310,0.237,0.039
48,"1,2,4-Trimethylbenzene",0.501,0.506,0.594,0.731,0.658,0.593,1.302,0.741,0.703,0.559,1.236,0.897,0.742,0.967,0.668,0.817,0.829,1.033,0.874,0.152
49,m-Dichlorobenzene,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
50,"1,2,3-Trimethylbenzene",0.142,0.152,0.178,0.214,0.188,0.167,0.375,0.211,0.203,0.160,0.336,0.248,0.212,0.256,0.187,0.221,0.227,0.279,0.237,0.064
51,n-Undecane,0.406,0.379,0.434,0.749,0.553,0.509,0.688,0.569,0.536,0.408,0.507,0.457,0.520,0.515,0.544,0.529,0.519,0.728,0.576,0.133
52,p-Dichlorobenzene,0.335,0.479,0.647,0.527,0.978,0.609,0.887,0.543,0.626,0.683,0.477,0.580,0.616,0.699,0.745,0.722,0.781,0.790,0.754,0.092
53,Benzylchloride,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
54,o-Dichlorobenzene,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02
55,"1,2,4-Trichlorobenzene",< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04,< 0.04
56,"Hexachloro-1,3-butadiene",< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05,< 0.05
57,CFC-11,1.426,1.445,1.458,1.455,1.441,1.446,1.456,1.425,1.444,1.432,1.446,1.439,1.443,1.415,1.437,1.426,1.469,1.587,1.477,1.396
58,HFC-134a,1.022,1.135,1.086,1.091,1.073,0.957,1.095,0.943,1.050,0.960,0.968,0.964,1.033,0.945,0.941,0.943,1.002,1.106,0.999,0.773
,,,,,,,,,,,,,,,,,,,,,
1,IPA                            （Ref）,1.701,2.130,2.094,2.028,2.930,2.229,4.893,2.278,2.535,1.873,2.028,1.951,2.418,2.367,1.918,2.142,2.162,3.857,2.576,0.413
2,Acetone                     （Ref）,7.585,7.546,7.489,7.636,8.176,8.559,9.081,6.725,7.849,9.644,8.315,8.980,8.075,6.890,7.121,7.005,7.655,7.518,7.296,5.625
3,MTBE                         （Ref）,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,< 0.02,0.022,< 0.02,0.020,< 0.02,< 0.02,< 0.02,< 0.02
4,Methylacetate             （Ref）,0.215,0.198,0.195,0.232,0.209,0.230,0.259,0.231,0.221,0.248,0.286,0.267,0.230,0.224,0.203,0.214,0.209,0.215,0.213,0.183
5,n-Propylalcohol           （Ref）,< 0.3,< 0.3,< 0.3,0.306,0.324,0.399,0.594,< 0.3,0.327,0.325,< 0.3,0.309,0.324,< 0.3,< 0.3,< 0.3,< 0.3,0.306,< 0.3,< 0.3
6,MEK                           （Ref）,2.519,2.546,2.358,2.110,3.580,3.106,5.696,2.817,3.091,2.646,3.194,2.920,3.057,3.095,2.429,2.762,2.674,3.784,2.996,0.848
7,Ethylacetate                （Ref）,5.049,5.673,5.194,4.415,8.039,8.138,12.763,6.465,6.967,6.183,8.160,7.171,7.008,6.715,6.430,6.572,6.360,8.397,6.975,5.297
8,Isobutylalcohol             （Ref）,0.347,0.318,0.363,0.522,0.388,0.365,0.451,0.245,0.375,0.567,0.598,0.583,0.417,0.360,0.427,0.393,0.475,0.466,0.432,0.096
9,n-Buthylalcohol           （Ref）,2.583,0.575,1.056,0.855,0.949,0.877,0.813,0.783,1.061,4.517,17.983,11.250,3.099,0.856,0.946,0.901,0.677,0.520,0.750,2.188
10,MiBK                          （Ref）,0.194,0.202,0.251,0.256,0.277,0.235,0.317,0.216,0.244,0.230,0.247,0.238,0.243,0.242,0.220,0.231,0.250,0.273,0.246,0.059
11,Butylacetate               （Ref）,0.418,0.482,0.517,0.538,0.650,0.564,0.849,0.481,0.562,0.620,0.727,0.673,0.585,0.688,0.618,0.653,0.594,0.755,0.664,0.211
