台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-931,○,29,環改化,自,64,大田区南六郷一丁目４１番３外３筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,,,,,
指-945,○,29,環改化,自,65,足立区小台１丁目６８４１－１外１３筆,,,,,148,土壌概況,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,0.02,適合,適合,適合,2.1,,適合,,,,適合,適合,220,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-945,○,29,環改化,自,65,足立区小台１丁目６８４１－１外１３筆,,,,,6,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,0.023,,,,適合,,,,,
指-950,,29,環改化,自,67,千代田区大手町二丁目８番１外４８筆,,,,,9,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.011,適合,適合,適合,,適合,0.82,,適合,,,,適合,適合,適合,適合,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-938,,29,環改化,自,68,江東区潮見２丁目２番２,,,,,106,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,0.024,適合,,適合,1.2,,,,,,,,190,,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-938,,29,環改化,自,68,江東区潮見２丁目２番２,,,,,106,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,0.059,0.001,,3.6,3.6,,,,,,,,2800,,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,29,環改化,自,69,江東区豊洲六丁目９－９,,,,,17,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,適合,適合,適合,適合,適合,適合,適合,省略,省略,省略,省略,省略,省略,省略,適合,適合,1.8,適合,適合,適合,適合,適合,省略,省略,省略,省略,省略,省略,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,29,環改化,自,69,江東区豊洲六丁目９－９,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,適合,0.8,適合,適合,適合,適合,,,,,,,,
指-810,,29,環改化,自,70,江東区夢の島二丁目３番１外１筆,,,,,84,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.058,適合,0.1,適合,適合,1.7,1.2,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-946,○,29,環改化,自,71,墨田区墨田五丁目３１０番６,,,,,42,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.13,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-946,○,29,環改化,自,71,墨田区墨田五丁目３１０番６,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-946,○,29,環改化,自,71,墨田区墨田五丁目３１０番６,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
"指-949
指-1070","○
○",29,環改化,自,72,中野区中野三丁目１４番１８,,,,,56,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.5,適合,,,,,適合,適合,640,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-949
指-1070","○
○",29,環改化,自,72,中野区中野三丁目１４番１８,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-949
指-1070","○
○",29,環改化,自,72,中野区中野三丁目１４番１８,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-956,,29,環改化,自,73,大田区羽田空港二丁目,,,,,84,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.022,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-928,,29,環改化,自,74,目黒区三田二丁目３０番１外１筆,,,,,97,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,0.037,0.08,0.013,0.0057,適合,適合,23,適合,適合,適合,適合,適合,適合,適合,160,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-948,○,29,環改化,自,75,港区白金５丁目１３０番１外１筆,,,,,29,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,0.07,適合,適合,適合,0.049,適合,適合,適合,適合,適合,適合,,適合,,,適合,適合,適合,適合,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,1300,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-948,○,29,環改化,自,75,港区白金５丁目１３０番１外１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-954,○,29,環改化,自,76,練馬区石神井台一丁目１７８８番２,,,,,40,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,適合,適合,460,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-951,,29,環改化,自,77,江東区東砂二丁目７３番２,,,,,81,土壌概況,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,0.013,適合,適合,適合,1.2,,適合,,,,適合,適合,350,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-951,,29,環改化,自,77,江東区東砂二丁目７３番２,,,,,8,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,,,,1.3,,,,,
指-951,,29,環改化,自,77,江東区東砂二丁目７３番２,,,,,8,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,0.012,,,,9.4,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-951,,29,環改化,自,77,江東区東砂二丁目７３番２,,,,,8,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,,,,1.3,,,,,
指-955,,29,環改化,自,79,大田区京浜島三丁目１８番２,,,,,47,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,,3.3,,,,,,,適合,,,適合,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-955,,29,環改化,自,79,大田区京浜島三丁目１８番２,,,,,23,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,
指-980,,29,環改化,自,80,板橋区仲町１番１,,,,,78,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,650,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-905,,29,環改化,自,81,中央区勝どき四丁目５０１番外２７筆,,,,,156,土壌概況,,,,,,,0.68,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.27,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,適合,0.23,適合,0.12,0.12,適合,適合,適合,2.9,5.8,,,,,,330,適合,10000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-905,,29,環改化,自,81,中央区勝どき四丁目５０１番外２７筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,適合,,,,,,,,,,,,,,
指-961,○,29,環改化,自,82,練馬区羽沢三丁目１５番４外１筆,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,170,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-961,○,29,環改化,自,82,練馬区羽沢三丁目１５番４外１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-662,,29,環改化,自,83,江東区新砂二丁目６２５番２７外４筆,,,,,282,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,1.5,,,,,,,,,,,430,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-662,,29,環改化,自,83,江東区新砂二丁目６２５番２７外４筆,,,,,18,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,
指-974,,29,環改化,自,84,大田区平和島四丁目８番,,,,,13,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,2.9,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-974,,29,環改化,自,84,大田区平和島四丁目８番,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,
指-974,,29,環改化,自,84,大田区平和島四丁目８番,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-974,,29,環改化,自,84,大田区平和島四丁目８番,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,
指-963,,29,環改化,自,85,江東区新砂三丁目２４６４番１８外４筆,,,,,37,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,0.072,適合,0.058,適合,0.011,適合,1.1,適合,適合,適合,適合,適合,適合,適合,1100,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-963,,29,環改化,自,85,江東区新砂三丁目２４６４番１８外４筆,,,,,7,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,0.21,,適合,,1.3,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-963,,29,環改化,自,85,江東区新砂三丁目２４６４番１８外４筆,,,,,7,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.033,,適合,,0.83,,,,,
指-978,○,29,環改化,自,86,目黒区駒場３丁目８６５番１,,,,,23,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,,,,,,,,,270,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-967
指-968",,29,環改化,自,87,北区桐ヶ丘一丁目１３２０番３０外１筆,,,,,49,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.073,0.06,適合,適合,適合,適合,適合,,適合,,,,適合,適合,220,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-967
指-968",,29,環改化,自,87,北区桐ヶ丘一丁目１３２０番３０外１筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,
"指-967
指-968",,29,環改化,自,87,北区桐ヶ丘一丁目１３２０番３０外１筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,0.06,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-967
指-968",,29,環改化,自,87,北区桐ヶ丘一丁目１３２０番３０外１筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,
指-905,,29,環改化,自,88,中央区勝どき四丁目５０１番外７筆,,,,,20,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.037,0.083,適合,適合,適合,適合,1.9,,,,,,適合,適合,890,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-822,,29,環改化,自,89,杉並区梅里一丁目１５７番１外１筆,,,,,25,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,700,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-976,○,29,環改化,自,90,足立区六町四丁目４番９,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.8,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-976,○,29,環改化,自,90,足立区六町四丁目４番９,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,
指-976,○,29,環改化,自,90,足立区六町四丁目４番９,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-976,○,29,環改化,自,90,足立区六町四丁目４番９,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,
指-986,,29,環改化,自,91,江東区豊洲６丁目９番１,,,,,36,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.14,0.048,,,,,,,,,,,,2000,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-810,,29,環改化,自,92,江東区夢の島二丁目３番２,,,,,133,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.1,適合,適合,適合,0.83,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-662,,29,環改化,自,93,江東区新砂二丁目６２５番９７,,,,,4,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.24,1.5,,,,,,,,,,,430,,32000,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-939,,29,環改化,自,94,足立区扇三丁目６３番,,,,,95,土壌概況,,,,,,,不検出,不検出,0.1,不検出,不検出,不検出,不検出,不検出,,不検出,,不検出,,,,,,,,,,,,,,,適合,,,,,,,,,,適合,適合,0.4,適合,0.016,適合,,適合,1.7,,適合,適合,,,適合,適合,3700,適合,適合,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-939,,29,環改化,自,94,足立区扇三丁目６３番,,,,,11,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,適合,,適合,,,,適合,,,,,
指-939,,29,環改化,自,94,足立区扇三丁目６３番,,,,,11,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,,0.029,,0.016,,,,1.7,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-939,,29,環改化,自,94,足立区扇三丁目６３番,,,,,11,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,,適合,,適合,,,,適合,,,,,
指-926,,29,環改化,自,95,北区豊島四丁目４番２１,,,,,1,土壌概況,,,,,,,0.5,95,,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,適合,0.017,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-926,,29,環改化,自,95,北区豊島四丁目４番２１,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,
指-972,,29,環改化,自,96,中央区築地四丁目１番１外１４筆,,,,,111,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.16,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.07,0.048,0.0009,適合,適合,1.2,,適合,,,,適合,適合,650,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-972,,29,環改化,自,96,中央区築地四丁目１番１外１４筆,,,,,20,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,適合,0.013,適合,,,適合,,,,,
指-905,,29,環改化,自,97,中央区勝どき四丁目５０５番１外１筆,,,,,13,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.018,適合,適合,適合,適合,適合,1.6,,,,,,適合,適合,340,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
