事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,"H 運輸業,郵便業",令和５,2023,9月,19.3,167.8,148.2,19.6,15.6,110.1,102,8.1
５人以上,"H 運輸業,郵便業",令和５,2023,10月,19.4,171.3,150.1,21.2,15.8,111.5,103.4,8.1
５人以上,"H 運輸業,郵便業",令和５,2023,11月,19.4,170.3,150.5,19.8,16.2,114.7,106.5,8.2
５人以上,"H 運輸業,郵便業",令和５,2023,12月,19.4,170.5,150.4,20.1,16.1,114.6,105.2,9.4
５人以上,"I 卸売業,小売業",平成30,2018,年平均,19.6,161.5,151.1,10.4,14.4,87.2,83.9,3.3
５人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,19.1,157.9,147.1,10.8,14.3,89.4,85.7,3.7
５人以上,"I 卸売業,小売業",令和２,2020,年平均,18.8,154.2,144.5,9.7,13.7,86.4,83.3,3.1
５人以上,"I 卸売業,小売業",令和３,2021,年平均,18.9,156.6,145.2,11.4,13.5,82.3,79.8,2.5
５人以上,"I 卸売業,小売業",令和４,2022,年平均,18.8,157.5,145.1,12.4,13.7,81.1,79.1,2
５人以上,"I 卸売業,小売業",令和５,2023,年平均,19,159.1,147.3,11.8,13.3,79.2,77.5,1.7
５人以上,"I 卸売業,小売業",令和５,2023,1月,17.8,149.7,137.9,11.8,12.7,75.5,74,1.5
５人以上,"I 卸売業,小売業",令和５,2023,2月,18.5,154.2,142.6,11.6,13.2,78.2,76.7,1.5
５人以上,"I 卸売業,小売業",令和５,2023,3月,19.1,160.8,148.6,12.2,13.1,76.8,75.4,1.4
５人以上,"I 卸売業,小売業",令和５,2023,4月,19.6,163.6,151.2,12.4,13.4,79.8,78.2,1.6
５人以上,"I 卸売業,小売業",令和５,2023,5月,18.6,155,143.4,11.6,13.1,78.3,76.8,1.5
５人以上,"I 卸売業,小売業",令和５,2023,6月,20,166.6,154.7,11.9,13.5,80.8,79.2,1.6
５人以上,"I 卸売業,小売業",令和５,2023,7月,19.6,163.6,151.7,11.9,13.4,79.3,77.6,1.7
５人以上,"I 卸売業,小売業",令和５,2023,8月,18.5,154.8,143.8,11,13.7,82.5,80.6,1.9
５人以上,"I 卸売業,小売業",令和５,2023,9月,18.9,157.7,146.3,11.4,13.6,81,79.4,1.6
５人以上,"I 卸売業,小売業",令和５,2023,10月,19.3,162.1,149.8,12.3,13.2,79.4,77.4,2
５人以上,"I 卸売業,小売業",令和５,2023,11月,19.4,162.6,150.6,12,13.3,79.7,77.8,1.9
５人以上,"I 卸売業,小売業",令和５,2023,12月,19,158.8,147.3,11.5,13.3,79.7,77.3,2.4
５人以上,"J 金融業,保険業",平成30,2018,年平均,19.1,157.1,140.4,16.7,15.5,101.8,100.1,1.7
５人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,18.4,151.5,134.1,17.4,15.7,97.7,95.4,2.3
５人以上,"J 金融業,保険業",令和２,2020,年平均,18.4,153,134.4,18.6,15.2,98.6,96.6,2
５人以上,"J 金融業,保険業",令和３,2021,年平均,18.6,154.3,136.8,17.5,15.5,99.3,97.3,2
５人以上,"J 金融業,保険業",令和４,2022,年平均,18.4,154.2,135.7,18.5,15.2,98,95.5,2.5
５人以上,"J 金融業,保険業",令和５,2023,年平均,18.4,152.5,135.4,17.1,15.4,99.7,97.5,2.2
５人以上,"J 金融業,保険業",令和５,2023,1月,17.6,147.2,129.9,17.3,14.8,96.2,93.9,2.3
５人以上,"J 金融業,保険業",令和５,2023,2月,17.5,146,128.8,17.2,14.6,95.4,93,2.4
５人以上,"J 金融業,保険業",令和５,2023,3月,19.4,161.6,142.9,18.7,15.7,101.7,98.8,2.9
５人以上,"J 金融業,保険業",令和５,2023,4月,19.1,159.5,140.5,19,15.6,101.1,98.5,2.6
５人以上,"J 金融業,保険業",令和５,2023,5月,18.5,153.8,136.3,17.5,15,97.9,95.4,2.5
５人以上,"J 金融業,保険業",令和５,2023,6月,20,165.9,148,17.9,16.3,105.7,103.3,2.4
５人以上,"J 金融業,保険業",令和５,2023,7月,18,149.9,133.2,16.7,15.5,101.5,99.5,2
５人以上,"J 金融業,保険業",令和５,2023,8月,18,148.5,133.2,15.3,15.5,101.2,99.6,1.6
５人以上,"J 金融業,保険業",令和５,2023,9月,18.4,152.2,135.5,16.7,15.2,97.8,96,1.8
５人以上,"J 金融業,保険業",令和５,2023,10月,18,149.7,133.2,16.5,15.5,100.7,98.8,1.9
５人以上,"J 金融業,保険業",令和５,2023,11月,17.8,147.7,131.3,16.4,15.2,98.8,96.7,2.1
５人以上,"J 金融業,保険業",令和５,2023,12月,17.9,147.5,131.8,15.7,15.4,99.4,97,2.4
５人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,19.7,165.5,150.1,15.4,13.7,79.9,77.5,2.4
５人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,19.3,162.8,146.6,16.2,13.7,80.7,77.8,2.9
５人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,19,159.6,145.3,14.3,13.5,77.6,74.7,2.9
５人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,19.3,162.6,146.3,16.3,14,84.4,81.1,3.3
５人以上,"K 不動産業,物品賃貸業",令和４,2022,年平均,19.1,160.9,145,15.9,14.6,80.3,77.8,2.5
５人以上,"K 不動産業,物品賃貸業",令和５,2023,年平均,19.2,161.3,147.1,14.2,13.9,80,77.8,2.2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,1月,18.1,152.9,139.6,13.3,12.9,74.7,72.7,2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,2月,18.5,155.5,142.1,13.4,13.6,78.2,76.1,2.1
５人以上,"K 不動産業,物品賃貸業",令和５,2023,3月,19.5,165.7,149.2,16.5,13.6,76.9,74.9,2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,4月,20.1,168.7,153.6,15.1,14.1,80.4,78,2.4
５人以上,"K 不動産業,物品賃貸業",令和５,2023,5月,18.9,157.8,144.2,13.6,13.2,76.2,74,2.2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,6月,20,165.8,152.4,13.4,14.9,82.2,80.2,2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,7月,19.8,164.2,150.3,13.9,14.8,83.9,82,1.9
５人以上,"K 不動産業,物品賃貸業",令和５,2023,8月,18.7,156.6,142.8,13.8,13.6,79.8,77.8,2
５人以上,"K 不動産業,物品賃貸業",令和５,2023,9月,19.1,160.3,146.6,13.7,14,81.2,79.3,1.9
５人以上,"K 不動産業,物品賃貸業",令和５,2023,10月,19.5,163.6,149,14.6,13.6,79.6,77.2,2.4
５人以上,"K 不動産業,物品賃貸業",令和５,2023,11月,19.4,163.8,149.5,14.3,13.9,83.7,81.4,2.3
５人以上,"K 不動産業,物品賃貸業",令和５,2023,12月,19,159.8,145.2,14.6,14,82.4,79.6,2.8
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,19.1,159.8,144.5,15.3,12.6,80.7,78.9,1.8
５人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,18.9,156.9,141.6,15.3,12.1,81.8,79.1,2.7
５人以上,"L 学術研究,専門・技術サービス業",令和２,2020,年平均,18.8,155.7,141.9,13.8,11.3,76.3,73.9,2.4
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,年平均,18.9,159.6,142.8,16.8,13.5,92.1,89.6,2.5
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,年平均,18.9,162.2,145.6,16.6,12.8,82.7,80.6,2.1
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,年平均,19,165.5,147.8,17.7,12.6,78.9,75.9,3
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,1月,17.3,151.3,135.2,16.1,11.3,71.9,69.1,2.8
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,2月,18.6,161.7,143.8,17.9,12.3,79.8,76.7,3.1
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,3月,19.6,171.4,152.1,19.3,12.7,80.1,77.8,2.3
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,4月,19.5,169.9,151.2,18.7,13.1,84.3,80.8,3.5
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,5月,18.1,157.7,141.3,16.4,14,91.3,88.2,3.1
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,6月,20.3,174.7,156.6,18.1,13.7,88,84.8,3.2
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,7月,19.3,167,149.7,17.3,13.2,83.4,80.7,2.7
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,8月,18.8,164.6,147.8,16.8,12.2,79.4,76.2,3.2
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,9月,19,164.9,148,16.9,12.6,73.9,71.1,2.8
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,10月,19.4,168.9,150.6,18.3,12.5,73.7,70.7,3
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,11月,19.3,169,150.5,18.5,12,76.1,72.8,3.3
５人以上,"L 学術研究,専門・技術サービス業",令和５,2023,12月,18.8,163.6,146,17.6,12.3,73,69.6,3.4
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,21.2,189.6,168.1,21.5,12.4,74.4,71.4,3
５人以上,"M 宿泊業,飲食サービス業",平成31・令和元,2019,年平均,20.5,181.9,162.7,19.2,11.7,69.8,66.5,3.3
５人以上,"M 宿泊業,飲食サービス業",令和２,2020,年平均,18,151.4,139.2,12.2,10.2,56.4,54.4,2
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,年平均,17.8,147.8,137.5,10.3,10.3,55.6,54.4,1.2
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,年平均,19.5,169.3,154.7,14.6,11.1,66.5,63.7,2.8
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,年平均,19.9,176.7,159.8,16.9,10.7,64.9,61.9,3
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,1月,19.4,174.1,155.9,18.2,10.5,65.4,62.3,3.1
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,2月,19.3,170.4,154.7,15.7,10.5,63.9,60.9,3
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,3月,20.3,183.2,164.7,18.5,10.9,67,63.7,3.3
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,4月,20.8,186.4,168.9,17.5,10.7,66.1,62.8,3.3
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,5月,20.5,182.5,164.1,18.4,10.9,66.2,63.2,3
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,6月,20.6,182.7,163.8,18.9,11,66.4,63.6,2.8
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,7月,20.1,176.9,159,17.9,10.8,65.2,62.2,3
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,8月,19.8,173.7,158.2,15.5,10.4,63.8,60.9,2.9
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,9月,19.5,171.5,156.5,15,10.5,63.3,60.5,2.8
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,10月,19.7,173.7,158.4,15.3,10.8,64.6,61.8,2.8
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,11月,19.5,170.6,155.3,15.3,10.5,61.9,59.3,2.6
５人以上,"M 宿泊業,飲食サービス業",令和５,2023,12月,19.6,175.9,158.3,17.6,10.8,64.9,61.9,3
５人以上,"N 生活関連サービス業,娯楽業",平成30,2018,年平均,20.5,169.7,156.1,13.6,12.9,79.2,77.9,1.3
５人以上,"N 生活関連サービス業,娯楽業",平成31・令和元,2019,年平均,20.1,166.8,154.5,12.3,11.9,68.1,66.6,1.5
５人以上,"N 生活関連サービス業,娯楽業",令和２,2020,年平均,18.2,146.2,138.1,8.1,10.7,60,58.7,1.3
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,年平均,19,154.6,145.4,9.2,10.1,58.7,57,1.7
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,年平均,19,155.4,145.6,9.8,12.5,78.6,76.9,1.7
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,年平均,19.5,157.9,148.1,9.8,12.3,76.6,75.4,1.2
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,1月,18.5,149.4,139.9,9.5,12.1,74,72.8,1.2
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,2月,17.9,144.7,136.9,7.8,12.5,76.8,75.3,1.5
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,3月,19.3,159,149.4,9.6,12.2,74.4,73.4,1
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,4月,20.2,162.7,152.2,10.5,12.8,79,77.7,1.3
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,5月,19.6,157.9,148,9.9,13,79.2,78,1.2
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,6月,20.3,161.8,152.8,9,13.3,79.8,78.9,0.9
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,7月,20.1,161.3,151.7,9.6,11.7,72.2,71.4,0.8
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,8月,19.3,155.5,146.8,8.7,12.4,79.2,78.1,1.1
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,9月,19.1,153.3,143.8,9.5,11.7,73.9,72.8,1.1
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,10月,19.9,163.3,151.8,11.5,12,75.5,74.4,1.1
５人以上,"N 生活関連サービス業,娯楽業",令和５,2023,11月,20,162.7,152.2,10.5,12.1,77,75.5,1.5
