事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,25120,453,764,24808,656,8,15,648
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,24399,355,309,24446,526,14,16,524
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,22701,260,478,22484,529,10,22,517
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,年平均,16520,283,235,16567,329,11,7,334
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,年平均,17153,289,227,17215,319,9,7,320
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,1月,16667,28,105,16589,357,2,4,356
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,2月,16597,34,48,16583,348,0,5,343
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,3月,×,×,×,×,×,×,×,×
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,4月,×,×,×,×,×,×,×,×
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,5月,17414,123,165,17372,286,0,10,276
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,6月,17323,130,115,17337,325,26,1,351
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,7月,17386,194,275,17307,302,17,4,313
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,8月,17305,87,77,17317,315,3,3,313
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,9月,17316,102,70,17348,314,5,3,316
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,10月,17348,97,72,17374,316,0,5,310
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,11月,17374,30,48,17356,310,7,5,312
30人以上,F 電気・ガス・熱供給・水道業,令和５,2023,12月,17356,165,53,17467,312,6,0,319
30人以上,G 情報通信業,平成30,2018,年平均,683822,9919,9733,684030,22444,1252,1142,22532
30人以上,G 情報通信業,平成31・令和元,2019,年平均,705364,10586,8050,707962,16423,747,668,16441
30人以上,G 情報通信業,令和２,2020,年平均,720824,10829,8881,722771,23997,837,935,23900
30人以上,G 情報通信業,令和３,2021,年平均,738485,11302,10796,739051,27304,1030,920,27355
30人以上,G 情報通信業,令和４,2022,年平均,752649,10596,9493,753791,40060,1119,1025,40115
30人以上,G 情報通信業,令和５,2023,年平均,766877,11337,9260,768989,39937,1144,1018,40028
30人以上,G 情報通信業,令和５,2023,1月,755351,5444,8532,752259,38712,1096,810,39002
30人以上,G 情報通信業,令和５,2023,2月,752183,4806,7613,749386,39078,938,1033,38973
30人以上,G 情報通信業,令和５,2023,3月,747340,6255,6893,746621,41019,829,803,41126
30人以上,G 情報通信業,令和５,2023,4月,747355,47988,17964,777917,40392,1221,1784,39291
30人以上,G 情報通信業,令和５,2023,5月,777259,11750,8948,780033,39949,1501,1130,40348
30人以上,G 情報通信業,令和５,2023,6月,779850,6597,8223,778209,40531,952,1288,40210
30人以上,G 情報通信業,令和５,2023,7月,779500,10496,14649,775334,38919,748,522,39158
30人以上,G 情報通信業,令和５,2023,8月,773753,6669,10758,769686,40739,881,1043,40555
30人以上,G 情報通信業,令和５,2023,9月,776210,5544,6921,774855,34031,2375,1167,35217
30人以上,G 情報通信業,令和５,2023,10月,768339,7872,9386,766853,41733,869,1073,41501
30人以上,G 情報通信業,令和５,2023,11月,766863,18272,6320,778753,41491,1736,875,42414
30人以上,G 情報通信業,令和５,2023,12月,778523,4350,4914,777956,42644,582,692,42537
30人以上,"H 運輸業,郵便業",平成30,2018,年平均,333353,5324,5253,333498,57211,2089,2019,57206
30人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,341475,6483,6157,341858,52923,3664,3476,53055
30人以上,"H 運輸業,郵便業",令和２,2020,年平均,339455,5436,4431,340517,62010,3568,3714,61807
30人以上,"H 運輸業,郵便業",令和３,2021,年平均,341797,4285,5024,340960,53393,1249,1752,52988
30人以上,"H 運輸業,郵便業",令和４,2022,年平均,308565,5132,5189,308491,36541,504,863,36199
30人以上,"H 運輸業,郵便業",令和５,2023,年平均,310800,5029,4847,310981,32397,399,646,32152
30人以上,"H 運輸業,郵便業",令和５,2023,1月,309280,2794,3316,308742,34689,151,431,34425
30人以上,"H 運輸業,郵便業",令和５,2023,2月,308728,4391,4165,308950,34439,364,673,34134
30人以上,"H 運輸業,郵便業",令和５,2023,3月,310571,3897,6825,307639,32513,432,931,32018
30人以上,"H 運輸業,郵便業",令和５,2023,4月,305678,14287,7575,312500,33979,227,1548,32548
30人以上,"H 運輸業,郵便業",令和５,2023,5月,314325,3555,3418,314431,30723,721,365,31110
30人以上,"H 運輸業,郵便業",令和５,2023,6月,310414,5428,6787,309054,35127,391,692,34827
30人以上,"H 運輸業,郵便業",令和５,2023,7月,311727,5327,6226,310750,32154,171,389,32014
30人以上,"H 運輸業,郵便業",令和５,2023,8月,312572,2900,3473,311999,30192,436,694,29934
30人以上,"H 運輸業,郵便業",令和５,2023,9月,312719,3435,4418,311737,29214,780,519,29474
30人以上,"H 運輸業,郵便業",令和５,2023,10月,309815,8314,5073,313056,31396,459,689,31166
30人以上,"H 運輸業,郵便業",令和５,2023,11月,311154,2911,3506,310544,33068,460,201,33342
30人以上,"H 運輸業,郵便業",令和５,2023,12月,312620,3112,3379,312368,31266,193,615,30829
30人以上,"I 卸売業,小売業",平成30,2018,年平均,816464,11576,11502,816518,214910,4098,4349,214679
30人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,812731,13934,12010,814676,229739,4842,4798,229762
30人以上,"I 卸売業,小売業",令和２,2020,年平均,828044,11054,11007,828074,221395,4555,5567,220397
30人以上,"I 卸売業,小売業",令和３,2021,年平均,865368,11469,11526,865330,173715,3571,4009,173258
30人以上,"I 卸売業,小売業",令和４,2022,年平均,903861,12854,11487,905283,165098,4106,3972,165177
30人以上,"I 卸売業,小売業",令和５,2023,年平均,902776,11055,11752,901656,169949,4360,4462,170270
30人以上,"I 卸売業,小売業",令和５,2023,1月,909061,8598,11499,905556,167391,3946,3038,168903
30人以上,"I 卸売業,小売業",令和５,2023,2月,901442,8506,12343,897038,173017,2288,3124,172748
30人以上,"I 卸売業,小売業",令和５,2023,3月,912978,9567,11198,910822,156808,3717,7033,154017
30人以上,"I 卸売業,小売業",令和５,2023,4月,897633,43936,26621,914802,167206,6219,6597,166974
30人以上,"I 卸売業,小売業",令和５,2023,5月,913907,10491,14273,909663,167869,6457,4637,170151
30人以上,"I 卸売業,小売業",令和５,2023,6月,909596,6918,9884,906604,170218,3549,4579,169214
30人以上,"I 卸売業,小売業",令和５,2023,7月,902979,9318,11740,900542,172839,3712,5662,170904
30人以上,"I 卸売業,小売業",令和５,2023,8月,896626,6766,8695,894317,174820,5371,3182,177389
30人以上,"I 卸売業,小売業",令和５,2023,9月,901206,7023,7058,901318,170500,3522,5305,168570
30人以上,"I 卸売業,小売業",令和５,2023,10月,902014,10159,12652,899154,167874,4580,2931,169890
30人以上,"I 卸売業,小売業",令和５,2023,11月,893281,6082,8492,888829,175763,4168,3133,178840
30人以上,"I 卸売業,小売業",令和５,2023,12月,892589,5291,6572,891217,175080,4792,4318,175645
30人以上,"J 金融業,保険業",平成30,2018,年平均,300542,4850,4438,300969,24459,379,447,24376
30人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,315471,5470,5228,315706,13969,220,214,13982
30人以上,"J 金融業,保険業",令和２,2020,年平均,310257,5444,5511,310185,16357,235,292,16305
30人以上,"J 金融業,保険業",令和３,2021,年平均,305088,5208,5467,304818,21143,383,504,21031
30人以上,"J 金融業,保険業",令和４,2022,年平均,305846,5163,5509,305488,21587,317,386,21531
30人以上,"J 金融業,保険業",令和５,2023,年平均,305412,4594,4756,305239,20549,317,328,20551
30人以上,"J 金融業,保険業",令和５,2023,1月,303333,3803,4573,302548,21190,386,295,21296
30人以上,"J 金融業,保険業",令和５,2023,2月,301582,2984,2565,301998,22262,573,222,22616
30人以上,"J 金融業,保険業",令和５,2023,3月,302150,2294,3008,301422,22464,100,222,22356
30人以上,"J 金融業,保険業",令和５,2023,4月,302377,23220,16242,309347,21401,834,772,21471
30人以上,"J 金融業,保険業",令和５,2023,5月,308789,3786,3556,309011,22029,200,332,21905
30人以上,"J 金融業,保険業",令和５,2023,6月,310335,2614,5121,307813,20581,219,271,20544
30人以上,"J 金融業,保険業",令和５,2023,7月,309881,3967,5196,308649,18476,236,483,18232
30人以上,"J 金融業,保険業",令和５,2023,8月,307168,1883,3108,305936,19713,293,215,19798
30人以上,"J 金融業,保険業",令和５,2023,9月,305000,2429,2686,304738,20734,76,240,20575
30人以上,"J 金融業,保険業",令和５,2023,10月,305983,4857,6094,304742,19330,240,422,19152
30人以上,"J 金融業,保険業",令和５,2023,11月,304888,1663,2834,303664,19006,385,241,19203
30人以上,"J 金融業,保険業",令和５,2023,12月,303461,1629,2083,302995,19406,265,217,19466
30人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,122878,1935,1699,123102,16271,408,303,16388
30人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,123235,1870,1588,123558,19863,386,390,19817
30人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,121917,2049,1747,122211,23851,549,488,23921
30人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,128922,2203,1860,129271,21417,599,609,21402
30人以上,"K 不動産業,物品賃貸業",令和４,2022,年平均,157062,2680,2048,157706,20105,321,371,20043
30人以上,"K 不動産業,物品賃貸業",令和５,2023,年平均,163932,2669,1889,164703,18316,372,486,18212
30人以上,"K 不動産業,物品賃貸業",令和５,2023,1月,158326,1474,1349,158450,19599,199,360,19439
30人以上,"K 不動産業,物品賃貸業",令和５,2023,2月,158591,1539,1343,158772,19298,172,579,18906
30人以上,"K 不動産業,物品賃貸業",令和５,2023,3月,158509,1377,1573,158312,19169,247,628,18789
30人以上,"K 不動産業,物品賃貸業",令和５,2023,4月,158494,11995,4421,166000,18607,951,1376,18250
30人以上,"K 不動産業,物品賃貸業",令和５,2023,5月,167535,3963,3002,168495,16715,272,567,16421
30人以上,"K 不動産業,物品賃貸業",令和５,2023,6月,165434,1291,2218,164498,19482,509,411,19589
30人以上,"K 不動産業,物品賃貸業",令和５,2023,7月,165181,1660,1671,165171,18906,356,457,18804
30人以上,"K 不動産業,物品賃貸業",令和５,2023,8月,165725,1167,1167,165725,18250,381,389,18242
30人以上,"K 不動産業,物品賃貸業",令和５,2023,9月,165615,1896,1332,166181,18352,382,424,18308
30人以上,"K 不動産業,物品賃貸業",令和５,2023,10月,166686,2549,2238,166996,17803,339,185,17958
30人以上,"K 不動産業,物品賃貸業",令和５,2023,11月,168751,2148,1431,169452,16203,329,251,16297
30人以上,"K 不動産業,物品賃貸業",令和５,2023,12月,168338,964,919,168377,17411,331,201,17547
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,257379,3704,3319,257742,22661,772,827,22630
30人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,261919,3473,3589,261840,17490,525,712,17266
30人以上,"L 学術研究,専門・技術サービス業",令和２,2020,年平均,258285,3319,3583,258040,16737,337,438,16616
30人以上,"L 学術研究,専門・技術サービス業",令和３,2021,年平均,262134,4435,4332,262248,14575,569,387,14746
30人以上,"L 学術研究,専門・技術サービス業",令和４,2022,年平均,285683,5451,4244,286898,16321,598,601,16309
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,年平均,306484,6364,4709,308132,14551,547,437,14667
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,1月,294489,4426,4180,294734,14982,321,348,14956
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,2月,294493,4490,3406,295587,15197,905,416,15676
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,3月,296750,5170,3936,297974,14513,510,894,14139
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,4月,297832,20813,9812,308804,14281,660,1080,13890
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,5月,308344,6312,4676,309969,14350,410,270,14501
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,6月,310781,4281,4347,310739,13689,459,308,13816
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,7月,309484,6819,6204,310098,15071,563,340,15295
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,8月,311024,3862,4612,310189,14369,511,353,14612
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,9月,310098,6282,3385,313057,14703,725,261,15105
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,10月,313207,6125,5192,314137,14955,842,411,15389
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,11月,314577,3977,3285,315241,14949,454,398,15033
30人以上,"L 学術研究,専門・技術サービス業",令和５,2023,12月,316725,3806,3469,317060,13549,203,164,13590
30人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,74180,1747,2016,73962,152383,7341,7209,152465
30人以上,"M 宿泊業,飲食サービス業",平成31・令和元,2019,年平均,66607,1501,1440,66669,159740,7453,7370,159822
30人以上,"M 宿泊業,飲食サービス業",令和２,2020,年平均,62859,1436,1641,62687,148361,4977,7627,145679
30人以上,"M 宿泊業,飲食サービス業",令和３,2021,年平均,68510,1196,2023,67712,123211,4872,5241,122812
30人以上,"M 宿泊業,飲食サービス業",令和４,2022,年平均,102993,1576,1968,102669,117326,7478,5677,119060
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,年平均,92201,2148,1677,92682,138595,8484,8468,138602
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,1月,90289,651,1233,89722,145205,5161,12504,137847
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,2月,91329,1351,1457,91217,136240,8449,7698,136997
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,3月,91828,2478,1991,92315,136386,6630,8493,134523
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,4月,92750,3639,2965,93527,134088,11690,10882,134793
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,5月,93421,2993,2888,93558,134899,9511,9258,135120
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,6月,79195,1212,1827,78585,149483,8090,8639,148929
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,7月,92882,4722,803,96814,134632,6432,8383,132668
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,8月,93180,1729,1793,93116,136302,6113,7078,135337
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,9月,90295,2656,1615,91354,138158,9390,8824,138706
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,10月,98043,1995,1252,98534,132017,13326,5034,140561
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,11月,96465,1308,963,96992,142630,8155,7758,142845
30人以上,"M 宿泊業,飲食サービス業",令和５,2023,12月,96737,1047,1337,96463,143100,8866,7059,144891
30人以上,"N 生活関連サービス業,娯楽業",平成30,2018,年平均,68268,1082,1226,68261,60256,2378,2834,59663
30人以上,"N 生活関連サービス業,娯楽業",平成31・令和元,2019,年平均,68193,1006,762,68432,62906,2988,2530,63370
30人以上,"N 生活関連サービス業,娯楽業",令和２,2020,年平均,80411,1395,996,80844,55696,1231,1738,55156
30人以上,"N 生活関連サービス業,娯楽業",令和３,2021,年平均,86017,1381,1771,85631,45213,976,1139,45046
30人以上,"N 生活関連サービス業,娯楽業",令和４,2022,年平均,78313,1398,1264,78456,39369,1603,1387,39575
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,年平均,79701,1594,1601,79709,39813,1470,1522,39745
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,1月,71402,844,966,71299,47469,3188,1474,49164
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,2月,81257,590,1843,80004,39206,1308,1590,38924
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,3月,77514,1685,1654,77542,41415,1803,3017,40204
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,4月,76397,6538,3151,79844,41349,1612,2711,40190
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,5月,82196,2260,1741,82783,37838,1407,1625,37552
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,6月,84009,967,1669,83286,36326,2226,630,37943
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,7月,76944,996,1385,76594,44285,1748,2225,43769
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,8月,80309,1067,1065,80311,40054,870,1194,39730
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,9月,80523,583,1504,79602,39518,688,839,39367
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,10月,82015,1642,1866,81794,36954,748,970,36729
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,11月,81541,913,807,81637,36982,1084,1046,37030
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,12月,82303,1037,1566,81814,36364,958,947,36335
30人以上,"O 教育,学習支援業",平成30,2018,年平均,220211,2944,3337,219824,107566,5860,5808,107612
30人以上,"O 教育,学習支援業",平成31・令和元,2019,年平均,205420,2875,2726,205632,120957,10175,10573,120497
30人以上,"O 教育,学習支援業",令和２,2020,年平均,200398,3382,3562,200240,121124,8504,8195,121412
30人以上,"O 教育,学習支援業",令和３,2021,年平均,199867,3192,3100,200041,117377,10355,11252,116397
30人以上,"O 教育,学習支援業",令和４,2022,年平均,207671,3732,3902,207542,91381,5332,5395,91277
30人以上,"O 教育,学習支援業",令和５,2023,年平均,209623,3582,3316,209890,91633,5417,5220,91830
30人以上,"O 教育,学習支援業",令和５,2023,1月,212383,515,668,212211,92276,2267,3722,90840
30人以上,"O 教育,学習支援業",令和５,2023,2月,217951,757,1976,216717,85100,2093,3439,83769
30人以上,"O 教育,学習支援業",令和５,2023,3月,214154,2547,5153,211540,86332,1734,14960,73114
30人以上,"O 教育,学習支援業",令和５,2023,4月,204895,24876,20780,208966,79759,23238,13065,89957
30人以上,"O 教育,学習支援業",令和５,2023,5月,211525,818,1734,210775,87398,5025,2838,89419
30人以上,"O 教育,学習支援業",令和５,2023,6月,208299,2278,1450,209128,91895,3730,1342,94282
30人以上,"O 教育,学習支援業",令和５,2023,7月,210840,1120,1058,210901,92570,4244,2782,94033
30人以上,"O 教育,学習支援業",令和５,2023,8月,209812,1585,1251,210146,95122,2408,7862,89668
30人以上,"O 教育,学習支援業",令和５,2023,9月,207982,1987,1036,208932,91832,6213,5536,92510
30人以上,"O 教育,学習支援業",令和５,2023,10月,205720,1703,2058,205365,95722,8041,3478,100285
30人以上,"O 教育,学習支援業",令和５,2023,11月,204964,2198,2127,204895,100686,3702,1569,102959
30人以上,"O 教育,学習支援業",令和５,2023,12月,206950,2594,500,209087,100904,2311,2041,101131
30人以上,"P 医療,福祉",平成30,2018,年平均,339255,6197,6304,339141,139365,4048,3888,139533
30人以上,"P 医療,福祉",平成31・令和元,2019,年平均,347363,5862,5521,347722,160957,5847,5802,160985
30人以上,"P 医療,福祉",令和２,2020,年平均,369281,5593,5622,369399,147277,4948,5688,146391
30人以上,"P 医療,福祉",令和３,2021,年平均,380166,5519,5437,380321,137024,4400,3518,137833
30人以上,"P 医療,福祉",令和４,2022,年平均,338397,5508,5148,339015,174782,7872,7894,174503
30人以上,"P 医療,福祉",令和５,2023,年平均,367437,7138,6775,367819,145813,4035,4715,145116
30人以上,"P 医療,福祉",令和５,2023,1月,378932,2502,3383,378052,134406,3365,5668,132102
30人以上,"P 医療,福祉",令和５,2023,2月,369512,1683,3675,367523,140642,2389,2165,140863
30人以上,"P 医療,福祉",令和５,2023,3月,362294,3714,5185,360823,146092,2792,4142,144742
30人以上,"P 医療,福祉",令和５,2023,4月,374133,48978,32588,390683,131432,6847,9730,128389
30人以上,"P 医療,福祉",令和５,2023,5月,376634,5997,7775,375089,142438,5574,6480,141299
30人以上,"P 医療,福祉",令和５,2023,6月,390334,2282,3021,389037,126054,3049,2257,127404
30人以上,"P 医療,福祉",令和５,2023,7月,372009,5112,5271,372339,144432,3093,1713,145323
30人以上,"P 医療,福祉",令和５,2023,8月,384479,2867,3730,383576,133183,5287,2539,135971
30人以上,"P 医療,福祉",令和５,2023,9月,371963,3409,6424,368906,147584,4091,4429,147288
30人以上,"P 医療,福祉",令和５,2023,10月,303255,4363,5233,302347,212939,5138,12515,205600
