規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和４,2022,11月,100.3,1,91.7,103.9,94.8,102.6,103,96,99.1,98.5,105.6,104.2,99.9,96.9,100,103.4,89.6,99.7
５人以上,令和４,2022,12月,100.5,1.2,91,103.8,96.2,101.3,103,95.4,99,98.1,105.7,104.9,101.1,96.2,100,103.4,89.8,99.9
５人以上,令和５,2023,1月,100.1,1,89.2,103.5,95.6,100.9,102.6,95.1,98.5,97.9,105.8,104.9,100.3,95.9,99.8,103,89.9,99.8
５人以上,令和５,2023,2月,100.1,1.2,89.6,103.6,97.7,101.4,102.3,95.1,98.1,97.9,105.8,105.6,100.6,95.5,99,102.6,89.6,99.7
５人以上,令和５,2023,2月（前年同月比（％））,－,－,-9.9,1.1,0.7,0.5,0,-1.1,-0.2,0.1,3.3,4.8,7.6,-0.6,-0.4,2,-5.5,0.5
30人以上,平成29,2017,年平均,96.2,1.4,－,86.6,90,92.4,92.9,95.9,97.8,98.9,93.9,101.8,103.4,100.2,102.1,99.7,96.6,95.5
30人以上,平成30,2018,年平均,97.7,1.6,－,87,98.3,116.9,94.6,97.1,98.3,99.7,95.4,102.1,108.7,94,101.8,92.8,86.5,100
30人以上,平成31・令和元,2019,年平均,99.9,2.2,－,92.9,101.1,102,97,98.1,99.6,101,98.1,101.6,108.7,96.9,101.4,98.6,101.2,102.6
30人以上,令和２,2020,年平均,100,0.2,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,令和３,2021,年平均,99.3,-0.7,－,102.8,97.5,92.1,102.6,97.9,99.1,99.8,103.1,100.8,91.4,96.1,98.4,100.4,97.8,98.3
30人以上,令和４,2022,年平均,99.9,0.6,90,104,96.9,92,104,95.6,99.6,97.9,108.1,103.6,91.3,97.4,96.6,102.2,88.3,99.2
30人以上,令和４,2022,2月,98.9,0,94.3,102.5,97.8,89.3,102.4,96,97.9,97,106.1,100.9,90.8,95.1,97.4,100.4,93.8,99.3
30人以上,令和４,2022,3月,98.2,0.2,93.9,102.2,96.1,92.2,102.2,95.9,97.4,96.4,106.2,100.7,90.4,94.7,91.3,99.8,92.1,98.8
30人以上,令和４,2022,4月,100.3,0.2,92.4,105.1,97.4,93.3,105.5,96.4,100.2,99.4,109.7,103.5,88.9,97.3,94.7,102.5,88.3,98.9
30人以上,令和４,2022,5月,100.6,0,90.1,105.4,97.8,92.2,105.4,96,100.3,98.7,109.6,103.9,89.7,97.8,96.9,103.6,88.6,99.3
30人以上,令和４,2022,6月,100.3,0.2,89.2,104.5,98,91.9,105.2,95.6,100.2,98.6,108.8,104.1,90.8,100,97.9,102.8,88.8,97.8
30人以上,令和４,2022,7月,100.3,0.7,89,104.8,96.4,90.8,104.7,95.1,100.1,98.6,108.7,104.1,90.6,98.9,97.6,102.7,89,99.5
30人以上,令和４,2022,8月,100,0.9,88.2,104.4,96.7,91.3,104.4,94.8,100,98.3,108.5,104.3,89.9,96.9,95.3,103.5,89.2,98.9
30人以上,令和４,2022,9月,100.2,1.1,87.3,104.3,97.8,93.5,104.2,94.8,100.1,97.7,108.4,104.3,90.8,98.6,96.1,103.2,88.7,99.6
30人以上,令和４,2022,10月,100.2,0.8,87.3,103.8,96.7,94,104,95.3,100.2,97.8,108.3,105.6,91.6,99.3,97.7,102.1,66.8,99.8
30人以上,令和４,2022,11月,100.3,1.2,87,103.8,94.8,94.2,104.1,96.1,100.2,97.6,108.3,105.6,95.1,98,98.1,101.9,88.7,99.5
30人以上,令和４,2022,12月,100.5,1.4,86.3,103.3,96.9,92.7,104.1,95.4,100.2,97.1,108.2,105.8,96.9,98.1,98.5,102.1,88.9,99.8
30人以上,令和５,2023,1月,100.1,1.1,84.7,103.3,95.5,92.3,103.7,95.2,100,96.9,108.2,105.8,93.7,99.4,98,101.5,88.8,99.7
30人以上,令和５,2023,2月,100.1,1.2,85,103,98.6,92.2,103.3,95.2,99.5,97.1,108.1,106.4,94,98.1,97.2,101.1,88.8,99.6
30人以上,令和５,2023,2月（前年同月比（％））,－,－,-9.9,0.5,0.8,3.2,0.9,-0.8,1.6,0.1,1.9,5.5,3.5,3.2,-0.2,0.7,-5.3,0.3
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年２月分,,,,,,,,,,,,,,,,,,,,,
第20表　規模、産業別常用雇用指数,,,,,,,,,,,,,,,,,,,,,
（令和２年平均＝100）,,,,,,,,,,,,,,,,,,,,,
