事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成30,2018,年平均,102.1,－,95,103.4,100.9,99,116,107.5,96.1,106.4,99.6,124.5,88.4,104,100.4,115.2,97.8
30人以上,平成31・令和元,2019,年平均,101.7,－,104.4,104.6,105.6,102.6,117.6,97.8,99.1,103.7,104.4,115.3,87.2,99.4,96.9,103.1,102.9
30人以上,令和２,2020,年平均,100,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,令和３,2021,年平均,100.9,－,97.7,98.8,100.4,101.2,97.8,102.2,90.8,104.6,95.5,114.7,101.5,102.5,106.3,102.7,104.2
30人以上,令和４,2022,年平均,105,95.1,108.8,101.5,100.2,102.7,111.1,106.4,90.1,112.2,103.3,157.1,107.2,115.6,100.6,94.2,103.8
30人以上,令和５,2023,年平均,107.8,117.1,108.1,105.8,107.8,102.9,124,106.5,87.6,119.1,105.7,169.2,114.6,115.3,107.6,103.8,111.9
30人以上,令和５,2023,1月,86.7,74.2,80.9,81.2,96.1,81.3,105.2,81.3,70.9,90.8,88.4,162.3,89.7,87.9,95.4,78.9,97.9
30人以上,令和５,2023,2月,84.3,75.1,78.4,78.9,94.8,78.4,98.2,80.8,75.9,89.3,80.4,158.7,92.2,83.7,87.7,81.2,95.3
30人以上,令和５,2023,3月,96.2,×,98.3,98.6,×,88.9,105.3,93.3,77.1,91.1,104.8,200.1,94.1,102.4,94,82.5,104.1
30人以上,令和５,2023,4月,92.3,×,87.5,81.1,×,90.9,111.6,89.1,68.5,104.2,92.6,160.8,110.8,96.5,100.3,84.7,98.5
30人以上,令和５,2023,5月,90.5,77.7,83.2,85.6,79.5,84.8,102.8,84.6,93.3,95,87.5,150.1,102.4,90.7,88.8,86.6,101.2
30人以上,令和５,2023,6月,175.5,353.1,201.3,177.5,203.8,182.1,204.2,147.4,168.2,215.9,180.8,158.1,183,208.5,170.6,199.2,156.2
30人以上,令和５,2023,7月,116,78,118.4,119.1,83.9,98.8,125,145.6,74.4,128.4,102.6,196.2,107.1,101.5,113.6,86.6,118.1
30人以上,令和５,2023,8月,86.2,78,81.8,84.4,82.5,80,99.7,83.8,64.4,91.7,86.2,155.4,103.2,86.7,90.5,80.4,100.1
30人以上,令和５,2023,9月,89,77.9,83.2,82.3,83.5,85.9,104,88.3,71.3,90.9,93.3,152.3,96.9,88.4,87.9,79,98.3
30人以上,令和５,2023,10月,87.4,79.3,84.6,80.5,86.9,86.4,99.7,82.8,65.6,93.1,94.1,164.4,102.4,91,81.9,87.6,99.7
30人以上,令和５,2023,11月,90.5,127.6,84.5,89.1,83.7,87.6,103.7,88.1,67.6,94.7,85,160.1,101.5,109.1,90.6,92.2,99.2
30人以上,令和５,2023,12月,198.6,230.7,214.5,210.9,215.4,190,228.6,212.6,154.3,243.7,173.1,211.7,192.4,236.8,190,207.1,174.5
30人以上,平成31・令和元,2019,年平均（前年比（％））,-0.4,－,9.9,1.1,4.7,3.8,1.3,-9,3.2,-2.6,4.8,-7.3,-1.4,-4.4,-3.5,-10.5,5.2
30人以上,令和２,2020,年平均（前年比（％））,-1.7,－,-4.2,-4.4,-5.3,-2.6,-15,2.2,0.9,-3.5,-4.2,-13.3,14.8,0.5,3.2,-3,-2.8
30人以上,令和３,2021,年平均（前年比（％））,0.9,－,-2.3,-1.2,0.5,1.1,-2.1,2.2,-9.2,4.6,-4.5,14.7,1.5,2.5,6.3,2.7,4.2
30人以上,令和４,2022,年平均（前年比（％））,4.1,－,11.4,2.7,-0.2,1.5,13.6,4.1,-0.8,7.3,8.2,37,5.6,12.8,-5.4,-8.3,-0.4
30人以上,令和５,2023,年平均（前年比（％））,2.7,23.1,-0.6,4.2,7.6,0.2,11.6,0.1,-2.8,6.1,2.3,7.7,6.9,-0.3,7,10.2,7.8
30人以上,令和５,2023,1月（前年同月比（％））,3.5,5.4,1.9,5.2,23.2,-0.7,15.9,2.5,-0.8,-11.2,3.5,15.8,3.1,0.8,10.4,4.6,7.2
30人以上,令和５,2023,2月（前年同月比（％））,1.6,5.3,-2.5,-3.9,19.4,-2.5,13,-0.6,4.5,3.1,-3.4,17.7,6.1,-3.3,6.4,11.2,6.2
30人以上,令和５,2023,3月（前年同月比（％））,3.2,×,-1.8,5.8,×,0.3,1.3,3.9,-5.6,2.7,1.6,34.3,7.8,1.8,6.3,6.2,8.1
30人以上,令和５,2023,4月（前年同月比（％））,2.4,×,2.7,-0.1,×,0.2,16.4,0.5,-8.9,6.5,-0.4,6.5,5.5,-9.9,18,4.2,8
30人以上,令和５,2023,5月（前年同月比（％））,3.7,7,1.1,2.4,0.8,1.7,9.6,1,10.7,5.1,2.8,1,8,-1.4,7.4,10.3,5.5
30人以上,令和５,2023,6月（前年同月比（％））,4.5,111.8,7.4,9.7,-2.2,-2,22.9,-5.7,-4.8,28.4,6.5,-1.9,26.8,-0.4,24.4,16.5,9.5
30人以上,令和５,2023,7月（前年同月比（％））,-0.2,-12.7,-2.6,-4.9,3.5,-3.2,12.4,0.8,-1.1,-3.5,-3,6.7,-6.5,-11.8,3,4.3,8.4
30人以上,令和５,2023,8月（前年同月比（％））,2.4,6,-0.1,8.9,5.9,0,6.9,1.3,-5.2,2.5,-3.9,9.7,7.1,1.3,6.2,15.2,8
30人以上,令和５,2023,9月（前年同月比（％））,2.9,5,3,6.2,3,2.9,7.9,-0.8,1,3.3,4.9,0.9,5.6,0.7,2.8,16.7,5.5
30人以上,令和５,2023,10月（前年同月比（％））,2.6,7.2,1.4,4,8.4,4.3,6.2,0.2,-4,2,7.9,7.5,-0.5,-0.4,-6.1,20.8,8.5
30人以上,令和５,2023,11月（前年同月比（％））,3.8,23.8,-9.6,-0.4,9.4,7.7,7.8,1.6,-4,3.4,5.7,3.2,-3.6,25.4,0.1,16.6,7.8
30人以上,令和５,2023,12月（前年同月比（％））,1.7,14.4,-6.6,9.7,10.8,-1.1,11.8,0,-7.8,11.2,3,-2,13.4,-0.4,1.7,3.1,9.1
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年年報,,,,,,,,,,,,,,,,,,,,
第13表　規模、産業別名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,
（令和２年平均=100）,,,,,,,,,,,,,,,,,,,,
