"施設_全国地方公共団体コード","施設_ID","施設_名称","施設_名称（カナ）","施設_名称（英字）","施設_施設通称","施設_POIコード","施設_概要","施設_説明","施設_関連施設","施設_状態","施設_防災施設情報","住所_全国地方公共団体コード","住所_町字ID","住所_都道府県","住所_市区町村（郡）","住所_町字","住所_番地以下","住所_建物名等(方書)","住所_連結表記","住所_緯度","住所_経度","住所_座標参照系","住所_座標参照系コード","住所_国名","住所_国コード","住所_郡","住所_市区町村","住所_政令市区","住所_大字・町","住所_小字","住所_住居表示フラグ","住所_街区符号","住所_住居番号","住所_地番","住所_建物名","住所_フロア名","住所_部屋番号","施設_設備","施設_サービス曜日","施設_開始時刻","施設_終了時刻","施設_日時備考","施設_料金種別","施設_料金","施設_料金備考","施設_決済種別","施設_収容人数","施設_アクセス方法","施設_駐車場情報","施設_駐車場料金","施設_都道府県コード","施設_市区町村コード","施設_町丁字","施設_ポリゴン","施設_備考","連絡先_名称","連絡先_電話番号","連絡先_内線番号","連絡先_メールアドレス","連絡先_FormURL","連絡先_備考（その他、SNSなど）","連絡先_郵便番号","連絡先_住所","アクセシビリティ_車椅子可","アクセシビリティ_車椅子貸出","アクセシビリティ_ツエ貸出","アクセシビリティ_バリアフリートイレ","アクセシビリティ_スロープ、エレベータ、エスカレータ","アクセシビリティ_点字ブロック等の移動支援","アクセシビリティ_点字や読上による支援","アクセシビリティ_盲導犬・介助犬、聴導犬同伴","アクセシビリティ_字幕","アクセシビリティ_筆談対応","アクセシビリティ_優先駐車場","アクセシビリティ_オストメイト対応トイレ","アクセシビリティ_備考","子育て支援_子供預かり種別（無料/有料）","子育て支援_子供預かり（料金）","子育て支援_子供預かり（料金備考）","子育て支援_最少年齢","子育て支援_最少月齢","子育て支援_最大年齢","子育て支援_子供預かり開所時間","子育て支援_子供預かり閉所時間","子育て支援_授乳室","子育て支援_おむつ替えコーナー","子育て支援_飲食可否","子育て支援_ベビーカー貸出","子育て支援_ベビーカー利用","子育て支援_備考"
"132136","132136M00050","久米川駅前広場","","","","","","","","","","132136","","東京都","東村山市","栄町2丁目","3-1","","東京都東村山市栄町2-3-1","35.750042","139.471988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00051","富士見文化センター","","","","","","","","","","132136","","東京都","東村山市","富士見町5丁目","4-51","","東京都東村山市富士見町5-4-51","35.746615","139.462885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00052","青葉町2丁目第3仲よし広場","","","","","","","","","","132136","","東京都","東村山市","青葉町2丁目","第3仲よし広場","","東京都東村山市青葉町2丁目第3仲よし広場","35.761318","139.488253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00053","伊豆殿公園","","","","","","","","","","132136","","東京都","東村山市","萩山町3丁目","17-2","","東京都東村山市萩山町3-17-2","35.746456","139.471472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00054","萩山駅前広場","","","","","","","","","","132136","","東京都","東村山市","萩山町2丁目","2-2","","東京都東村山市萩山町2-2-2","35.740792","139.476255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00055","稲荷公園","","","","","","","","","","132136","","東京都","東村山市","恩多町3丁目","33付近","","東京都東村山市恩多町3-33付近","35.754566","139.468300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00056","秋津町３丁目","","","","","","","","","","132136","","東京都","東村山市","秋津町3丁目","","","東京都東村山市秋津町3丁目","35.776050","139.479239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00057","秋津第二児童遊園","","","","","","","","","","132136","","東京都","東村山市","秋津町4丁目","25-18","","東京都東村山市秋津町4-25-18","35.779108","139.485117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00058","恩多町2丁目第1仲よし広場","","","","","","","","","","132136","","東京都","東村山市","恩多町2丁目","仲よし広場","","東京都東村山市恩多町2丁目仲よし広場","35.750561","139.484778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00059","青葉町1丁目第2仲よし広場","","","","","","","","","","132136","","東京都","東村山市","青葉町1丁目","第2仲よし広場","","東京都東村山市青葉町1丁目第2仲よし広場","35.759161","139.490084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00060","青葉町1丁目第5仲よし広場","","","","","","","","","","132136","","東京都","東村山市","青葉町1丁目","第5仲よし広場","","東京都東村山市青葉町1丁目第5仲よし広場","35.759103","139.495631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00061","星ヶ丘公園","","","","","","","","","","132136","","東京都","東村山市","青葉町3丁目","21-16","","東京都東村山市青葉町3-21-16","35.769242","139.493776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00062","青葉町3丁目第2仲よし広場","","","","","","","","","","132136","","東京都","東村山市","青葉町3丁目","46-15","","東京都東村山市青葉町3丁目46-15","35.771762","139.498543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00063","あきつの園","","","","","","","","","","132136","","東京都","東村山市","秋津町5丁目","11-15","","東京都東村山市秋津町5-11-15","35.775517","139.494339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00064","秋津町4丁目第1仲よし広場","","","","","","","","","","132136","","東京都","東村山市","秋津町4丁目","第1仲よし広場","","東京都東村山市秋津町4丁目第1仲よし広場","35.774474","139.484362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00065","秋津5丁目都営住宅公園","","","","","","","","","","132136","","東京都","東村山市","秋津町5丁目","都営住宅公園","","東京都東村山市秋津町5丁目都営住宅公園","35.777062","139.491019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
