利用調整対象月,施設類型,コード,保育施設名,0歳・1歳・2歳,0歳児,1歳児,2歳児,3歳児,4歳児,5歳児,延長保育,緯度,経度
2021/9/1,私立認可保育園,1200059,にじいろ保育園自由が丘目黒通り,‐,0,0,0,5,7,5,‐,35.61343468,139.6655262
2021/9/1,私立認可保育園,1200060,くれよん保育園,‐,1,2,1,‐,‐,‐,‐,35.63527173,139.6921882
2021/9/1,私立認可保育園,1200061,くれよん保育園分園,‐,‐,‐,‐,8,6,7,‐,35.63515433,139.6922978
2021/9/1,私立認可保育園,1200062,アンジェリカ目黒本町保育園,‐,0,0,1,0,1,5,‐,35.62282352,139.6993754
2021/9/1,私立認可保育園,1200063,スクルドエンジェル保育園柿の木坂園,‐,‐,0,0,0,0,1,‐,35.62129319,139.6740977
2021/9/1,私立認可保育園,1200064,アソシエ大橋保育園,‐,0,0,0,4,3,5,‐,35.65227761,139.6854063
2021/9/1,私立認可保育園,1200065,アソシエ不動保育園,‐,0,0,2,1,2,4,‐,35.63066694,139.7038998
2021/9/1,私立認可保育園,1200066,アンジェリカ下目黒６丁目保育園,‐,0,0,3,5,15,17,‐,35.62940794,139.6985269
2021/9/1,私立認可保育園,1200067,しいのき保育園,‐,0,0,0,0,0,0,‐,35.63441841,139.6888832
2021/9/1,私立認可保育園,1200068,にじいろ保育園学芸大学,‐,3,4,4,3,10,11,‐,35.63297739,139.6837312
2021/9/1,私立認可保育園,1200069,ちゃいれっく祐天寺駅前保育園,‐,1,0,3,4,5,9,‐,35.63664101,139.6916782
2021/9/1,私立認可保育園,1200070,にじいろ保育園原町,‐,0,0,0,0,6,7,‐,35.61616238,139.697821
2021/9/1,私立認可保育園,1200071,グローバルキッズ大岡山園,‐,0,0,1,1,1,2,‐,35.61393418,139.6881947
2021/9/1,私立認可保育園,1200072,アソシエ学芸大学南保育園,‐,0,0,0,0,2,0,‐,35.62615164,139.6856012
2021/9/1,私立認可保育園,1200073,さくらさくみらい学芸大,‐,‐,0,5,4,8,9,‐,35.62772583,139.6847982
2021/9/1,私立認可保育園,1200074,さくらさくみらい鷹番,‐,0,0,3,5,4,12,‐,35.62932391,139.6817338
2021/9/1,私立認可保育園,1200075,ポピンズナーサリースクール都立大学,‐,0,0,0,0,1,0,‐,35.61725136,139.6769413
2021/9/1,私立認可保育園,1200076,にじいろ保育園八雲,‐,3,0,0,3,8,11,‐,35.61400576,139.6656932
2021/9/1,私立認可保育園,1200077,にじいろ保育園東が丘,‐,0,1,1,8,3,9,‐,35.6306929,139.6665961
2021/9/1,私立認可保育園,1200078,アンジェリカ下目黒２丁目保育園,‐,0,1,2,‐,‐,‐,‐,35.63240872,139.7118794
2021/9/1,私立認可保育園,1200079,西小山すみれ保育園,‐,0,0,0,1,1,2,‐,35.61657667,139.6970502
2021/9/1,私立認可保育園,1200080,いいほいくえん自由が丘,‐,‐,0,1,3,1,3,‐,35.60780139,139.671989
2021/9/1,私立認可保育園,1200081,目黒三田保育園キミトミライト,‐,‐,4,0,2,6,6,‐,35.64044023,139.7121786
2021/9/1,私立認可保育園,1200082,キッズガーデン上目黒,‐,3,3,5,8,11,8,‐,35.64232243,139.6875741
2021/9/1,私立認可保育園,1200083,さくらさくみらい碑文谷,‐,0,0,0,4,4,11,‐,35.62417268,139.6830718
2021/9/1,私立認可保育園,1200084,グローバルキッズ目黒園,‐,0,2,1,6,9,11,‐,35.63069628,139.7063751
2021/9/1,私立認可保育園,1200085,アソシエ油面公園保育園,‐,0,0,3,4,3,12,‐,35.63223809,139.6961085
2021/9/1,私立認可保育園,1200086,アソシエ祐天寺西保育園,‐,8,0,1,4,7,11,‐,35.63642729,139.687798
2021/9/1,私立認可保育園,1200087,みらいく鷹番園,‐,0,0,4,11,11,11,‐,35.62811929,139.6902097
2021/9/1,私立認可保育園,1200088,まなびの森保育園学芸大学前,‐,0,0,0,3,4,16,‐,35.62676279,139.6939224
2021/9/1,私立認可保育園,1200089,ピュアリー目黒南保育園,‐,4,0,3,7,5,12,‐,35.61589248,139.686307
2021/9/1,私立認可保育園,1200090,目黒碑文谷雲母保育園,‐,0,0,4,8,11,11,‐,35.62441763,139.6794212
2021/9/1,私立認可保育園,1200091,アソシエ学芸大学東保育園,‐,0,0,0,3,5,10,‐,35.62700743,139.6909081
2021/9/1,私立認可保育園,1200092,アソシエ自由が丘保育園,‐,0,0,2,8,11,13,‐,35.60915819,139.6663014
2021/9/1,私立認可保育園,1200093,あい保育園東が丘,‐,0,0,3,4,11,11,‐,35.6275518,139.6694508
2021/9/1,私立認可保育園,1200094,ウィズブック保育園東が丘,‐,0,2,0,6,11,11,‐,35.63063785,139.6643312
2021/9/1,私立認可保育園,1200095,アソシエ都立大学保育園,‐,0,0,0,0,4,8,‐,35.61881312,139.6783749
2021/9/1,私立認可保育園,1200096,アソシエ八雲ママン保育園,‐,0,0,0,0,2,6,‐,35.62104579,139.6688817
2021/9/1,私立認可保育園,1200097,双葉の園ひがしやま保育園,‐,0,0,0,0,0,0,‐,35.64784094,139.6901484
2021/9/1,私立認可保育園,1200098,中目黒駅前保育園,‐,0,0,0,0,0,0,‐,35.64437909,139.7000296
2021/9/1,私立認可保育園,1200099,目黒保育園,‐,0,0,0,0,0,0,‐,35.63589473,139.7113329
2021/9/1,私立認可保育園,1205455,あい・あい保育園祐天寺園,‐,3,2,9,9,11,11,‐,35.63797411,139.6883365
2021/9/1,私立認可保育園,1205456,キッズガーデン目黒三丁目,‐,0,0,5,9,10,11,‐,35.63988196,139.7117181
2021/9/1,私立認可保育園,1205739,ここいく保育園碑文谷,‐,0,0,0,4,7,7,‐,35.62306087,139.6887989
2021/9/1,私立認可保育園,1205457,さくらさくみらい下目黒,‐,0,0,10,9,12,12,‐,35.62734976,139.7085387
2021/9/1,私立認可保育園,1205553,上目黒桜祐保育園,‐,0,2,10,19,22,25,‐,35.64282002,139.6920403
2021/9/1,私立認可保育園,1205554,目黒東山ちとせ保育園（本園）,‐,‐,0,0,7,3,12,‐,35.64793251,139.6901436
2021/9/1,私立認可保育園,1205555,目黒東山ちとせ保育園（分園）,‐,0,0,5,13,13,15,‐,35.64870118,139.689642
2021/9/1,私立認可保育園,1205556,碑文谷もみじの森保育園,‐,0,0,1,12,15,15,‐,35.626278,139.680438
2021/9/1,私立認可保育園,1205557,みらいく下目黒園,‐,0,0,7,11,9,11,‐,35.629674,139.70991
2021/9/1,私立認可保育園,1205558,蓮美幼児学園祐天寺ナーサリー,‐,1,1,0,5,4,9,‐,35.63777895,139.6904309
2021/9/1,認定こども園,3105143,げっこうはらこども園（長時間）,‐,‐,‐,‐,0,0,1,‐,35.62251,139.694586
2021/9/1,認定こども園,3105144,げっこうはらこども園（中時間）,‐,‐,‐,‐,0,3,3,‐,35.62251,139.694586
2021/9/1,認定こども園,3105145,みどりがおかこども園（長時間）,‐,‐,‐,‐,0,0,0,‐,35.60942,139.674428
2021/9/1,認定こども園,3105146,みどりがおかこども園（中時間）,‐,‐,‐,‐,0,4,1,‐,35.60942,139.674428
2021/9/1,小規模保育所,4205210,学栄ナーサリー　目黒青葉台保育園,‐,1,5,5,‐,‐,‐,‐,35.65081867,139.6900338
2021/9/1,小規模保育所,4205211,ビーフェア目黒保育園,‐,0,1,1,‐,‐,‐,‐,35.6348848,139.7073595
2021/9/1,小規模保育所,4205212,保育ルーム　目黒本町,‐,0,0,3,‐,‐,‐,‐,35.62144661,139.6951745
2021/9/1,小規模保育所,4205213,ベイビーワン,‐,0,0,0,‐,‐,‐,‐,35.62574916,139.685988
2021/9/1,小規模保育所,4205214,木下の保育園　都立大学,‐,0,0,3,‐,‐,‐,‐,35.61662293,139.6755098
2021/9/1,小規模保育所,4205215,学栄ナーサリー八雲保育園,‐,5,0,5,‐,‐,‐,‐,35.61680779,139.6727485
2021/9/1,小規模保育所,4205216,不動さつき保育園,‐,0,0,3,‐,‐,‐,‐,35.63030433,139.702387
2021/9/1,小規模保育所,4205217,ウィズブック保育園大岡山,‐,3,0,5,‐,‐,‐,‐,35.60816605,139.6843539
2021/9/1,小規模保育所,4205218,モニカ緑が丘園A（連携施設あり※２）,‐,1,0,1,‐,‐,‐,‐,35.60963012,139.6744273
2021/9/1,小規模保育所,4205219,モニカ緑が丘園B（連携施設なし※３）,‐,0,0,1,‐,‐,‐,‐,35.60963012,139.6744273
2021/9/1,小規模保育所,4205220,BUNBUN　GARDEN　学芸大学園,‐,0,0,0,‐,‐,‐,‐,35.6296752,139.6843786
2021/9/1,小規模保育所,4205839,こどもヶ丘保育園学芸大学園,‐,0,0,1,‐,‐,‐,‐,35.6271378,139.6850993
2021/9/1,小規模保育所,4205221,ビーフェア中町保育園,‐,0,0,2,‐,‐,‐,‐,35.62960105,139.6983593
2021/9/1,小規模保育所,4205222,マザーグース都立大学園,‐,3,0,4,‐,‐,‐,‐,35.61766751,139.676533
2021/9/1,小規模保育所,4205353,みみよんルーム,‐,0,0,1,‐,‐,‐,‐,35.62832736,139.6806411
2021/9/1,小規模保育所,4205380,コビースマイルキッズかみめぐろ,3,‐,‐,‐,‐,‐,‐,‐,35.64195312,139.6875944
2021/9/1,事業所型保育所,7205405,優っくり保育園,‐,1,2,1,‐,‐,‐,‐,35.63087106,139.6881174
2021/9/1,事業所型保育所,7205413,Jキッズピース三宿保育園,‐,0,2,2,‐,‐,‐,‐,35.644271,139.685148
