"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20231201","高輪地区総合支所管内","三田四丁目","1316","1704","3020"
"20231201","高輪地区総合支所管内","三田五丁目","2260","2965","5225"
"20231201","高輪地区総合支所管内","高輪一丁目","2636","3646","6282"
"20231201","高輪地区総合支所管内","高輪二丁目","2284","2949","5233"
"20231201","高輪地区総合支所管内","高輪三丁目","1712","2088","3800"
"20231201","高輪地区総合支所管内","高輪四丁目","1684","1826","3510"
"20231201","高輪地区総合支所管内","白金一丁目","2010","2618","4628"
"20231201","高輪地区総合支所管内","白金二丁目","845","1100","1945"
"20231201","高輪地区総合支所管内","白金三丁目","1429","1781","3210"
"20231201","高輪地区総合支所管内","白金四丁目","527","728","1255"
"20231201","高輪地区総合支所管内","白金五丁目","608","707","1315"
"20231201","高輪地区総合支所管内","白金六丁目","1353","1663","3016"
"20231201","高輪地区総合支所管内","白金台一丁目","325","467","792"
"20231201","高輪地区総合支所管内","白金台二丁目","1037","1344","2381"
"20231201","高輪地区総合支所管内","白金台三丁目","1281","1755","3036"
"20231201","高輪地区総合支所管内","白金台四丁目","700","979","1679"
"20231201","高輪地区総合支所管内","白金台五丁目","718","909","1627"
"20231201","芝浦港南地区総合支所管内","芝浦一丁目","1358","1359","2717"
"20231201","芝浦港南地区総合支所管内","芝浦二丁目","1546","1819","3365"
"20231201","芝浦港南地区総合支所管内","芝浦三丁目","759","849","1608"
"20231201","芝浦港南地区総合支所管内","芝浦四丁目","6286","6777","13063"
"20231201","芝浦港南地区総合支所管内","海岸二丁目","475","521","996"
"20231201","芝浦港南地区総合支所管内","海岸三丁目","1863","1559","3422"
"20231201","芝浦港南地区総合支所管内","港南一丁目","134","154","288"
"20231201","芝浦港南地区総合支所管内","港南二丁目","983","1096","2079"
"20231201","芝浦港南地区総合支所管内","港南三丁目","2267","2578","4845"
"20231201","芝浦港南地区総合支所管内","港南四丁目","3720","4316","8036"
"20231201","芝浦港南地区総合支所管内","港南五丁目","265","212","477"
"20231201","芝浦港南地区総合支所管内","台場一丁目","1638","1826","3464"
"20231201","芝浦港南地区総合支所管内","台場二丁目","363","396","759"

"町丁別選挙人名簿登録者数　令和5年12月1日時点","Ver202312",,,,
