年次(平成),Year,地域階層,地域コード,地域,district,項番 Item number,消防署,Fire station,出場件数 Number of dispatches,出場件数 Number of dispatches／うち従事 of which engaged,救助人員 Persons rescued／総数 Total,救助人員 Persons rescued／重症 Severe injury,救助人員 Persons rescued／中等症 Moderate injury,救助人員 Persons rescued／軽症 Minor injury,救助人員 Persons rescued／無症 No injury,救助人員 Persons rescued／死亡 Death,誘導人員 Persons guided to safety,出場車両数 Vehicles deployed／総数 Total,出場車両数 Vehicles deployed／ポンプ車 Pumpers,出場車両数 Vehicles deployed／救助車 Rescue trucks,出場車両数 Vehicles deployed／化学車 Foam pumpers,出場車両数 Vehicles deployed／はしご車 Aerial ladders,出場車両数 Vehicles deployed／救急車 Ambulances,出場車両数 Vehicles deployed／指揮隊車 Command vans,出場車両数 Vehicles deployed／その他 Others 1),従事台数 Vehicles engaged,出場人員 Persons deployed,従事人員 Persons engaged
30,2018,2,13110,目黒区,Meguro-ku,18,目黒署,Meguro F. Sta.,353,269,321,37,110,113,41,20,9,1163,408,150,15,6,368,200,16,656,4787,2726
30,2018,2,13112,世田谷区,Setagaya-ku,19,世田谷署,Setagaya F. Sta.,603,417,451,67,151,154,48,31,-,1889,615,262,83,5,617,294,13,972,7593,3771
30,2018,2,13112,世田谷区,Setagaya-ku,20,玉川署,Tamagawa F. Sta.,354,274,319,45,120,111,24,19,3,1070,418,116,12,3,372,134,15,659,4175,2473
30,2018,2,13112,世田谷区,Setagaya-ku,21,成城署,Seijo F. Sta.,361,275,290,37,98,82,36,37,-,1115,390,163,1,2,361,197,1,605,4546,2360
30,2018,2,13113,渋谷区,Shibuya-ku,22,渋谷署,Shibuya F. Sta.,452,302,358,40,111,144,35,28,-,1454,524,187,2,4,488,228,21,630,5970,2633
30,2018,2,13104,新宿区,Shinjuku-ku,23,四谷署,Yotsuya F. Sta.,141,108,125,24,47,35,16,3,2,457,176,43,-,18,148,66,6,290,1794,1111
30,2018,2,13104,新宿区,Shinjuku-ku,24,牛込署,Ushigome F. Sta.,178,116,129,30,41,43,7,8,-,544,188,78,-,1,181,91,5,263,2272,1048
30,2018,2,13104,新宿区,Shinjuku-ku,25,新宿署,Shinjuku F. Sta.,545,339,377,57,141,119,29,31,-,1831,650,268,-,4,561,326,22,837,7777,3558
30,2018,2,13114,中野区,Nakano-ku,26,中野署,Nakano F. Sta.,255,187,205,35,70,66,16,18,1,803,295,107,-,4,260,132,5,437,3292,1773
30,2018,2,13114,中野区,Nakano-ku,27,野方署,Nogata F. Sta.,238,166,165,16,57,51,13,28,-,788,220,127,37,2,241,149,12,383,3229,1602
30,2018,2,13115,杉並区,Suginami-ku,28,杉並署,Suginami F. Sta.,464,336,369,38,75,161,53,42,-,1490,542,200,3,9,484,238,14,774,5965,3092
30,2018,2,13115,杉並区,Suginami-ku,29,荻窪署,Ogikubo F. Sta.,355,275,303,36,102,124,20,21,-,1110,301,118,98,27,372,186,8,693,4462,2763
30,2018,2,13105,文京区,Bunkyo-ku,30,小石川署,Koishikawa F. Sta.,185,134,141,34,35,38,20,14,-,566,201,79,-,2,182,100,2,330,2312,1328
30,2018,2,13105,文京区,Bunkyo-ku,31,本郷署,Hongo F. Sta.,125,89,100,15,32,40,7,6,-,424,146,60,-,2,131,81,4,231,1757,959
30,2018,2,13116,豊島区,Toshima-ku,32,豊島署,Toshima F. Sta.,283,206,222,47,58,54,33,30,-,884,318,119,-,2,291,146,8,465,3689,1946
30,2018,2,13116,豊島区,Toshima-ku,33,池袋署,Ikebukuro F. Sta.,280,180,199,26,54,61,30,28,2,951,338,140,1,3,287,172,10,449,3972,1860
30,2018,2,13117,北区,Kita-ku,34,王子署,Oji F. Sta.,217,161,154,19,44,46,12,33,-,741,209,106,44,9,221,143,9,408,3043,1697
30,2018,2,13117,北区,Kita-ku,35,赤羽署,Akabane F. Sta.,277,204,199,29,58,54,25,33,-,966,266,167,47,2,264,178,42,510,4114,2147
30,2018,2,13117,北区,Kita-ku,36,滝野川署,Takinogawa F. Sta.,138,95,98,18,24,26,13,17,-,456,146,77,-,1,141,91,-,230,1926,983
30,2018,2,13119,板橋区,Itabashi-ku,37,板橋署,Itabashi F. Sta.,384,276,311,33,111,93,43,31,1,1221,363,168,83,3,406,190,8,647,4947,2609
30,2018,2,13119,板橋区,Itabashi-ku,38,志村署,Shimura F. Sta.,583,395,427,36,133,139,42,77,-,2061,466,344,227,4,601,390,29,974,8515,4072
30,2018,2,13120,練馬区,Nerima-ku,39,練馬署,Nerima F. Sta.,334,250,263,43,84,69,33,34,-,1084,259,153,133,2,343,190,4,609,4471,2536
30,2018,2,13120,練馬区,Nerima-ku,40,光が丘署,Hikarigaoka F. Sta.,242,190,207,38,59,77,22,11,-,725,249,99,1,-,246,127,3,443,2965,1776
30,2018,2,13120,練馬区,Nerima-ku,41,石神井署,Shakujii F. Sta.,454,330,337,52,126,94,28,37,-,1365,484,209,3,1,430,231,7,835,5615,3435
30,2018,2,13106,台東区,Taito-ku,42,上野署,Ueno F. Sta.,222,172,185,42,65,58,7,13,-,719,258,90,2,2,241,118,8,449,3084,1938
30,2018,2,13106,台東区,Taito-ku,43,浅草署,Asakusa F. Sta.,93,75,79,12,19,31,1,16,-,363,130,37,-,4,95,55,42,245,1525,1025
30,2018,2,13106,台東区,Taito-ku,44,日本堤署,Nihonzutsumi F. Sta.,157,132,167,28,40,39,44,16,-,511,175,67,-,-,161,84,24,338,2180,1449
30,2018,2,13118,荒川区,Arakawa-ku,45,荒川署,Arakawa F. Sta.,190,138,150,26,39,38,13,34,1,674,235,89,15,5,198,107,25,397,2779,1634
30,2018,2,13118,荒川区,Arakawa-ku,46,尾久署,Ogu F. Sta.,101,75,99,19,30,17,23,10,-,335,82,40,40,1,102,50,20,170,1368,691
30,2018,2,13121,足立区,Adachi-ku,47,千住署,Senju F. Sta.,173,139,135,30,31,52,1,21,1,648,203,88,21,1,177,107,51,379,2640,1541
30,2018,2,13121,足立区,Adachi-ku,48,足立署,Adachi F. Sta.,613,465,501,83,106,165,54,93,-,2059,587,297,132,7,622,374,40,1132,8645,4845
30,2018,2,13121,足立区,Adachi-ku,49,西新井署,Nishiarai F. Sta.,400,279,272,41,62,120,19,30,-,1395,462,211,16,4,423,237,42,645,5754,2680
30,2018,2,13107,墨田区,Sumida-ku,50,本所署,Honjo F. Sta.,287,214,264,25,67,132,27,13,6,921,352,99,6,7,312,131,14,544,3823,2192
30,2018,2,13107,墨田区,Sumida-ku,51,向島署,Mukojima F. Sta.,247,175,188,28,70,44,19,27,-,772,211,90,85,3,248,107,28,456,3031,1789
30,2018,2,13108,江東区,Koto-ku,52,深川署,Fukagawa F. Sta.,426,331,394,50,135,156,23,30,2,1410,435,172,88,12,459,203,41,904,5707,3615
30,2018,2,13108,江東区,Koto-ku,53,城東署,Joto F. Sta.,442,330,365,68,114,92,44,47,-,1426,327,215,162,2,460,245,15,745,5767,3007
30,2018,2,13122,葛飾区,Katsushika-ku,54,本田署,Honden F. Sta.,606,474,522,74,167,182,37,62,2,1995,581,265,157,6,633,314,39,1159,8167,4562
30,2018,2,13122,葛飾区,Katsushika-ku,55,金町署,Kanamachi F. Sta.,306,252,275,39,103,79,23,31,3,1022,181,133,195,3,319,159,32,670,4214,2771
30,2018,2,13123,江戸川区,Edogawa-ku,56,江戸川署,Edogawa F. Sta.,319,232,251,43,85,72,19,32,-,1096,239,149,141,3,337,175,52,660,4473,2674
30,2018,2,13123,江戸川区,Edogawa-ku,57,葛西署,Kasai F. Sta.,280,194,223,22,59,73,36,33,-,961,270,133,67,1,300,161,29,494,3873,1958
30,2018,2,13123,江戸川区,Edogawa-ku,58,小岩署,Koiwa F. Sta.,313,229,248,44,87,65,22,30,1,1134,370,137,64,4,322,181,56,612,4566,2398
30,2018,3,,消防事務受託地区,Entrusted districts,,,,7394,5845,6330,955,2100,2322,471,482,8,22391,7824,1132,1126,46,7928,3621,714,14203,88747,56031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-16  消防署別救助活動状況（平成28～30年） 20-16  RESCUE OPERATIONS BY FIRE STATION ( 2016-2018 ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
この表は， 区部及び消防事務受託地区で， 東京消防庁が扱った件数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures refer to the number of cases handled by the Tokyo Fire Department in the special ward (ku) area and entrusted districts.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) その他には次のものが含まれる。照明車，指揮統制車，水難救助車，救出救助車，ヘリコプター，消防艇。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: 1)  ""Others"" include floodlight trucks， command and operations vehicles， water rescue vehicles， heavy vehicles for rescue， fire helicopters， and fireboats.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京消防庁企画調整部企画課 Source: Tokyo Fire Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部　2:区市町村　3:消防事務受託地区),,,,,,,,,,,,,,,,,,,,,,,,,,,,
