地域階層,地域コード,項番 Item number,地域,District,総数 Total／棟数 Number,総数 Total／床面積の合計 Total floor space,総数 Total／工事費予定額 Estimated construction cost,木造 Wooden／棟数 Number,木造 Wooden／床面積の合計 Total floor space,木造 Wooden／工事費予定額 Estimated building cost,鉄骨鉄筋コンクリート造 Steel reinforced concrete／棟数 Number,鉄骨鉄筋コンクリート造 Steel reinforced concrete／床面積の合計 Total floor space,鉄骨鉄筋コンクリート造 Steel reinforced concrete／工事費予定額 Estimated building cost,鉄筋コンクリート造 Reinforced concrete／棟数 Number,鉄筋コンクリート造 Reinforced concrete／床面積の合計 Total floor space,鉄筋コンクリート造 Reinforced concrete／工事費予定額 Estimated building cost,鉄骨造 Steel-frame／棟数 Number,鉄骨造 Steel-frame／床面積の合計 Total floor space,鉄骨造 Steel-frame／工事費予定額 Estimated building cost,コンクリートブロック造 Concrete-block／棟数 Number,コンクリートブロック造 Concrete-block／床面積の合計 Total floor space,コンクリートブロック造 Concrete-block／工事費予定額 Estimated building cost,その他 Others／棟数 Number,その他 Others／床面積の合計 Total floor space,その他 Others／工事費予定額 Estimated building cost
3,13229,26,西東京市,Nishitokyo-shi,1094,153882,3105822,935,93776,1598963,-,-,-,13,23928,648355,135,35982,857788,-,-,-,11,196,716
1,13300,,郡部,All gun,271,41846,920797,226,25321,438621,-,-,-,3,6632,308749,42,9893,173427,-,-,-,-,-,-
1,13350,,島部,All islands,85,16982,642437,45,5253,100953,2,419,x,20,8719,488396,17,2569,44988,-,-,-,1,22,x
2,13360,1,大島支庁,Oshima-shicho,42,10062,370325,27,3326,65592,-,-,-,6,5506,x,8,1208,20334,-,-,-,1,22,x
2,13380,2,三宅支庁,Miyake-shicho,10,1807,88811,4,323,6600,2,419,x,3,917,72211,1,148,x,-,-,-,-,-,-
2,13400,3,八丈支庁,Hachijo-shicho,23,4038,161292,12,1439,x,-,-,-,7,1918,120700,4,681,x,-,-,-,-,-,-
2,13420,4,小笠原支庁,Ogasawara-shicho,10,1075,22009,2,165,x,-,-,-,4,378,x,4,532,9586,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,,,,,,,,,,,,,,,,,
3-7  地域別構造別着工建築物（平成30年） 3-7  BUILDING CONSTRUCTION STARTＳ BY DISTRICT AND STRUCTURE ( 2018 ),,,,,,,,,,,,,,,,,,,,,,,,,
資料：都都市整備局市街地建築部建築企画課 Source: Bureau of Urban Development， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
（単位　面積　平方メートル， 金額　万円）(Space in m2， Value in 10 thousand of yen),,,,,,,,,,,,,,,,,,,,,,,,,
