年度（平成）,Fiscal Year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Passengers getting on trains／総数 Total,乗車人員 Passengers getting on trains／定期 Commuter Pass,乗車人員 Passengers getting on trains／普通 Tickets,降車人員Passengers getting off trains／総数 Total,降車人員Passengers getting off trains／定期 Commuter Pass,降車人員Passengers getting off trains／普通 Tickets
30,2018,京浜急行電鉄,Keikyu Corporation,空港線,Airport Line,大鳥居,Otorii,,5466,3060,2406,5525,3060,2465
30,2018,京浜急行電鉄,Keikyu Corporation,空港線,Airport Line,穴守稲荷,Anamori-Inari,,3353,1979,1374,3482,1979,1503
30,2018,京浜急行電鉄,Keikyu Corporation,空港線,Airport Line,天空橋,Tenkubashi,,3788,2532,1256,3914,2532,1382
30,2018,京浜急行電鉄,Keikyu Corporation,空港線,Airport Line,羽田空港国際線ターミナル,Haneda Airport International Terminal,,5098,1105,3993,5243,1105,4138
30,2018,京浜急行電鉄,Keikyu Corporation,空港線,Airport Line,羽田空港国内線ターミナル,Haneda Airport Domestic Terminal,,16948,2696,14252,17225,2696,14529
30,2018,京王電鉄,Keio Corporation,,,,,,644963,381727,263236,644772,381727,263045
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,,,,468935,280597,188338,468648,280597,188051
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,新宿,Shinjuku,※,144002,92806,51196,144462,92806,51656
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,初台,Hatsudai,※,12034,6210,5824,11889,6210,5679
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,幡ケ谷,Hatagaya,※,6029,2845,3184,5876,2845,3031
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,笹塚,Sasazuka,※,15011,9351,5660,14946,9351,5595
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,代田橋,Daitabashi,※,3725,2108,1617,3626,2108,1518
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,明大前,Meidaimae,◎※,11413,7205,4208,11387,7205,4182
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,下高井戸,Shimo-Takaido,※,8225,4492,3733,8187,4492,3695
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,桜上水,Sakurajosui,※,7046,4527,2519,6987,4527,2460
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,上北沢,Kami-Kitazawa,※,2942,1630,1312,2914,1630,1284
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,八幡山,Hachiman-Yama,※,7998,5218,2780,7902,5218,2684
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,芦花公園,Roka-Koen,※,2747,1355,1392,2697,1355,1342
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,千歳烏山,Chitose-Karasuyama,※,15176,8787,6389,15117,8787,6330
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,仙川,Sengawa,,14889,9784,5105,14964,9784,5180
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,つつじケ丘,Tsutsujigaoka,,8345,4883,3462,8228,4883,3345
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,柴崎,Shibasaki,,3302,1901,1401,3257,1901,1356
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,国領,Kokuryo,,7090,4629,2461,7075,4629,2446
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,布田,Fuda,,3076,2277,799,2990,2277,713
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,調布,Chofu,◎,23550,12304,11246,23546,12304,11242
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,西調布,Nishi-Chofu,,3230,1931,1299,3176,1931,1245
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,飛田給,Tobitakyu,,5414,2331,3083,5463,2331,3132
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,武蔵野台,Musashinodai,,4726,3123,1603,4721,3123,1598
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,多磨霊園,Tama-Reien,,2405,1165,1240,2339,1165,1174
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,東府中,Higashi-Fuchu,◎,3981,1864,2117,3920,1864,2056
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,府中競馬正門前,Fuchukeiba-Seimommae,,584,39,545,593,39,554
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,府中,Fuchu,,16358,8318,8040,16376,8318,8058
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,分倍河原,Bubaigawara,,17254,11109,6145,17381,11109,6272
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,中河原,Nakagawara,,4715,2713,2002,4732,2713,2019
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,聖蹟桜ケ丘,Seiseki-Sakuragaoka,,11770,6700,5070,11817,6700,5117
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,百草園,Mogusaen,,1419,718,701,1371,718,653
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,高幡不動,Takahatafudo,◎,10886,6946,3940,10907,6946,3961
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,多摩動物公園,Tama-Dobutsukoen,,1203,735,468,1173,735,438
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,南平,Minamidaira,,1963,1209,754,1945,1209,736
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,平山城址公園,Hirayamajoshi-Koen,,1560,848,712,1541,848,693
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,長沼,Naganuma,,757,379,378,729,379,350
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,北野,Kitano,◎,4186,2125,2061,4186,2125,2061
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,京王八王子,Keio-Hachioji,,10768,6037,4731,10777,6037,4740
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,京王片倉,Keio-Katakura,,911,493,418,926,493,433
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,山田,Yamada,,957,503,454,942,503,439
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,めじろ台,Mejirodai,,3143,1930,1213,3123,1930,1193
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,狭間,Hazama,,1420,702,718,1468,702,766
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,高尾,Takao,,4945,2661,2284,5043,2661,2382
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,高尾山口,Takaosanguchi,,2084,302,1782,2051,302,1749
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,京王多摩川,Keio-Tamagawa,,3242,1932,1310,3166,1932,1234
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,京王よみうりランド,Keio-Yomiuri-Land,,2597,1171,1426,2566,1171,1395
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,稲城,Inagi,,3902,2493,1409,3911,2493,1418
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,京王永山,Keio-Nagayama,,8434,4816,3618,8507,4816,3691
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,京王多摩センター,Keio-Tama-Center,,16251,9954,6297,16402,9954,6448
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,京王堀之内,Keio-Horinouchi,,5920,3581,2339,5981,3581,2400
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,南大沢,Minami-Osawa,,11622,6935,4687,11649,6935,4714
30,2018,京王電鉄,Keio Corporation,京王線,Keio Line,多摩境,Tamasakai,,3728,2522,1206,3716,2522,1194
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,,,,176028,101130,74898,176124,101130,74994
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,渋谷,Shibuya,※,65863,39820,26043,65336,39820,25516
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,神泉,Shinsen,※,1886,688,1198,2144,688,1456
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,駒場東大前,Komaba-Todaimae,※,7129,4506,2623,7017,4506,2511
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,池ノ上,Ikenoue,※,1821,755,1066,1763,755,1008
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,下北沢,Shimo-Kitazawa,※,20439,10279,10160,20948,10279,10669
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,新代田,Shindaita,※,1824,778,1046,1736,778,958
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,東松原,Higashi-Matsubara,※,3422,2062,1360,3335,2062,1273
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,明大前,Meidaimae,◎※,8523,4872,3651,8581,4872,3709
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,永福町,Eifukucho,※,6083,3386,2697,6130,3386,2744
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,西永福,Nishi-Eifuku,※,3457,1848,1609,3344,1848,1496
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,浜田山,Hamadayama,※,5543,3133,2410,5566,3133,2433
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,高井戸,Takaido,※,8068,5321,2747,7987,5321,2666
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,富士見ヶ丘,Fujimigaoka,※,2538,1330,1208,2512,1330,1182
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,久我山,Kugayama,※,7412,4398,3014,7330,4398,2932
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,三鷹台,Mitakadai,,4171,2651,1520,4055,2651,1404
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,井の頭公園,Inokashira-Koen,,1261,623,638,1248,623,625
30,2018,京王電鉄,Keio Corporation,井の頭線,Inokashira Line,吉祥寺,Kichijoji,,26588,14680,11908,27092,14680,12412
30,2018,京成電鉄,Keisei Electric Railway,,,,,,151740,91561,60179,151333,91561,59772
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,,,※,83852,46618,37234,83474,46618,36856
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,京成上野,Keisei-Ueno,,10173,4072,6101,8376,4072,4304
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,日暮里,Nippori,,18619,10459,8160,19753,10459,9294
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,新三河島,Shim-Mikawashima,,1100,532,568,1102,532,570
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,町屋,Machiya,,3731,2017,1714,3921,2017,1904
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,千住大橋,Senjuohashi,,2910,1728,1182,2888,1728,1160
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,京成関屋,Keisei-Sekiya,,4656,2833,1823,4682,2833,1849
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,堀切菖蒲園,Horikirishobuen,,4142,2371,1771,4123,2371,1752
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,お花茶屋,Ohanajaya,,6173,3930,2243,6159,3930,2229
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,青砥,Aoto,◎,5313,2848,2465,5377,2848,2529
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,京成高砂,Keisei-Takasago,◎,22469,13043,9426,22585,13043,9542
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,京成小岩,Keisei-Koiwa,,3429,2085,1344,3388,2085,1303
30,2018,京成電鉄,Keisei Electric Railway,本線,Main Line,江戸川,Edogawa,,1137,700,437,1120,700,420
30,2018,京成電鉄,Keisei Electric Railway,押上線,Oshiage Line,,,※,60841,40926,19915,60865,40926,19939
30,2018,京成電鉄,Keisei Electric Railway,押上線,Oshiage Line,押上,Oshiage,,40587,28014,12573,41005,28014,12991
30,2018,京成電鉄,Keisei Electric Railway,押上線,Oshiage Line,京成曳舟,Keisei-Hikifune,,3579,2078,1501,3480,2078,1402
30,2018,京成電鉄,Keisei Electric Railway,押上線,Oshiage Line,八広,Yahiro,,2293,1462,831,2248,1462,786
30,2018,京成電鉄,Keisei Electric Railway,押上線,Oshiage Line,四ツ木,Yotsugi,,3058,1860,1198,2985,1860,1125
30,2018,京成電鉄,Keisei Electric Railway,押上線,Oshiage Line,京成立石,Keisei-Tateishi,,7242,5062,2180,7167,5062,2105
30,2018,京成電鉄,Keisei Electric Railway,押上線,Oshiage Line,青砥,Aoto,◎,4082,2450,1632,3980,2450,1530
30,2018,京成電鉄,Keisei Electric Railway,金町線,Kanamachi Line,,,※,7047,4017,3030,6994,4017,2977
30,2018,京成電鉄,Keisei Electric Railway,金町線,Kanamachi Line,京成高砂,Keisei-Takasago,◎,547,217,330,565,217,348
30,2018,京成電鉄,Keisei Electric Railway,金町線,Kanamachi Line,柴又,Shibamata,,1797,806,991,1758,806,952
30,2018,京成電鉄,Keisei Electric Railway,金町線,Kanamachi Line,京成金町,Keisei-Kanamachi,,4703,2994,1709,4671,2994,1677
30,2018,東武鉄道,Tobu Railway ,,,,,,334562,214666,119896,334319,214666,119653
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,,,※,170126,109598,60528,170263,109598,60665
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,浅草,Asakusa,,9011,3639,5372,8418,3639,4779
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,とうきょうｽｶｲﾂﾘｰ,Tokyo Skytree,,22791,15264,7527,22595,15264,7331
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,曳舟,Hikifune,◎,4226,2353,1873,4346,2353,1993
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,東向島,Higashi-Mukojima,,3539,2168,1371,3600,2168,1432
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,鐘ヶ淵,Kanegafuchi,,2371,1340,1031,2336,1340,996
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,堀切,Horikiri,,819,574,245,811,574,237
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,牛田,Ushida,,4178,2483,1695,4174,2483,1691
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,北千住,Kita-Senju,,83242,56355,26887,84335,56355,27980
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,小菅,Kosuge,,1113,604,509,1078,604,474
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,五反野,Gotanno,,6739,4515,2224,6686,4515,2171
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,梅島,Umejima,,6492,4341,2151,6409,4341,2068
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,西新井,Nishiarai,◎,12187,7311,4876,12055,7311,4744
30,2018,東武鉄道,Tobu Railway ,東武ｽｶｲﾂﾘｰﾗｲﾝ,Tobu Skytree Line,竹ノ塚,Takenotsuka,,13418,8651,4767,13420,8651,4769
30,2018,東武鉄道,Tobu Railway ,大師線,Daishi Line,,,※,2708,1679,1029,2710,1679,1031
30,2018,東武鉄道,Tobu Railway ,大師線,Daishi Line,西新井,Nishiarai,◎,130,9,121,137,9,128
30,2018,東武鉄道,Tobu Railway ,大師線,Daishi Line,大師前,Daishimae,,2578,1670,908,2573,1670,903
30,2018,東武鉄道,Tobu Railway ,亀戸線,Kameido Line,,,※,10261,6289,3972,10216,6289,3927
30,2018,東武鉄道,Tobu Railway ,亀戸線,Kameido Line,曳舟,Hikifune,◎,925,437,488,950,437,513
30,2018,東武鉄道,Tobu Railway ,亀戸線,Kameido Line,小村井,Omurai,,2125,1455,670,2093,1455,638
30,2018,東武鉄道,Tobu Railway ,亀戸線,Kameido Line,東あずま,Higashi-Azuma,,1509,867,642,1447,867,580
30,2018,東武鉄道,Tobu Railway ,亀戸線,Kameido Line,亀戸水神,Kameidosuijin,,783,414,369,767,414,353
30,2018,東武鉄道,Tobu Railway ,亀戸線,Kameido Line,亀戸,Kameido,,4919,3116,1803,4959,3116,1843
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,,,※,151467,97100,54367,151130,97100,54030
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,池袋,Ikebukuro,,88155,59557,28598,88067,59557,28510
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,北池袋,Kita-Ikebukuro,,1900,975,925,1788,975,813
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,下板橋,Shimo-Itabashi,,3018,1717,1301,2938,1717,1221
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,大山,Oyama,,9584,5356,4228,9545,5356,4189
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,中板橋,Naka-Itabashi,,5387,3326,2061,5248,3326,1922
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,ときわ台,Tokiwadai,,8879,5594,3285,8878,5594,3284
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,上板橋,Kami-Itabashi,,9560,6014,3546,9512,6014,3498
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,東武練馬,Tobu-Nerima,,11156,6934,4222,11181,6934,4247
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,下赤塚,Shimo-Akatsuka,,2966,1422,1544,3030,1422,1608
30,2018,東武鉄道,Tobu Railway ,東上線,Tojo Line,成増,Narimasu,,10862,6205,4657,10943,6205,4738
30,2018,北総鉄道,Hokuso Railway,,,,,,12745,9265,3480,12933,9265,3668
30,2018,北総鉄道,Hokuso Railway,北総線,Hokuso Line,,,※,12745,9265,3480,12933,9265,3668
30,2018,北総鉄道,Hokuso Railway,北総線,Hokuso Line,京成高砂,Keisei-Takasago,,11875,8738,3137,12091,8738,3354
30,2018,北総鉄道,Hokuso Railway,北総線,Hokuso Line,新柴又,Shin-Shibamata,,870,527,343,842,527,315
30,2018,高尾登山電鉄,Takao Tozan Railway,,,,,,2066,26,2040,2066,26,2040
30,2018,高尾登山電鉄,Takao Tozan Railway,,,清滝,Kiyotaki,,616,13,603,709,13,696
30,2018,高尾登山電鉄,Takao Tozan Railway,,,高尾山,Takaosan,,709,13,696,616,13,603
30,2018,高尾登山電鉄,Takao Tozan Railway,,,山麓（リフト）,Sanroku (Chair Lift),,323,0,323,418,0,418
30,2018,高尾登山電鉄,Takao Tozan Railway,,,山上（リフト）,Sanjo (Chair Lift),,418,0,418,323,0,323
30,2018,東京モノレール,Tokyo Monorail,,,,,※,51162,21455,29708,51164,21455,29709
30,2018,東京モノレール,Tokyo Monorail,,,モノレール浜松町,Monorail Hamamatsucho,,21233,8576,12657,21769,8576,13193
30,2018,東京モノレール,Tokyo Monorail,,,天王洲アイル,Tennozu Isle,,6193,3714,2479,6052,3714,2338
30,2018,東京モノレール,Tokyo Monorail,,,大井競馬場前,Oi Keibajo Mae,,2008,1160,848,2035,1160,875
30,2018,東京モノレール,Tokyo Monorail,,,流通センター,Ryutsu Center,,3655,2370,1285,3727,2370,1357
30,2018,東京モノレール,Tokyo Monorail,,,昭和島,Showajima,,1174,901,274,1194,901,293
30,2018,東京モノレール,Tokyo Monorail,,,整備場,Seibijo,,446,283,163,503,283,220
30,2018,東京モノレール,Tokyo Monorail,,,天空橋,Tenkubashi ,,2526,1768,758,1971,1768,203
30,2018,東京モノレール,Tokyo Monorail,,,羽田空港国際線ﾋﾞﾙ,Haneda Airport International Terminal,,2027,252,1775,1872,252,1620
30,2018,東京モノレール,Tokyo Monorail,,,新整備場,Shin Seibijo,,775,361,414,1017,361,656
30,2018,東京モノレール,Tokyo Monorail,,,羽田空港第1ビル,Haneda Airport Terminal1,,5354,829,4525,5424,829,4595
30,2018,東京モノレール,Tokyo Monorail,,,羽田空港第2ビル,Haneda Airport Terminal2,,5771,1241,4530,5600,1241,4359
30,2018,御岳登山鉄道,Mitake Tozan Railway,,,,,,507,14,493,507,14,493
30,2018,御岳登山鉄道,Mitake Tozan Railway,,,滝本,Takimoto,,257,7,250,250,7,243
30,2018,御岳登山鉄道,Mitake Tozan Railway,,,御岳山,Mitakesan,,250,7,243,257,7,250
30,2018,ゆりかもめ,Yurikamome Inc. ,,,,,,42069,9254,32815,42069,9254,32815
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,,,※,42069,9254,32815,42069,9254,32815
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,新橋,Shimbashi,,12437,2846,9591,12371,2754,9617
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,汐留,Shiodome,,1651,301,1350,1814,329,1485
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,竹芝,Takeshiba,,869,180,689,921,190,731
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,日の出,Hinode,,443,80,363,438,81,357
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,芝浦ふ頭,Shibaura-Futo,,925,415,509,978,424,554
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,お台場海浜公園,Odaiba-Kaihinkoen,,3106,1003,2103,3134,1007,2127
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,台場,Daiba,,4482,514,3968,4495,543,3952
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,船の科学館,Fune-No-Kagakukan,,611,188,423,680,191,490
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,テレコムセンター,Telecom Center,,2379,861,1518,2525,879,1646
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,青海,Aomi,,1642,88,1554,1630,90,1540
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,国際展示場正門,Kokusai-Tenjijo-Seimon,,3699,476,3223,3763,509,3254
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,有明,Ariake,,1114,217,897,987,212,775
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,有明テニスの森,Ariake Tennis-No-Mori,,750,322,428,764,315,449
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,市場前,Shijo-Mae,,1473,282,1191,1394,291,1103
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,新豊洲,Shin-Toyosu,,1195,204,991,1214,195,1018
30,2018,ゆりかもめ,Yurikamome Inc. ,東京臨海新交通臨海線,Tokyo Waterfront New Transit Rinkai Line,豊洲,Toyosu,,5292,1276,4017,4960,1245,3715
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,,,,,,95918,51140,44779,95918,51140,44779
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,,,※,95918,51140,44779,95918,51140,44779
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,新木場,Shin-Kiba ,,12464,6441,6023,12269,6441,5828
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,東雲,Shinonome ,,2631,1718,914,2640,1718,922
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,国際展示場,Kokusai-Tenjijo  ,,12262,5289,6972,12368,5289,7079
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,東京テレポート,Tokyo Teleport ,,12357,5171,7185,11796,5171,6625
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,天王洲アイル,Tennozu Isle,,7510,4956,2554,7567,4956,2611
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,品川シーサイド,Shinagawa Seaside　,,8646,6100,2545,8496,6100,2396
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,大井町,Oimachi ,,16172,8954,7218,16173,8954,7219
30,2018,東京臨海高速鉄道,Tokyo Waterfront Area Rapid Transit，Inc.,りんかい線,Rinkai Line,大崎,Osaki ,,23877,12510,11367,24609,12510,12099
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,,,,52611,30161,22450,52611,30161,22450
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,多摩センター,Tama Center  ,,6771,4458,2313,6772,4458,2314
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,松が谷,Matsugaya    ,,467,229,238,485,229,256
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,大塚・帝京大学,Otsuka・Teikyo-Daigaku,,1409,676,733,1267,676,591
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,中央大学・明星大学,Chuo-Daigaku・Meisei-Daigaku ,,6308,5086,1222,6382,5086,1296
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,多摩動物公園,Tama-Dobutsukoen  ,,445,92,353,445,92,353
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,程久保,Hodokubo  ,,320,145,174,285,145,139
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,高幡不動,Takahatafudo  ,,4998,2930,2068,5022,2930,2092
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,万願寺,Manganji  ,,1494,735,759,1456,735,721
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,甲州街道,Koshukaido,,1657,959,698,1604,959,645
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,柴崎体育館,Shibasaki-Taiikukan  ,,819,361,458,756,361,395
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,立川南,Tachikawa-Minami  ,,5831,3306,2525,5871,3306,2565
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,立川北,Tachikawa-Kita  ,,8107,3955,4152,8142,3955,4187
30,2018,多摩都市モノレール,Tokyo Tama Intercity Monorail Co.，Ltd,,,高松,Takamatsu ,,1437,473,964,1503,473,1029
