地域階層,地域コード,地域,District,項番 Item number,警察署,Police station,総数 Total,凶悪犯 Felonious offenses／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 a)／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 a)／傷人 Bodily injury,凶悪犯 Felonious offenses／侵入強盗 a)／強制性交等 c) 3),凶悪犯 Felonious offenses／侵入強盗 a)／普通 Others,凶悪犯 Felonious offenses／非侵入強盗 b)／殺人 Homicide,凶悪犯 Felonious offenses／非侵入強盗 b)／傷人 Bodily injury,凶悪犯 Felonious offenses／非侵入強盗 b)／強制性交等 c) 3),凶悪犯 Felonious offenses／非侵入強盗 b)／普通 Others,凶悪犯 Felonious offenses／放火 Arson,凶悪犯 Felonious offenses／強制性交等 c) 3),粗暴犯 Violent offenses／凶器準備集合 d),粗暴犯 Violent offenses／暴行 Violence,粗暴犯 Violent offenses／傷害 Bodily injury,粗暴犯 Violent offenses／傷害致死 e),粗暴犯 Violent offenses／脅迫 Intimidation,粗暴犯 Violent offenses／恐喝 Extortion,窃盗犯 f)／侵入窃盗 g),窃盗犯 f)／非侵入窃盗 h),知能犯 Intellectual offenses／詐欺 Fraud,知能犯 Intellectual offenses／横領 Embezzlement,知能犯 Intellectual offenses／偽造 Counterfeiting,知能犯 Intellectual offenses／汚職 Corruption,知能犯 Intellectual offenses／背任 Breach of trust,風俗犯 i)／賭博 Gambling,風俗犯 i)／わいせつ Indecency,その他 Others／占有離脱物横領 j),その他 Others／公務執行妨害 k),その他 Others／住居侵入 l),その他 Others／盗品等 m),その他 Others／器物損壊等 n),その他 Others／その他 Others
2,13103,港区,Minato-ku,9,愛宕署,Atago P. Sta.,757,-,-,-,-,-,-,-,-,2,-,4,-,60,42,-,6,4,51,365,73,2,3,-,-,-,18,42,3,9,-,60,13
2,13103,港区,Minato-ku,10,三田署,Mita P. Sta.,508,1,-,-,-,-,-,-,-,-,2,2,-,31,13,-,6,2,21,280,53,2,2,-,-,2,9,27,2,8,2,41,2
2,13103,港区,Minato-ku,11,高輪署,Takanawa P. Sta. ,866,-,-,-,-,-,-,3,-,1,-,1,-,74,41,-,3,2,15,507,85,3,4,-,-,2,13,43,2,10,-,46,11
2,13103,港区,Minato-ku,12,麻布署,Azabu P. Sta.,1005,3,-,1,-,1,-,-,-,2,-,7,-,100,77,-,7,5,55,510,41,3,10,-,-,-,7,24,10,18,2,109,13
2,13103,港区,Minato-ku,13,赤坂署,Akasaka P. Sta.,620,4,-,-,-,-,-,-,-,3,-,1,-,32,19,-,5,1,24,379,49,1,5,-,1,-,7,12,6,2,-,58,11
2,13104,新宿区,Shinjuku-ku,14,牛込署,Ushigome P. Sta. ,629,-,-,-,-,-,-,-,1,2,-,10,-,37,28,-,5,1,42,337,60,-,1,-,-,-,6,35,3,6,1,50,4
2,13104,新宿区,Shinjuku-ku,15,新宿署,Shinjuku P. Sta.,3948,3,-,-,-,4,-,19,1,15,2,25,-,334,214,1,21,11,87,2420,187,6,61,-,-,3,41,171,22,16,3,255,26
2,13104,新宿区,Shinjuku-ku,16,戸塚署,Totsuka P. Sta.,822,1,-,-,-,-,-,3,-,-,1,4,-,53,28,-,6,1,36,492,56,2,5,-,-,-,8,37,5,7,1,66,10
2,13104,新宿区,Shinjuku-ku,17,四谷署,Yotsuya P. Sta.,1002,2,-,-,-,-,-,-,-,2,-,12,-,51,23,-,6,2,71,596,72,1,18,-,-,-,10,45,2,6,-,77,6
2,13105,文京区,Bunkyo-ku,18,富坂署,Tomisaka P. Sta.,441,-,-,-,-,-,-,-,-,-,-,3,-,23,13,-,-,5,7,244,49,1,4,-,-,-,7,22,1,6,-,56,-
2,13105,文京区,Bunkyo-ku,19,大塚署,Otsuka P. Sta.,277,-,-,-,-,-,-,1,-,-,-,-,-,32,7,-,4,1,18,132,35,1,2,-,-,-,2,4,2,7,1,25,3
2,13105,文京区,Bunkyo-ku,20,本富士署,Motofuji P. Sta.,346,1,-,-,-,-,-,-,-,-,-,-,-,22,17,-,-,3,42,177,20,-,4,-,-,-,4,10,5,2,-,39,-
2,13105,文京区,Bunkyo-ku,21,駒込署,Komagome P. Sta.,209,1,-,-,-,-,-,1,-,-,-,-,-,9,5,-,2,-,11,109,33,1,-,-,-,-,4,6,1,1,-,21,4
2,13106,台東区,Taito-ku,22,上野署,Ueno P. Sta.,1198,-,-,-,-,-,-,2,-,3,-,1,-,74,37,-,5,4,19,803,71,2,22,-,-,-,7,55,9,4,1,66,13
2,13106,台東区,Taito-ku,23,下谷署,Shitaya P. Sta.　,513,1,-,-,-,-,-,-,-,2,-,1,-,13,11,-,1,1,12,347,40,-,-,-,-,-,7,28,3,1,-,43,2
2,13106,台東区,Taito-ku,24,浅草署,Asakusa P. Sta.　,1009,3,-,-,-,2,-,1,-,1,-,1,-,37,32,-,4,6,22,711,44,1,9,-,-,-,7,39,7,7,1,71,3
2,13106,台東区,Taito-ku,25,蔵前署,Kuramae P. Sta.,430,-,-,-,1,-,-,-,-,1,-,-,-,15,11,-,6,-,12,272,24,1,1,-,-,-,4,14,3,8,-,52,5
2,13107,墨田区,Sumida-ku,26,本所署,Honjo P. Sta.,1776,2,-,1,-,3,-,2,-,5,2,5,-,83,40,-,4,4,42,1242,116,1,11,-,-,-,14,44,12,11,-,125,7
2,13107,墨田区,Sumida-ku,27,向島署,Mukojima P. Sta. ,854,-,-,-,-,-,-,-,-,-,1,2,-,26,11,-,7,2,29,576,64,-,3,-,-,-,2,19,5,5,-,98,4
2,13108,江東区,Koto-ku,28,深川署,Fukagawa P. Sta.,1453,-,-,-,-,1,-,-,-,1,-,1,-,87,39,-,5,2,36,876,128,4,9,-,-,-,15,69,6,6,8,149,11
2,13108,江東区,Koto-ku,29,城東署,Joto P. Sta. ,1760,1,-,-,-,1,-,-,-,-,-,2,-,55,46,-,6,3,46,1202,138,1,24,-,-,1,8,54,3,6,-,156,7
2,13108,江東区,Koto-ku,30,東京湾岸署,Tokyo Wangan P. Sta.,774,1,-,-,-,-,-,-,-,1,1,3,-,40,20,-,2,2,12,539,41,3,7,-,-,-,5,29,2,1,-,62,3
2,13109,品川区,Shinagawa-ku,31,品川署,Shinagawa P. Sta.,419,1,-,-,-,-,-,-,-,2,-,-,-,22,18,-,6,2,9,180,78,3,4,-,-,-,5,25,5,7,-,48,4
2,13109,品川区,Shinagawa-ku,32,大井署,Oi P. Sta. ,737,-,-,-,-,-,-,-,-,2,-,-,-,32,19,-,8,3,18,447,77,-,1,-,-,-,6,35,3,3,-,80,3
2,13109,品川区,Shinagawa-ku,33,大崎署,Osaki P. Sta.,691,-,-,-,-,-,-,4,-,-,-,-,-,43,17,-,3,3,48,443,48,2,4,-,-,-,6,19,3,3,2,39,4
2,13109,品川区,Shinagawa-ku,34,荏原署,Ebara P. Sta.　,745,-,-,-,-,-,-,-,-,-,-,-,-,24,15,-,2,2,23,485,79,-,1,-,-,-,4,28,1,2,-,78,1
2,13110,目黒区,Meguro-ku,35,目黒署,Meguro P. Sta.,975,1,-,-,-,-,-,1,-,-,-,3,-,33,27,-,7,-,51,606,81,4,3,-,-,-,3,40,3,5,-,103,4
2,13110,目黒区,Meguro-ku,36,碑文谷署,Himon-ya P. Sta.　,882,1,-,-,-,-,-,-,-,3,-,1,-,33,18,-,5,1,28,589,56,2,2,-,-,-,6,31,5,7,-,92,2
2,13111,大田区,Ota-ku,37,大森署,Omori P. Sta.,1185,1,-,1,-,2,-,1,-,1,-,1,-,36,23,-,-,4,40,846,72,2,8,-,1,-,5,38,4,4,1,91,3
2,13111,大田区,Ota-ku,38,田園調布署,Den-en Chofu P. Sta.,599,2,-,-,-,-,-,-,-,-,-,-,-,9,14,-,-,3,37,375,34,-,2,-,-,-,6,30,4,2,-,77,4
2,13111,大田区,Ota-ku,39,蒲田署,Kamata P. Sta.,2436,1,-,-,-,1,-,2,-,4,1,3,-,98,73,-,12,3,134,1688,65,1,8,-,-,-,17,93,11,17,4,193,7
2,13111,大田区,Ota-ku,40,池上署,Ikegami P. Sta.,1002,-,-,-,-,-,-,-,-,-,-,1,-,32,21,1,6,1,41,616,67,1,5,1,1,-,5,24,3,15,1,154,6
2,13111,大田区,Ota-ku,41,東京空港署,Tokyo Airport P. Sta.,116,-,-,-,-,-,-,-,-,1,-,-,-,15,4,-,-,1,-,59,5,-,11,-,-,-,-,6,2,2,-,4,6
2,13112,世田谷区,Setagaya-ku,42,世田谷署,Setagaya P. Sta.,1519,2,-,-,1,-,-,-,-,2,1,5,-,56,41,-,5,-,38,1037,79,1,4,-,-,1,18,67,5,11,-,141,4
2,13112,世田谷区,Setagaya-ku,43,北沢署,Kitazawa P. Sta. ,1267,1,-,1,-,-,-,1,-,-,-,1,-,58,35,-,7,1,71,735,124,-,5,-,-,-,18,66,4,9,-,120,10
2,13112,世田谷区,Setagaya-ku,44,玉川署,Tamagawa P. Sta. ,1324,-,-,-,-,-,-,-,-,-,-,1,-,31,27,-,9,3,52,854,157,1,8,-,-,-,12,46,2,8,-,109,4
2,13112,世田谷区,Setagaya-ku,45,成城署,Seijo P. Sta.　,1941,1,-,-,-,-,-,1,-,3,-,4,-,69,40,-,9,-,85,1252,160,3,4,-,-,-,16,61,3,20,3,202,5
2,13113,渋谷区,Shibuya-ku,46,渋谷署,Shibuya P. Sta.,3265,2,-,-,1,-,-,2,-,8,2,7,-,185,130,-,16,4,54,2077,227,13,37,-,-,-,25,95,23,26,6,300,25
2,13113,渋谷区,Shibuya-ku,47,原宿署,Harajuku P. Sta. ,1072,-,-,-,-,-,-,-,-,-,-,1,-,32,20,-,5,2,21,745,88,1,14,-,1,-,7,34,3,6,1,86,5
2,13113,渋谷区,Shibuya-ku,48,代々木署,Yoyogi P. Sta.,1122,2,-,-,-,3,-,-,-,1,-,1,-,38,36,-,3,1,33,707,89,-,-,-,-,-,7,48,9,9,-,131,4
2,13114,中野区,Nakano-ku,49,中野署,Nakano P. Sta.,1332,-,-,-,-,-,-,1,-,4,1,-,-,90,41,-,2,1,81,782,61,2,5,-,-,-,9,87,6,9,1,145,4
2,13114,中野区,Nakano-ku,50,野方署,Nogata P. Sta. ,1228,-,-,-,-,-,-,1,-,3,-,2,-,30,26,-,2,4,43,802,92,-,2,-,-,-,18,38,3,9,-,148,5
2,13115,杉並区,Suginami-ku,51,杉並署,Suginami P. Sta.,1351,-,-,-,-,2,-,1,-,2,-,2,-,33,30,-,4,-,52,920,73,5,2,-,-,-,11,44,4,14,1,149,2
2,13115,杉並区,Suginami-ku,52,高井戸署,Takaido P. Sta.,1132,4,-,-,-,-,-,1,-,2,-,1,-,24,20,-,3,-,48,717,116,-,1,-,-,-,14,51,3,11,-,114,2
2,13115,杉並区,Suginami-ku,53,荻窪署,Ogikubo P. Sta.,1079,-,-,1,-,-,-,1,-,-,-,-,-,37,13,-,4,-,53,714,101,1,-,-,-,-,12,27,6,16,1,84,8
2,13116,豊島区,Toshima-ku,54,巣鴨署,Sugamo P. Sta.,926,-,-,-,-,1,-,1,-,2,-,-,-,20,37,-,2,2,27,605,69,3,10,-,1,-,9,24,5,10,-,91,7
2,13116,豊島区,Toshima-ku,55,池袋署,Ikebukuro P. Sta.,2385,1,-,1,-,-,-,6,-,4,1,4,-,89,80,-,5,6,56,1723,98,1,16,-,-,-,35,58,14,5,4,168,10
2,13116,豊島区,Toshima-ku,56,目白署,Mejiro P. Sta. ,1168,1,-,-,-,-,-,1,-,3,-,1,-,48,17,-,1,1,82,772,77,-,10,-,-,-,10,24,5,8,-,102,5
2,13117,北区,Kita-ku,57,滝野川署,Takinogawa P. Sta.,617,1,-,-,-,-,-,-,-,-,-,1,-,32,9,-,4,1,36,358,65,-,2,-,-,-,6,25,1,1,-,72,3
2,13117,北区,Kita-ku,58,王子署,Oji P. Sta.,833,1,-,-,-,-,-,1,-,2,-,-,-,29,34,-,1,1,27,551,60,-,3,-,-,-,6,17,9,5,1,81,4
2,13117,北区,Kita-ku,59,赤羽署,Akabane P. Sta.　,1353,-,-,-,-,1,-,3,-,4,-,1,-,70,36,-,8,13,51,866,93,4,6,-,-,-,20,41,7,6,-,119,4
2,13118,荒川区,Arakawa-ku,60,尾久署,Ogu P. Sta.,363,-,-,-,-,-,-,-,1,2,3,1,-,16,11,-,-,1,19,208,28,3,2,-,-,-,4,17,1,4,-,40,2
2,13118,荒川区,Arakawa-ku,61,南千住署,Minamisenju P. Sta.,422,-,-,-,-,-,-,1,-,-,-,-,-,27,11,-,2,-,12,257,23,-,5,-,-,-,6,18,7,4,-,45,4
2,13118,荒川区,Arakawa-ku,62,荒川署,Arakawa P. Sta.,750,1,-,-,-,-,-,-,-,-,-,3,-,41,17,-,-,2,19,482,41,5,5,-,-,-,13,36,3,3,1,73,5
2,13119,板橋区,Itabashi-ku,63,板橋署,Itabashi P. Sta.,1849,1,-,-,-,-,-,2,-,3,1,6,-,51,53,-,14,1,62,1265,117,2,8,-,-,2,14,64,5,21,-,146,11
2,13119,板橋区,Itabashi-ku,64,志村署,Shimura P. Sta.,993,1,-,-,-,-,-,1,-,2,1,1,-,24,20,-,5,1,40,609,90,-,5,-,-,-,10,40,1,9,-,128,5
2,13119,板橋区,Itabashi-ku,65,高島平署,Takashimadaira P. Sta.,1390,-,-,-,-,-,-,2,-,-,-,2,-,44,34,-,4,-,60,925,100,-,5,-,-,-,17,35,4,10,-,144,4
2,13120,練馬区,Nerima-ku,66,練馬署,Nerima P. Sta.,1540,2,-,-,-,-,-,-,-,2,-,1,-,44,22,-,3,2,71,1062,114,2,1,-,-,-,18,45,4,12,1,128,6
2,13120,練馬区,Nerima-ku,67,光が丘署,Hikarigaoka P. Sta.,1250,1,-,-,-,-,-,1,-,1,1,3,-,25,22,-,8,1,41,899,80,1,1,-,-,-,7,38,1,6,1,111,1
2,13120,練馬区,Nerima-ku,68,石神井署,Shakujii P. Sta. ,1749,2,-,-,-,4,-,-,-,4,-,2,-,44,29,-,11,4,78,1232,108,2,4,-,-,-,12,44,2,14,3,146,4
2,13121,足立区,Adachi-ku,69,千住署,Senju P. Sta.,704,1,-,-,-,1,-,2,-,-,1,1,-,42,19,-,2,2,28,445,47,1,8,-,1,-,10,28,2,3,-,58,2
2,13121,足立区,Adachi-ku,70,西新井署,Nishiarai P. Sta.,1845,2,-,-,-,3,-,1,-,2,-,2,-,81,41,1,10,4,93,1245,71,6,2,-,-,2,15,41,1,13,4,200,5
2,13121,足立区,Adachi-ku,71,竹の塚署,Takenozuka P. Sta.,1325,3,-,-,-,1,-,-,-,1,-,2,-,50,49,-,8,4,58,891,52,2,3,-,-,-,10,44,6,7,2,121,11
2,13121,足立区,Adachi-ku,72,綾瀬署,Ayase P. Sta.,1374,-,-,-,-,-,-,1,-,-,-,1,-,43,50,-,10,6,47,928,72,-,8,-,-,1,10,39,6,5,1,140,6
2,13122,葛飾区,Katsushika-ku,73,亀有署,Kameari P. Sta.,1979,2,-,-,-,-,-,2,-,3,2,2,-,77,54,-,4,3,71,1293,135,2,7,-,-,-,15,62,11,12,1,211,10
2,13122,葛飾区,Katsushika-ku,74,葛飾署,Katsushika P. Sta.,1691,3,-,-,-,1,-,2,-,3,-,2,-,57,45,-,9,8,72,1122,100,3,1,-,-,-,13,41,2,12,1,189,5
2,13123,江戸川区,Edogawa-ku,75,小松川署,Komatsugawa P. Sta.,2012,1,-,-,-,1,-,1,-,2,1,2,-,40,50,-,5,3,80,1366,107,3,10,-,-,-,12,60,7,9,3,243,6
2,13123,江戸川区,Edogawa-ku,76,葛西署,Kasai P. Sta.　,2208,1,-,-,-,1,-,1,-,5,1,-,-,64,53,1,12,6,65,1497,161,1,3,-,-,-,30,65,7,17,1,207,9
2,13123,江戸川区,Edogawa-ku,77,小岩署,Koiwa P. Sta.　,1231,-,-,-,-,-,-,1,-,6,1,3,-,33,48,-,6,1,52,834,62,4,3,-,-,-,9,31,5,3,1,127,1
1,,市，郡部,All shi and gun,,,,28360,21,-,3,-,9,-,17,2,31,21,43,1,856,544,3,105,53,1372,18622,1977,36,66,1,1,3,208,897,85,231,26,3015,111
2,,,,1,青梅署,Ome P. Sta.,840,-,-,-,-,-,-,1,-,3,2,1,-,25,18,-,3,1,56,529,48,-,1,-,-,-,8,25,2,6,1,109,1
2,,,,2,五日市署,Itsukaichi P. Sta.,252,-,-,-,-,-,-,-,-,-,1,1,-,10,6,-,-,-,18,154,17,1,1,-,-,-,3,4,-,-,-,32,4
2,,,,3,福生署,Fussa P. Sta.,1581,1,-,1,-,-,-,-,-,3,1,3,-,33,43,1,8,2,122,1051,57,-,11,-,-,-,7,45,4,13,-,172,3
2,,,,4,八王子署,Hachioji P. Sta.,1810,2,-,-,-,-,-,2,1,4,2,5,-,70,55,-,7,3,111,1072,137,7,4,-,1,-,20,57,-,14,3,216,17
2,,,,5,高尾署,Takao P. Sta.,878,1,-,-,-,-,-,1,-,-,1,2,-,55,14,-,10,-,40,519,53,-,3,-,-,-,7,34,3,7,1,122,5
2,,,,6,南大沢署,Minami-Osawa P. Sta.,1334,-,-,-,-,-,-,2,-,2,2,2,-,21,22,-,6,3,80,868,87,3,3,-,-,-,11,45,3,14,4,147,9
2,,,,7,町田署,Machida P. Sta.,2695,4,-,1,-,-,-,3,1,2,1,5,1,100,55,1,19,9,192,1609,224,1,5,-,-,-,28,50,14,33,2,324,11
2,,,,8,日野署,Hino P. Sta.,1011,-,-,-,-,1,-,1,-,-,6,-,-,31,11,-,4,1,53,594,110,1,2,-,-,-,12,47,4,12,5,110,6
2,,,,9,多摩中央署,Tamachuo P. Sta.,1256,1,-,-,-,1,-,-,-,-,2,4,-,30,20,-,4,1,39,843,95,1,-,1,-,1,5,33,4,6,1,160,4
2,,,,10,昭島署,Akishima P. Sta. ,952,2,-,1,-,-,-,-,-,1,1,2,-,35,26,-,3,4,73,610,49,1,3,-,-,1,10,25,1,7,-,92,5
2,,,,11,立川署,Tachikawa P. Sta.,2408,4,-,-,-,1,-,-,-,4,-,5,-,76,59,-,8,8,91,1692,135,3,4,-,-,-,19,75,11,20,-,186,7
2,,,,12,東大和署,Higashiyamato P. Sta.,1222,-,-,-,-,1,-,-,-,1,1,2,-,30,26,-,2,3,34,878,58,2,8,-,-,-,8,34,5,9,1,114,5
2,,,,13,府中署,Fuchu P. Sta.　,1513,1,-,-,-,1,-,1,-,3,1,1,-,55,33,-,4,1,48,970,132,2,3,-,-,1,7,55,6,13,-,166,9
2,,,,14,小金井署,Koganei P. Sta.,1521,1,-,-,-,-,-,-,-,2,-,1,-,39,20,-,3,1,56,1024,97,3,6,-,-,-,9,73,1,8,-,174,3
2,,,,15,田無署,Tanashi P. Sta.,2044,2,-,-,-,2,-,3,-,2,-,3,-,58,35,-,10,3,65,1407,126,4,2,-,-,-,20,57,3,18,1,220,3
2,,,,16,小平署,Kodaira P. Sta.,1058,-,-,-,-,2,-,1,-,1,-,1,-,22,13,-,3,-,44,739,57,-,2,-,-,-,4,39,5,5,-,117,3
2,,,,17,東村山署,Higashimurayama P. Sta.,1313,1,-,-,-,-,-,-,-,1,-,1,-,37,19,-,2,8,77,853,122,1,1,-,-,-,7,41,3,6,-,130,3
2,,,,18,武蔵野署,Musashino P. Sta.,1623,-,-,-,-,-,-,2,-,1,-,3,-,44,19,-,3,-,70,1159,99,3,3,-,-,-,8,61,5,16,1,120,6
2,,,,19,三鷹署,Mitaka P. Sta.,950,-,-,-,-,-,-,-,-,-,-,-,-,39,14,-,1,1,34,624,83,2,2,-,-,-,7,28,3,6,1,101,4
2,,,,20,調布署,Chofu P. Sta.,2099,1,-,-,-,-,-,-,-,1,-,1,-,46,36,1,5,4,69,1427,191,1,2,-,-,-,8,69,8,18,5,203,3
1,13350,島部,All islands　　,,,,39,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,6,16,3,-,-,-,-,-,-,-,-,2,-,9,-
2,,,,1,大島署,Oshima P. Sta. ,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,3,-
2,,,,2,新島署,Niijima P. Sta.,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,-,-,-,-,-,-,-,-,-,1,-,-,-
2,,,,3,三宅島署,Miyakejima P. Sta.,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-
2,,,,4,八丈島署,Hachijojima P. Sta.,10,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,4,-
2,,,,5,小笠原署,Ogasawara P. Sta.　,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,1,-,2,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10 警察署別刑法犯の罪種別認知状況（平成30年） 20-10 CRIMINAL OFFENSES KNOWN TO THE POLICE BY TYPE OF CRIME AND POLICE STATION ( 2018 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Breaking & entering/Robbery b) Robbery without breaking and entering c) Forced sexual intercourse， etc. d) Unlawful assembly with dangerous weapons e) Bodily injury resulting in death f) Larcenous offenses g) Breaking & entering/theft h) Theft without breaking and entering i) Moral offenses j) Embezzlement of lost properties k) Obstructing the execution of official duties l) Trespassing m) Stolen properties， etc. n) Damage or destruction of structure， etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 業務上等過失致死傷 （交通関係） 事件は除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) 区名の表示は各警察署の所在地による。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3) 刑法の一部が改正（平成29年7月13日施行）され，強姦の罪名，構成要件等が改められたことに伴い，「強姦」を「強制性交等」に変更した。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Excludes cases of professional negligence resulting in deaths and injuries (traffic related).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) ""ku"" indicates the locations of police stations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3) ""Rape"" has been changed to ""Forced sexual intercourse， etc."" following the partial amendment of the Penal Code (enforced on July 13， 2017)， which revised the crime name and elements， etc. of rape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：警視庁総務部文書課 「警視庁の統計」 Source: Metropolitan Police Department， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
