年次(平成),Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,規格改良済 Standard improved／計 Total／延長 Length,規格改良済 Standard improved／計 Total／面積 Area,規格改良済 Standard improved／19.5ｍ以上 19.5ｍ and over／延長 Length,規格改良済 Standard improved／19.5ｍ以上 19.5ｍ and over／面積 Area,規格改良済 Standard improved／13.0ｍ以上 13.0ｍ and over／延長 Length,規格改良済 Standard improved／13.0ｍ以上 13.0ｍ and over／面積 Area,規格改良済 Standard improved／5.5ｍ以上 5.5ｍ and over／延長 Length,規格改良済 Standard improved／5.5ｍ以上 5.5ｍ and over／面積 Area,規格改良済 Standard improved／5.5ｍ未満 less than 5.5ｍ／延長 Length,規格改良済 Standard improved／5.5ｍ未満 less than 5.5ｍ／面積 Area,未改良 Unimproved／計 Total／延長 Length,未改良 Unimproved／計 Total／面積 Area,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／延長 Length,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／延長 Length,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／延長 Length,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／面積 Area
31,2019,2,13105,5,文京区,Bunkyo-ku,207455,1953964,114099,1555216,6147,239455,18617,466322,41566,552278,47769,297161,93356,398748,-,-,15820,89987,77536,308761
31,2019,2,13106,6,台東区,Taito-ku,258517,2626083,217505,2476784,8148,315892,25435,648350,84883,913637,99039,598905,41012,149299,-,-,-,-,41012,149299
31,2019,2,13107,7,墨田区,Sumida-ku,296931,2957466,296825,2957248,3211,118421,35742,877547,109647,1242261,148225,719019,106,218,-,-,-,-,106,218
31,2019,2,13108,8,江東区,Koto-ku,395914,5744012,394837,5739418,38847,1588947,69198,1772849,175153,1664161,111639,713461,1077,4594,-,-,809,3684,268,910
31,2019,2,13109,9,品川区,Shinagawa-ku,388434,3851729,222527,3174340,18026,770034,42031,1041481,138385,1196478,24085,166347,165907,677389,26,338,128617,566528,37264,110523
31,2019,2,13110,10,目黒区,Meguro-ku,359120,2305808,294252,2115488,2824,104823,15942,464677,135612,997746,139874,548242,64868,190320,140,3459,2669,13884,62059,172977
31,2019,2,13111,11,大田区,Ota-ku,853791,7580412,803681,7432702,32615,1130237,47997,1256853,263582,2439057,459487,2606555,50110,147710,-,-,232,1318,49878,146392
31,2019,2,13112,12,世田谷区,Setagaya-ku,1186345,8251012,948851,7440945,16040,611195,28181,671024,221932,2358260,682698,3800466,237494,810067,70,578,2363,11995,235061,797494
31,2019,2,13113,13,渋谷区,Shibuya-ku,271849,2780880,244516,2707771,8745,393408,29899,817085,109477,1059232,96395,438046,27333,73109,-,-,-,-,27333,73109
31,2019,2,13114,14,中野区,Nakano-ku,368778,2164610,212389,1615684,1193,40556,8350,234183,51178,628800,151668,712145,156389,548926,-,-,-,-,156389,548926
31,2019,2,13115,15,杉並区,Suginami-ku,688836,4626094,514246,3989538,8413,327711,20469,534993,90637,993743,394727,2133091,174590,636556,24,270,933,4009,173633,632277
31,2019,2,13116,16,豊島区,Toshima-ku,307894,2379422,225238,2099101,5200,202013,17518,501929,47460,567463,155060,827696,82656,280321,-,-,143,577,82513,279744
31,2019,2,13117,17,北区,Kita-ku,375053,3006555,275067,2643621,2043,76103,20368,493254,171801,1648083,80855,426181,99986,362934,13868,115456,26698,98532,59420,148946
31,2019,2,13118,18,荒川区,Arakawa-ku,215350,1664229,215350,1664229,2703,95527,5655,176446,86550,872442,120442,519814,-,-,-,-,-,-,-,-
31,2019,2,13119,19,板橋区,Itabashi-ku,740479,5849199,669635,5530768,16143,720124,38732,946023,151281,1352498,463479,2512123,70844,318431,1655,82359,3447,13981,65742,222091
31,2019,2,13120,20,練馬区,Nerima-ku,1139823,7471417,981066,6828530,5547,218454,27819,766436,429385,3414914,518315,2428726,158757,642887,8139,86223,16174,87711,134444,468953
31,2019,2,13121,21,足立区,Adachi-ku,1059280,9864839,974620,9609495,9732,382518,57375,1629344,554503,5272897,353010,2324736,84660,255344,-,-,16541,65077,68119,190267
31,2019,2,13122,22,葛飾区,Katsushika-ku,753524,5682132,650272,5224864,3311,283163,24177,656193,222324,2719503,400460,1566005,103252,457268,-,-,5987,31155,97265,426113
31,2019,2,13123,23,江戸川区,Edogawa-ku,1078896,9276513,1078896,9276513,29688,1100445,76005,1662270,475465,4245299,497738,2268499,-,-,-,-,-,-,-,-
31,2019,1,13200,,市部,All shi,10370753,72962434,7190073,64236629,24797,1094238,256577,8733906,1948647,25296321,4960052,29112164,3180680,8725805,29012,252023,180480,972020,2971188,7501762
31,2019,2,13201,1,八王子市,Hachioji-shi,1545762,14823335,1329037,14204634,5346,268994,78974,3558522,325054,4669796,919663,5707322,216725,618701,641,5049,3948,20444,212136,593208
31,2019,2,13202,2,立川市,Tachikawa-shi,296220,2601646,234334,2370320,730,32630,16077,540036,95366,1109320,122161,688334,61886,231326,19,198,70,277,61797,230851
31,2019,2,13203,3,武蔵野市,Musashino-shi,148942,1152292,125455,1068325,238,8261,1945,55075,42706,558621,80566,446368,23487,83967,211,1362,134,633,23142,81972
31,2019,2,13204,4,三鷹市,Mitaka-shi,295387,1948842,251541,1783208,193,7601,6231,207205,50010,575605,195107,992797,43846,165634,170,1630,1321,5941,42355,158063
31,2019,2,13205,5,青梅市,Ome-shi,934867,4743893,442081,3761932,315,14690,10852,256007,144490,1877580,286424,1613655,492786,981961,40,289,631,3283,492115,978389
31,2019,2,13206,6,府中市,Fuchu-shi,484520,3835985,398473,3587309,3062,107469,22619,679388,100798,1299457,271994,1500995,86047,248676,-,-,4280,16114,81767,232562
31,2019,2,13207,7,昭島市,Akishima-shi,256166,1854800,132770,1396010,882,40658,5803,147571,63353,849767,62732,358014,123396,458790,4271,36905,22168,130120,96957,291765
31,2019,2,13208,8,調布市,Chofu-shi,442215,2740131,305042,2380558,459,21889,17156,449383,60511,715541,226916,1193745,137173,359573,181,1266,2038,9607,134954,348700
31,2019,2,13209,9,町田市,Machida-shi,1353013,8669523,912173,7635097,2527,140930,14899,392383,175277,2566349,719470,4535435,440840,1034426,75,2882,3114,11701,437651,1019843
31,2019,2,13210,10,小金井市,Koganei-shi,178184,1073251,87798,740439,21,967,1914,60353,29818,366780,56045,312339,90386,332812,2482,23644,12639,56635,75265,252533
31,2019,2,13211,11,小平市,Kodaira-shi,272723,2045495,215179,1766782,265,13908,1057,31656,74177,906585,139680,814633,57544,278713,3669,30821,21984,129439,31891,118453
31,2019,2,13212,12,日野市,Hino-shi,496692,3360700,352888,3005086,1342,49151,12940,397004,72089,973723,266517,1585208,143804,355614,185,1209,2183,12917,141436,341488
31,2019,2,13213,13,東村山市,Higashimurayama-shi,302676,1798634,230264,1600911,376,14920,1703,39371,56566,607744,171619,938876,72412,197723,27,166,588,2458,71797,195099
31,2019,2,13214,14,国分寺市,Kokubunji-shi,239800,1313979,103681,763663,64,2069,379,8366,30616,344478,72622,408750,136119,550316,8768,79481,36125,196289,91226,274546
31,2019,2,13215,15,国立市,Kunitachi-shi,153928,1295086,125969,1222699,473,18853,7791,316683,37771,432935,79934,454228,27959,72387,-,-,458,2449,27501,69938
31,2019,2,13218,16,福生市,Fussa-shi,150932,1128454,132827,1077291,39,842,5241,94309,37100,491159,90447,490981,18105,51163,-,-,178,888,17927,50275
31,2019,2,13219,17,狛江市,Komae-shi,128340,821370,111463,776119,87,6108,876,29507,20545,270917,89955,469587,16877,45251,-,-,218,1063,16659,44188
31,2019,2,13220,18,東大和市,Higashiyamato-shi,235185,1548520,188829,1420873,292,15161,639,26362,104911,989917,82987,389433,46356,127647,1816,11192,11185,47049,33355,69406
31,2019,2,13221,19,清瀬市,Kiyose-shi,188557,1115548,108569,884057,1143,48564,867,23585,38839,422435,67720,389473,79988,231491,929,6870,11862,60533,67197,164088
31,2019,2,13222,20,東久留米市,Higashikurume-shi,255698,1637667,202556,1477074,73,3852,212,4312,42558,569863,159713,899047,53142,160593,69,5159,1268,6422,51805,149012
31,2019,2,13223,21,武蔵村山市,Musashimurayama-shi,272400,1559633,150750,1204426,-,-,572,15305,52615,673852,97563,515269,121650,355207,-,-,288,1366,121362,353841
31,2019,2,13224,22,多摩市,Tama-shi,292655,3185692,256324,3006836,4378,174993,22155,660615,52092,764882,177699,1406346,36331,178856,774,8074,4863,51791,30694,118991
31,2019,2,13225,23,稲城市,Inagi-shi,265056,2071898,176164,1889195,397,24597,8527,245652,58451,908676,108789,710270,88892,182703,151,1090,546,2969,88195,178644
31,2019,2,13227,24,羽村市,Hamura-shi,164579,1328117,129043,1200169,823,25439,4792,116083,53988,653505,69440,405142,35536,127948,926,6761,4806,23427,29804,97760
31,2019,2,13228,25,あきる野市,Akiruno-shi,741503,3481243,288814,2523773,290,13874,10008,316311,82948,1132757,195568,1060831,452689,957470,1429,11302,8667,44130,442593,902038
31,2019,2,13229,26,西東京市,Nishitokyo-shi,274753,1826700,198049,1489843,982,37818,2348,62862,45998,564077,148721,825086,76704,336857,2179,16673,24918,134075,49607,186109
31,2019,1,13300,,郡部,All gun,813071,5036749,414607,4215964,291,10680,6961,204567,171762,2658970,235593,1341747,398464,820785,310,2559,3084,15383,395070,802843
31,2019,2,13303,1,瑞穂町,Mizuho-machi,243356,1484452,147043,1226083,212,8830,5369,161427,49505,572295,91957,483531,96313,258369,23,126,1640,8020,94650,250223
31,2019,2,13305,2,日の出町,Hinode-machi,142478,898443,86110,739483,72,1688,1456,40414,30869,388716,53713,308665,56368,158960,253,2136,1098,5728,55017,151096
31,2019,2,13307,3,檜原村,Hinohara-mura,120317,1024739,64775,926256,7,162,6,92,35453,730968,29309,195034,55542,98483,11,108,250,1164,55281,97211
31,2019,2,13308,4,奥多摩町,Okutama-machi,306920,1629115,116679,1324142,-,-,130,2634,55935,966991,60614,354517,190241,304973,23,189,96,471,190122,304313
31,2019,1,13350,,島部,All islands,1487427,7248941,674182,5339916,403,10239,1988,38315,277835,2904494,393956,2386868,813245,1909025,3635,28873,41144,177640,768466,1702512
31,2019,2,13361,1,大島町,Oshima-machi,499113,2031283,182742,1291570,379,9695,1281,20390,105455,903368,75627,358117,316371,739713,2222,15753,32766,129920,281383,594040
31,2019,2,13362,2,利島村,Toshima-mura,27706,127434,14156,89261,-,-,156,2186,779,8034,13221,79041,13550,38173,138,3639,540,3156,12872,31378
31,2019,2,13363,3,新島村,Niijima-mura,142711,671920,67106,508753,24,544,9,138,27083,285272,39990,222799,75605,163167,60,437,606,5543,74939,157187
31,2019,2,13364,4,神津島村,Kozushima-mura,83815,352836,35720,284936,-,-,29,471,11935,147836,23756,136629,48095,67900,9,56,112,573,47974,67271
31,2019,2,13381,5,三宅村,Miyake-mura,135555,889314,86118,752104,-,-,44,1221,41670,539482,44404,211401,49437,137210,102,823,528,2874,48807,133513
31,2019,2,13382,6,御蔵島村,Mikurajima-mura,21353,229012,19054,222947,-,-,-,-,1156,17939,17898,205008,2299,6065,-,-,-,-,2299,6065
31,2019,2,13401,7,八丈町,Hachijo-machi,489905,2115537,197237,1416551,-,-,395,11588,76118,761781,120724,643182,292668,698986,1104,8165,5914,32171,285650,658650
31,2019,2,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22630,123798,-,-,-,-,281,5707,22349,118091,14490,33854,-,-,660,3320,13830,30534
31,2019,2,13421,9,小笠原村,Ogasawara-mura,50149,673953,49419,649996,-,-,74,2321,13358,235075,35987,412600,730,23957,-,-,18,83,712,23874
,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 ) 4　運輸 4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  地域， 幅員別道路の延長及び面積(平成27～31年) 4-3  LENGTH AND AREA OF ROADS BY DISTRICT AND WIDTH ( 2015-2019 ),,,,,,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 of the year stated.,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 Source: Bureau of Construction， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） (Length in meters， Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,,,
