区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
国分寺市／計,94 ,100 ,40 ,100 ,25 ,100 ,213 ,100 ,119 ,100 ,253 ,100 
国立市／100m2未満,67 ,63 ,1 ,8 ,10 ,50 ,0 ,0 ,77 ,61 ,2 ,2 
国立市／200m2未満,11 ,10 ,2 ,9 ,1 ,5 ,0 ,0 ,12 ,9 ,2 ,2 
国立市／300m2未満,9 ,8 ,2 ,12 ,3 ,15 ,1 ,1 ,12 ,9 ,3 ,3 
国立市／500m2未満,12 ,11 ,5 ,26 ,1 ,5 ,0 ,0 ,13 ,10 ,5 ,5 
国立市／1000m2未満,6 ,6 ,5 ,26 ,1 ,5 ,1 ,1 ,7 ,6 ,5 ,5 
国立市／2000m2未満,1 ,1 ,1 ,7 ,1 ,5 ,1 ,2 ,2 ,2 ,3 ,3 
国立市／5000m2未満,1 ,1 ,2 ,12 ,2 ,10 ,7 ,8 ,3 ,2 ,9 ,9 
国立市／10000m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
国立市／10000m2以上,0 ,0 ,0 ,0 ,1 ,5 ,77 ,88 ,1 ,1 ,77 ,73 
国立市／計,107 ,100 ,18 ,100 ,20 ,100 ,87 ,100 ,127 ,100 ,106 ,100 
福生市／100m2未満,19 ,46 ,0 ,3 ,2 ,18 ,0 ,0 ,21 ,40 ,1 ,0 
福生市／200m2未満,5 ,12 ,1 ,4 ,0 ,0 ,0 ,0 ,5 ,10 ,1 ,0 
福生市／300m2未満,4 ,10 ,1 ,6 ,0 ,0 ,0 ,0 ,4 ,8 ,1 ,1 
福生市／500m2未満,4 ,10 ,2 ,9 ,3 ,27 ,1 ,1 ,7 ,13 ,3 ,2 
福生市／1000m2未満,2 ,5 ,2 ,9 ,2 ,18 ,1 ,1 ,4 ,8 ,3 ,2 
福生市／2000m2未満,6 ,15 ,9 ,52 ,1 ,9 ,1 ,1 ,7 ,13 ,10 ,7 
福生市／5000m2未満,1 ,2 ,3 ,17 ,2 ,18 ,6 ,4 ,3 ,6 ,8 ,6 
福生市／10000m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
福生市／10000m2以上,0 ,0 ,0 ,0 ,1 ,9 ,119 ,93 ,1 ,2 ,119 ,82 
福生市／計,41 ,100 ,17 ,100 ,11 ,100 ,128 ,100 ,52 ,100 ,146 ,100 
狛江市／100m2未満,204 ,39 ,15 ,13 ,14 ,29 ,2 ,3 ,218 ,38 ,17 ,10 
狛江市／200m2未満,151 ,29 ,27 ,23 ,17 ,35 ,5 ,9 ,168 ,30 ,32 ,19 
狛江市／300m2未満,69 ,13 ,19 ,16 ,4 ,8 ,1 ,2 ,73 ,13 ,20 ,11 
狛江市／500m2未満,55 ,11 ,24 ,20 ,5 ,10 ,2 ,4 ,60 ,11 ,26 ,15 
狛江市／1000m2未満,31 ,6 ,21 ,18 ,3 ,6 ,5 ,9 ,34 ,6 ,26 ,15 
狛江市／2000m2未満,9 ,2 ,11 ,10 ,3 ,6 ,13 ,25 ,12 ,2 ,25 ,14 
狛江市／5000m2未満,0 ,0 ,0 ,0 ,2 ,4 ,22 ,39 ,2 ,0 ,22 ,13 
狛江市／10000m2未満,0 ,0 ,0 ,0 ,1 ,2 ,5 ,10 ,1 ,0 ,5 ,3 
狛江市／10000m2以上,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
狛江市／計,519 ,100 ,117 ,100 ,49 ,100 ,55 ,100 ,568 ,100 ,171 ,100 
東大和市／100m2未満,44 ,54 ,1 ,4 ,16 ,52 ,0 ,0 ,60 ,53 ,1 ,1 
東大和市／200m2未満,12 ,15 ,2 ,7 ,0 ,0 ,0 ,0 ,12 ,11 ,2 ,2 
東大和市／300m2未満,4 ,5 ,1 ,4 ,1 ,3 ,0 ,0 ,5 ,4 ,1 ,1 
東大和市／500m2未満,8 ,10 ,3 ,14 ,1 ,3 ,0 ,0 ,9 ,8 ,4 ,4 
東大和市／1000m2未満,9 ,11 ,7 ,28 ,2 ,6 ,2 ,2 ,11 ,10 ,8 ,8 
東大和市／2000m2未満,3 ,4 ,5 ,23 ,5 ,16 ,6 ,8 ,8 ,7 ,12 ,12 
東大和市／5000m2未満,2 ,2 ,5 ,21 ,3 ,10 ,12 ,15 ,5 ,4 ,17 ,17 
東大和市／10000m2未満,0 ,0 ,0 ,0 ,2 ,6 ,12 ,16 ,2 ,2 ,12 ,12 
東大和市／10000m2以上,0 ,0 ,0 ,0 ,1 ,3 ,44 ,57 ,1 ,1 ,44 ,44 
東大和市／計,82 ,100 ,24 ,100 ,31 ,100 ,77 ,100 ,113 ,100 ,100 ,100 
清瀬市／100m2未満,110 ,36 ,2 ,2 ,19 ,43 ,0 ,0 ,129 ,37 ,3 ,1 
清瀬市／200m2未満,29 ,10 ,4 ,3 ,3 ,7 ,0 ,0 ,32 ,9 ,5 ,1 
清瀬市／300m2未満,34 ,11 ,8 ,6 ,3 ,7 ,1 ,0 ,37 ,11 ,9 ,3 
清瀬市／500m2未満,45 ,15 ,18 ,12 ,3 ,7 ,1 ,1 ,48 ,14 ,20 ,6 
清瀬市／1000m2未満,48 ,16 ,35 ,23 ,2 ,5 ,2 ,1 ,50 ,14 ,37 ,12 
清瀬市／2000m2未満,30 ,10 ,41 ,27 ,5 ,11 ,7 ,4 ,35 ,10 ,48 ,15 
清瀬市／5000m2未満,7 ,2 ,21 ,14 ,4 ,9 ,14 ,8 ,11 ,3 ,35 ,11 
清瀬市／10000m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
清瀬市／10000m2以上,1 ,0 ,19 ,13 ,5 ,11 ,145 ,85 ,6 ,2 ,165 ,51 
清瀬市／計,304 ,100 ,150 ,100 ,44 ,100 ,171 ,100 ,348 ,100 ,321 ,100 
東久留米市／100m2未満,276 ,79 ,6 ,9 ,32 ,57 ,1 ,1 ,308 ,76 ,7 ,4 
東久留米市／200m2未満,16 ,5 ,2 ,4 ,4 ,7 ,1 ,1 ,20 ,5 ,3 ,2 
東久留米市／300m2未満,8 ,2 ,2 ,3 ,0 ,0 ,0 ,0 ,8 ,2 ,2 ,1 
東久留米市／500m2未満,14 ,4 ,5 ,8 ,2 ,4 ,1 ,1 ,16 ,4 ,6 ,3 
東久留米市／1000m2未満,15 ,4 ,10 ,15 ,3 ,5 ,2 ,2 ,18 ,4 ,12 ,7 
東久留米市／2000m2未満,13 ,4 ,18 ,26 ,7 ,13 ,11 ,10 ,20 ,5 ,29 ,16 
東久留米市／5000m2未満,6 ,2 ,19 ,28 ,4 ,7 ,12 ,11 ,10 ,2 ,31 ,17 
東久留米市／10000m2未満,1 ,0 ,5 ,8 ,1 ,2 ,7 ,6 ,2 ,0 ,12 ,7 
東久留米市／10000m2以上,0 ,0 ,0 ,0 ,3 ,5 ,80 ,70 ,3 ,1 ,80 ,44 
東久留米市／計,349 ,100 ,68 ,100 ,56 ,100 ,114 ,100 ,405 ,100 ,182 ,100 
武蔵村山市／100m2未満,315 ,26 ,13 ,3 ,49 ,32 ,1 ,0 ,364 ,27 ,14 ,1 
武蔵村山市／200m2未満,305 ,25 ,44 ,9 ,24 ,16 ,3 ,1 ,329 ,24 ,47 ,4 
武蔵村山市／300m2未満,165 ,14 ,40 ,8 ,12 ,8 ,3 ,0 ,177 ,13 ,43 ,4 
武蔵村山市／500m2未満,167 ,14 ,64 ,13 ,20 ,13 ,8 ,1 ,187 ,14 ,72 ,6 
武蔵村山市／1000m2未満,142 ,12 ,103 ,20 ,18 ,12 ,13 ,2 ,160 ,12 ,116 ,10 
武蔵村山市／2000m2未満,90 ,7 ,127 ,25 ,15 ,10 ,22 ,3 ,105 ,8 ,149 ,12 
武蔵村山市／5000m2未満,32 ,3 ,92 ,18 ,10 ,7 ,36 ,5 ,42 ,3 ,128 ,11 
武蔵村山市／10000m2未満,3 ,0 ,20 ,4 ,1 ,1 ,9 ,1 ,4 ,0 ,29 ,2 
武蔵村山市／10000m2以上,0 ,0 ,0 ,0 ,2 ,1 ,594 ,86 ,2 ,0 ,594 ,50 
武蔵村山市／計,1219 ,100 ,504 ,100 ,151 ,100 ,688 ,100 ,1370 ,100 ,1192 ,100 
多摩市／100m2未満,125 ,22 ,4 ,2 ,33 ,41 ,1 ,0 ,158 ,25 ,5 ,0 
多摩市／200m2未満,106 ,19 ,16 ,6 ,5 ,6 ,1 ,0 ,111 ,17 ,17 ,1 
多摩市／300m2未満,75 ,13 ,19 ,7 ,11 ,14 ,3 ,0 ,86 ,13 ,21 ,2 
多摩市／500m2未満,91 ,16 ,36 ,14 ,4 ,5 ,2 ,0 ,95 ,15 ,38 ,3 
多摩市／1000m2未満,103 ,18 ,73 ,28 ,10 ,12 ,7 ,1 ,113 ,18 ,80 ,6 
多摩市／2000m2未満,46 ,8 ,62 ,24 ,4 ,5 ,6 ,1 ,50 ,8 ,68 ,5 
多摩市／5000m2未満,14 ,2 ,37 ,14 ,5 ,6 ,15 ,1 ,19 ,3 ,52 ,4 
多摩市／10000m2未満,3 ,1 ,17 ,6 ,2 ,2 ,14 ,1 ,5 ,1 ,31 ,2 
多摩市／10000m2以上,0 ,0 ,0 ,0 ,7 ,9 ,992 ,95 ,7 ,1 ,992 ,76 
多摩市／計,563 ,100 ,264 ,100 ,81 ,100 ,1039 ,100 ,644 ,100 ,1303 ,100 
稲城市／100m2未満,202 ,43 ,6 ,3 ,25 ,27 ,1 ,0 ,227 ,40 ,7 ,0 
稲城市／200m2未満,76 ,16 ,11 ,6 ,9 ,10 ,1 ,0 ,85 ,15 ,13 ,1 
稲城市／300m2未満,44 ,9 ,11 ,6 ,10 ,11 ,3 ,0 ,54 ,10 ,13 ,1 
稲城市／500m2未満,64 ,14 ,25 ,14 ,4 ,4 ,1 ,0 ,68 ,12 ,26 ,1 
稲城市／1000m2未満,47 ,10 ,33 ,18 ,8 ,9 ,6 ,0 ,55 ,10 ,39 ,2 
稲城市／2000m2未満,21 ,4 ,30 ,17 ,8 ,9 ,12 ,1 ,29 ,5 ,43 ,2 
稲城市／5000m2未満,19 ,4 ,61 ,33 ,11 ,12 ,33 ,2 ,30 ,5 ,94 ,5 
稲城市／10000m2未満,1 ,0 ,6 ,3 ,6 ,7 ,46 ,2 ,7 ,1 ,53 ,3 
稲城市／10000m2以上,0 ,0 ,0 ,0 ,11 ,12 ,1778 ,95 ,11 ,2 ,1778 ,86 
稲城市／計,474 ,100 ,184 ,100 ,92 ,100 ,1881 ,100 ,566 ,100 ,2065 ,100 
羽村市／100m2未満,91 ,43 ,4 ,5 ,10 ,33 ,0 ,0 ,101 ,42 ,4 ,3 
羽村市／200m2未満,68 ,32 ,10 ,12 ,8 ,27 ,1 ,2 ,76 ,31 ,11 ,7 
羽村市／300m2未満,16 ,8 ,4 ,5 ,0 ,0 ,0 ,0 ,16 ,7 ,4 ,3 
羽村市／500m2未満,10 ,5 ,4 ,5 ,3 ,10 ,1 ,1 ,13 ,5 ,5 ,3 
羽村市／1000m2未満,13 ,6 ,8 ,11 ,3 ,10 ,2 ,3 ,16 ,7 ,10 ,7 
