区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
葛飾区／200m2未満,5443,8 ,940 ,7 ,332,10 ,58 ,2 ,5775,8 ,998 ,6 
葛飾区／300m2未満,4574,6 ,1103 ,9 ,399,12 ,99 ,4 ,4973,7 ,1202 ,8 
葛飾区／500m2未満,3074,4 ,1172 ,9 ,484,14 ,188 ,7 ,3558,5 ,1361 ,9 
葛飾区／1000m2未満,1960,3 ,1349 ,11 ,492,15 ,341 ,13 ,2452,3 ,1690 ,11 
葛飾区／2000m2未満,908,1 ,1261 ,10 ,264,8 ,364 ,13 ,1172,2 ,1625 ,11 
葛飾区／5000m2未満,551,1 ,1636 ,13 ,165,5 ,495 ,18 ,716,1 ,2132 ,14 
葛飾区／10000m2未満,107,0 ,701 ,6 ,44,1 ,305 ,11 ,151,0 ,1006 ,7 
葛飾区／10000m2以上,23,0 ,298 ,2 ,28,1 ,775 ,29 ,51,0 ,1073 ,7 
葛飾区／計,71450,100 ,12711 ,100 ,3371,100 ,2716 ,100 ,74821,100 ,15426 ,100 
江戸川区／50m2未満,16824,18 ,648 ,4 ,355,8 ,10 ,0 ,17179,17 ,658 ,3 
江戸川区／100m2未満,42596,45 ,3124 ,18 ,505,11 ,38 ,1 ,43101,43 ,3162 ,15 
江戸川区／150m2未満,14423,15 ,1719 ,10 ,482,11 ,60 ,1 ,14905,15 ,1779 ,8 
江戸川区／200m2未満,6258,7 ,1081 ,6 ,398,9 ,69 ,2 ,6656,7 ,1150 ,5 
江戸川区／300m2未満,5352,6 ,1302 ,8 ,569,12 ,141 ,3 ,5921,6 ,1443 ,7 
江戸川区／500m2未満,4380,5 ,1669 ,10 ,738,16 ,287 ,6 ,5118,5 ,1956 ,9 
江戸川区／1000m2未満,3145,3 ,2186 ,13 ,777,17 ,551 ,12 ,3922,4 ,2737 ,13 
江戸川区／2000m2未満,1499,2 ,2075 ,12 ,428,9 ,605 ,13 ,1927,2 ,2681 ,12 
江戸川区／5000m2未満,741,1 ,2162 ,13 ,207,5 ,598 ,13 ,948,1 ,2760 ,13 
江戸川区／10000m2未満,122,0 ,815 ,5 ,56,1 ,366 ,8 ,178,0 ,1182 ,5 
江戸川区／10000m2以上,22,0 ,337 ,2 ,44,1 ,1891 ,41 ,66,0 ,2228 ,10 
江戸川区／計,95362,100 ,17119 ,100 ,4559,100 ,4617 ,100 ,99921,100 ,21736 ,100 
区部計／50m2未満,149069,13 ,5455 ,3 ,6776,7 ,192 ,0 ,155845,12 ,5647 ,2 
区部計／100m2未満,448754,38 ,33135 ,16 ,13607,14 ,1038 ,1 ,462361,36 ,34172 ,12 
区部計／150m2未満,251505,21 ,30142 ,15 ,12528,13 ,1554 ,2 ,264033,21 ,31696 ,11 
区部計／200m2未満,117881,10 ,20352 ,10 ,10013,11 ,1740 ,2 ,127894,10 ,22092 ,8 
区部計／300m2未満,99506,8 ,24044 ,12 ,12159,13 ,2991 ,4 ,111665,9 ,27035 ,10 
区部計／500m2未満,63467,5 ,23890 ,12 ,13725,15 ,5289 ,7 ,77192,6 ,29179 ,10 
区部計／1000m2未満,31225,3 ,21219 ,10 ,12208,13 ,8558 ,11 ,43433,3 ,29776 ,11 
区部計／2000m2未満,12116,1 ,16667 ,8 ,6825,7 ,9509 ,12 ,18941,1 ,26176 ,9 
区部計／5000m2未満,6290,1 ,18806 ,9 ,3988,4 ,12190 ,16 ,10278,1 ,30997 ,11 
区部計／10000m2未満,1163,0 ,7625 ,4 ,1324,1 ,9095 ,12 ,2487,0 ,16720 ,6 
区部計／10000m2以上,203,0 ,2780 ,1 ,972,1 ,26308 ,34 ,1175,0 ,29088 ,10 
区部計／計,1181179,100,204114 ,100 ,94125,100 ,78464 ,100 ,1275304,100,282579 ,100
