区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
府中市／1000m2未満,1423 ,3 ,1002 ,10 ,192 ,16 ,136 ,4 ,1615 ,4 ,1138 ,9 
府中市／2000m2未満,734 ,2 ,1018 ,10 ,111 ,9 ,155 ,5 ,845 ,2 ,1174 ,9 
府中市／5000m2未満,489 ,1 ,1476 ,15 ,85 ,7 ,248 ,8 ,574 ,1 ,1723 ,13 
府中市／10000m2未満,70 ,0 ,471 ,5 ,34 ,3 ,240 ,8 ,104 ,0 ,710 ,5 
府中市／10000m2以上,15 ,0 ,349 ,4 ,35 ,3 ,2173 ,70 ,50 ,0 ,2521 ,20 
府中市／計,41803 ,100 ,9822 ,100 ,1217 ,100 ,3105 ,100 ,43020 ,100 ,12927 ,100 
昭島市／100m2未満,3748 ,19 ,270 ,5 ,107 ,14 ,5 ,0 ,3855 ,18 ,275 ,4 
昭島市／200m2未満,11326 ,56 ,1494 ,29 ,121 ,16 ,17 ,1 ,11447 ,55 ,1511 ,20 
昭島市／300m2未満,2173 ,11 ,525 ,10 ,77 ,10 ,19 ,1 ,2250 ,11 ,544 ,7 
昭島市／500m2未満,1404 ,7 ,528 ,10 ,111 ,14 ,44 ,2 ,1515 ,7 ,572 ,8 
昭島市／1000m2未満,806 ,4 ,560 ,11 ,131 ,17 ,94 ,4 ,937 ,4 ,654 ,9 
昭島市／2000m2未満,392 ,2 ,548 ,11 ,87 ,11 ,125 ,5 ,479 ,2 ,673 ,9 
昭島市／5000m2未満,220 ,1 ,658 ,13 ,61 ,8 ,187 ,8 ,281 ,1 ,845 ,11 
昭島市／10000m2未満,47 ,0 ,294 ,6 ,26 ,3 ,183 ,8 ,73 ,0 ,477 ,6 
昭島市／10000m2以上,13 ,0 ,301 ,6 ,46 ,6 ,1721 ,72 ,59 ,0 ,2023 ,27 
昭島市／計,20129 ,100 ,5178 ,100 ,767 ,100 ,2395 ,100 ,20896 ,100 ,7573 ,100 
調布市／100m2未満,9476 ,26 ,691 ,8 ,195 ,16 ,12 ,1 ,9671 ,26 ,703 ,7 
調布市／200m2未満,18591 ,52 ,2425 ,29 ,271 ,22 ,40 ,2 ,18862 ,51 ,2465 ,24 
調布市／300m2未満,3674 ,10 ,878 ,10 ,149 ,12 ,36 ,2 ,3823 ,10 ,915 ,9 
調布市／500m2未満,1849 ,5 ,692 ,8 ,178 ,15 ,68 ,4 ,2027 ,5 ,761 ,7 
調布市／1000m2未満,1143 ,3 ,791 ,9 ,169 ,14 ,121 ,7 ,1312 ,4 ,912 ,9 
調布市／2000m2未満,670 ,2 ,934 ,11 ,128 ,10 ,178 ,10 ,798 ,2 ,1112 ,11 
調布市／5000m2未満,404 ,1 ,1182 ,14 ,84 ,7 ,259 ,14 ,488 ,1 ,1441 ,14 
調布市／10000m2未満,59 ,0 ,382 ,5 ,19 ,2 ,133 ,7 ,78 ,0 ,514 ,5 
調布市／10000m2以上,19 ,0 ,396 ,5 ,28 ,2 ,964 ,53 ,47 ,0 ,1361 ,13 
調布市／計,35885 ,100 ,8371 ,100 ,1221 ,100 ,1811 ,100 ,37106 ,100 ,10182 ,100 
町田市／100m2未満,7098 ,8 ,505 ,2 ,241 ,12 ,11 ,0 ,7339 ,8 ,515 ,2 
町田市／200m2未満,57784 ,63 ,8461 ,35 ,414 ,20 ,63 ,2 ,58198 ,62 ,8524 ,30 
町田市／300m2未満,15080 ,16 ,3527 ,15 ,267 ,13 ,65 ,2 ,15347 ,16 ,3592 ,13 
町田市／500m2未満,5895 ,6 ,2194 ,9 ,286 ,14 ,111 ,3 ,6181 ,7 ,2306 ,8 
町田市／1000m2未満,3138 ,3 ,2184 ,9 ,323 ,16 ,234 ,6 ,3461 ,4 ,2418 ,9 
町田市／2000m2未満,1589 ,2 ,2216 ,9 ,227 ,11 ,321 ,8 ,1816 ,2 ,2537 ,9 
町田市／5000m2未満,888 ,1 ,2626 ,11 ,153 ,8 ,472 ,11 ,1041 ,1 ,3098 ,11 
町田市／10000m2未満,188 ,0 ,1221 ,5 ,62 ,3 ,443 ,11 ,250 ,0 ,1664 ,6 
町田市／10000m2以上,45 ,0 ,1034 ,4 ,47 ,2 ,2437 ,59 ,92 ,0 ,3471 ,12 
町田市／計,91705 ,100 ,23967 ,100 ,2020 ,100 ,4156 ,100 ,93725 ,100 ,28124 ,100 
小金井市／100m2未満,4860 ,21 ,354 ,7 ,92 ,14 ,6 ,1 ,4952 ,21 ,360 ,6 
小金井市／200m2未満,12336 ,54 ,1622 ,32 ,149 ,23 ,22 ,4 ,12485 ,53 ,1644 ,29 
小金井市／300m2未満,2827 ,12 ,683 ,13 ,90 ,14 ,22 ,4 ,2917 ,12 ,705 ,12 
小金井市／500m2未満,1543 ,7 ,575 ,11 ,104 ,16 ,41 ,7 ,1647 ,7 ,616 ,11 
小金井市／1000m2未満,719 ,3 ,490 ,10 ,124 ,19 ,87 ,14 ,843 ,4 ,577 ,10 
小金井市／2000m2未満,299 ,1 ,410 ,8 ,49 ,7 ,70 ,11 ,348 ,1 ,480 ,8 
小金井市／5000m2未満,212 ,1 ,639 ,13 ,30 ,5 ,89 ,14 ,242 ,1 ,728 ,13 
小金井市／10000m2未満,43 ,0 ,272 ,5 ,17 ,3 ,120 ,19 ,60 ,0 ,393 ,7 
小金井市／10000m2以上,3 ,0 ,41 ,1 ,7 ,1 ,167 ,27 ,10 ,0 ,208 ,4 
小金井市／計,22842 ,100 ,5087 ,100 ,662 ,100 ,624 ,100 ,23504 ,100 ,5711 ,100 
小平市／100m2未満,14506 ,32 ,1098 ,13 ,393 ,27 ,36 ,2 ,14899 ,32 ,1134 ,11 
小平市／200m2未満,23861 ,52 ,3299 ,39 ,397 ,27 ,145 ,8 ,24258 ,52 ,3444 ,34 
小平市／300m2未満,3729 ,8 ,1024 ,12 ,190 ,13 ,67 ,4 ,3919 ,8 ,1091 ,11 
小平市／500m2未満,2001 ,4 ,994 ,12 ,202 ,14 ,133 ,8 ,2203 ,5 ,1127 ,11 
小平市／1000m2未満,1039 ,2 ,1029 ,12 ,121 ,8 ,316 ,18 ,1160 ,2 ,1345 ,13 
小平市／2000m2未満,400 ,1 ,629 ,7 ,70 ,5 ,318 ,18 ,470 ,1 ,947 ,9 
小平市／5000m2未満,60 ,0 ,174 ,2 ,41 ,3 ,181 ,10 ,101 ,0 ,355 ,3 
小平市／10000m2未満,11 ,0 ,79 ,1 ,19 ,1 ,157 ,9 ,30 ,0 ,236 ,2 
小平市／10000m2以上,9 ,0 ,154 ,2 ,12 ,1 ,405 ,23 ,21 ,0 ,559 ,5 
小平市／計,45616 ,100 ,8479 ,100 ,1445 ,100 ,1758 ,100 ,47061 ,100 ,10237 ,100 
日野市／100m2未満,6984 ,19 ,606 ,7 ,121 ,16 ,8 ,0 ,7105 ,19 ,614 ,5 
日野市／200m2未満,21454 ,58 ,3158 ,36 ,209 ,27 ,49 ,2 ,21663 ,57 ,3207 ,29 
日野市／300m2未満,5578 ,15 ,1485 ,17 ,127 ,17 ,52 ,2 ,5705 ,15 ,1537 ,14 
日野市／500m2未満,2011 ,5 ,1058 ,12 ,100 ,13 ,67 ,3 ,2111 ,6 ,1125 ,10 
日野市／1000m2未満,910 ,2 ,1231 ,14 ,109 ,14 ,155 ,6 ,1019 ,3 ,1386 ,12 
日野市／2000m2未満,253 ,1 ,640 ,7 ,45 ,6 ,121 ,5 ,298 ,1 ,761 ,7 
日野市／5000m2未満,52 ,0 ,192 ,2 ,33 ,4 ,254 ,10 ,85 ,0 ,446 ,4 
日野市／10000m2未満,14 ,0 ,112 ,1 ,8 ,1 ,123 ,5 ,22 ,0 ,235 ,2 
日野市／10000m2以上,12 ,0 ,253 ,3 ,10 ,1 ,1604 ,66 ,22 ,0 ,1857 ,17 
日野市／計,37268 ,100 ,8735 ,100 ,762 ,100 ,2432 ,100 ,38030 ,100 ,11167 ,100 
東村山市／100m2未満,7433 ,24 ,551 ,8 ,148 ,20 ,8 ,1 ,7581 ,24 ,560 ,7 
東村山市／200m2未満,17794 ,57 ,2298 ,34 ,167 ,23 ,24 ,3 ,17961 ,56 ,2322 ,30 
東村山市／300m2未満,3157 ,10 ,745 ,11 ,83 ,11 ,21 ,2 ,3240 ,10 ,766 ,10 
東村山市／500m2未満,1374 ,4 ,517 ,8 ,98 ,13 ,38 ,4 ,1472 ,5 ,555 ,7 
東村山市／1000m2未満,777 ,2 ,542 ,8 ,104 ,14 ,74 ,8 ,881 ,3 ,615 ,8 
東村山市／2000m2未満,483 ,2 ,671 ,10 ,64 ,9 ,86 ,10 ,547 ,2 ,758 ,10 
東村山市／5000m2未満,318 ,1 ,968 ,14 ,48 ,6 ,151 ,17 ,366 ,1 ,1119 ,15 
東村山市／10000m2未満,45 ,0 ,288 ,4 ,14 ,2 ,89 ,10 ,59 ,0 ,377 ,5 
東村山市／10000m2以上,10 ,0 ,177 ,3 ,16 ,2 ,417 ,46 ,26 ,0 ,594 ,8 
東村山市／計,31391 ,100 ,6757 ,100 ,742 ,100 ,909 ,100 ,32133 ,100 ,7666 ,100 
国分寺市／100m2未満,5863 ,23 ,430 ,8 ,114 ,13 ,7 ,1 ,5977 ,22 ,437 ,7 
国分寺市／200m2未満,14939 ,58 ,1994 ,38 ,188 ,22 ,27 ,3 ,15127 ,56 ,2021 ,32 
国分寺市／300m2未満,2691 ,10 ,649 ,12 ,104 ,12 ,25 ,2 ,2795 ,10 ,674 ,11 
国分寺市／500m2未満,1362 ,5 ,508 ,10 ,134 ,16 ,53 ,5 ,1496 ,6 ,560 ,9 
国分寺市／1000m2未満,567 ,2 ,383 ,7 ,143 ,17 ,100 ,9 ,710 ,3 ,483 ,8 
国分寺市／2000m2未満,286 ,1 ,399 ,8 ,100 ,12 ,137 ,13 ,386 ,1 ,536 ,8 
国分寺市／5000m2未満,209 ,1 ,643 ,12 ,49 ,6 ,145 ,13 ,258 ,1 ,788 ,12 
国分寺市／10000m2未満,37 ,0 ,232 ,4 ,15 ,2 ,102 ,9 ,52 ,0 ,334 ,5 
国分寺市／10000m2以上,3 ,0 ,35 ,1 ,17 ,2 ,480 ,45 ,20 ,0 ,514 ,8 
国分寺市／計,25957 ,100 ,5272 ,100 ,864 ,100 ,1076 ,100 ,26821 ,100 ,6348 ,100 
国立市／100m2未満,2685 ,21 ,193 ,6 ,88 ,15 ,5 ,1 ,2773 ,20 ,198 ,5 
国立市／200m2未満,6459 ,50 ,864 ,26 ,113 ,20 ,17 ,2 ,6572 ,48 ,880 ,21 
国立市／300m2未満,1593 ,12 ,384 ,11 ,64 ,11 ,16 ,2 ,1657 ,12 ,400 ,10 
国立市／500m2未満,1229 ,9 ,463 ,14 ,100 ,17 ,39 ,5 ,1329 ,10 ,502 ,12 
国立市／1000m2未満,657 ,5 ,456 ,13 ,102 ,18 ,74 ,10 ,759 ,6 ,531 ,13 
国立市／2000m2未満,252 ,2 ,348 ,10 ,67 ,12 ,95 ,13 ,319 ,2 ,443 ,11 
国立市／5000m2未満,141 ,1 ,421 ,12 ,25 ,4 ,70 ,9 ,166 ,1 ,491 ,12 
国立市／10000m2未満,23 ,0 ,155 ,5 ,10 ,2 ,70 ,9 ,33 ,0 ,226 ,5 
国立市／10000m2以上,6 ,0 ,98 ,3 ,8 ,1 ,356 ,48 ,14 ,0 ,455 ,11 
国立市／計,13045 ,100 ,3382 ,100 ,577 ,100 ,743 ,100 ,13622 ,100 ,4125 ,100 
福生市／100m2未満,2035 ,20 ,150 ,5 ,45 ,12 ,2 ,0 ,2080 ,19 ,152 ,4 
福生市／200m2未満,5358 ,51 ,715 ,23 ,69 ,19 ,10 ,2 ,5427 ,50 ,725 ,20 
福生市／300m2未満,1225 ,12 ,294 ,9 ,38 ,10 ,9 ,2 ,1263 ,12 ,304 ,8 
福生市／500m2未満,844 ,8 ,318 ,10 ,72 ,20 ,28 ,6 ,916 ,8 ,346 ,10 
福生市／1000m2未満,521 ,5 ,362 ,12 ,55 ,15 ,39 ,8 ,576 ,5 ,400 ,11 
福生市／2000m2未満,254 ,2 ,353 ,11 ,51 ,14 ,71 ,14 ,305 ,3 ,424 ,12 
福生市／5000m2未満,144 ,1 ,437 ,14 ,25 ,7 ,70 ,14 ,169 ,2 ,506 ,14 
福生市／10000m2未満,27 ,0 ,169 ,5 ,7 ,2 ,45 ,9 ,34 ,0 ,214 ,6 
福生市／10000m2以上,12 ,0 ,322 ,10 ,7 ,2 ,221 ,45 ,19 ,0 ,543 ,15 
福生市／計,10420 ,100 ,3120 ,100 ,369 ,100 ,495 ,100 ,10789 ,100 ,3614 ,100 
狛江市／100m2未満,6393 ,37 ,460 ,15 ,195 ,34 ,17 ,5 ,6588 ,37 ,477 ,14 
狛江市／200m2未満,7932 ,46 ,1133 ,37 ,171 ,30 ,40 ,11 ,8103 ,45 ,1173 ,34 
狛江市／300m2未満,1718 ,10 ,445 ,15 ,70 ,12 ,20 ,6 ,1788 ,10 ,465 ,14 
狛江市／500m2未満,710 ,4 ,338 ,11 ,67 ,12 ,40 ,12 ,777 ,4 ,378 ,11 
狛江市／1000m2未満,328 ,2 ,295 ,10 ,40 ,7 ,46 ,13 ,368 ,2 ,341 ,10 
狛江市／2000m2未満,118 ,1 ,180 ,6 ,20 ,3 ,37 ,11 ,138 ,1 ,216 ,6 
狛江市／5000m2未満,24 ,0 ,75 ,2 ,9 ,2 ,37 ,11 ,33 ,0 ,111 ,3 
狛江市／10000m2未満,6 ,0 ,43 ,1 ,2 ,0 ,20 ,6 ,8 ,0 ,63 ,2 
狛江市／10000m2以上,5 ,0 ,95 ,3 ,5 ,1 ,90 ,26 ,10 ,0 ,185 ,5 
狛江市／計,17234 ,100 ,3064 ,100 ,579 ,100 ,346 ,100 ,17813 ,100 ,3410 ,100 
東大和市／100m2未満,3301 ,19 ,246 ,6 ,75 ,17 ,4 ,1 ,3376 ,19 ,250 ,5 
東大和市／200m2未満,9208 ,53 ,1196 ,27 ,75 ,17 ,11 ,2 ,9283 ,52 ,1207 ,23 
東大和市／300m2未満,2362 ,14 ,560 ,13 ,47 ,11 ,11 ,2 ,2409 ,14 ,572 ,11 
東大和市／500m2未満,1104 ,6 ,418 ,9 ,68 ,16 ,26 ,4 ,1172 ,7 ,445 ,9 
東大和市／1000m2未満,675 ,4 ,463 ,10 ,74 ,17 ,52 ,8 ,749 ,4 ,515 ,10 
東大和市／2000m2未満,373 ,2 ,524 ,12 ,50 ,11 ,72 ,10 ,423 ,2 ,595 ,12 
東大和市／5000m2未満,218 ,1 ,656 ,15 ,34 ,8 ,107 ,16 ,252 ,1 ,762 ,15 
東大和市／10000m2未満,37 ,0 ,248 ,6 ,5 ,1 ,39 ,6 ,42 ,0 ,288 ,6 
東大和市／10000m2以上,8 ,0 ,145 ,3 ,7 ,2 ,366 ,53 ,15 ,0 ,510 ,10 
東大和市／計,17286 ,100 ,4457 ,100 ,435 ,100 ,688 ,100 ,17721 ,100 ,5145 ,100 
清瀬市／100m2未満,2421 ,18 ,176 ,6 ,38 ,14 ,2 ,0 ,2459 ,18 ,178 ,5 
清瀬市／200m2未満,8921 ,65 ,1125 ,37 ,55 ,21 ,8 ,1 ,8976 ,64 ,1133 ,32 
清瀬市／300m2未満,1100 ,8 ,261 ,9 ,36 ,14 ,9 ,2 ,1136 ,8 ,270 ,8 
清瀬市／500m2未満,567 ,4 ,214 ,7 ,35 ,13 ,14 ,2 ,602 ,4 ,228 ,6 
清瀬市／1000m2未満,320 ,2 ,224 ,7 ,32 ,12 ,24 ,4 ,352 ,3 ,248 ,7 
清瀬市／2000m2未満,234 ,2 ,329 ,11 ,30 ,11 ,41 ,7 ,264 ,2 ,371 ,10 
清瀬市／5000m2未満,152 ,1 ,452 ,15 ,22 ,8 ,64 ,11 ,174 ,1 ,517 ,14 
清瀬市／10000m2未満,20 ,0 ,140 ,5 ,9 ,3 ,60 ,11 ,29 ,0 ,200 ,6 
清瀬市／10000m2以上,3 ,0 ,85 ,3 ,7 ,3 ,347 ,61 ,10 ,0 ,432 ,12 
清瀬市／計,13738 ,100 ,3008 ,100 ,264 ,100 ,569 ,100 ,14002 ,100 ,3576 ,100 
東久留米市／100m2未満,12287 ,39 ,734 ,13 ,159 ,25 ,8 ,1 ,12446 ,39 ,741 ,11 
東久留米市／200m2未満,14680 ,46 ,1835 ,33 ,132 ,21 ,19 ,2 ,14812 ,46 ,1854 ,28 
東久留米市／300m2未満,2358 ,7 ,573 ,10 ,71 ,11 ,17 ,2 ,2429 ,8 ,590 ,9 
東久留米市／500m2未満,992 ,3 ,372 ,7 ,75 ,12 ,29 ,3 ,1067 ,3 ,401 ,6 
東久留米市／1000m2未満,613 ,2 ,428 ,8 ,84 ,13 ,63 ,6 ,697 ,2 ,491 ,7 
東久留米市／2000m2未満,414 ,1 ,583 ,11 ,59 ,9 ,82 ,7 ,473 ,1 ,666 ,10 
東久留米市／5000m2未満,265 ,1 ,801 ,15 ,35 ,5 ,107 ,9 ,300 ,1 ,908 ,14 
東久留米市／10000m2未満,27 ,0 ,174 ,3 ,10 ,2 ,65 ,6 ,37 ,0 ,239 ,4 
東久留米市／10000m2以上,2 ,0 ,24 ,0 ,13 ,2 ,739 ,65 ,15 ,0 ,764 ,11 
東久留米市／計,31638 ,100 ,5524 ,100 ,638 ,100 ,1129 ,100 ,32276 ,100 ,6653 ,100 
武蔵村山市／100m2未満,2688 ,15 ,207 ,5 ,49 ,10 ,3 ,0 ,2737 ,15 ,210 ,4 
武蔵村山市／200m2未満,11201 ,62 ,1441 ,32 ,86 ,18 ,12 ,1 ,11287 ,61 ,1454 ,27 
武蔵村山市／300m2未満,1661 ,9 ,391 ,9 ,38 ,8 ,9 ,1 ,1699 ,9 ,400 ,7 
武蔵村山市／500m2未満,1042 ,6 ,398 ,9 ,61 ,13 ,24 ,3 ,1103 ,6 ,422 ,8 
武蔵村山市／1000m2未満,716 ,4 ,511 ,11 ,96 ,20 ,71 ,8 ,812 ,4 ,582 ,11 
武蔵村山市／2000m2未満,453 ,3 ,631 ,14 ,64 ,13 ,91 ,10 ,517 ,3 ,722 ,13 
武蔵村山市／5000m2未満,240 ,1 ,715 ,16 ,50 ,11 ,160 ,18 ,290 ,2 ,875 ,16 
武蔵村山市／10000m2未満,21 ,0 ,129 ,3 ,16 ,3 ,107 ,12 ,37 ,0 ,235 ,4 
武蔵村山市／10000m2以上,5 ,0 ,85 ,2 ,16 ,3 ,431 ,48 ,21 ,0 ,516 ,10 
武蔵村山市／計,18027 ,100 ,4508 ,100 ,476 ,100 ,907 ,100 ,18503 ,100 ,5416 ,100 
多摩市／100m2未満,16328 ,42 ,772 ,13 ,188 ,26 ,7 ,0 ,16516 ,42 ,780 ,10 
多摩市／200m2未満,15480 ,40 ,2131 ,36 ,112 ,15 ,17 ,1 ,15592 ,40 ,2148 ,26 
多摩市／300m2未満,4248 ,11 ,993 ,17 ,72 ,10 ,18 ,1 ,4320 ,11 ,1010 ,12 
多摩市／500m2未満,1450 ,4 ,531 ,9 ,93 ,13 ,36 ,2 ,1543 ,4 ,568 ,7 
多摩市／1000m2未満,658 ,2 ,460 ,8 ,88 ,12 ,63 ,3 ,746 ,2 ,523 ,6 
多摩市／2000m2未満,324 ,1 ,455 ,8 ,66 ,9 ,100 ,5 ,390 ,1 ,555 ,7 
多摩市／5000m2未満,170 ,0 ,505 ,8 ,54 ,7 ,162 ,7 ,224 ,1 ,666 ,8 
多摩市／10000m2未満,12 ,0 ,76 ,1 ,27 ,4 ,193 ,9 ,39 ,0 ,269 ,3 
多摩市／10000m2以上,2 ,0 ,21 ,0 ,30 ,4 ,1566 ,72 ,32 ,0 ,1587 ,20 
多摩市／計,38672 ,100 ,5944 ,100 ,730 ,100 ,2162 ,100 ,39402 ,100 ,8106 ,100 
稲城市／100m2未満,2274 ,18 ,166 ,4 ,29 ,9 ,2 ,0 ,2303 ,18 ,168 ,3 
稲城市／200m2未満,6629 ,54 ,951 ,25 ,67 ,20 ,10 ,1 ,6696 ,53 ,961 ,20 
稲城市／300m2未満,1577 ,13 ,368 ,10 ,58 ,17 ,14 ,2 ,1635 ,13 ,382 ,8 
稲城市／500m2未満,703 ,6 ,265 ,7 ,64 ,19 ,25 ,3 ,767 ,6 ,290 ,6 
稲城市／1000m2未満,507 ,4 ,356 ,9 ,42 ,12 ,29 ,3 ,549 ,4 ,385 ,8 
稲城市／2000m2未満,358 ,3 ,508 ,13 ,30 ,9 ,43 ,5 ,388 ,3 ,552 ,11 
稲城市／5000m2未満,195 ,2 ,588 ,15 ,20 ,6 ,63 ,7 ,215 ,2 ,651 ,14 
稲城市／10000m2未満,33 ,0 ,219 ,6 ,10 ,3 ,71 ,7 ,43 ,0 ,289 ,6 
