区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
新宿区／50m2未満,4760,15,171,4,525,9,15,0,5285,14,186,2
新宿区／100m2未満,12258,38,892,19,1011,17,77,2,13269,34,969,11
新宿区／150m2未満,6258,19,761,16,901,15,111,3,7159,19,873,10
新宿区／200m2未満,3619,11,624,13,645,11,112,3,4264,11,736,9
新宿区／300m2未満,3021,9,731,16,827,14,201,5,3848,10,932,11
新宿区／500m2未満,1890,6,705,15,820,14,316,8,2710,7,1021,12
新宿区／1000m2未満,639,2,422,9,604,10,418,11,1243,3,839,10
新宿区／2000m2未満,131,0,171,4,294,5,407,11,425,1,578,7
新宿区／5000m2未満,39,0,117,3,167,3,485,13,206,1,602,7
新宿区／10000m2未満,8,0,52,1,43,1,299,8,51,0,351,4
新宿区／10000m2以上,1,0,13,0,42,1,1378,36,43,0,1391,16
新宿区／計,32624,100,4658,100,5879,100,3820,100,38503,100,8478,100
文京区／50m2未満,4638,18,171,5,300,10,9,1,4938,17,180,4
文京区／100m2未満,10311,40,743,23,499,17,38,2,10810,37,781,16
文京区／150m2未満,4830,19,586,18,463,16,57,3,5293,18,643,13
文京区／200m2未満,2462,10,425,13,364,12,63,4,2826,10,488,10
文京区／300m2未満,1984,8,479,15,401,13,99,6,2385,8,577,12
文京区／500m2未満,1227,5,459,14,410,14,158,9,1637,6,617,12
文京区／1000m2未満,382,1,245,8,274,9,188,11,656,2,433,9
文京区／2000m2未満,62,0,80,2,142,5,198,11,204,1,278,6
文京区／5000m2未満,10,0,26,1,82,3,256,15,92,0,283,6
文京区／10000m2未満,3,0,19,1,24,1,154,9,27,0,173,3
文京区／10000m2以上,0,0,0,0,19,1,541,31,19,0,541,11
文京区／計,25909,100,3233,100,2978,100,1760,100,28887,100,4993,100
台東区／50m2未満,5844,27,213,9,544,11,18,1,6388,24,231,5
台東区／100m2未満,9091,41,652,28,1103,23,83,4,10194,38,735,17
台東区／150m2未満,3552,16,430,18,855,18,105,5,4407,16,534,12
台東区／200m2未満,1553,7,266,11,573,12,100,5,2126,8,366,9
台東区／300m2未満,1114,5,268,12,631,13,153,8,1745,6,422,10
台東区／500m2未満,579,3,215,9,518,11,199,10,1097,4,414,10
台東区／1000m2未満,251,1,166,7,362,8,253,13,613,2,419,10
台東区／2000m2未満,51,0,68,3,140,3,200,10,191,1,268,6
台東区／5000m2未満,14,0,38,2,70,1,211,11,84,0,249,6
台東区／10000m2未満,2,0,12,1,16,0,112,6,18,0,124,3
台東区／10000m2以上,0,0,0,0,13,0,516,26,13,0,516,12
台東区／計,22051,100,2328,100,4825,100,1950,100,26876,100,4278,100
墨田区／50m2未満,6344,21,239,6,287,8,9,0,6631,20,247,4
墨田区／100m2未満,12732,43,904,24,632,17,49,2,13364,40,952,15
墨田区／150m2未満,4644,16,563,15,579,16,72,3,5223,16,635,10
墨田区／200m2未満,2234,8,384,10,409,11,71,3,2643,8,455,7
墨田区／300m2未満,1712,6,413,11,487,13,120,5,2199,7,533,9
墨田区／500m2未満,1167,4,439,12,518,14,198,8,1685,5,637,10
墨田区／1000m2未満,581,2,395,10,405,11,277,12,986,3,671,11
墨田区／2000m2未満,162,1,219,6,162,4,217,9,324,1,436,7
墨田区／5000m2未満,49,0,139,4,91,2,275,12,140,0,414,7
墨田区／10000m2未満,11,0,73,2,48,1,312,13,59,0,385,6
墨田区／10000m2以上,3,0,36,1,28,1,777,33,31,0,812,13
墨田区／計,29639,100,3802,100,3646,100,2375,100,33285,100,6177,100
江東区／50m2未満,6899,23,261,7,331,7,10,0,7230,21,271,2
江東区／100m2未満,13717,46,967,25,607,14,45,0,14324,41,1012,8
江東区／150m2未満,4462,15,538,14,545,12,67,1,5007,14,605,5
江東区／200m2未満,1853,6,318,8,373,8,65,1,2226,6,383,3
江東区／300m2未満,1404,5,339,9,453,10,112,1,1857,5,451,3
江東区／500m2未満,998,3,377,10,615,14,233,3,1613,5,610,5
江東区／1000m2未満,522,2,351,9,538,12,382,4,1060,3,733,6
江東区／2000m2未満,192,1,271,7,408,9,591,6,600,2,862,7
江東区／5000m2未満,76,0,216,6,291,7,928,10,367,1,1145,9
江東区／10000m2未満,19,0,120,3,135,3,980,11,154,0,1100,8
江東区／10000m2以上,3,0,41,1,156,4,5751,63,159,0,5791,45
江東区／計,30145,100,3799,100,4452,100,9164,100,34597,100,12963,100
品川区／50m2未満,7608,18,293,5,302,8,9,0,7910,17,301,3
品川区／100m2未満,17917,43,1257,22,605,15,46,1,18522,40,1303,11
品川区／150m2未満,6960,17,847,15,556,14,69,1,7516,16,916,8
品川区／200m2未満,3498,8,602,11,465,12,81,1,3963,9,682,6
品川区／300m2未満,2899,7,699,12,516,13,126,2,3415,7,825,7
品川区／500m2未満,1791,4,672,12,538,14,205,3,2329,5,878,7
品川区／1000m2未満,868,2,580,10,452,12,311,5,1320,3,891,8
品川区／2000m2未満,232,1,316,6,240,6,328,5,472,1,644,5
品川区／5000m2未満,94,0,264,5,135,3,428,7,229,0,692,6
品川区／10000m2未満,17,0,113,2,60,2,410,7,77,0,523,4
品川区／10000m2以上,2,0,33,1,57,1,4115,67,59,0,4148,35
品川区／計,41886,100,5674,100,3926,100,6129,100,45812,100,11803,100
目黒区／50m2未満,3296,9,118,2,182,6,5,0,3478,9,123,1
目黒区／100m2未満,13614,37,1006,17,462,15,35,2,14076,35,1041,13
目黒区／150m2未満,7875,21,956,16,533,17,66,3,8408,21,1023,12
目黒区／200m2未満,4747,13,822,14,370,12,65,3,5117,13,887,11
目黒区／300m2未満,3930,11,949,16,508,16,125,6,4438,11,1074,13
目黒区／500m2未満,2292,6,858,14,470,15,183,9,2762,7,1041,13
目黒区／1000m2未満,789,2,524,9,351,11,244,11,1140,3,768,9
目黒区／2000m2未満,237,1,323,5,152,5,210,10,389,1,532,6
目黒区／5000m2未満,81,0,250,4,71,2,222,10,152,0,471,6
目黒区／10000m2未満,11,0,75,1,24,1,158,7,35,0,232,3
目黒区／10000m2以上,8,0,170,3,27,1,830,39,35,0,1000,12
目黒区／計,36880,100,6050,100,3150,100,2143,100,40030,100,8193,100
大田区／50m2未満,12168,13,476,3,397,6,11,0,12565,13,487,2
大田区／100m2未満,36606,40,2633,17,853,12,67,1,37459,38,2700,12
大田区／150m2未満,17208,19,2080,13,965,14,120,2,18173,18,2200,9
大田区／200m2未満,9299,10,1606,10,713,10,124,2,10012,10,1730,7
大田区／300m2未満,7704,8,1869,12,917,13,225,3,8621,9,2094,9
大田区／500m2未満,5231,6,1973,13,1108,16,426,6,6339,6,2399,10
大田区／1000m2未満,2534,3,1715,11,977,14,696,9,3511,4,2411,10
大田区／2000m2未満,895,1,1202,8,557,8,779,10,1452,1,1981,9
大田区／5000m2未満,394,0,1181,8,366,5,1123,15,760,1,2305,10
大田区／10000m2未満,81,0,530,3,114,2,780,10,195,0,1311,6
大田区／10000m2以上,19,0,291,2,99,1,3311,43,118,0,3602,16
大田区／計,92139,100,15557,100,7066,100,7663,100,99205,100,23220,100
世田谷区／50m2未満,8928,7,312,1,424,6,10,0,9352,7,322,1
世田谷区／100m2未満,43113,32,3303,13,890,13,69,1,44003,31,3373,10
世田谷区／150m2未満,35222,26,4222,16,1033,15,128,2,36255,26,4350,13
世田谷区／200m2未満,17172,13,2969,11,907,13,158,2,18079,13,3127,10
世田谷区／300m2未満,14911,11,3597,14,1083,15,264,4,15994,11,3861,12
世田谷区／500m2未満,9101,7,3408,13,1116,16,430,6,10217,7,3838,12
世田谷区／1000m2未満,3695,3,2479,9,841,12,584,9,4536,3,3063,9
世田谷区／2000m2未満,1457,1,2011,8,375,5,521,8,1832,1,2532,8
世田谷区／5000m2未満,853,1,2547,10,212,3,653,10,1065,1,3200,10
世田谷区／10000m2未満,154,0,1002,4,79,1,554,8,233,0,1556,5
世田谷区／10000m2以上,21,0,302,1,82,1,3319,50,103,0,3621,11
世田谷区／計,134627,100,26152,100,7042,100,6690,100,141669,100,32842,100
渋谷区／50m2未満,3173,13,117,3,367,8,10,0,3540,12,127,2
渋谷区／100m2未満,8364,35,601,16,792,16,60,2,9156,32,661,9
渋谷区／150m2未満,4498,19,551,15,733,15,91,3,5231,18,642,9
渋谷区／200m2未満,2799,12,483,13,577,12,100,3,3376,12,584,8
渋谷区／300m2未満,2509,11,608,16,655,13,163,5,3164,11,770,11
渋谷区／500m2未満,1691,7,628,17,743,15,283,9,2434,8,911,13
渋谷区／1000m2未満,608,3,407,11,554,11,385,12,1162,4,792,11
渋谷区／2000m2未満,121,1,167,4,233,5,322,10,354,1,489,7
渋谷区／5000m2未満,41,0,113,3,147,3,454,14,188,1,567,8
渋谷区／10000m2未満,6,0,39,1,45,1,302,9,51,0,341,5
渋谷区／10000m2以上,3,0,44,1,32,1,1087,33,35,0,1131,16
渋谷区／計,23813,100,3758,100,4878,100,3258,100,28691,100,7016,100
中野区／50m2未満,5572,12,202,3,341,10,10,1,5913,11,212,2
中野区／100m2未満,18727,39,1385,19,671,19,52,3,19398,38,1437,15
中野区／150m2未満,10171,21,1233,17,610,17,75,4,10781,21,1308,14
中野区／200m2未満,5383,11,930,13,446,13,78,4,5829,11,1008,11
中野区／300m2未満,4334,9,1045,14,473,13,116,6,4807,9,1161,12
中野区／500m2未満,2500,5,931,13,457,13,176,9,2957,6,1107,12
中野区／1000m2未満,919,2,612,8,325,9,220,11,1244,2,832,9
中野区／2000m2未満,286,1,394,5,135,4,185,10,421,1,579,6
中野区／5000m2未満,168,0,507,7,63,2,191,10,231,0,698,7
中野区／10000m2未満,26,0,176,2,28,1,198,10,54,0,375,4
中野区／10000m2以上,2,0,22,0,18,1,625,32,20,0,648,7
中野区／計,48088,100,7438,100,3567,100,1926,100,51655,100,9363,100
杉並区／50m2未満,6522,7,223,1,328,7,8,0,6850,7,231,1
杉並区／100m2未満,31175,32,2421,14,711,15,55,2,31886,32,2476,12
杉並区／150m2未満,25681,27,3073,18,719,15,90,3,26400,26,3163,15
杉並区／200m2未満,12401,13,2147,12,601,13,104,3,13002,13,2251,11
杉並区／300m2未満,10555,11,2550,15,660,14,163,5,11215,11,2713,13
杉並区／500m2未満,6100,6,2277,13,676,15,257,8,6776,7,2534,12
杉並区／1000m2未満,2277,2,1526,9,497,11,343,11,2774,3,1869,9
杉並区／2000m2未満,759,1,1053,6,238,5,327,10,997,1,1380,7
杉並区／5000m2未満,398,0,1187,7,127,3,392,12,525,1,1579,8
杉並区／10000m2未満,114,0,757,4,39,1,275,9,153,0,1032,5
杉並区／10000m2以上,20,0,307,2,44,1,1175,37,64,0,1482,7
杉並区／計,96002,100,17522,100,4640,100,3189,100,100642,100,20710,100
豊島区／50m2未満,5572,16,208,4,344,9,10,0,5916,15,217,3
豊島区／100m2未満,14210,40,1019,20,743,19,57,3,14953,38,1075,15
豊島区／150m2未満,6583,19,801,16,693,18,86,4,7276,19,886,12
豊島区／200m2未満,3526,10,608,12,475,12,83,4,4001,10,691,9
豊島区／300m2未満,2771,8,671,13,541,14,133,6,3312,8,804,11
豊島区／500m2未満,1669,5,627,12,455,12,173,8,2124,5,800,11
豊島区／1000m2未満,752,2,513,10,356,9,246,11,1108,3,760,10
豊島区／2000m2未満,217,1,291,6,154,4,213,10,371,1,504,7
豊島区／5000m2未満,88,0,264,5,74,2,223,10,162,0,487,7
豊島区／10000m2未満,10,0,59,1,19,0,137,6,29,0,196,3
豊島区／10000m2以上,5,0,81,2,28,1,838,38,33,0,919,13
豊島区／計,35403,100,5140,100,3882,100,2198,100,39285,100,7338,100
北区／50m2未満,7253,18,276,5,313,11,9,0,7566,17,285,3
北区／100m2未満,17800,44,1265,22,546,19,41,1,18346,42,1306,14
北区／150m2未満,6918,17,837,14,431,15,53,1,7349,17,890,9
北区／200m2未満,3311,8,570,10,305,10,52,1,3616,8,623,7
北区／300m2未満,2502,6,603,10,369,13,91,2,2871,7,694,7
北区／500m2未満,1568,4,590,10,337,11,130,4,1905,4,720,8
北区／1000m2未満,832,2,569,10,293,10,207,6,1125,3,776,8
北区／2000m2未満,327,1,450,8,155,5,214,6,482,1,664,7
北区／5000m2未満,141,0,415,7,90,3,276,8,231,1,691,7
北区／10000m2未満,32,0,213,4,44,1,318,9,76,0,531,6
北区／10000m2以上,5,0,86,1,52,2,2242,62,57,0,2328,24
北区／計,40689,100,5876,100,2935,100,3633,100,43624,100,9509,100
荒川区／50m2未満,6051,24,223,7,255,11,7,0,6306,23,230,4
荒川区／100m2未満,10334,42,724,21,415,18,32,2,10749,40,755,15
荒川区／150m2未満,3578,14,432,13,329,15,40,2,3907,14,472,9
荒川区／200m2未満,1726,7,297,9,263,12,45,3,1989,7,342,7
荒川区／300m2未満,1386,6,333,10,280,12,69,4,1666,6,402,8
荒川区／500m2未満,880,4,334,10,270,12,104,6,1150,4,437,8
荒川区／1000m2未満,533,2,361,11,245,11,173,10,778,3,533,10
荒川区／2000m2未満,207,1,282,8,116,5,157,9,323,1,439,8
荒川区／5000m2未満,68,0,197,6,56,2,178,10,124,0,375,7
荒川区／10000m2未満,27,0,188,6,19,1,145,8,46,0,332,6
荒川区／10000m2以上,2,0,26,1,17,1,849,47,19,0,875,17
荒川区／計,24792,100,3396,100,2265,100,1798,100,27057,100,5194,100
板橋区／50m2未満,6830,10,249,2,319,7,8,0,7149,10,257,2
板橋区／100m2未満,29731,46,2155,19,629,14,48,1,30360,44,2203,14
板橋区／150m2未満,12718,20,1523,13,579,13,72,2,13297,19,1595,10
板橋区／200m2未満,5426,8,936,8,463,11,80,2,5889,8,1016,6
板橋区／300m2未満,4631,7,1116,10,578,13,141,3,5209,7,1258,8
板橋区／500m2未満,2765,4,1047,9,605,14,232,5,3370,5,1279,8
板橋区／1000m2未満,1648,3,1128,10,567,13,405,9,2215,3,1533,9
板橋区／2000m2未満,803,1,1114,10,325,7,462,10,1128,2,1576,10
板橋区／5000m2未満,472,1,1417,12,203,5,621,13,675,1,2037,13
板橋区／10000m2未満,98,0,633,5,63,1,409,9,161,0,1042,6
板橋区／10000m2以上,16,0,241,2,67,2,2142,46,83,0,2383,15
板橋区／計,65138,100,11559,100,4398,100,4619,100,69536,100,16178,100
練馬区／50m2未満,6311,5,199,1,359,8,8,0,6670,5,206,1
練馬区／100m2未満,40906,33,3222,13,677,15,53,1,41583,32,3275,11
練馬区／150m2未満,43438,35,5073,20,720,16,89,2,44158,34,5162,18
練馬区／200m2未満,12724,10,2191,9,515,11,89,2,13239,10,2280,8
練馬区／300m2未満,10254,8,2459,10,570,13,138,4,10824,8,2598,9
練馬区／500m2未満,5496,4,2058,8,574,13,221,6,6070,5,2279,8
練馬区／1000m2未満,2703,2,1865,7,523,12,365,10,3226,2,2230,8
練馬区／2000m2未満,1397,1,1951,8,286,6,398,11,1683,1,2348,8
練馬区／5000m2未満,1153,1,3602,14,170,4,489,13,1323,1,4092,14
練馬区／10000m2未満,302,0,2021,8,49,1,332,9,351,0,2353,8
練馬区／10000m2以上,52,0,665,3,36,1,1479,40,88,0,2144,7
練馬区／計,124736,100,25307,100,4479,100,3661,100,129215,100,28968,100
足立区／50m2未満,10748,10,369,2,413,7,9,0,11161,10,379,1
足立区／100m2未満,46542,44,3511,17,657,12,49,1,47199,43,3560,13
足立区／150m2未満,22671,22,2661,13,740,13,92,2,23411,21,2753,10
足立区／200m2未満,8118,8,1397,7,592,11,103,2,8710,8,1500,6
足立区／300m2未満,6541,6,1583,8,651,12,160,3,7192,6,1743,7
足立区／500m2未満,4621,4,1755,9,818,15,317,5,5439,5,2072,8
足立区／1000m2未満,3195,3,2204,11,784,14,555,9,3979,4,2759,10
足立区／2000m2未満,1541,1,2154,10,499,9,698,11,2040,2,2852,11
足立区／5000m2未満,1075,1,3296,16,263,5,788,13,1338,1,4085,15
足立区／10000m2未満,217,0,1400,7,82,1,571,9,299,0,1972,7
足立区／10000m2以上,20,0,271,1,70,1,2742,45,90,0,3013,11
足立区／計,105289,100,20603,100,5569,100,6084,100,110858,100,26687,100
葛飾区／50m2未満,9970,13,369,3,358,9,10,0,10328,13,379,2
葛飾区／100m2未満,35166,47,2578,20,642,16,49,1,35808,46,2627,16
葛飾区／150m2未満,12917,17,1536,12,520,13,65,2,13437,17,1600,10
葛飾区／200m2未満,5440,7,938,7,449,11,78,2,5889,8,1016,6
葛飾区／300m2未満,4377,6,1055,8,474,12,118,4,4851,6,1173,7
葛飾区／500m2未満,2924,4,1115,9,519,13,201,6,3443,4,1316,8
葛飾区／1000m2未満,1797,2,1229,10,503,13,348,10,2300,3,1577,10
葛飾区／2000m2未満,849,1,1183,9,259,7,360,11,1108,1,1543,10
葛飾区／5000m2未満,537,1,1630,13,155,4,479,14,692,1,2109,13
葛飾区／10000m2未満,119,0,788,6,43,1,293,9,162,0,1081,7
葛飾区／10000m2以上,29,0,422,3,32,1,1352,40,61,0,1774,11
葛飾区／計,74125,100,12844,100,3954,100,3352,100,78079,100,16196,100
江戸川区／50m2未満,17071,17,653,4,385,8,11,0,17456,17,664,3
江戸川区／100m2未満,45428,46,3345,19,620,13,47,1,46048,45,3392,15
江戸川区／150m2未満,14994,15,1781,10,599,12,74,1,15593,15,1855,8
江戸川区／200m2未満,6069,6,1047,6,476,10,83,2,6545,6,1130,5
江戸川区／300m2未満,5138,5,1247,7,633,13,157,3,5771,6,1405,6
江戸川区／500m2未満,4118,4,1568,9,750,15,291,6,4868,5,1859,8
江戸川区／1000m2未満,2892,3,2004,12,755,15,535,11,3647,4,2539,11
江戸川区／2000m2未満,1362,1,1885,11,406,8,575,11,1768,2,2460,11
江戸川区／5000m2未満,847,1,2528,15,207,4,608,12,1054,1,3135,14
江戸川区／10000m2未満,126,0,849,5,63,1,428,9,189,0,1276,6
江戸川区／10000m2以上,26,0,423,2,48,1,2211,44,74,0,2634,12
江戸川区／計,98071,100,17328,100,4942,100,5020,100,103013,100,22348,100
区部計／50m2未満,151612,13,5558,3,8184,8,231,0,159796,12,5789,2
区部計／100m2未満,476856,40,35239,17,16281,16,1241,1,493137,38,36480,12
区部計／150m2未満,259351,21,30991,15,15105,15,1868,2,274456,21,32859,11
区部計／200m2未満,115449,10,19922,10,11384,11,1977,2,126833,10,21898,7
区部計／300m2未満,95441,8,23040,11,13392,13,3287,4,108833,8,26327,9
区部計／500m2未満,59684,5,22443,11,13999,14,5377,6,73683,6,27819,9
区部計／1000m2未満,28816,2,19557,10,11557,11,8082,9,40373,3,27639,9
区部計／2000m2未満,11379,1,15703,8,6006,6,8378,9,17385,1,24081,8
区部計／5000m2未満,6611,1,19977,10,3480,3,10601,12,10091,1,30578,10
区部計／10000m2未満,1385,0,9134,4,1219,1,8443,9,2604,0,17578,6
区部計／10000m2以上,241,0,3531,2,1115,1,42376,46,1356,0,45907,15
区部計／計,1206825,100,205095,100,101722,100,91860,100,1308547,100,296955,100
