区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
新宿区／5000m2未満,36,0,110,2,168,3,493,13,204,1,602,7
新宿区／10000m2未満,8,0,55,1,44,1,303,8,52,0,358,4
新宿区／10000m2以上,1,0,13,0,42,1,1382,36,43,0,1394,16
新宿区／計,32471,100,4612,100,5991,100,3842,100,38462,100,8453,100
文京区／50m2未満,4646,18,172,5,308,10,9,1,4954,17,181,4
文京区／100m2未満,10338,40,744,23,512,17,39,2,10850,38,783,16
文京区／150m2未満,4794,19,582,18,474,16,58,3,5268,18,640,13
文京区／200m2未満,2462,10,424,13,369,12,64,4,2831,10,488,10
文京区／300m2未満,1956,8,472,15,408,14,101,6,2364,8,573,12
文京区／500m2未満,1226,5,459,14,407,13,157,9,1633,6,616,12
文京区／1000m2未満,378,1,243,8,278,9,193,11,656,2,436,9
文京区／2000m2未満,57,0,74,2,140,5,196,11,197,1,270,5
文京区／5000m2未満,10,0,26,1,84,3,264,15,94,0,290,6
文京区／10000m2未満,3,0,19,1,21,1,137,8,24,0,156,3
文京区／10000m2以上,0,0,0,0,19,1,543,31,19,0,543,11
文京区／計,25870,100,3214,100,3020,100,1762,100,28890,100,4976,100
台東区／50m2未満,5797,27,211,9,545,11,18,1,6342,24,229,5
台東区／100m2未満,9059,41,650,28,1127,23,85,4,10186,38,735,17
台東区／150m2未満,3495,16,423,18,861,18,105,5,4356,16,528,12
台東区／200m2未満,1538,7,264,11,571,12,99,5,2109,8,363,9
台東区／300m2未満,1106,5,266,12,631,13,154,8,1737,6,420,10
台東区／500m2未満,555,3,206,9,524,11,203,10,1079,4,408,10
台東区／1000m2未満,247,1,163,7,364,7,254,13,611,2,417,10
台東区／2000m2未満,53,0,71,3,138,3,197,10,191,1,268,6
台東区／5000m2未満,13,0,36,2,70,1,213,11,83,0,249,6
台東区／10000m2未満,2,0,12,1,15,0,105,5,17,0,118,3
台東区／10000m2以上,0,0,0,0,13,0,527,27,13,0,527,12
台東区／計,21865,100,2301,100,4859,100,1961,100,26724,100,4262,100
墨田区／50m2未満,6313,21,238,6,316,8,10,0,6629,20,248,4
墨田区／100m2未満,12769,43,905,24,657,18,51,2,13426,40,956,16
墨田区／150m2未満,4619,16,560,15,608,16,75,3,5227,16,635,10
墨田区／200m2未満,2212,7,380,10,408,11,70,3,2620,8,451,7
墨田区／300m2未満,1699,6,410,11,487,13,120,5,2186,7,530,9
墨田区／500m2未満,1138,4,428,11,522,14,200,8,1660,5,628,10
墨田区／1000m2未満,575,2,390,10,408,11,280,12,983,3,670,11
墨田区／2000m2未満,156,1,213,6,159,4,213,9,315,1,425,7
墨田区／5000m2未満,45,0,130,3,95,3,295,12,140,0,425,7
墨田区／10000m2未満,11,0,78,2,44,1,285,12,55,0,364,6
墨田区／10000m2以上,2,0,26,1,30,1,803,33,32,0,828,13
墨田区／計,29539,100,3758,100,3734,100,2402,100,33273,100,6160,100
江東区／50m2未満,6966,23,264,7,327,7,9,0,7293,21,274,2
江東区／100m2未満,13800,46,972,26,634,14,47,1,14434,42,1019,8
江東区／150m2未満,4441,15,536,14,577,13,71,1,5018,14,607,5
江東区／200m2未満,1842,6,316,8,376,8,65,1,2218,6,381,3
江東区／300m2未満,1402,5,339,9,452,10,111,1,1854,5,450,3
江東区／500m2未満,979,3,370,10,605,13,230,3,1584,5,599,5
江東区／1000m2未満,512,2,345,9,528,12,373,4,1040,3,718,6
江東区／2000m2未満,183,1,257,7,419,9,607,7,602,2,865,7
江東区／5000m2未満,80,0,232,6,293,7,932,10,373,1,1164,9
江東区／10000m2未満,16,0,101,3,134,3,971,11,150,0,1072,8
江東区／10000m2以上,3,0,39,1,157,3,5762,63,160,0,5801,45
江東区／計,30224,100,3771,100,4502,100,9179,100,34726,100,12950,100
品川区／50m2未満,7619,18,294,5,303,8,9,0,7922,17,302,3
品川区／100m2未満,17995,43,1261,22,622,16,48,1,18617,41,1309,11
品川区／150m2未満,6935,17,844,15,581,15,73,1,7516,16,916,8
品川区／200m2未満,3476,8,598,11,458,11,80,1,3934,9,678,6
品川区／300m2未満,2880,7,694,12,536,13,131,2,3416,7,826,7
品川区／500m2未満,1772,4,666,12,548,14,209,3,2320,5,874,7
品川区／1000m2未満,838,2,560,10,451,11,311,5,1289,3,872,7
品川区／2000m2未満,223,1,303,5,243,6,331,5,466,1,633,5
品川区／5000m2未満,90,0,246,4,142,4,448,7,232,1,694,6
品川区／10000m2未満,18,0,122,2,59,1,400,7,77,0,522,4
品川区／10000m2以上,2,0,32,1,56,1,4110,67,58,0,4141,35
品川区／計,41848,100,5619,100,3999,100,6148,100,45847,100,11767,100
目黒区／50m2未満,3261,9,117,2,195,6,5,0,3456,9,122,1
目黒区／100m2未満,13742,37,1016,17,460,14,35,2,14202,35,1051,13
目黒区／150m2未満,7936,21,963,16,529,17,66,3,8465,21,1029,13
目黒区／200m2未満,4736,13,820,14,382,12,67,3,5118,13,887,11
目黒区／300m2未満,3881,11,937,16,515,16,126,6,4396,11,1064,13
目黒区／500m2未満,2272,6,851,14,483,15,187,9,2755,7,1038,13
目黒区／1000m2未満,772,2,513,9,350,11,244,11,1122,3,757,9
目黒区／2000m2未満,235,1,316,5,159,5,217,10,394,1,533,7
目黒区／5000m2未満,83,0,252,4,74,2,226,10,157,0,478,6
目黒区／10000m2未満,10,0,67,1,25,1,162,8,35,0,230,3
目黒区／10000m2以上,8,0,163,3,26,1,822,38,34,0,986,12
目黒区／計,36936,100,6016,100,3198,100,2158,100,40134,100,8174,100
大田区／50m2未満,12279,13,481,3,405,6,12,0,12684,13,493,2
大田区／100m2未満,37217,40,2674,17,904,13,70,1,38121,38,2745,12
大田区／150m2未満,17241,19,2083,13,975,14,121,2,18216,18,2204,10
大田区／200m2未満,9265,10,1600,10,741,10,129,2,10006,10,1729,7
大田区／300m2未満,7640,8,1851,12,926,13,227,3,8566,9,2078,9
大田区／500m2未満,5247,6,1979,13,1100,15,423,5,6347,6,2402,10
大田区／1000m2未満,2511,3,1696,11,996,14,710,9,3507,4,2406,10
大田区／2000m2未満,874,1,1176,8,554,8,778,10,1428,1,1954,8
大田区／5000m2未満,389,0,1170,8,370,5,1127,15,759,1,2297,10
大田区／10000m2未満,77,0,518,3,116,2,794,10,193,0,1312,6
大田区／10000m2以上,16,0,257,2,97,1,3303,43,113,0,3560,15
大田区／計,92756,100,15486,100,7184,100,7694,100,99940,100,23180,100
世田谷区／50m2未満,8873,7,310,1,429,6,11,0,9302,7,320,1
世田谷区／100m2未満,43756,32,3360,13,922,13,72,1,44678,31,3432,10
世田谷区／150m2未満,35676,26,4274,16,1057,15,132,2,36733,26,4405,13
世田谷区／200m2未満,17184,13,2971,11,910,13,158,2,18094,13,3129,10
世田谷区／300m2未満,14797,11,3568,14,1106,15,271,4,15903,11,3838,12
世田谷区／500m2未満,9046,7,3387,13,1136,16,439,7,10182,7,3826,12
世田谷区／1000m2未満,3633,3,2437,9,822,12,570,8,4455,3,3007,9
世田谷区／2000m2未満,1436,1,1972,8,391,5,546,8,1827,1,2518,8
世田谷区／5000m2未満,853,1,2533,10,213,3,671,10,1066,1,3203,10
世田谷区／10000m2未満,148,0,958,4,76,1,524,8,224,0,1482,5
世田谷区／10000m2以上,21,0,299,1,82,1,3351,50,103,0,3650,11
世田谷区／計,135423,100,26068,100,7144,100,6743,100,142567,100,32811,100
渋谷区／50m2未満,3152,13,116,3,381,8,11,0,3533,12,127,2
渋谷区／100m2未満,8329,35,598,16,818,16,62,2,9147,32,661,9
渋谷区／150m2未満,4483,19,549,15,754,15,94,3,5237,18,643,9
渋谷区／200m2未満,2774,12,479,13,590,12,103,3,3364,12,582,8
渋谷区／300m2未満,2498,11,605,16,657,13,163,5,3155,11,769,11
渋谷区／500m2未満,1670,7,620,17,765,15,290,9,2435,8,910,13
渋谷区／1000m2未満,594,3,398,11,566,11,393,12,1160,4,791,11
渋谷区／2000m2未満,123,1,171,5,235,5,325,10,358,1,496,7
渋谷区／5000m2未満,40,0,110,3,140,3,435,13,180,1,545,8
渋谷区／10000m2未満,5,0,33,1,48,1,321,10,53,0,355,5
渋谷区／10000m2以上,3,0,44,1,31,1,1078,33,34,0,1122,16
渋谷区／計,23671,100,3725,100,4985,100,3276,100,28656,100,7000,100
中野区／50m2未満,5539,11,201,3,351,10,10,1,5890,11,211,2
中野区／100m2未満,18991,39,1405,19,693,19,53,3,19684,38,1458,16
中野区／150m2未満,10166,21,1232,17,643,18,79,4,10809,21,1311,14
中野区／200m2未満,5333,11,922,12,453,12,79,4,5786,11,1001,11
中野区／300m2未満,4301,9,1038,14,475,13,117,6,4776,9,1155,12
中野区／500m2未満,2477,5,923,12,471,13,181,9,2948,6,1103,12
中野区／1000m2未満,902,2,603,8,316,9,214,11,1218,2,817,9
中野区／2000m2未満,289,1,393,5,134,4,187,10,423,1,579,6
中野区／5000m2未満,170,0,510,7,59,2,178,9,229,0,688,7
中野区／10000m2未満,24,0,158,2,30,1,203,10,54,0,361,4
中野区／10000m2以上,1,0,11,0,20,1,655,33,21,0,666,7
中野区／計,48193,100,7394,100,3645,100,1956,100,51838,100,9350,100
杉並区／50m2未満,6483,7,222,1,342,7,9,0,6825,7,230,1
杉並区／100m2未満,31862,33,2477,14,719,15,55,2,32581,32,2532,12
杉並区／150m2未満,25999,27,3108,18,744,16,93,3,26743,26,3201,15
杉並区／200m2未満,12383,13,2143,12,603,13,105,3,12986,13,2248,11
杉並区／300m2未満,10480,11,2531,14,675,14,166,5,11155,11,2697,13
杉並区／500m2未満,6080,6,2270,13,669,14,254,8,6749,7,2524,12
杉並区／1000m2未満,2241,2,1504,9,505,11,347,11,2746,3,1851,9
杉並区／2000m2未満,749,1,1035,6,236,5,328,10,985,1,1362,7
杉並区／5000m2未満,396,0,1188,7,127,3,394,12,523,1,1582,8
杉並区／10000m2未満,110,0,732,4,39,1,272,8,149,0,1003,5
杉並区／10000m2以上,19,0,279,2,44,1,1188,37,63,0,1467,7
杉並区／計,96802,100,17488,100,4703,100,3210,100,101505,100,20698,100
豊島区／50m2未満,5572,16,208,4,338,9,10,0,5910,15,217,3
豊島区／100m2未満,14316,41,1025,20,757,19,57,3,15073,38,1083,15
豊島区／150m2未満,6525,18,794,16,735,19,91,4,7260,18,884,12
豊島区／200m2未満,3491,10,602,12,486,12,84,4,3977,10,686,9
豊島区／300m2未満,2734,8,662,13,548,14,134,6,3282,8,796,11
豊島区／500m2未満,1632,5,612,12,460,12,175,8,2092,5,787,11
豊島区／1000m2未満,760,2,520,10,353,9,245,11,1113,3,765,10
豊島区／2000m2未満,207,1,277,5,156,4,215,10,363,1,492,7
豊島区／5000m2未満,86,0,259,5,74,2,222,10,160,0,481,7
豊島区／10000m2未満,10,0,59,1,20,1,138,6,30,0,196,3
豊島区／10000m2以上,5,0,81,2,29,1,858,38,34,0,938,13
豊島区／計,35338,100,5097,100,3956,100,2229,100,39294,100,7326,100
北区／50m2未満,7317,18,279,5,302,10,9,0,7619,17,288,3
北区／100m2未満,17952,44,1276,22,589,20,44,1,18541,42,1320,14
北区／150m2未満,6913,17,836,14,447,15,55,2,7360,17,891,9
北区／200m2未満,3258,8,561,10,322,11,55,2,3580,8,616,7
北区／300m2未満,2479,6,598,10,358,12,88,2,2837,6,686,7
北区／500m2未満,1562,4,588,10,355,12,137,4,1917,4,725,8
北区／1000m2未満,822,2,561,10,297,10,208,6,1119,3,769,8
北区／2000m2未満,331,1,456,8,149,5,204,6,480,1,660,7
北区／5000m2未満,140,0,417,7,88,3,273,8,228,1,690,7
北区／10000m2未満,28,0,191,3,40,1,285,8,68,0,475,5
北区／10000m2以上,4,0,81,1,55,2,2271,63,59,0,2352,25
北区／計,40806,100,5843,100,3002,100,3629,100,43808,100,9472,100
荒川区／50m2未満,6088,24,225,7,270,11,8,0,6358,23,232,4
荒川区／100m2未満,10452,42,730,22,441,19,33,2,10893,40,763,15
荒川区／150m2未満,3563,14,430,13,344,15,42,2,3907,14,472,9
荒川区／200m2未満,1717,7,295,9,278,12,48,3,1995,7,343,7
荒川区／300m2未満,1375,6,331,10,294,13,72,4,1669,6,403,8
荒川区／500m2未満,875,4,331,10,263,11,102,6,1138,4,433,8
荒川区／1000m2未満,515,2,348,10,257,11,180,10,772,3,527,10
荒川区／2000m2未満,204,1,274,8,112,5,154,9,316,1,428,8
荒川区／5000m2未満,75,0,219,6,50,2,158,9,125,0,377,7
荒川区／10000m2未満,23,0,159,5,22,1,162,9,45,0,321,6
荒川区／10000m2以上,2,0,26,1,17,1,846,47,19,0,872,17
荒川区／計,24889,100,3367,100,2348,100,1805,100,27237,100,5171,100
板橋区／50m2未満,6781,10,247,2,313,7,8,0,7094,10,255,2
板橋区／100m2未満,30034,46,2178,19,670,15,51,1,30704,44,2229,14
板橋区／150m2未満,12685,19,1519,13,635,14,79,2,13320,19,1598,10
板橋区／200m2未満,5410,8,933,8,493,11,86,2,5903,8,1018,6
板橋区／300m2未満,4602,7,1109,10,602,13,147,3,5204,7,1256,8
板橋区／500m2未満,2738,4,1035,9,637,14,244,5,3375,5,1279,8
板橋区／1000m2未満,1623,2,1110,10,559,12,400,9,2182,3,1509,9
板橋区／2000m2未満,810,1,1128,10,339,7,480,10,1149,2,1607,10
板橋区／5000m2未満,472,1,1412,12,193,4,592,13,665,1,2004,12
板橋区／10000m2未満,91,0,582,5,66,1,426,9,157,0,1008,6
板橋区／10000m2以上,16,0,229,2,70,2,2175,46,86,0,2405,15
板橋区／計,65262,100,11480,100,4577,100,4687,100,69839,100,16167,100
練馬区／50m2未満,6333,5,196,1,376,8,8,0,6709,5,204,1
練馬区／100m2未満,41304,33,3258,13,680,15,53,1,41984,32,3310,11
練馬区／150m2未満,44108,35,5146,20,764,17,95,3,44872,34,5241,18
練馬区／200m2未満,12651,10,2179,9,528,11,91,3,13179,10,2270,8
練馬区／300m2未満,10197,8,2446,10,583,13,141,4,10780,8,2587,9
練馬区／500m2未満,5472,4,2050,8,593,13,228,6,6065,5,2279,8
練馬区／1000m2未満,2709,2,1864,7,527,11,366,10,3236,2,2230,8
練馬区／2000m2未満,1388,1,1938,8,280,6,391,11,1668,1,2329,8
練馬区／5000m2未満,1128,1,3515,14,184,4,538,15,1312,1,4053,14
練馬区／10000m2未満,301,0,2009,8,50,1,337,9,351,0,2346,8
練馬区／10000m2以上,47,0,612,2,35,1,1378,38,82,0,1990,7
練馬区／計,125638,100,25212,100,4600,100,3626,100,130238,100,28838,100
足立区／50m2未満,10830,10,370,2,418,7,10,0,11248,10,380,1
足立区／100m2未満,47124,45,3555,17,741,13,56,1,47865,43,3611,14
足立区／150m2未満,22727,21,2667,13,784,14,97,2,23511,21,2763,10
足立区／200m2未満,8079,8,1391,7,609,11,106,2,8688,8,1496,6
足立区／300m2未満,6495,6,1571,8,671,12,165,3,7166,6,1737,7
足立区／500m2未満,4589,4,1742,9,835,14,323,5,5424,5,2065,8
足立区／1000m2未満,3180,3,2197,11,815,14,577,9,3995,4,2775,10
足立区／2000m2未満,1512,1,2110,10,494,9,694,11,2006,2,2804,11
足立区／5000m2未満,1073,1,3271,16,265,5,796,13,1338,1,4066,15
足立区／10000m2未満,210,0,1346,7,90,2,626,10,300,0,1972,7
足立区／10000m2以上,19,0,257,1,69,1,2741,44,88,0,2998,11
足立区／計,105838,100,20477,100,5791,100,6191,100,111629,100,26668,100
葛飾区／50m2未満,9988,13,369,3,381,9,11,0,10369,13,379,2
葛飾区／100m2未満,35639,48,2613,20,680,17,52,2,36319,46,2665,16
葛飾区／150m2未満,12995,17,1544,12,553,14,69,2,13548,17,1612,10
葛飾区／200m2未満,5418,7,935,7,451,11,78,2,5869,7,1013,6
葛飾区／300m2未満,4368,6,1053,8,483,12,119,4,4851,6,1172,7
葛飾区／500m2未満,2915,4,1113,9,530,13,205,6,3445,4,1319,8
葛飾区／1000m2未満,1775,2,1214,9,514,13,356,11,2289,3,1570,10
葛飾区／2000m2未満,837,1,1165,9,269,7,379,11,1106,1,1544,10
葛飾区／5000m2未満,530,1,1607,13,149,4,455,14,679,1,2062,13
葛飾区／10000m2未満,118,0,784,6,44,1,297,9,162,0,1081,7
葛飾区／10000m2以上,28,0,407,3,33,1,1342,40,61,0,1748,11
葛飾区／計,74611,100,12802,100,4087,100,3363,100,78698,100,16165,100
江戸川区／50m2未満,16986,17,648,4,411,8,12,0,17397,17,660,3
江戸川区／100m2未満,45887,47,3383,20,628,12,48,1,46515,45,3430,15
江戸川区／150m2未満,15110,15,1793,10,627,12,78,2,15737,15,1871,8
江戸川区／200m2未満,6033,6,1041,6,491,10,85,2,6524,6,1126,5
江戸川区／300m2未満,5120,5,1243,7,639,13,159,3,5759,6,1401,6
江戸川区／500m2未満,4097,4,1558,9,767,15,298,6,4864,5,1857,8
江戸川区／1000m2未満,2885,3,1998,12,755,15,534,11,3640,4,2532,11
江戸川区／2000m2未満,1365,1,1888,11,427,8,606,12,1792,2,2495,11
江戸川区／5000m2未満,823,1,2439,14,202,4,592,12,1025,1,3030,14
江戸川区／10000m2未満,130,0,891,5,61,1,407,8,191,0,1299,6
江戸川区／10000m2以上,26,0,392,2,49,1,2226,44,75,0,2617,12
江戸川区／計,98462,100,17274,100,5057,100,5044,100,103519,100,22318,100
区部計／50m2未満,151506,13,5552,3,8360,8,237,0,159866,12,5789,2
区部計／100m2未満,481856,40,35623,17,16829,16,1282,1,498685,38,36905,12
区部計／150m2未満,260782,22,31141,15,15627,15,1932,2,276409,21,33072,11
区部計／200m2未満,114887,9,19823,10,11580,11,2011,2,126467,10,21834,7
区部計／300m2未満,94746,8,22868,11,13574,13,3333,4,108320,8,26201,9
区部計／500m2未満,59255,5,22276,11,14171,14,5444,6,73426,6,27721,9
区部計／1000m2未満,28473,2,19326,9,11630,11,8128,9,40103,3,27453,9
区部計／2000m2未満,11256,1,15506,8,6040,6,8448,9,17296,1,23954,8
区部計／5000m2未満,6543,1,19717,10,3472,3,10604,11,10015,1,30321,10
区部計／10000m2未満,1345,0,8890,4,1226,1,8430,9,2571,0,17320,6
区部計／10000m2以上,227,0,3303,2,1125,1,42480,46,1352,0,45783,15
区部計／計,1210876,100,204023,100,103634,100,92329,100,1314510,100,296353,100
