区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
台東区／5000m2未満,12,0 ,33 ,1 ,68,2 ,207 ,11 ,80,0 ,241 ,6 
台東区／10000m2未満,1,0 ,7 ,0 ,17,0 ,115 ,6 ,18,0 ,122 ,3 
台東区／10000m2以上,1,0 ,18 ,1 ,11,0 ,425 ,23 ,12,0 ,443 ,10 
台東区／計,22589,100 ,2457 ,100 ,4513,100 ,1875 ,100 ,27102,100 ,4333 ,100 
墨田区／50m2未満,6138,21 ,229 ,6 ,220,7 ,7 ,0 ,6358,19 ,236 ,4 
墨田区／100m2未満,12231,42 ,874 ,22 ,483,15 ,38 ,2 ,12714,39 ,911 ,15 
墨田区／150m2未満,4721,16 ,572 ,14 ,498,15 ,62 ,3 ,5219,16 ,634 ,10 
墨田区／200m2未満,2340,8 ,403 ,10 ,396,12 ,68 ,3 ,2736,8 ,471 ,8 
墨田区／300m2未満,1852,6 ,448 ,11 ,448,14 ,110 ,5 ,2300,7 ,558 ,9 
墨田区／500m2未満,1263,4 ,475 ,12 ,502,15 ,193 ,8 ,1765,5 ,668 ,11 
墨田区／1000m2未満,640,2 ,433 ,11 ,412,12 ,286 ,12 ,1052,3 ,720 ,12 
墨田区／2000m2未満,191,1 ,256 ,6 ,166,5 ,222 ,10 ,357,1 ,478 ,8 
墨田区／5000m2未満,56,0 ,167 ,4 ,101,3 ,312 ,14 ,157,0 ,479 ,8 
墨田区／10000m2未満,12,0 ,79 ,2 ,44,1 ,291 ,13 ,56,0 ,370 ,6 
墨田区／10000m2以上,1,0 ,14 ,0 ,30,1 ,704 ,31 ,31,0 ,719 ,12 
墨田区／計,29445,100 ,3950 ,100 ,3300,100 ,2295 ,100 ,32745,100 ,6245 ,100 
江東区／50m2未満,6734,23 ,253 ,6 ,275,7 ,8 ,0 ,7009,21 ,261 ,2 
江東区／100m2未満,13190,44 ,935 ,24 ,490,12 ,37 ,0 ,13680,40 ,971 ,7 
江東区／150m2未満,4598,15 ,555 ,14 ,448,11 ,56 ,1 ,5046,15 ,610 ,5 
江東区／200m2未満,1904,6 ,326 ,8 ,310,8 ,54 ,1 ,2214,7 ,380 ,3 
江東区／300m2未満,1508,5 ,364 ,9 ,400,10 ,99 ,1 ,1908,6 ,463 ,3 
江東区／500m2未満,1085,4 ,411 ,10 ,558,14 ,214 ,2 ,1643,5 ,625 ,5 
江東区／1000m2未満,553,2 ,374 ,10 ,566,14 ,404 ,4 ,1119,3 ,778 ,6 
江東区／2000m2未満,223,1 ,308 ,8 ,406,10 ,586 ,6 ,629,2 ,894 ,7 
江東区／5000m2未満,82,0 ,234 ,6 ,310,8 ,988 ,10 ,392,1 ,1222 ,9 
江東区／10000m2未満,16,0 ,103 ,3 ,157,4 ,1105 ,12 ,173,1 ,1208 ,9 
江東区／10000m2以上,5,0 ,63 ,2 ,173,4 ,6044 ,63 ,178,1 ,6107 ,45 
江東区／計,29898,100 ,3925 ,100 ,4093,100 ,9594 ,100 ,33991,100 ,13519 ,100 
品川区／50m2未満,7355,18 ,282 ,5 ,291,8 ,8 ,0 ,7646,17 ,290 ,3 
品川区／100m2未満,17030,41 ,1200 ,20 ,519,14 ,40 ,1 ,17549,39 ,1240 ,11 
品川区／150m2未満,7061,17 ,860 ,15 ,461,12 ,58 ,1 ,7522,17 ,918 ,8 
品川区／200m2未満,3658,9 ,630 ,11 ,383,10 ,67 ,1 ,4041,9 ,696 ,6 
品川区／300m2未満,3054,7 ,738 ,13 ,486,13 ,120 ,2 ,3540,8 ,858 ,7 
品川区／500m2未満,1963,5 ,738 ,13 ,521,14 ,201 ,4 ,2484,6 ,939 ,8 
品川区／1000m2未満,933,2 ,629 ,11 ,480,13 ,330 ,6 ,1413,3 ,959 ,8 
品川区／2000m2未満,270,1 ,367 ,6 ,274,7 ,375 ,7 ,544,1 ,742 ,6 
品川区／5000m2未満,93,0 ,267 ,5 ,163,4 ,518 ,9 ,256,1 ,785 ,7 
品川区／10000m2未満,13,0 ,87 ,1 ,67,2 ,473 ,8 ,80,0 ,560 ,5 
品川区／10000m2以上,4,0 ,58 ,1 ,68,2 ,3539 ,62 ,72,0 ,3597 ,31 
品川区／計,41434,100 ,5855 ,100 ,3713,100 ,5729 ,100 ,45147,100 ,11584 ,100 
目黒区／50m2未満,3273,9 ,117 ,2 ,137,5 ,3 ,0 ,3410,9 ,121 ,1 
目黒区／100m2未満,12908,36 ,952 ,15 ,369,13 ,28 ,1 ,13277,34 ,980 ,12 
目黒区／150m2未満,7718,21 ,939 ,15 ,439,15 ,55 ,3 ,8157,21 ,994 ,12 
目黒区／200m2未満,4724,13 ,819 ,13 ,333,11 ,58 ,3 ,5057,13 ,877 ,11 
目黒区／300m2未満,3982,11 ,963 ,16 ,445,15 ,110 ,5 ,4427,11 ,1072 ,13 
目黒区／500m2未満,2416,7 ,906 ,15 ,470,16 ,182 ,9 ,2886,7 ,1088 ,13 
目黒区／1000m2未満,887,2 ,594 ,10 ,363,13 ,254 ,12 ,1250,3 ,848 ,10 
目黒区／2000m2未満,273,1 ,372 ,6 ,184,6 ,257 ,13 ,457,1 ,628 ,8 
目黒区／5000m2未満,84,0 ,250 ,4 ,96,3 ,286 ,14 ,180,0 ,536 ,6 
目黒区／10000m2未満,20,0 ,134 ,2 ,33,1 ,220 ,11 ,53,0 ,354 ,4 
目黒区／10000m2以上,7,0 ,154 ,2 ,30,1 ,596 ,29 ,37,0 ,750 ,9 
目黒区／計,36292,100 ,6200 ,100 ,2899,100 ,2049 ,100 ,39191,100 ,8249 ,100 
大田区／50m2未満,11388,13 ,442 ,3 ,318,5 ,9 ,0 ,11706,12 ,451 ,2 
大田区／100m2未満,33599,38 ,2426 ,15 ,698,11 ,55 ,1 ,34297,36 ,2481 ,11 
大田区／150m2未満,16930,19 ,2050 ,13 ,780,12 ,98 ,1 ,17710,18 ,2148 ,9 
大田区／200m2未満,9462,11 ,1636 ,10 ,619,9 ,108 ,1 ,10081,11 ,1744 ,7 
大田区／300m2未満,7995,9 ,1942 ,12 ,827,12 ,203 ,3 ,8822,9 ,2145 ,9 
大田区／500m2未満,5625,6 ,2124 ,13 ,1071,16 ,411 ,5 ,6696,7 ,2535 ,11 
大田区／1000m2未満,2786,3 ,1884 ,12 ,1036,16 ,735 ,10 ,3822,4 ,2619 ,11 
大田区／2000m2未満,1015,1 ,1375 ,9 ,620,9 ,859 ,11 ,1635,2 ,2234 ,10 
大田区／5000m2未満,434,0 ,1287 ,8 ,408,6 ,1236 ,16 ,842,1 ,2522 ,11 
大田区／10000m2未満,68,0 ,452 ,3 ,133,2 ,950 ,13 ,201,0 ,1401 ,6 
大田区／10000m2以上,19,0 ,247 ,2 ,108,2 ,2841 ,38 ,127,0 ,3088 ,13 
大田区／計,89321,100 ,15864 ,100 ,6618,100 ,7503 ,100 ,95939,100 ,23367 ,100 
世田谷区／50m2未満,8669,7 ,302 ,1 ,347,5 ,8 ,0 ,9016,7 ,310 ,1 
世田谷区／100m2未満,39754,31 ,3038 ,11 ,751,11 ,59 ,1 ,40505,30 ,3097 ,9 
世田谷区／150m2未満,33241,26 ,3997 ,15 ,921,14 ,115 ,2 ,34162,25 ,4111 ,12 
世田谷区／200m2未満,17294,13 ,2993 ,11 ,812,12 ,141 ,2 ,18106,13 ,3134 ,9 
世田谷区／300m2未満,15224,12 ,3674 ,14 ,1005,15 ,247 ,4 ,16229,12 ,3920 ,12 
世田谷区／500m2未満,9526,7 ,3569 ,13 ,1098,16 ,423 ,6 ,10624,8 ,3993 ,12 
世田谷区／1000m2未満,3887,3 ,2603 ,10 ,847,13 ,590 ,9 ,4734,3 ,3193 ,10 
世田谷区／2000m2未満,1438,1 ,1971 ,7 ,505,7 ,701 ,11 ,1943,1 ,2672 ,8 
世田谷区／5000m2未満,827,1 ,2544 ,10 ,292,4 ,909 ,14 ,1119,1 ,3453 ,10 
世田谷区／10000m2未満,210,0 ,1411 ,5 ,79,1 ,552 ,8 ,289,0 ,1963 ,6 
世田谷区／10000m2以上,33,0 ,443 ,2 ,95,1 ,2846 ,43 ,128,0 ,3289 ,10 
世田谷区／計,130103,100 ,26544 ,100 ,6752,100 ,6590 ,100 ,136855,100 ,33134 ,100 
渋谷区／50m2未満,3149,13 ,115 ,3 ,283,6 ,8 ,0 ,3432,12 ,123 ,2 
渋谷区／100m2未満,8164,34 ,588 ,15 ,658,15 ,50 ,2 ,8822,31 ,638 ,9 
渋谷区／150m2未満,4626,19 ,567 ,14 ,599,13 ,75 ,2 ,5225,18 ,642 ,9 
渋谷区／200m2未満,2855,12 ,493 ,13 ,534,12 ,93 ,3 ,3389,12 ,586 ,8 
渋谷区／300m2未満,2660,11 ,646 ,16 ,589,13 ,147 ,5 ,3249,11 ,793 ,11 
渋谷区／500m2未満,1788,7 ,668 ,17 ,687,15 ,262 ,8 ,2475,9 ,929 ,13 
渋谷区／1000m2未満,669,3 ,450 ,11 ,589,13 ,413 ,13 ,1258,4 ,862 ,12 
渋谷区／2000m2未満,137,1 ,189 ,5 ,285,6 ,402 ,13 ,422,1 ,591 ,8 
渋谷区／5000m2未満,50,0 ,137 ,3 ,177,4 ,542 ,17 ,227,1 ,679 ,10 
渋谷区／10000m2未満,3,0 ,22 ,1 ,65,1 ,427 ,13 ,68,0 ,449 ,6 
渋谷区／10000m2以上,3,0 ,45 ,1 ,32,1 ,765 ,24 ,35,0 ,810 ,11 
渋谷区／計,24104,100 ,3918 ,100 ,4498,100 ,3184 ,100 ,28602,100 ,7101 ,100 
中野区／50m2未満,5665,12 ,205 ,3 ,274,9 ,8 ,0 ,5939,12 ,212 ,2 
中野区／100m2未満,17707,37 ,1312 ,17 ,539,17 ,41 ,2 ,18246,36 ,1354 ,14 
中野区／150m2未満,10142,21 ,1230 ,16 ,485,15 ,60 ,3 ,10627,21 ,1290 ,14 
中野区／200m2未満,5612,12 ,970 ,13 ,423,13 ,73 ,4 ,6035,12 ,1043 ,11 
中野区／300m2未満,4530,9 ,1092 ,14 ,412,13 ,101 ,6 ,4942,10 ,1193 ,13 
中野区／500m2未満,2601,5 ,969 ,13 ,448,14 ,170 ,9 ,3049,6 ,1139 ,12 
中野区／1000m2未満,965,2 ,638 ,8 ,325,10 ,222 ,12 ,1290,3 ,859 ,9 
中野区／2000m2未満,325,1 ,447 ,6 ,136,4 ,193 ,11 ,461,1 ,640 ,7 
中野区／5000m2未満,175,0 ,523 ,7 ,74,2 ,228 ,12 ,249,0 ,752 ,8 
中野区／10000m2未満,32,0 ,208 ,3 ,28,1 ,197 ,11 ,60,0 ,405 ,4 
中野区／10000m2以上,1,0 ,12 ,0 ,21,1 ,538 ,29 ,22,0 ,550 ,6 
中野区／計,47755,100 ,7606 ,100 ,3165,100 ,1833 ,100 ,50920,100 ,9438 ,100 
杉並区／50m2未満,6557,7 ,224 ,1 ,288,6 ,7 ,0 ,6845,7 ,231 ,1 
杉並区／100m2未満,28447,31 ,2200 ,12 ,655,15 ,51 ,2 ,29102,30 ,2250 ,11 
杉並区／150m2未満,24396,26 ,2930 ,17 ,643,14 ,80 ,3 ,25039,26 ,3010 ,14 
杉並区／200m2未満,12564,14 ,2175 ,12 ,513,12 ,89 ,3 ,13077,13 ,2264 ,11 
杉並区／300m2未満,10914,12 ,2638 ,15 ,623,14 ,153 ,5 ,11537,12 ,2792 ,13 
杉並区／500m2未満,6441,7 ,2402 ,14 ,680,15 ,260 ,9 ,7121,7 ,2662 ,13 
杉並区／1000m2未満,2351,3 ,1570 ,9 ,532,12 ,367 ,12 ,2883,3 ,1937 ,9 
杉並区／2000m2未満,787,1 ,1077 ,6 ,284,6 ,395 ,13 ,1071,1 ,1472 ,7 
杉並区／5000m2未満,422,0 ,1271 ,7 ,153,3 ,474 ,16 ,575,1 ,1745 ,8 
杉並区／10000m2未満,113,0 ,742 ,4 ,40,1 ,271 ,9 ,153,0 ,1013 ,5 
杉並区／10000m2以上,35,0 ,522 ,3 ,43,1 ,906 ,30 ,78,0 ,1428 ,7 
杉並区／計,93027,100 ,17752 ,100 ,4454,100 ,3053 ,100 ,97481,100 ,20804 ,100 
豊島区／50m2未満,5469,15 ,201 ,4 ,276,8 ,8 ,0 ,5745,15 ,209 ,3 
豊島区／100m2未満,13682,39 ,984 ,19 ,632,18 ,48 ,2 ,14314,37 ,1032 ,14 
豊島区／150m2未満,6655,19 ,810 ,15 ,550,16 ,68 ,3 ,7205,19 ,878 ,12 
豊島区／200m2未満,3602,10 ,621 ,12 ,406,12 ,71 ,3 ,4008,10 ,692 ,9 
豊島区／300m2未満,2952,8 ,716 ,13 ,471,14 ,115 ,6 ,3423,9 ,831 ,11 
豊島区／500m2未満,1818,5 ,681 ,13 ,437,13 ,168 ,8 ,2255,6 ,849 ,11 
豊島区／1000m2未満,835,2 ,570 ,11 ,339,10 ,235 ,11 ,1174,3 ,805 ,11 
豊島区／2000m2未満,236,1 ,316 ,6 ,174,5 ,238 ,11 ,410,1 ,554 ,7 
豊島区／5000m2未満,91,0 ,266 ,5 ,84,2 ,254 ,12 ,175,0 ,521 ,7 
豊島区／10000m2未満,14,0 ,90 ,2 ,27,1 ,190 ,9 ,41,0 ,280 ,4 
豊島区／10000m2以上,4,0 ,53 ,1 ,30,1 ,695 ,33 ,34,0 ,748 ,10 
豊島区／計,35358,100 ,5310 ,100 ,3426,100 ,2091 ,100 ,38784,100 ,7401 ,100 
北区／50m2未満,7041,18 ,265 ,4 ,243,9 ,7 ,0 ,7284,17 ,272 ,3 
北区／100m2未満,16862,42 ,1204 ,20 ,418,16 ,31 ,1 ,17280,41 ,1235 ,13 
北区／150m2未満,6862,17 ,832 ,14 ,349,13 ,43 ,1 ,7211,17 ,875 ,9 
北区／200m2未満,3365,8 ,580 ,10 ,260,10 ,45 ,1 ,3625,9 ,625 ,6 
北区／300m2未満,2705,7 ,652 ,11 ,308,12 ,76 ,2 ,3013,7 ,728 ,8 
北区／500m2未満,1709,4 ,645 ,11 ,330,13 ,127 ,4 ,2039,5 ,773 ,8 
北区／1000m2未満,903,2 ,617 ,10 ,308,12 ,217 ,6 ,1211,3 ,834 ,9 
北区／2000m2未満,346,1 ,471 ,8 ,165,6 ,225 ,6 ,511,1 ,697 ,7 
北区／5000m2未満,165,0 ,480 ,8 ,98,4 ,293 ,8 ,263,1 ,772 ,8 
北区／10000m2未満,27,0 ,176 ,3 ,59,2 ,423 ,12 ,86,0 ,600 ,6 
北区／10000m2以上,8,0 ,99 ,2 ,54,2 ,2142 ,59 ,62,0 ,2241 ,23 
北区／計,39993,100 ,6021 ,100 ,2592,100 ,3629 ,100 ,42585,100 ,9650 ,100 
荒川区／50m2未満,5836,24 ,214 ,6 ,208,11 ,6 ,0 ,6044,23 ,219 ,4 
荒川区／100m2未満,9642,40 ,680 ,19 ,295,16 ,22 ,1 ,9937,38 ,703 ,13 
荒川区／150m2未満,3606,15 ,435 ,12 ,223,12 ,27 ,2 ,3829,15 ,463 ,9 
荒川区／200m2未満,1780,7 ,306 ,9 ,229,12 ,40 ,2 ,2009,8 ,346 ,7 
荒川区／300m2未満,1426,6 ,343 ,10 ,242,13 ,60 ,3 ,1668,6 ,402 ,8 
荒川区／500m2未満,971,4 ,368 ,11 ,249,13 ,96 ,6 ,1220,5 ,465 ,9 
荒川区／1000m2未満,575,2 ,392 ,11 ,229,12 ,160 ,9 ,804,3 ,552 ,11 
荒川区／2000m2未満,212,1 ,289 ,8 ,121,6 ,166 ,9 ,333,1 ,455 ,9 
荒川区／5000m2未満,97,0 ,294 ,8 ,58,3 ,180 ,10 ,155,1 ,474 ,9 
荒川区／10000m2未満,17,0 ,122 ,3 ,19,1 ,141 ,8 ,36,0 ,264 ,5 
荒川区／10000m2以上,5,0 ,64 ,2 ,16,1 ,848 ,49 ,21,0 ,913 ,17 
荒川区／計,24167,100 ,3508 ,100 ,1889,100 ,1746 ,100 ,26056,100 ,5254 ,100 
板橋区／50m2未満,6737,11 ,246 ,2 ,239,6 ,6 ,0 ,6976,10 ,253 ,2 
板橋区／100m2未満,27972,44 ,2022 ,17 ,524,13 ,40 ,1 ,28496,42 ,2062 ,13 
板橋区／150m2未満,12376,19 ,1485 ,13 ,445,11 ,56 ,1 ,12821,19 ,1541 ,9 
板橋区／200m2未満,5571,9 ,961 ,8 ,376,10 ,65 ,1 ,5947,9 ,1026 ,6 
板橋区／300m2未満,4880,8 ,1178 ,10 ,512,13 ,125 ,3 ,5392,8 ,1303 ,8 
板橋区／500m2未満,2975,5 ,1129 ,10 ,550,14 ,209 ,5 ,3525,5 ,1338 ,8 
板橋区／1000m2未満,1936,3 ,1331 ,11 ,589,15 ,421 ,9 ,2525,4 ,1752 ,11 
板橋区／2000m2未満,900,1 ,1243 ,11 ,362,9 ,508 ,11 ,1262,2 ,1752 ,11 
板橋区／5000m2未満,480,1 ,1416 ,12 ,207,5 ,637 ,14 ,687,1 ,2053 ,13 
板橋区／10000m2未満,103,0 ,667 ,6 ,84,2 ,559 ,12 ,187,0 ,1226 ,8 
板橋区／10000m2以上,11,0 ,145 ,1 ,67,2 ,1859 ,41 ,78,0 ,2004 ,12 
板橋区／計,63941,100 ,11824 ,100 ,3955,100 ,4485 ,100 ,67896,100 ,16309 ,100 
練馬区／50m2未満,6475,5 ,206 ,1 ,303,7 ,7 ,0 ,6778,5 ,213 ,1 
練馬区／100m2未満,38934,32 ,3047 ,12 ,571,14 ,45 ,1 ,39505,32 ,3092 ,11 
練馬区／150m2未満,40549,34 ,4757 ,19 ,560,13 ,69 ,2 ,41109,33 ,4826 ,17 
練馬区／200m2未満,12995,11 ,2239 ,9 ,455,11 ,79 ,2 ,13450,11 ,2318 ,8 
練馬区／300m2未満,10552,9 ,2531 ,10 ,513,12 ,125 ,4 ,11065,9 ,2656 ,9 
練馬区／500m2未満,5677,5 ,2124 ,8 ,573,14 ,222 ,6 ,6250,5 ,2346 ,8 
練馬区／1000m2未満,2690,2 ,1845 ,7 ,602,14 ,429 ,12 ,3292,3 ,2274 ,8 
練馬区／2000m2未満,1294,1 ,1803 ,7 ,336,8 ,471 ,14 ,1630,1 ,2273 ,8 
練馬区／5000m2未満,944,1 ,2937 ,11 ,192,5 ,582 ,17 ,1136,1 ,3518 ,12 
練馬区／10000m2未満,378,0 ,2615 ,10 ,35,1 ,240 ,7 ,413,0 ,2854 ,10 
練馬区／10000m2以上,119,0 ,1581 ,6 ,39,1 ,1198 ,35 ,158,0 ,2778 ,10 
練馬区／計,120607,100 ,25685 ,100 ,4179,100 ,3465 ,100 ,124786,100 ,29149 ,100 
足立区／50m2未満,10318,10 ,361 ,2 ,316,6 ,8 ,0 ,10634,10 ,369 ,1 
足立区／100m2未満,42931,42 ,3228 ,15 ,537,11 ,40 ,1 ,43468,41 ,3268 ,12 
足立区／150m2未満,21731,21 ,2559 ,12 ,514,10 ,64 ,1 ,22245,21 ,2623 ,10 
足立区／200m2未満,8321,8 ,1433 ,7 ,493,10 ,86 ,1 ,8814,8 ,1519 ,6 
足立区／300m2未満,6859,7 ,1662 ,8 ,566,11 ,140 ,2 ,7425,7 ,1802 ,7 
足立区／500m2未満,4943,5 ,1881 ,9 ,774,16 ,303 ,5 ,5717,5 ,2184 ,8 
足立区／1000m2未満,3521,3 ,2434 ,12 ,765,15 ,539 ,9 ,4286,4 ,2973 ,11 
足立区／2000m2未満,1640,2 ,2282 ,11 ,530,11 ,729 ,12 ,2170,2 ,3011 ,11 
足立区／5000m2未満,1050,1 ,3217 ,15 ,278,6 ,837 ,14 ,1328,1 ,4054 ,15 
足立区／10000m2未満,238,0 ,1544 ,7 ,94,2 ,649 ,11 ,332,0 ,2193 ,8 
足立区／10000m2以上,31,0 ,383 ,2 ,79,2 ,2634 ,44 ,110,0 ,3017 ,11 
足立区／計,101583,100 ,20983 ,100 ,4946,100 ,6029 ,100 ,106529,100 ,27012 ,100 
葛飾区／50m2未満,9655,14 ,361 ,3 ,299,9 ,8 ,0 ,9954,13 ,369 ,2 
葛飾区／100m2未満,32564,46 ,2388 ,18 ,488,14 ,37 ,1 ,33052,44 ,2425 ,15 
葛飾区／150m2未満,12576,18 ,1500 ,11 ,373,11 ,46 ,1 ,12949,17 ,1546 ,10 
