SAMPLEID,ANSWERDATE,SEX,AGE,AGEID,PREFECTURE,AREA,JOB,SQ1,SQ2,SQ3_1,SQ3_2,SQ3_3,SQ3_4,SQ3_5,SQ3_6,SQ3_7,SQ3_8,SQ4,SQ5,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_8FA,Q3,Q4,Q5,Q5_20FA,Q6,Q6_11FA,Q7S1,Q7S2,Q7S3,Q8,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_11FA,Q13,Q14,Q15S1,Q15S2,Q15S3,Q15S4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_5FA,Q17S1,Q17S2,Q17S3,Q17S4,Q17S5,Q18,Q19,Q20
8802694,2020/11/7 18:13,2,48,8,13,3,5,5,1,1,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,1,0,0,,4,4,4,,4,,1,3,1,3,6,2,4,1,0,0,0,0,0,0,0,1,0,0,0,,1,1,3,3,3,3,0,0,0,0,0,1,,2,1,1,1,1,2,4,2
8821190,2020/11/7 19:02,1,50,9,13,3,4,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,4,,7,,1,6,5,2,5,1,4,0,1,0,0,0,0,0,0,0,1,0,0,,1,1,1,1,3,4,1,1,0,1,0,0,,,,,,,1,2,1
8826940,2020/11/7 1:25,1,36,6,12,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,7,,2,,2,6,3,1,3,1,2,1,1,1,0,0,0,0,0,0,1,0,0,,1,1,4,4,4,4,0,1,1,0,0,0,,1,1,1,1,1,1,1,1
8831254,2020/11/7 13:27,1,49,8,12,3,5,3,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,1,,,4,10,,1,,1,2,3,1,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,,3,2,2,3,2,2,0,1,0,0,0,0,,2,1,2,2,1,2,2,2
8843571,2020/11/7 1:31,1,48,8,13,3,5,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,11,,1,,2,6,3,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,0,1,0,0,,1,1,1,1,1,2,2,1
8843606,2020/11/7 14:58,2,25,4,12,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,1,0,0,0,,,1,4,,2,,2,3,3,3,4,1,3,1,0,0,0,0,0,1,0,0,0,0,0,,1,2,2,4,2,3,1,0,0,0,0,0,,1,1,1,1,1,2,3,1
8851806,2020/11/7 14:17,2,35,6,11,3,5,4,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,2,,13,,10,,2,5,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,3,0,0,0,0,0,1,,1,1,1,1,1,2,3,2
8864639,2020/11/7 8:31,1,63,11,11,3,5,5,1,1,0,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,1,0,0,,2,1,7,,1,,2,2,2,1,6,2,5,1,0,0,0,0,0,0,0,1,0,0,0,,3,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,3,2
8872509,2020/11/7 12:49,1,63,11,13,3,3,2,1,1,1,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,20,その他サービス,2,,1,3,1,2,3,1,3,0,0,0,0,0,1,0,0,1,0,0,0,,2,3,2,2,2,2,0,1,0,0,0,0,,2,2,2,2,1,3,3,2
8872917,2020/11/7 14:38,1,61,11,14,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,9,,1,5,5,2,5,1,4,0,0,0,0,0,1,1,0,0,0,0,0,,1,3,2,1,1,3,0,1,0,0,0,0,,1,3,2,1,2,2,2,1
8874885,2020/11/7 18:11,1,47,8,13,3,3,4,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,2,,19,,2,,1,2,1,1,6,2,1,0,1,0,0,0,0,1,0,0,0,0,0,,1,1,3,3,2,3,0,0,0,1,0,0,,1,1,1,1,1,1,3,1
8878611,2020/11/7 17:26,1,58,10,12,3,4,3,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,,,1,3,,6,,2,3,3,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,1,0,0,0,0,0,,1,1,1,1,1,3,5,3
8878637,2020/11/7 17:22,1,62,11,12,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,2,,2,,2,5,5,2,5,2,4,0,0,0,0,0,0,1,0,0,1,0,0,,1,3,2,2,2,3,0,0,1,0,0,0,,2,2,2,2,2,3,5,2
8885759,2020/11/7 17:29,2,37,6,13,3,3,2,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,,,,8,,2,,2,6,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,,2,2,2,2,3,2,0,1,1,0,0,0,,1,2,2,2,1,3,3,2
8886182,2020/11/7 13:55,2,28,4,12,3,5,2,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,,,,6,,3,,3,6,4,2,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,2,1,1,1,2,0,1,0,0,0,0,,1,1,1,1,1,1,1,1
8887215,2020/11/7 17:50,1,63,11,11,3,3,1,1,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,4,,7,,2,6,6,2,6,1,3,1,1,0,0,0,0,1,0,0,0,0,0,,2,3,2,2,2,4,0,1,1,0,0,0,,,,,,,2,2,1
8891200,2020/11/7 19:30,2,49,8,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,1,2,19,,2,,1,3,1,1,2,2,4,0,0,1,0,0,1,0,0,0,0,0,0,,2,1,3,3,1,2,1,0,1,0,0,0,,2,2,2,2,2,3,3,3
8907912,2020/11/7 13:44,1,54,9,11,3,1,5,1,1,0,0,0,0,1,0,0,2,2,1,,,,,,,,,,,2,1,20,公務,2,,1,1,1,2,6,3,5,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,,,,,0,0,0,0,0,1,,2,3,2,3,2,4,4,2
8910462,2020/11/6 23:09,1,46,8,13,3,4,3,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,1,20,ソフトウェア,5,,1,4,2,2,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,1,2,1,2,1,2,0,0,1,0,0,0,,1,1,1,1,1,1,1,1
8911459,2020/11/7 18:02,2,41,7,14,3,5,5,1,1,0,0,0,0,1,0,0,3,2,1,,,,,,,,,,,4,4,10,,3,,2,3,1,1,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,,3,2,,,,,0,0,0,0,0,1,,2,1,2,2,2,3,2,1
8951193,2020/11/7 13:15,1,36,6,14,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,,,1,8,,1,,2,3,2,1,3,2,5,1,1,0,0,0,0,0,0,1,1,0,0,,1,2,,,,,1,0,0,0,0,0,,2,2,2,1,2,3,4,3
8984462,2020/11/7 20:15,2,40,7,13,3,5,4,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,1,,5,,11,コールセンター,1,1,1,1,6,1,5,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,,,,,0,0,1,0,0,0,,1,1,1,1,1,1,1,1
8996219,2020/11/7 13:30,1,32,5,13,3,4,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,,,1,2,,5,,1,6,6,3,6,3,4,1,1,0,0,0,0,0,0,0,0,0,0,,2,3,1,5,2,4,0,0,1,0,0,0,,2,2,1,1,2,2,2,2
8998700,2020/11/7 20:14,2,45,8,12,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,12,,2,,2,5,2,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,,1,2,1,3,3,3,1,1,1,1,0,0,,1,1,1,1,2,2,2,1
9037086,2020/11/6 22:19,1,39,6,14,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,2,,2,6,4,2,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,,1,3,5,5,5,5,0,1,0,1,0,0,,1,1,1,1,1,1,2,1
9050987,2020/11/7 14:55,1,54,9,13,3,5,3,1,1,1,0,0,0,1,0,0,2,2,2,1,1,0,0,1,0,0,0,0,,,1,4,,1,,2,4,2,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,2,1,2,2,0,1,0,0,0,0,,2,2,1,2,1,2,2,1
9200480,2020/11/6 23:39,1,56,10,13,3,5,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,16,,4,,1,4,4,2,6,3,4,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,4,3,3,3,0,0,0,0,0,1,,3,3,2,1,2,4,4,2
9201982,2020/11/7 18:02,2,43,7,11,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,20,信用金庫,2,,2,6,2,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,2,2,3,3,0,1,0,1,0,0,,1,3,1,3,1,2,2,1
9206803,2020/11/7 17:09,1,47,8,13,3,4,1,1,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,20,it,5,,2,5,5,2,5,2,3,1,0,0,0,0,1,0,0,0,0,0,0,,2,1,2,2,4,3,0,1,0,0,0,0,,,,,,,2,2,1
9226116,2020/11/7 17:26,2,34,5,13,3,3,1,1,1,0,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,2,,2,,2,6,5,3,6,1,4,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,3,3,0,0,1,0,0,0,,,,,,,3,1,1
9235328,2020/11/7 17:58,1,59,10,11,3,4,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,2,,5,,2,2,3,1,3,2,5,1,0,0,0,0,1,1,0,0,0,0,0,,2,1,,,,,0,0,1,0,0,0,,1,2,1,1,1,3,3,1
9254736,2020/11/7 14:11,1,53,9,12,3,1,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,1,0,混雑といってもかなり緩和されたから,4,4,20,公務員,10,,1,1,1,2,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,3,3,2,2,3,1,1,1,0,0,0,,1,1,1,1,1,2,2,1
9281448,2020/11/7 18:30,1,36,6,13,3,4,2,1,1,0,1,0,0,0,0,0,2,2,1,,,,,,,,,,,,,20,IT,5,,1,3,2,2,3,2,2,0,1,0,1,0,0,0,0,1,0,0,0,,2,2,2,2,2,2,1,0,0,0,0,0,,1,1,1,1,1,2,2,1
9284940,2020/11/7 17:42,2,45,8,13,3,4,4,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,1,,14,,10,,1,4,1,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,,1,1,3,2,2,2,0,0,1,0,0,0,,1,1,1,1,2,1,1,1
9310026,2020/11/6 23:38,2,52,9,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1,1,11,,2,,2,2,2,2,3,1,1,0,0,1,0,0,0,1,0,1,1,0,0,,1,1,2,2,2,2,0,0,1,0,0,0,,1,1,1,1,1,2,3,1
9333717,2020/11/7 13:42,1,62,11,11,3,3,4,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,2,,2,,2,,2,2,2,1,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,,1,1,2,1,1,2,0,1,0,0,0,0,,1,1,1,1,1,2,1,1
9339452,2020/11/6 22:34,1,37,6,13,3,5,5,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,0,0,,2,2,4,,1,,1,4,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,1,1,2,1,0,1,0,0,0,0,,3,1,3,1,3,2,2,1
9350891,2020/11/7 17:54,1,32,5,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,0,,,1,10,,2,,2,2,2,2,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,2,3,3,4,1,1,1,1,0,0,,1,1,1,1,1,2,2,1
9356288,2020/11/7 15:04,2,46,8,13,3,3,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,7,,2,,1,6,6,2,6,2,4,1,0,0,0,0,0,1,0,0,0,0,0,,2,1,2,2,3,3,0,1,0,0,0,0,,,,,,,2,2,1
9362743,2020/11/7 11:47,2,26,4,11,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,1,0,0,,4,1,4,,2,,2,2,2,3,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,2,3,0,0,1,0,0,0,,2,2,2,2,2,4,4,2
9367794,2020/11/7 14:22,2,36,6,12,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,4,4,8,,2,,6,6,1,3,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,4,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,4,3
9370495,2020/11/6 22:32,1,32,5,13,3,4,5,1,1,0,0,0,0,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,,1,1,2,,5,,2,2,2,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,1,1,1,1,0,0,,2,2,2,2,2,2,2,1
9374303,2020/11/7 17:11,1,40,7,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,4,,2,,2,3,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,3,1,2,2,2,2,1,0,0,0,0,0,,2,1,1,1,1,1,2,1
9381418,2020/11/7 20:17,1,63,11,14,3,5,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,2,1,7,,1,,1,3,1,1,2,3,4,0,0,1,0,0,0,0,0,1,0,0,0,,1,3,3,3,3,3,0,0,0,0,0,1,,1,2,1,2,1,4,4,3
9392151,2020/11/7 18:27,1,50,9,13,3,1,4,1,1,1,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,19,,2,,1,1,1,1,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,1,3,2,2,2,4,1,0,1,0,0,0,,2,2,2,2,2,2,2,3
11936250,2020/11/7 17:11,2,31,5,13,3,5,5,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,3,1,8,,1,,2,6,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,3,2,1,1,0,0,0,0,0,,1,2,2,1,1,1,1,1
11949185,2020/11/7 18:08,1,64,11,11,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,4,,9,,1,3,3,2,6,2,2,1,0,0,0,0,0,1,0,0,0,1,0,yahoo,1,1,4,4,3,3,1,1,0,1,0,0,,2,1,1,1,2,2,3,3
11955281,2020/11/7 1:13,2,25,4,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,1,1,20,人材,2,,1,3,1,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,0,0,1,,1,1,3,1,3,4,5,3
12017339,2020/11/7 19:01,1,52,9,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,8,,2,,1,3,2,2,3,2,4,0,1,0,0,0,0,0,0,0,0,1,0,yahoo乗換案内,2,1,2,2,2,4,0,1,0,0,0,0,,1,2,2,1,1,2,2,1
12060538,2020/11/6 23:19,2,28,4,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,,4,1,7,,2,,1,3,1,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,3,1,0,0,1,0,0,,2,2,1,1,2,2,2,1
12067111,2020/11/7 18:46,1,39,6,13,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,20,技術サービス業,2,,2,4,3,2,3,1,5,0,1,0,0,0,0,0,0,1,0,0,0,,3,1,,,,,0,1,1,0,0,0,,1,1,2,1,1,1,3,1
12173998,2020/11/7 11:50,1,50,9,11,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,11,,1,,2,2,2,1,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,,1,1,,,,,0,0,1,0,0,0,,1,2,2,2,2,3,4,2
12188055,2020/11/7 17:20,2,48,8,14,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,20,ソフトウェア,5,,2,6,5,1,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,1,0,0,0,,,,,,,2,1,1
12210476,2020/11/7 20:15,2,43,7,13,3,3,3,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,0,0,,,1,8,,2,,2,3,2,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,3,3,0,0,0,0,0,1,,2,2,2,2,2,3,5,3
12260433,2020/11/7 13:18,2,46,8,13,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,0,0,0,0,,2,1,5,,2,,1,1,1,2,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,,1,1,1,1,1,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
12332771,2020/11/7 14:12,1,50,9,13,3,1,5,1,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,1,0,0,0,,2,1,19,,2,,2,5,2,3,2,2,5,1,0,0,0,0,0,0,0,0,0,1,0,Yahoo乗換案内,1,3,,,,,1,0,0,0,0,0,,1,3,2,1,1,1,2,1
12346632,2020/11/7 17:05,2,43,7,13,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,,4,4,11,,1,,2,2,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,3,4,3
12382141,2020/11/7 0:22,1,51,9,13,3,3,2,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,6,,1,,2,4,3,2,3,1,2,1,1,1,1,0,0,0,0,1,1,0,0,,2,3,2,1,2,3,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
12382866,2020/11/7 14:24,1,55,10,11,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,,,1,20,カスタマーエンジニア,6,,1,2,3,2,3,2,5,1,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,1,4,1
12383162,2020/11/7 10:05,1,56,10,13,3,3,1,1,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,2,,5,,2,6,5,2,6,1,5,0,0,0,0,0,0,0,0,0,0,1,0,Ｙａｈｏｏ！路線情報,1,3,,,,,1,0,0,0,1,0,混雑時に高くなる時間帯別料金の導入,,,,,,1,2,1
12395221,2020/11/7 20:12,1,38,6,12,3,3,5,1,1,1,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,1,8,,3,,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,1,1,0,0,,2,2,,,,,0,0,0,1,0,0,,3,3,3,3,3,2,2,1
12405959,2020/11/7 13:28,2,39,6,12,3,3,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,20,IT,2,,2,6,6,1,6,1,3,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,0,0,1,,,,,,,5,5,3
12460144,2020/11/7 20:23,1,48,8,14,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,,1,1,20,特許事務所,5,,2,2,2,1,2,1,4,0,1,0,0,0,0,0,0,0,0,1,0,Yahoo乗換案内,1,1,1,1,1,4,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
12476898,2020/11/7 13:43,1,55,10,13,3,5,5,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,,4,4,11,,3,,1,1,1,2,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,1,0,0,0,0,,3,3,3,3,3,5,5,1
12516563,2020/11/6 23:33,1,33,5,11,3,5,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,2,,1,,1,6,6,2,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,,,,,0,0,1,0,0,0,,,,,,,2,1,1
12531408,2020/11/7 19:39,1,41,7,14,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,,4,4,8,,5,,1,3,1,1,2,2,4,1,0,0,0,0,0,0,0,0,1,0,0,,1,2,2,2,3,3,0,0,0,1,0,0,,1,1,1,1,1,3,3,3
12602375,2020/11/7 17:12,1,48,8,11,3,1,4,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,2,,20,公務員,10,,2,2,2,2,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,yahoo乗換案内,1,3,2,2,2,4,1,1,1,1,0,0,,2,2,2,1,2,5,2,1
12629922,2020/11/7 18:13,1,56,10,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,,2,13,,2,,1,4,3,2,4,2,5,1,1,1,0,0,1,1,0,0,0,0,0,,1,1,,,,,0,1,0,0,0,0,,1,1,1,1,1,2,2,1
12678958,2020/11/7 8:08,1,51,9,13,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,1,,1,2,4,2,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,2,4,4,0,1,1,0,0,0,,1,1,2,1,1,2,2,1
12691145,2020/11/7 20:20,1,43,7,14,3,3,4,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,1,,20,コールセンター,3,,2,2,2,2,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0,,3,3,1,1,1,1,1,0,0,0,0,0,,1,2,1,1,1,2,2,1
12726407,2020/11/7 8:47,1,57,10,11,3,4,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,3,,6,,2,5,3,2,5,2,4,1,0,0,0,0,0,0,0,1,0,0,0,,3,3,1,1,1,1,0,0,1,0,0,0,,1,2,2,2,2,4,2,1
12830205,2020/11/7 9:11,1,47,8,12,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,1,0,0,,,1,20,情報サービス,2,,2,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,,3,1,3,3,3,3,0,0,0,0,0,1,,1,1,1,1,1,2,2,1
12869549,2020/11/7 1:34,1,48,8,14,3,4,4,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,2,,4,,6,,2,5,1,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,0,1,0,0,0,0,,1,2,1,1,2,1,2,1
12978296,2020/11/6 23:25,1,52,9,14,3,3,2,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,0,,,,4,,1,,2,4,2,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,,,,,0,1,1,0,0,0,,1,2,1,1,1,5,5,3
13117738,2020/11/7 13:14,2,40,7,14,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,2,,2,6,6,1,6,1,2,1,0,0,0,0,0,0,0,1,0,0,0,,2,1,1,1,1,1,0,0,1,1,0,0,,1,1,1,1,1,1,1,1
13328433,2020/11/6 22:34,2,48,8,13,3,3,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,4,,2,,1,2,2,1,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,2,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,4,2
13338784,2020/11/7 7:18,1,33,5,14,3,3,2,1,1,1,0,0,0,0,1,0,3,2,1,,,,,,,,,,,,,9,,2,,2,6,4,3,6,3,5,1,0,0,0,0,1,0,0,0,1,0,0,,2,3,,,,,0,0,1,0,0,0,,3,3,3,3,1,3,3,2
13350684,2020/11/7 7:32,1,38,6,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,20,IT,1,,2,6,3,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,1,0,0,,1,3,1,2,3,3,3,2
13478939,2020/11/7 14:18,1,33,5,13,3,4,3,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,1,2,,5,,2,6,5,2,6,1,5,0,0,0,0,0,0,1,0,0,0,0,0,,3,3,,,,,0,1,0,1,0,0,,1,3,1,1,3,1,4,1
13479083,2020/11/7 13:05,2,31,5,12,3,5,5,1,1,0,0,0,0,1,0,0,2,1,2,0,1,1,0,0,0,0,0,0,,1,1,9,,2,,2,5,2,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,3,3,0,0,0,0,0,1,,3,1,1,1,3,2,5,3
13527774,2020/11/7 16:28,1,36,6,13,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,11,,9,,2,6,5,2,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,,2,3,3,2,3,4,0,0,0,1,0,0,,1,3,3,2,1,2,4,3
13879406,2020/11/7 8:13,1,50,9,12,3,3,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,1,8,,1,,1,3,2,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,1,1,1,2,0,0,0,1,0,0,,1,1,2,1,1,2,2,1
13894128,2020/11/7 13:34,1,56,10,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,,4,4,20,ビル清掃,11,ビル清掃,2,2,2,2,2,3,4,0,0,1,0,0,0,0,0,0,1,0,0,,1,1,3,3,3,3,0,0,0,0,0,1,,2,2,2,2,2,3,3,1
13897177,2020/11/7 0:17,1,39,6,13,3,1,4,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1,,19,,1,,1,3,2,1,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,,2,2,1,1,3,4,1,0,1,0,0,0,,2,1,2,2,1,2,3,2
14105878,2020/11/7 19:20,1,38,6,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,,,18,,1,,2,5,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,,4,2,,,,,0,0,0,0,0,1,,2,2,2,2,2,2,1,2
14111538,2020/11/7 9:23,1,32,5,11,3,3,5,1,1,1,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,,4,1,2,,5,,1,1,1,2,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,,1,2,1,1,1,2,1,0,1,0,0,0,,2,2,1,1,1,1,3,2
14193277,2020/11/7 14:38,1,56,10,14,3,3,5,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,1,11,,2,,1,1,1,2,6,2,3,1,0,0,0,0,0,0,0,0,1,0,0,,2,3,4,3,2,4,0,1,0,0,0,0,,1,3,2,1,1,2,3,3
