"ID","地区名","設置場所所在地","設置場所名称","地域防災会名","備考","経度","緯度","分類"
"30","東部","中央２－３９","宮前公園","宮二防災会","　9年度交換　ヨド4.90㎡　※地域外","139.67843598645","35.7009123320153","防災資材倉庫"
"31","東部","東中野１－２２","川添公園","東一東防災会","10年度交換　ヨド3.00㎡　シャッター","139.686292045517","35.7035825903847","防災資材倉庫"
"32","東部","東中野１－１１","氷川公園","氷川防災会","29年度交換　ヨド4.78㎡ 　　　平成23年3月移設","139.683282475503","35.7029660428968","防災資材倉庫"
"33","東部","東中野２－６","上の原公園","上ノ原防災会","27年度交換　ヨド4.78㎡、19年度増設：基準外グランプレステージ1.41㎡","139.681095771631","35.7024931940813","防災資材倉庫"
"34","東部","中野１－４４","城山公園","中野一丁目防災会","26年度交換　ヨド4.78㎡","139.674114601479","35.7040245170894","防災資材倉庫"
"36","東部","中央１－１８","小淀特養ホーム","小淀東防災会","　7年度設置　旧型","139.687407799652","35.7000499267646","防災資材倉庫"
"37","東部","中央１－２０","ゆりの木公園","小淀西防災会","29年度交換　ヨド4.78㎡","139.686578301197","35.6987254183302","防災資材倉庫"
"38","東部","東中野２－３４","高根公園","高根防災会","30年度交換　ヨド4.90㎡　13年度高根広場より移設","139.678374430121","35.7059708166787","防災資材倉庫"
"39","鍋横","本町５－２８","本五ふれあい公園","千代田町防災会","　7年度設置　旧型　大型化の必要あり　22年度5月移設","139.670410513748","35.692446595649","防災資材倉庫"
"41","鍋横","本町４－２７","中野本郷小学校","宮里防災会","　8年度交換　ヨド4.78㎡","139.671082041687","35.6948091293416","防災資材倉庫"
"42","鍋横","本町６－３９","西町公園","西町防災会","　9年度交換　ヨド4.78㎡","139.661868839337","35.6954499131927","防災資材倉庫"
"43","鍋横","本町４－６","本四公園","鍋横防災会","30年度交換　ヨド4.78㎡","139.672794647119","35.697046439283","防災資材倉庫"
"45","鍋横","本町６－１５","杉山公園","新中野防災会","26年度交換　ヨド4.78㎡","139.667086287947","35.6967601520043","防災資材倉庫"
"47","鍋横","中央５－２７","中央西公園","本六防災会","10年度交換　ヨド4.78㎡","139.66335569803","35.6991459615486","防災資材倉庫"
"49","桃園","中央４－３５","上町防災広場","上町町会地域防災会","27年度交換　ヨド4.78㎡","139.669937165874","35.7008288514031","防災資材倉庫"
"50","桃園","中央３－１７","仲町公園","仲町町会防災会","　8年度交換　ヨド4.90㎡","139.673960579546","35.7008477284802","防災資材倉庫"
"51","桃園","中野３－２０","囲桃園公園","桃園町会防災会","27年度交換　ヨド4.78㎡","139.662149901855","35.7033300234744","防災資材倉庫"
"53","桃園","中野３－２９","宮桃防災広場","宮桃防災会","　8年度交換　ヨド4.78㎡","139.664504144054","35.7017413923652","防災資材倉庫"
"54","桃園","中野１－３１","谷戸運動公園","宮三町会防災会","30年度交換　ヨド4.78㎡　※地域外","139.675156064175","35.7023767204888","防災資材倉庫"
"55","桃園","中野２－２１","道路上","南口町会防災会","　8年度交換　ヨド4.78㎡　　再開発中","139.667156889019","35.7037063294837","防災資材倉庫"
"56","桃園","中央５－４２","中央公園","橋場防災会","　9年度交換　ヨド4.78㎡","139.666613954227","35.7006586621081","防災資材倉庫"
"57","桃園","中野４－１５","囲町ひろば","囲町町会防災会","27年度交換　ヨド4.78㎡","139.660202518263","35.7063535447727","防災資材倉庫"
"58","昭和","中野６－２３","文園西公園","文園町会防災会","27年度交換　ヨド4.78㎡","139.674607825094","35.7064530539486","防災資材倉庫"
"59","昭和","中野５－１９","天神小公園","天神自治会防災会","31年度交換　ヨド4.78㎡","139.670868141042","35.7072708467272","防災資材倉庫"
"61","昭和","東中野３－１１","みどり公園","昭一防災会","　9年度交換　15年4月三井住友海上火災保険寮より移設　ヨド4.78㎡","139.682825366937","35.7085681326973","防災資材倉庫"
"62","昭和","中野６－２","さくら公園","昭二防災会","　9年度交換　ヨド4.78㎡、平成19年度増設 4.87㎡","139.677956433166","35.7071711807017","防災資材倉庫"
"63","昭和","中野５－４１","昭三公園","昭三自治会防災会","28年度交換　ヨド4.78㎡","139.668254896346","35.7097393624805","防災資材倉庫"
"65","昭和","中野５－５２","ブロードウェイ屋上","ブロードウェイ共同防火管理協議会","　9年度交換　ヨド4.78㎡","139.66580078775","35.7089491459061","防災資材倉庫"
"66","東中野","東中野５－２３","おたき公園","東中野五丁目小滝防災会","　9年度交換　ヨド4.78㎡","139.692203291543","35.7100121532329","防災資材倉庫"
"67","東中野","東中野４－２５","すみよし公園","東四防災会","　9年度交換　ヨド4.90㎡","139.687382042498","35.7100702544255","防災資材倉庫"
"68","上高田","上高田４－１７","上高田台公園","上高田東町会防災会","27年度交換　ヨド4.78㎡","139.678095745586","35.7129426373216","防災資材倉庫"
"69","上高田","上高田２－３２","こぶし公園","上高田二丁目防災会","31年度交換　ヨド4.78㎡","139.670618511314","35.7124600910073","防災資材倉庫"
"72","上高田","上高田５－２９","上高田北公園","上高田北地域防災会","10年度交換　ヨド4.78㎡","139.675137579911","35.7182016430215","防災資材倉庫"
"73","上高田","上高田３－１０","上高田三丁目公園","上高田三丁目地域防災会","28年度交換　ヨド4.78㎡","139.675426066249","35.7134736572226","防災資材倉庫"
"75","上高田","上高田４－２５","アパート内駐輪場","都営上高田アパート第一自治会防災会","　9年度交換　ヨド4.78㎡","139.67893847983","35.7142392386463","防災資材倉庫"
"76","上高田","上高田４－１７","上高田四丁目団地内","上高田高層団地防災会","10年度交換　ヨド3.00㎡　シャッター","139.677754051454","35.7134861355395","防災資材倉庫"
"78","新井","新井３－１１－４","新井区民活動センター","新井西防災会","　9年度交換　ヨド2.82㎡×2","139.663761584363","35.7141923200463","防災資材倉庫"
"79","新井","新井２－３１","新井南公園","新井南防災会","　8年度交換　ヨド4.78㎡","139.66260060875","35.7109472363928","防災資材倉庫"
"82","新井","新井５－４","新井薬師公園","新井中防災会","26年度交換　ヨド4.78㎡","139.668113271586","35.7146493827589","防災資材倉庫"
"83","江古田","松が丘１－２","松が丘公園","松が丘片山町会防災会","　9年度交換　ヨド4.78㎡","139.671237438666","35.7173272454862","防災資材倉庫"
"86","江古田","江原町１－１５","江原公園","江原町防災会","26年度交換　ヨド4.78㎡","139.674794843473","35.7288098750677","防災資材倉庫"
"88","江古田","江古田２－２１","江古田二丁目公園","旭公民館防災会","31年度交換　ヨド4.78㎡","139.664922911911","35.7262628353298","防災資材倉庫"
"90","江古田","江原町１－２６","住宅内空地","江古田住宅自治会地域防災会","　9年度交換　ヨド4.78㎡","139.671674971955","35.7282728500967","防災資材倉庫"
"91","江古田","松が丘１－３０","パシフィック中野南側","パシフィック中野防災会","11年度交換","139.672853899166","35.7198593671991","防災資材倉庫"
"92","沼袋","沼袋１－１９","沼袋公園","沼袋町会防災本部","30年度交換　ヨド4.78㎡","139.668681278713","35.7198178194215","防災資材倉庫"
"94","沼袋","沼袋３－１４","沼袋西公園","沼袋親和会防災本部","31年度交換　ヨド4.78㎡","139.659034595601","35.7166563671312","防災資材倉庫"
"96","沼袋","沼袋２－４０","丸山塚公園","江古田四丁目町会防災本部","30年度交換　ヨド4.78㎡","139.662872269115","35.7233521134401","防災資材倉庫"
"99","野方","野方４－３６","野方第一公園","野方北町会防災本部","26年度交換　ヨド4.78㎡","139.6565428799","35.7204923469902","防災資材倉庫"
"100","野方","野方５－２８","くるみ公園","野方南自治会防災部","　9年度交換　ヨド4.55㎡","139.653356245298","35.7195083906713","防災資材倉庫"
"102","野方","野方１－３２","野方一丁目公園","野方一丁目南町会防災本部","26年度交換　ヨド4.78㎡","139.656948486981","35.710307310191","防災資材倉庫"
"103","野方","野方１－１３","区営野方一丁目団地","野方東町会防災本部","　7年度設置　旧型","139.659410507816","35.7126075480583","防災資材倉庫"
"105","野方","野方２－６１","たんぽぽ公園","野方二丁目町会防災会","31年度交換　ヨド4.78㎡","139.654486271067","35.7145383400247","防災資材倉庫"
"107","野方","丸山２－２３","丸山公園","丸山町会地域防災会","29年度交換　ヨド4.78㎡","139.650803523075","35.7239004442682","防災資材倉庫"
"109","大和","野方１－３８","もみの木公園","大和東防災会","　9年度交換　ヨド4.41㎡","139.654925977492","35.7095390273883","防災資材倉庫"
"112","大和","大和町３－１６","大和町三丁目防災広場","大和町西部自治会特別防災部","27年度交換　ヨド4.78㎡","139.647476478594","35.7116780728704","防災資材倉庫"
"113","大和","大和町２－４５","大和北公園","大和町北協和会防災会","10年度交換　ヨド4.78㎡","139.648345976662","35.7145307094223","防災資材倉庫"
"115","大和","大和町１－２１","啓明公園","大和町中町会特別防災部","28年度交換　ヨド4.78㎡","139.652967552442","35.7117304194093","防災資材倉庫"
"116","大和","大和町１－５４","大和花公園","大和町一和町会防災会","31年度交換　ヨド4.78㎡","139.649971752522","35.7117495535815","防災資材倉庫"
"117","鷺宮","若宮１－４２","みつわ公園","若宮一丁目町会防災会","　9年度交換　ヨド4.78㎡","139.647495554889","35.7189833767162","防災資材倉庫"
"118","鷺宮","若宮２－４８","鷺南公園","鷺南防災会","30年度交換　ヨド4.78㎡","139.642822117371","35.7183445390604","防災資材倉庫"
"119","鷺宮","若宮３－５","かせい公園","若宮三丁目町会地域内防災会","28年度交換　ヨド4.78㎡","139.646320021449","35.7206773062479","防災資材倉庫"
"121","鷺宮","白鷺１－４","都営住宅公園内","鷺宮都営住宅防災会","　9年度交換　ヨド4.78㎡","139.638253420444","35.717383827816","防災資材倉庫"
"122","鷺宮","白鷺２－６","白鷺二丁目防災広場","白鷺町会防災会","29度交換　ヨド4.78㎡","139.635334831848","35.717469461548","防災資材倉庫"
"123","鷺宮","鷺宮３－４０","鷺宮児童遊園","鷺宮三丁目町会防災会","28年度交換　ヨド4.78㎡","139.641890011067","35.724578073197","防災資材倉庫"
"125","鷺宮","鷺宮５－１１","区立若葉公園","鷺宮四丁目町会防災会","R3.3.9旧第八中の建替工事により移設。10年度交換　ヨド3.00㎡　シャッター","139.631681815702","35.725188261378","防災資材倉庫"
"126","鷺宮","白鷺３－１５","西中野児童遊園","白鷺三丁目防災会","29年度交換　ヨド4.78㎡","139.630180660354","35.7223233375095","防災資材倉庫"
"127","鷺宮","若宮３－５７","都営住宅内","都営若宮三丁目アパート自治会防災会","11年度交換　ヨド4.78㎡","139.640184817938","35.7201127944201","防災資材倉庫"
"129","鷺宮","白鷺１－１２","住宅敷地内","都営白鷺一丁目第四アパート自治会防災会","　9年度交換　ヨド4.78㎡","139.638929495338","35.7190888749658","防災資材倉庫"
"130","鷺宮","白鷺２－１３","白鷺ハイム敷地内","白鷺ハイム防災会","10年度交換　ヨド4.78㎡","139.632663547474","35.7174128919378","防災資材倉庫"
"131","鷺宮","鷺宮６－２５","都営住宅集会室東側","鷺宮六丁目南部防災会","　9年度交換　ヨド4.78㎡","139.630223883347","35.725483312109","防災資材倉庫"
"132","鷺宮","鷺宮６－３１","西鷺公園","鷺宮六丁目町会防災会","10年度交換　ヨド3.00㎡　シャッター","139.626125277245","35.7267178454631","防災資材倉庫"
"133","鷺宮","大和町４－５１","みはと公園","都営大和町四丁目アパート防災会","29年度交換　ヨド4.78㎡","139.642091153488","35.716137637808","防災資材倉庫"
"135","上鷺宮","上鷺宮２－１８","上鷺東公園","北鷺町会防災会","31年度交換　ヨド4.78㎡","139.634875961509","35.729616927163","防災資材倉庫"
"137","上鷺宮","上鷺宮４－１３","風の子広場","上鷺宮四丁目地域防災会","　8年度交換　ヨド4.90㎡","139.628246075137","35.7341880684383","防災資材倉庫"
"138","上鷺宮","上鷺宮５－８","北中野公園","上鷺宮五丁目町会防災会","26年度交換　ヨド4.78㎡","139.627356716765","35.7286861339067","防災資材倉庫"
"139","上鷺宮","上鷺宮２－４","都営上鷺宮二丁目アパート","都営上鷺宮二丁目アパート自治会防災会","13年度新設　イナバ4.70㎡","139.634925704241","35.727003360047","防災資材倉庫"
"48","鍋横","本町６－３０","本六公園","本六防災会","27年度交換　ヨド4.78㎡","139.663690060448","35.6961261754567","防災資材倉庫"
"27","東部","中央２－５２","ひまわり公園","本三宮前防災会","10年度交換　ヨド3.00㎡　シャッター","139.675646757236","35.6995841843543","防災資材倉庫"
"46","鍋横","中央４－７","追分公園","新中野防災会","31年度交換　ヨド4.78㎡","139.668690345545","35.6980172075619","防災資材倉庫"
"44","鍋横","中央４－８","鍋横防災広場","鍋横防災会","29年度交換　ヨド4.78㎡","139.669305357555","35.698630727864","防災資材倉庫"
"10","南中野","南台４－３７","南台さくら公園","南台四丁目西町会防災会","28年度交換　ヨド4.78㎡","139.665968836562","35.6798115003682","防災資材倉庫"
"60","昭和","中野５－３４","あじさい公園","打越町会防災会","10年度交換　ヨド4.78㎡","139.667949242341","35.7071521072556","防災資材倉庫"
"64","昭和","東中野３－２２","桜山公園","桜山町会防災会","　9年度交換　ヨド4.90㎡","139.679883260983","35.7071721488997","防災資材倉庫"
"106","野方","野方１－５７","こまどり公園","野方二丁目町会防災会","　9年度交換　ヨド4.78㎡","139.655005258576","35.7119009256686","防災資材倉庫"
"111","大和","大和町４－１４","大和西児童遊園","大和町西部自治会特別防災部","10年度交換　ヨド4.78㎡","139.646516032514","35.7143182945055","防災資材倉庫"
"110","大和","大和町４－５０","西大和公園","大和町西部自治会特別防災部","10年度交換　ヨド4.78㎡","139.643572746995","35.7147600693981","防災資材倉庫"
"114","大和","大和町２－８","大和公園","大和町北協和会防災会","　8年度交換　ヨド4.78㎡","139.651600775566","35.7156195604071","防災資材倉庫"
"71","上高田","上高田１－４３","上一こなら公園","上高田一丁目防災会","31年度交換　ヨド4.90㎡","139.674236682377","35.7112749407709","防災資材倉庫"
"70","上高田","上高田２－８","上高田二丁目公園","上高田二丁目防災会","29年度交換　ヨド4.78㎡","139.673121524559","35.7106210846412","防災資材倉庫"
"120","鷺宮","若宮３－４２","若宮防災広場","若宮三丁目町会地域内防災会","　7年度交換　イナバ5.46㎡","139.645302950507","35.7185007243303","防災資材倉庫"
"84","江古田","松が丘２－３５","江古田公園","松が丘片山町会防災会","10年度交換　ヨド4.78㎡","139.671404110662","35.7227483504596","防災資材倉庫"
"87","江古田","江原町３－１７","こぐま公園","江原町防災会","10年度交換　ヨド4.78㎡","139.673424535399","35.7316337278452","防災資材倉庫"
"85","江古田","江古田１－３","みずのとう公園","江古田一丁目地域防災会","10年度交換　ヨド5.43㎡","139.67462324699","35.7243985261745","防災資材倉庫"
"2","南中野","弥生町４－３６","弥生福祉作業所","神明本三地域防災会","10年度交換　ヨド4.90㎡","139.670801607507","35.6899452547884","防災資材倉庫"
"29","東部","中央２－２２","中央二丁目都営アパート","宮一防災会","　9年度交換　ヨド4.78㎡　旧中央二丁目アパート防災会所属","139.680932138286","35.7006400829998","防災資材倉庫"
"35","東部","中野１－４４","城山公園","中野一丁目防災会","29年度交換　ヨド4.78㎡","139.674171865199","35.7040260997049","防災資材倉庫"
"40","鍋横","本町５－４０","愛成会「ふらっと」","千代田町防災会","　9年度新設　ヨド4.78㎡","139.668012708058","35.691866132252","防災資材倉庫"
"52","桃園","中野３－１９","桃が丘さゆり保育園","桃園町会防災会","10年度交換　ヨド4.78㎡","139.661160556071","35.7033115420015","防災資材倉庫"
"74","上高田","上高田４－１８","親交会地域内空き地","上高田親交会防災会","　9年度交換　ヨド4.90㎡","139.679820960756","35.7136180694194","防災資材倉庫"
"77","新井","新井１－１９","新井東公園","新井東防災会","28年度交換　ヨド4.78㎡","139.668359479968","35.7116228592701","防災資材倉庫"
"80","新井","新井５－４","新井薬師公園","新井北防災会","　9年度交換　ヨド4.90㎡","139.668168682705","35.7146569927938","防災資材倉庫"
"81","新井","松が丘１－６－３","中野区清掃事務所","新井北防災会","10年度交換　ヨド4.90㎡　S21・9桃花小学校防災倉庫に転用","139.669585558049","35.717454003949","防災資材倉庫"
"89","江古田","江古田３－９","東福寺","旭公民館防災会","　9年度交換　ヨド4.78㎡","139.667538375066","35.7266468298625","防災資材倉庫"
"93","沼袋","沼袋２－２８","禅定院","沼袋町会防災本部","10年度交換　ヨド4.78㎡","139.664603149547","35.7212942933938","防災資材倉庫"
"95","沼袋","沼袋３－２４","さんかく公園","沼袋親和会防災本部","　9年度新設　ヨド4.78㎡","139.659768536461","35.7192032368117","防災資材倉庫"
"97","沼袋","江古田４－１６","なかよしの森保育園","江古田四丁目町会防災本部","10年度交換　ヨド4.90㎡","139.663507129917","35.7259965288649","防災資材倉庫"
"98","野方","野方６－３５","北原児童館","野方北町会防災本部","10年度交換　ヨド4.12㎡　シャッター","139.650601399662","35.7213913554881","防災資材倉庫"
"101","野方","野方３－６","野方三丁目防災広場","野方南自治会防災部","10年度交換　ヨド4.90㎡","139.656208655951","35.7180090283303","防災資材倉庫"
"104","野方","野方１－１３","区営野方一丁目団地","野方東町会防災本部","10年度増設　ヨド2.82㎡　旧型の補給のため","139.659726637133","35.7126517061835","防災資材倉庫"
"134","鷺宮","白鷺３－３","鷺宮西住宅敷地内","鷺宮西住宅自治会防災会","10年度増設　ヨド4.78㎡","139.634074846335","35.7215132557173","防災資材倉庫"
"108","野方","丸山１－１","緑野中学校（校庭）","丸山町会地域防災会","10年度交換　ヨド4.90㎡     　　　平成24年3月29日移設","139.656061684381","35.7252734163381","防災資材倉庫"
"124","鷺宮","野方６－５３","野方デイサービスセンター","鷺宮三丁目町会防災会","14年度設置　野方デイサービスセンター併設","139.649346816209","35.7235855680619","防災資材倉庫"
"136","上鷺宮","上鷺宮３－９","かみさぎ児童遊園","北鷺町会防災会","26年度交換　ヨド4.78㎡","139.63156271406","35.7342683209298","防災資材倉庫"
"128","鷺宮","白鷺１－１４","住宅敷地内","白鷺一丁目第２アパート防災部","15年5月再設置  ヨド4.78㎡","139.63954008747","35.7206055830948","防災資材倉庫"
"140","南中野","南台２－５１－７","住宅内敷地","南台ヒルズ防災会","データなし","139.669504053701","35.6851847636579","防災資材倉庫"
"141","南中野","南台１－６－１７","住宅内敷地","センチュリー中野南台防災会","25年度交換　ヨド4.78㎡","139.675107161242","35.6864272111848","防災資材倉庫"
