14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,907,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,015",-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,295,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,"2,100",-,210,60,210,60,-,-,"1,560",-,-,-,-,-,-,-,-,"88,123",-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"76,690",-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,315,-,21,砂利・砂,,,,,
22,石材,-,150,-,-,-,-,60,-,-,90,-,-,-,-,-,-,-,-,"5,563",-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,354",-,26,原塩,,,,,
27,非金属鉱物,-,"1,950",-,210,60,210,-,-,-,"1,470",-,-,-,-,-,-,-,-,"3,126",-,27,非金属鉱物,,,,,
金属機械工業品,,30,"1,627",-,894,573,7,42,-,-,111,120,-,120,-,-,201,195,6,"369,557",224,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,022",-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,129",-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111,105,6,"5,708",-,30,非鉄金属,,,,,
31,金属製品,-,280,-,265,15,-,-,-,-,-,30,-,30,-,-,-,-,-,"46,160",60,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,241",-,32,鉄道車両,,,,,
33,完成自動車,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,527",-,33,完成自動車,,,,,
34,その他輸送用車両,-,15,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,891",-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,738",-,35,二輪自動車,,,,,
36,自動車部品,-,110,-,-,110,-,-,-,-,-,-,-,-,-,-,-,-,-,"86,077",13,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,560",-,37,その他輸送機械,,,,,
38,産業機械,-,480,-,62,328,7,32,-,-,51,30,-,30,-,-,90,90,-,"114,525",-,38,産業機械,,,,,
39,電気機械,-,732,-,567,105,-,-,-,-,60,-,-,-,-,-,-,-,-,"41,374",108,39,電気機械,,,,,
40,測量・光学・医療用機械,-,10,-,-,-,-,10,-,-,-,60,-,60,-,-,-,-,-,"19,671",43,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,566,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,368",-,42,その他機械,,,,,
化学工業品,,-,"4,534",-,49,862,-,269,36,-,"3,318",195,90,105,-,-,30,15,15,"330,064",262,化学工業品,,,,,,
43,陶磁器,-,36,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,"7,928",-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,102",-,44,セメント,,,,,
45,ガラス類,-,573,-,-,543,-,-,-,-,30,-,-,-,-,-,-,-,-,"13,092",-,45,ガラス類,,,,,
46,窯業品,-,6,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,"24,204",-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,045",-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,594",-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,-,54,石炭製品,,,,,
55,化学薬品,-,"2,895",-,-,-,-,-,-,-,"2,895",-,-,-,-,-,30,15,15,"72,009",210,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,311",30,56,化学肥料,,,,,
57,その他化学工業品,-,"1,024",-,49,313,-,269,-,-,393,195,90,105,-,-,-,-,-,"197,414",22,57,その他化学工業品,,,,,
軽工業品,,22,"8,272",-,348,171,60,"2,854","3,188",780,871,-,-,-,30,30,-,-,-,"666,009",753,軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"55,291",615,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,38,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,683,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,41,-,23,-,-,18,-,-,-,-,-,-,-,-,-,-,-,"12,997",-,60,その他繊維工業品,,,,,
61,砂糖,-,393,-,75,-,-,318,-,-,-,-,-,-,-,-,-,-,-,"12,873",-,61,砂糖,,,,,
62,製造食品,-,"7,170",-,178,145,60,"2,496","2,700",780,811,-,-,-,30,30,-,-,-,"246,894",108,62,製造食品,,,,,
63,飲料,22,605,-,47,26,-,22,450,-,60,-,-,-,-,-,-,-,-,"230,830",-,63,飲料,,,,,
64,水,-,25,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"38,691",30,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,824",-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"54,926",-,66,その他食料工業品,,,,,
雑工業品,,-,"1,156",-,148,852,3,79,-,30,44,-,-,-,-,-,-,-,-,"347,422",502,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,440",-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,218,-,77,15,3,79,-,-,44,-,-,-,-,-,-,-,-,"31,371",-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,807",-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,481,-,59,392,-,-,-,30,-,-,-,-,-,-,-,-,-,"79,842",425,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,841",-,71,その他日用品,,,,,
72,ゴム製品,-,445,-,-,445,-,-,-,-,-,-,-,-,-,-,-,-,-,"48,520",-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"117,756",30,73,木製品,,,,,
74,その他製造工業品,-,12,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,845",47,74,その他製造工業品,,,,,
特殊品,,-,"1,045",-,"1,000",45,-,-,-,-,-,525,-,525,-,-,15,15,-,"53,291",265,特殊品,,,,,,
75,金属くず,-,970,-,970,-,-,-,-,-,-,15,-,15,-,-,15,15,-,"2,377",-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,510,-,510,-,-,-,-,-,"3,006",-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,992",-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,45,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,"21,924",-,80,輸送用容器,,,,,
81,取合せ品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,992",265,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
