16,その他林産品,-,-,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,75,75,"1,088",-,-,893,-,-,-,-,195,-,31,-,21,-,10,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,260,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,75,75,828,-,-,633,-,-,-,-,195,-,31,-,21,-,10,-,-,27,非金属鉱物,,,,,
金属機械工業品,,707,"101,219","101,219","196,529","4,061",275,"174,457",218,308,13,275,"5,420","11,502","93,273",291,"42,082","2,829",346,171,"3,852",金属機械工業品,,,,,,
28,鉄鋼,-,3,3,829,-,-,829,-,-,-,-,-,-,11,-,8,3,-,-,-,28,鉄鋼,,,,,
29,鋼材,4,"2,895","2,895","14,852","2,267",-,"6,444",-,-,-,-,"4,651","1,490","5,510",-,"1,045","1,305",-,165,161,29,鋼材,,,,,
30,非鉄金属,5,"1,039","1,039","1,185",854,1,178,3,-,-,-,145,4,"3,447",-,"1,599",243,5,-,-,30,非鉄金属,,,,,
31,金属製品,18,"12,889","12,889","8,326",274,2,"7,389",210,308,-,5,42,96,"33,069",11,"5,013",131,6,-,-,31,金属製品,,,,,
32,鉄道車両,-,1,1,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,426,426,"32,861",-,-,"32,861",-,-,-,-,-,-,"1,050",-,960,45,-,-,45,33,完成自動車,,,,,
34,その他輸送用車両,-,24,24,64,-,-,64,-,-,-,-,-,-,37,-,8,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,11,"4,881","4,881","74,527",37,-,"74,207",-,-,-,11,65,207,"4,482",-,"2,456",-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,625,625,155,-,-,155,-,-,-,-,-,-,717,30,27,-,270,-,-,37,その他輸送機械,,,,,
38,産業機械,588,"43,513","43,513","51,195",392,262,"42,500",4,-,-,2,439,"7,596","27,334",30,"16,723",260,65,-,"3,545",38,産業機械,,,,,
39,電気機械,33,"25,084","25,084","6,030",197,9,"4,925",1,-,13,257,43,585,"15,717",45,"13,328",534,-,6,-,39,電気機械,,,,,
40,測量・光学・医療用機械,16,"5,018","5,018","6,198",40,-,"4,601",-,-,-,-,35,"1,522",958,175,304,308,-,-,15,40,測量・光学・医療用機械,,,,,
41,事務用機器,32,"3,971","3,971",266,-,-,266,-,-,-,-,-,-,542,-,242,-,-,-,86,41,事務用機器,,,,,
42,その他機械,-,850,850,37,-,1,34,-,-,-,-,-,2,397,-,367,-,-,-,-,42,その他機械,,,,,
化学工業品,,"2,502","46,829","46,829","59,319","5,014",251,"50,301",458,-,-,453,"2,436",406,"37,792","2,119","18,689","1,026",895,-,"1,961",化学工業品,,,,,,
43,陶磁器,-,413,413,-,-,-,-,-,-,-,-,-,-,360,-,-,-,150,-,-,43,陶磁器,,,,,
44,セメント,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,"2,000","2,000",115,15,-,98,2,-,-,-,-,-,"7,478",-,161,-,-,-,-,45,ガラス類,,,,,
46,窯業品,55,179,179,"1,380",-,-,"1,302",-,-,-,-,-,78,"1,878",-,865,55,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,114,114,530,195,-,335,-,-,-,-,-,-,47,-,17,30,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,645,41,41,180,-,-,180,-,-,-,-,-,-,13,-,13,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,709,"9,705","9,705","8,176","1,002",30,"7,047",-,-,-,-,97,-,"3,090",342,"2,172",35,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,15,15,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"1,083","34,317","34,317","48,936","3,800",221,"41,339",456,-,-,453,"2,339",328,"24,926","1,777","15,461",906,745,-,"1,961",57,その他化学工業品,,,,,
軽工業品,,"1,012","31,721","31,721","13,196",221,514,"8,284",-,-,-,-,-,"4,177","8,957",88,"3,153",181,288,-,393,軽工業品,,,,,,
58,紙・パルプ,872,"4,945","4,945","6,495",141,355,"1,886",-,-,-,-,-,"4,113","3,388",-,"1,032",24,123,-,220,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,9,9,96,15,1,80,-,-,-,-,-,-,577,-,-,157,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,43,809,809,"3,824",41,1,"3,780",-,-,-,-,-,2,"1,376",88,920,-,153,-,173,60,その他繊維工業品,,,,,
61,砂糖,-,13,13,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,84,"22,351","22,351","2,486",21,157,"2,246",-,-,-,-,-,62,"3,240",-,"1,102",-,12,-,-,62,製造食品,,,,,
63,飲料,13,"2,696","2,696",97,-,-,97,-,-,-,-,-,-,184,-,57,-,-,-,-,63,飲料,,,,,
64,水,-,868,868,195,-,-,195,-,-,-,-,-,-,192,-,42,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,404,"25,967","25,967","11,197",841,18,"10,209",21,-,-,29,30,49,"47,517",78,"39,789",911,128,-,476,雑工業品,,,,,,
67,がん具,-,306,306,18,-,-,17,-,-,-,1,-,-,345,-,213,42,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,14,"2,496","2,496",701,88,1,597,15,-,-,-,-,-,"28,378",-,"28,099",30,23,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,14,"4,428","4,428",795,187,6,572,-,-,-,-,-,30,"2,641",78,914,26,-,-,122,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,"2,872","2,872",583,1,2,579,1,-,-,-,-,-,"5,222",-,"3,334",144,60,-,-,70,家具装備品,,,,,
71,その他日用品,132,"6,793","6,793","2,124",5,-,"2,091",-,-,-,28,-,-,"4,815",-,"4,297",159,-,-,354,71,その他日用品,,,,,
72,ゴム製品,242,"1,426","1,426","2,551",502,-,"2,014",5,-,-,-,30,-,"5,670",-,"2,824",394,5,-,-,72,ゴム製品,,,,,
73,木製品,-,89,89,94,16,-,73,-,-,-,-,-,5,173,-,6,81,17,-,-,73,木製品,,,,,
74,その他製造工業品,2,"7,557","7,557","4,331",42,9,"4,266",-,-,-,-,-,14,273,-,102,35,23,-,-,74,その他製造工業品,,,,,
特殊品,,"1,448","8,387","8,387","125,997","13,200","6,692","31,863",-,-,15,"3,412","70,425",390,"34,676","4,428","9,612","1,000","10,378",-,528,特殊品,,,,,,
75,金属くず,-,231,231,"1,280",-,-,"1,010",-,-,-,90,-,180,"2,451","1,890",117,-,420,-,-,75,金属くず,,,,,
76,再利用資材,880,"1,541","1,541","102,353","2,940",-,"25,554",-,-,-,"3,314","70,425",120,"3,933","2,408",150,-,60,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,45,45,75,-,-,60,-,-,15,-,-,-,15,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,55,"2,478","2,478","19,227","9,114","6,690","3,326",-,-,-,7,-,90,"24,268",-,"7,117",181,"9,891",-,528,80,輸送用容器,,,,,
81,取合せ品,513,"4,092","4,092","3,062","1,146",2,"1,913",-,-,-,1,-,-,"4,009",130,"2,228",819,7,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
