化学工業品,,-,-,"8,690","4,030",-,"4,660",-,"169,369","169,369","445,449","312,141","3,875","34,275","273,991",-,"5,373",-,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,"169,369","169,369","374,311","277,841",-,"3,850","273,991",-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,"8,483","4,610",-,"4,610",-,-,"3,873",-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,"4,030","4,030",-,-,-,-,-,"1,460",335,-,335,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,15,15,-,15,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,150,150,-,150,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,"5,375","3,875","3,875",-,-,-,"1,500",-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,20,20,-,20,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,"4,635",-,-,"4,635",-,-,-,"1,760","1,710",-,"1,710",-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,"1,755","1,745",-,"1,745",-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,-,25,-,-,25,-,-,-,"52,120","21,840",-,"21,840",-,-,-,-,-,57,その他化学工業品,,,,,
軽工業品,,-,-,"178,108",-,"175,318","2,790",-,-,-,"461,610","219,475",-,"219,475",-,-,"31,030",-,"31,030",軽工業品,,,,,,
58,紙・パルプ,-,-,"176,228",-,"175,318",910,-,-,-,"223,866","56,135",-,"56,135",-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,90,-,-,90,-,-,-,30,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,20,-,-,20,-,-,-,"1,615","1,375",-,"1,375",-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,-,"1,530",-,-,"1,530",-,-,-,"71,125","58,745",-,"58,745",-,-,-,-,-,62,製造食品,,,,,
63,飲料,-,-,120,-,-,120,-,-,-,"111,254","80,720",-,"80,720",-,-,-,-,-,63,飲料,,,,,
64,水,-,-,100,-,-,100,-,-,-,"15,805","15,615",-,"15,615",-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,20,-,-,20,-,-,-,"6,685","6,685",-,"6,685",-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,"31,230",200,-,200,-,-,"31,030",-,"31,030",66,その他食料工業品,,,,,
雑工業品,,-,-,"1,245",-,-,"1,245",-,-,-,"46,675","22,530",-,"22,530",-,-,-,-,-,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,5,5,-,5,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,50,50,-,50,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,-,50,10,-,10,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,10,-,-,10,-,-,-,"7,280","7,280",-,"7,280",-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,-,820,-,-,820,-,-,-,"21,415","3,250",-,"3,250",-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,-,-,30,-,-,30,-,-,-,"10,670","4,890",-,"4,890",-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,210,190,-,190,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,-,385,-,-,385,-,-,-,"6,995","6,855",-,"6,855",-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,"1,000",-,"1,205",-,-,"1,205",-,-,-,"1,346,883","1,106,955","6,312","90,579","1,010,064",-,205,205,-,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,"1,195",540,-,540,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,"1,780",160,-,160,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,20,-,-,20,-,-,-,"1,650","1,610",-,"1,610",-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,285,-,-,285,-,-,-,105,105,-,105,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,10,10,-,10,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,870,-,-,870,-,-,-,"66,414","63,945",-,"63,945",-,-,-,-,-,80,輸送用容器,,,,,
81,取合せ品,"1,000",-,30,-,-,30,-,-,-,"1,275,729","1,040,585","6,312","24,209","1,010,064",-,205,205,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
