68,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,375,325,50,68,衣服・身廻品・はきもの,,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,10,50,69,文房具・運動娯楽用品・楽器,,,,,,
70,家具装備品,-,-,-,56,-,56,56,-,56,-,-,-,-,-,-,"9,335","1,935","7,400",70,家具装備品,,,,,,
71,その他日用品,"3,885","2,901",984,-,-,-,-,-,-,-,-,-,43,43,-,"58,600","46,775","11,825",71,その他日用品,,,,,,
72,ゴム製品,-,-,-,-,-,-,-,-,-,-,-,-,8,8,-,"20,990","10,030","10,960",72,ゴム製品,,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,366,364,2,"1,060",850,210,73,木製品,,,,,,
74,その他製造工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"38,670","29,235","9,435",74,その他製造工業品,,,,,,
特殊品,,"43,852","30,230","13,622","1,084,114","820,496","263,618",-,-,-,"1,084,114","820,496","263,618","7,417",158,"7,259","3,191,793","1,911,759","1,280,034",特殊品,,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,"2,756",-,"2,756","1,550",390,"1,160",75,金属くず,,,,,,
76,再利用資材,18,-,18,"143,720","143,720",-,-,-,-,"143,720","143,720",-,"2,737",-,"2,737","8,918","7,138","1,780",76,再利用資材,,,,,,
77,動植物性製造飼肥料,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,700","7,010","1,690",77,動植物性製造飼肥料,,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,254,-,254,"1,050",560,490,78,廃棄物,,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,90,-,90,50,40,10,79,廃土砂,,,,,,
80,輸送用容器,"1,364","1,364",-,-,-,-,-,-,-,-,-,-,"1,429",7,"1,422","97,642","31,395","66,247",80,輸送用容器,,,,,,
81,取合せ品,"42,469","28,865","13,604","940,394","676,776","263,618",-,-,-,"940,394","676,776","263,618",151,151,-,"3,073,883","1,865,226","1,208,657",81,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
