23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,"5,052",-,"5,052",45,-,-,-,-,45,-,45,-,-,-,"2,020","2,000","2,000",27,非金属鉱物,,,,,
金属機械工業品,,"126,580","84,132","1,719","82,413","360,497","356,025","355,905",-,120,"3,782",-,"3,782",-,690,690,729,434,424,金属機械工業品,,,,,,
28,鉄鋼,"1,020",105,-,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,29,-,29,-,-,-,-,-,-,-,-,-,-,-,424,424,424,29,鋼材,,,,,
30,非鉄金属,380,15,-,15,"3,300",-,-,-,-,"3,300",-,"3,300",-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,"1,870",96,-,96,422,330,210,-,120,92,-,92,-,-,-,140,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"95,980","73,110",-,"73,110","353,340","353,340","353,340",-,-,-,-,-,-,-,-,5,5,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,540,"3,483",-,"3,483",91,60,60,-,-,31,-,31,-,-,-,55,-,-,36,自動車部品,,,,,
37,その他輸送機械,"24,280","3,870",-,"3,870","2,250","2,250","2,250",-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,705,-,705,842,15,15,-,-,137,-,137,-,690,690,75,5,-,38,産業機械,,,,,
39,電気機械,974,"1,864","1,282",582,209,-,-,-,-,209,-,209,-,-,-,5,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,844,855,437,418,43,30,30,-,-,13,-,13,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,41,事務用機器,,,,,
42,その他機械,692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,42,その他機械,,,,,
化学工業品,,"1,585",970,-,970,"4,726",60,60,-,-,"4,666",-,"1,833","2,833",-,-,"1,668",60,60,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,"2,833",-,-,-,-,"2,833",-,-,"2,833",-,-,"1,428",-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,382,-,382,446,-,-,-,-,446,-,446,-,-,-,160,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"1,585",588,-,588,"1,447",60,60,-,-,"1,387",-,"1,387",-,-,-,75,60,60,57,その他化学工業品,,,,,
軽工業品,,"2,529","4,520","1,353","3,167","8,617",425,425,-,-,"8,192",-,"8,192",-,-,-,720,80,-,軽工業品,,,,,,
58,紙・パルプ,"1,990",-,-,-,900,120,120,-,-,780,-,780,-,-,-,60,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,79,-,79,105,15,15,-,-,90,-,90,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,68,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,245,"3,005","1,353","1,652","4,660",275,275,-,-,"4,385",-,"4,385",-,-,-,405,80,-,62,製造食品,,,,,
63,飲料,-,"1,428",-,"1,428","1,767",-,-,-,-,"1,767",-,"1,767",-,-,-,135,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,"1,185",15,15,-,-,"1,170",-,"1,170",-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,474,"1,180",689,491,"9,130","7,621","7,621",-,-,"1,509",-,"1,509",-,-,-,305,5,-,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,77,39,-,39,60,45,45,-,-,15,-,15,-,-,-,10,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,14,73,73,-,16,16,16,-,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,119,619,609,10,10,-,-,-,-,10,-,10,-,-,-,60,-,-,70,家具装備品,,,,,
71,その他日用品,84,7,7,-,"8,580","7,500","7,500",-,-,"1,080",-,"1,080",-,-,-,35,-,-,71,その他日用品,,,,,
72,ゴム製品,-,-,-,-,30,-,-,-,-,30,-,30,-,-,-,15,-,-,72,ゴム製品,,,,,
73,木製品,-,442,-,442,434,60,60,-,-,374,-,374,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185,5,-,74,その他製造工業品,,,,,
特殊品,,"1,140,248","157,695","73,954","83,741","171,934","139,850","49,710","33,030","57,110","32,084","13,419","18,665",-,-,-,"181,439",75,-,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,"1,300","34,681",-,"34,681",-,-,-,-,-,-,-,-,-,-,-,"2,597",-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,"3,829",-,"3,829",570,-,-,-,-,570,-,570,-,-,-,220,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,"78,775","73,954","4,821","102,359","90,140",-,"33,030","57,110","12,219","12,219",-,-,-,-,"177,883",-,-,79,廃土砂,,,,,
80,輸送用容器,"1,300",963,-,963,240,60,60,-,-,180,-,180,-,-,-,535,10,-,80,輸送用容器,,,,,
81,取合せ品,"1,137,648","39,447",-,"39,447","68,765","49,650","49,650",-,-,"19,115","1,200","17,915",-,-,-,204,65,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
