14,樹脂類,"7,940","3,830","3,830",-,-,"3,830",-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,30,30,30,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,"5,130",515,515,-,-,515,"2,310",-,-,-,-,-,"2,310",-,-,"2,310",-,-,16,その他林産品,,,,,
17,薪炭,210,210,210,-,-,210,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"99,655","3,983","3,983",-,-,"3,983","14,966",-,-,-,-,-,"6,239","4,259","1,980",-,"8,727","1,925",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,"1,950",75,75,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"31,026",838,838,-,-,838,"8,241",-,-,-,-,-,"6,239","4,259","1,980",-,"2,002",-,21,砂利・砂,,,,,
22,石材,"11,373","1,050","1,050",-,-,"1,050",-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,800,710,710,-,-,710,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"54,486","1,310","1,310",-,-,"1,310","6,725",-,-,-,-,-,-,-,-,-,"6,725","1,925",27,非金属鉱物,,,,,
金属機械工業品,,"8,282,305","373,757","373,757",-,"41,330","332,427","117,132","3,980","3,980","1,391","1,391",-,"111,761",-,-,"111,761",-,-,金属機械工業品,,,,,,
28,鉄鋼,"2,610",575,575,-,-,575,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,"51,925","2,815","2,815",-,-,"2,815",-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,"9,659",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,"41,692","11,185","11,185",-,-,"11,185",-,-,-,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"7,780,084","323,552","323,552",-,"28,220","295,332","86,720",-,-,-,-,-,"86,720",-,-,"86,720",-,-,33,完成自動車,,,,,
34,その他輸送用車両,"9,162",112,112,-,-,112,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"23,252","7,200","7,200",-,-,"7,200",420,-,-,-,-,-,420,-,-,420,-,-,36,自動車部品,,,,,
37,その他輸送機械,"87,482","19,331","19,331",-,"13,110","6,221","3,870",-,-,-,-,-,"3,870",-,-,"3,870",-,-,37,その他輸送機械,,,,,
38,産業機械,"139,783","2,856","2,856",-,-,"2,856",-,-,-,-,-,-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,"46,256","2,435","2,435",-,-,"2,435","10,614",915,915,"1,242","1,242",-,"8,457",-,-,"8,457",-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"30,370",5,5,-,-,5,"15,508","3,065","3,065",149,149,-,"12,294",-,-,"12,294",-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"44,093","1,615","1,615",-,-,"1,615",-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,"15,777","2,076","2,076",-,-,"2,076",-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"490,438","67,379","67,379",-,90,"67,289","9,874","2,467","2,467",130,130,-,"3,057",-,"2,013","1,044","4,220",220,化学工業品,,,,,,
43,陶磁器,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,"33,339",680,680,-,-,680,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,"12,443","10,905","10,905",-,-,"10,905",-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,"35,342","1,095","1,095",-,-,"1,095","8,013","2,000","2,000",-,-,-,"2,013",-,"2,013",-,"4,000",-,46,窯業品,,,,,
47,重油,"229,859",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,"20,301","8,445","8,445",-,-,"8,445",-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,"6,605",60,60,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,"6,550","2,335","2,335",-,-,"2,335",-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,"15,513",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"43,072","37,624","37,624",-,-,"37,624",-,-,-,-,-,-,-,-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,"3,355","1,725","1,725",-,-,"1,725",-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"83,064","4,510","4,510",-,90,"4,420","1,861",467,467,130,130,-,"1,044",-,-,"1,044",220,220,57,その他化学工業品,,,,,
軽工業品,,"781,732","284,194","284,194",-,30,"284,164","9,914","1,240","1,240","2,049","2,049",-,"6,625",-,-,"6,625",-,-,軽工業品,,,,,,
58,紙・パルプ,"193,902","122,529","122,529",-,30,"122,499",-,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,194,10,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,"2,000",905,905,-,-,905,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,"13,121","3,305","3,305",-,-,"3,305",-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"188,730","41,045","41,045",-,-,"41,045","6,889","1,240","1,240","2,049","2,049",-,"3,600",-,-,"3,600",-,-,62,製造食品,,,,,
63,飲料,"268,918","108,890","108,890",-,-,"108,890",-,-,-,-,-,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,"51,307",490,490,-,-,490,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,"8,415","5,110","5,110",-,-,"5,110",-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,"55,145","1,910","1,910",-,-,"1,910","3,025",-,-,-,-,-,"3,025",-,-,"3,025",-,-,66,その他食料工業品,,,,,
雑工業品,,"374,134","166,912","166,912",-,-,"166,912","13,287",682,682,926,835,91,"11,679",-,-,"11,679",-,-,雑工業品,,,,,,
67,がん具,150,20,20,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"12,304",545,545,-,-,545,"3,281",396,396,36,36,-,"2,849",-,-,"2,849",-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"4,408",70,70,-,-,70,"2,104",168,168,-,-,-,"1,936",-,-,"1,936",-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"21,497","11,380","11,380",-,-,"11,380","3,458",47,47,687,687,-,"2,724",-,-,"2,724",-,-,70,家具装備品,,,,,
71,その他日用品,"231,432","114,391","114,391",-,-,"114,391","2,299",71,71,203,112,91,"2,025",-,-,"2,025",-,-,71,その他日用品,,,,,
72,ゴム製品,"13,571","3,140","3,140",-,-,"3,140",-,-,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,"24,976",970,970,-,-,970,"2,145",-,-,-,-,-,"2,145",-,-,"2,145",-,-,73,木製品,,,,,
74,その他製造工業品,"65,796","36,396","36,396",-,-,"36,396",-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,"4,742,129","761,213","761,213","24,593","120,220","616,400","262,916","2,087","2,087","28,423","5,295","23,128","232,356",-,-,"232,356",50,50,特殊品,,,,,,
75,金属くず,"18,368",555,555,-,-,555,"1,000",-,-,-,-,-,"1,000",-,-,"1,000",-,-,75,金属くず,,,,,
76,再利用資材,"243,405","170,073","170,073","24,593",-,"145,480","12,102",-,-,"12,102",-,"12,102",-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,"64,923","15,095","15,095",-,-,"15,095","19,520","1,370","1,370","5,005","5,005",-,"13,145",-,-,"13,145",-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,"3,575","3,015","3,015",-,-,"3,015",-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,"1,274,566",-,-,-,-,-,"3,824",-,-,"3,824",-,"3,824",-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"80,740","37,805","37,805",-,-,"37,805",-,-,-,-,-,-,-,-,-,-,-,-,80,輸送用容器,,,,,
81,取合せ品,"3,056,552","534,670","534,670",-,"120,220","414,450","226,470",717,717,"7,492",290,"7,202","218,211",-,-,"218,211",50,50,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
