35,二輪自動車,-,2,-,-,"18,842",207,-,-,-,-,-,-,-,-,-,-,-,-,120,-,35,二輪自動車,,,,,
36,自動車部品,57,202,-,-,"340,909","73,952",-,-,-,-,-,-,-,4,-,-,"5,132",-,"43,238",324,36,自動車部品,,,,,
37,その他輸送機械,1,-,-,-,"25,348","1,074",-,-,-,-,-,-,-,-,-,-,-,-,196,-,37,その他輸送機械,,,,,
38,産業機械,66,"8,756",81,-,"274,330","37,312",16,-,-,20,-,-,-,4,30,-,653,444,"28,554","4,423",38,産業機械,,,,,
39,電気機械,183,"4,702",107,-,"85,318","10,151","1,148",-,30,-,-,-,6,-,-,-,"2,622",551,"21,573","1,849",39,電気機械,,,,,
40,測量・光学・医療用機械,204,605,5,-,"26,933","2,892",5,-,-,-,-,-,-,-,-,-,780,-,"5,169",50,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,5,-,-,"3,797",478,-,-,-,-,-,-,-,-,-,-,-,-,698,64,41,事務用機器,,,,,
42,その他機械,-,28,-,-,376,164,-,-,-,-,-,-,-,-,-,-,-,-,154,-,42,その他機械,,,,,
化学工業品,,320,"47,646",116,5,"93,282","18,488",211,-,-,10,-,60,-,-,-,3,"2,043",-,"33,941","7,527",化学工業品,,,,,,
43,陶磁器,-,66,-,-,852,14,-,-,-,-,-,-,-,-,-,-,-,-,"4,534",-,43,陶磁器,,,,,
44,セメント,-,-,-,-,72,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,482,-,-,"4,308","1,126",-,-,-,-,-,-,-,-,-,-,331,-,"1,542",-,45,ガラス類,,,,,
46,窯業品,50,"12,213",-,-,"4,472",722,-,-,-,-,-,-,-,-,-,-,513,-,"5,577",56,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,205,46,-,-,-,-,-,-,-,-,-,-,-,-,473,1,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,284,150,-,-,-,-,-,-,-,-,-,-,-,-,73,10,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,247,"23,228",-,-,"18,454","3,312",-,-,-,-,-,1,-,-,-,-,538,-,"3,241",336,55,化学薬品,,,,,
56,化学肥料,-,60,-,-,240,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,23,"11,597",116,5,"64,395","13,106",211,-,-,10,-,59,-,-,-,3,661,-,"18,501","7,124",57,その他化学工業品,,,,,
軽工業品,,22,"9,438",53,-,"75,655","10,434",-,-,30,-,30,-,-,15,-,-,-,39,"8,173",124,軽工業品,,,,,,
58,紙・パルプ,3,197,-,-,"16,161","5,225",-,-,-,-,-,-,-,-,-,-,-,-,"3,655",2,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,716,16,-,-,-,-,-,-,-,-,-,-,-,-,58,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,17,521,-,-,"8,506",314,-,-,-,-,-,-,-,15,-,-,-,-,"1,291",50,60,その他繊維工業品,,,,,
61,砂糖,-,18,-,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,61,砂糖,,,,,
62,製造食品,2,"5,027",53,-,"39,239","3,682",-,-,-,-,30,-,-,-,-,-,-,39,"3,129",30,62,製造食品,,,,,
63,飲料,-,"3,645",-,-,"10,655","1,197",-,-,-,-,-,-,-,-,-,-,-,-,30,42,63,飲料,,,,,
64,水,-,30,-,-,329,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,66,その他食料工業品,,,,,
雑工業品,,"1,081","5,672",258,-,"175,143","17,878",10,30,5,-,-,63,-,-,-,-,430,308,"28,321","1,475",雑工業品,,,,,,
67,がん具,-,604,4,-,"7,705","1,280",-,-,-,-,-,-,-,-,-,-,-,-,307,13,67,がん具,,,,,
68,衣服・身廻品・はきもの,5,101,12,-,"3,843",916,-,-,5,-,-,45,-,-,-,-,92,6,851,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,2,767,73,-,"12,122","3,699",2,-,-,-,-,-,-,-,-,-,186,61,"2,856",41,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,471,5,-,"4,694","1,673",-,-,-,-,-,-,-,-,-,-,-,-,306,3,70,家具装備品,,,,,
71,その他日用品,25,"3,428",164,-,"19,936","1,960",8,-,-,-,-,-,-,-,-,-,2,-,501,135,71,その他日用品,,,,,
72,ゴム製品,"1,049",164,-,-,"122,198","6,237",-,30,-,-,-,18,-,-,-,-,90,-,"23,076","1,268",72,ゴム製品,,,,,
73,木製品,-,6,-,-,759,20,-,-,-,-,-,-,-,-,-,-,-,-,28,-,73,木製品,,,,,
74,その他製造工業品,-,131,-,-,"3,886","2,093",-,-,-,-,-,-,-,-,-,-,60,241,396,15,74,その他製造工業品,,,,,
特殊品,,54,"5,136",-,-,"15,622","5,653",-,-,-,-,-,43,-,-,-,-,"1,150",47,"9,432",313,特殊品,,,,,,
75,金属くず,-,-,-,-,512,64,-,-,-,-,-,-,-,-,-,-,-,-,57,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,560,-,-,-,-,-,-,-,-,-,-,-,-,"3,242",-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,90,-,-,522,111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,4,"4,896",-,-,"9,713",926,-,-,-,-,-,43,-,-,-,-,574,30,"1,554",294,80,輸送用容器,,,,,
81,取合せ品,50,150,-,-,"4,875","3,992",-,-,-,-,-,-,-,-,-,-,576,17,"4,579",19,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
