16,その他林産品,"9,355",65.8%,"5,183",57.4%,"4,172",76.2%,"1,398",100.0%,53,100.0%,"1,345",100.0%,"7,957",59.8%,"5,130",56.9%,"2,827",64.9%,16,その他林産品,,
17,薪炭,"49,811",99.8%,265,100.0%,"49,546",99.8%,"49,476",100.0%,55,100.0%,"49,421",100.0%,335,73.1%,210,100.0%,125,28.0%,17,薪炭,,
鉱産品,,"5,471,720",6.1%,"123,373",24.4%,"5,348,347",5.7%,"507,252",64.4%,"23,718",100.0%,"483,534",62.6%,"4,964,468",0.1%,"99,655",6.4%,"4,864,813",0.0%,鉱産品,,,
18,石炭,"158,276",30.4%,262,100.0%,"158,014",30.2%,"155,716",30.9%,262,100.0%,"155,454",30.7%,"2,560",-,-,-,"2,560",-,18,石炭,,
19,鉄鉱石,721,100.0%,-,-,721,100.0%,721,100.0%,-,-,721,100.0%,-,-,-,-,-,-,19,鉄鉱石,,
20,金属鉱,"6,841",100.0%,"1,954",100.0%,"4,887",100.0%,"4,891",100.0%,4,100.0%,"4,887",100.0%,"1,950",100.0%,"1,950",100.0%,-,-,20,金属鉱,,
21,砂利・砂,"3,759,666",0.6%,"31,443",5.2%,"3,728,223",0.6%,"20,372",100.0%,417,100.0%,"19,955",100.0%,"3,739,294",0.1%,"31,026",3.9%,"3,708,268",0.0%,21,砂利・砂,,
22,石材,"934,780",11.0%,"17,455",38.5%,"917,325",10.5%,"102,105",100.0%,"6,082",100.0%,"96,023",100.0%,"832,675",0.1%,"11,373",5.7%,"821,302",0.0%,22,石材,,
23,原油,"2,266",100.0%,-,-,"2,266",100.0%,"2,266",100.0%,-,-,"2,266",100.0%,-,-,-,-,-,-,23,原油,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,
25,石灰石,"224,568",0.6%,801,25.1%,"223,767",0.5%,"1,057",100.0%,1,100.0%,"1,056",100.0%,"223,511",0.1%,800,25.0%,"222,711",0.0%,25,石灰石,,
26,原塩,"16,213",76.6%,70,71.4%,"16,143",76.6%,"12,413",100.0%,50,100.0%,"12,363",100.0%,"3,800",-,20,-,"3,780",-,26,原塩,,
27,非金属鉱物,"368,389",37.3%,"71,388",27.1%,"297,001",39.7%,"207,711",64.8%,"16,902",100.0%,"190,809",61.7%,"160,678",1.6%,"54,486",4.5%,"106,192",0.1%,27,非金属鉱物,,
金属機械工業品,,"29,400,657",47.0%,"13,553,802",39.8%,"15,846,855",53.2%,"13,715,155",99.1%,"5,271,497",99.4%,"8,443,658",99.0%,"15,685,502",1.4%,"8,282,305",1.8%,"7,403,197",0.9%,金属機械工業品,,,
28,鉄鋼,"91,463",61.0%,"46,031",55.4%,"45,432",66.7%,"80,478",68.9%,"43,421",58.1%,"37,057",81.6%,"10,985",3.2%,"2,610",10.3%,"8,375",1.0%,28,鉄鋼,,
29,鋼材,"1,534,215",23.7%,"291,492",82.6%,"1,242,723",9.9%,"397,084",91.0%,"239,567",100.0%,"157,517",77.4%,"1,137,131",0.2%,"51,925",2.5%,"1,085,206",0.1%,29,鋼材,,
30,非鉄金属,"304,634",84.9%,"107,176",94.2%,"197,458",79.9%,"258,195",98.8%,"97,517",99.9%,"160,678",98.1%,"46,439",8.0%,"9,659",36.5%,"36,780",0.5%,30,非鉄金属,,
31,金属製品,"1,830,276",96.3%,"349,923",90.9%,"1,480,353",97.6%,"1,754,528",99.4%,"308,231",100.0%,"1,446,297",99.3%,"75,748",25.0%,"41,692",23.4%,"34,056",26.9%,31,金属製品,,
32,鉄道車両,"4,530",100.0%,725,100.0%,"3,805",100.0%,"4,530",100.0%,725,100.0%,"3,805",100.0%,-,-,-,-,-,-,32,鉄道車両,,
33,完成自動車,"13,885,383",1.0%,"7,894,530",1.5%,"5,990,853",0.4%,"139,069",98.4%,"114,446",99.5%,"24,623",93.3%,"13,746,314",0.0%,"7,780,084",0.0%,"5,966,230",0.0%,33,完成自動車,,
34,その他輸送用車両,"114,695",80.9%,"11,853",23.6%,"102,842",87.5%,"103,368",89.6%,"2,691",100.0%,"100,677",89.3%,"11,327",1.3%,"9,162",1.2%,"2,165",1.6%,34,その他輸送用車両,,
35,二輪自動車,"78,961",99.5%,"24,569",99.3%,"54,392",99.6%,"78,602",100.0%,"24,409",100.0%,"54,193",100.0%,359,1.4%,160,-,199,2.5%,35,二輪自動車,,
36,自動車部品,"2,452,282",99.3%,"1,605,810",99.8%,"846,472",98.2%,"2,392,507",100.0%,"1,582,558",100.0%,"809,949",100.0%,"59,775",70.2%,"23,252",88.2%,"36,523",58.8%,36,自動車部品,,
37,その他輸送機械,"643,810",63.2%,"155,502",43.8%,"488,308",69.4%,"407,124",100.0%,"68,020",100.0%,"339,104",100.0%,"236,686",0.0%,"87,482",0.0%,"149,204",0.0%,37,その他輸送機械,,
38,産業機械,"3,497,069",94.7%,"1,952,674",92.6%,"1,544,395",97.5%,"3,313,676",99.7%,"1,812,891",99.5%,"1,500,785",99.9%,"183,393",5.1%,"139,783",2.3%,"43,610",14.0%,38,産業機械,,
39,電気機械,"4,025,406",99.6%,"747,927",98.1%,"3,277,479",99.9%,"3,965,131",100.0%,"701,671",100.0%,"3,263,460",100.0%,"60,275",73.4%,"46,256",70.1%,"14,019",84.2%,39,電気機械,,
40,測量・光学・医療用機械,"633,053",96.6%,"264,922",97.0%,"368,131",96.2%,"589,116",96.7%,"234,552",97.7%,"354,564",96.1%,"43,937",94.0%,"30,370",92.0%,"13,567",98.6%,40,測量・光学・医療用機械,,
41,事務用機器,"240,698",99.3%,"73,244",98.0%,"167,454",99.9%,"195,528",100.0%,"29,151",100.0%,"166,377",100.0%,"45,170",96.2%,"44,093",96.6%,"1,077",81.4%,41,事務用機器,,
42,その他機械,"64,182",76.8%,"27,424",71.9%,"36,758",80.5%,"36,219",100.0%,"11,647",100.0%,"24,572",100.0%,"27,963",46.8%,"15,777",51.2%,"12,186",41.2%,42,その他機械,,
化学工業品,,"13,790,683",43.2%,"2,871,897",85.2%,"10,918,786",32.1%,"5,876,910",99.7%,"2,381,459",100.0%,"3,495,451",99.5%,"7,913,773",1.2%,"490,438",13.6%,"7,423,335",0.4%,化学工業品,,,
43,陶磁器,"152,628",100.0%,"10,486",100.0%,"142,142",100.0%,"152,514",100.0%,"10,392",100.0%,"142,122",100.0%,114,82.5%,94,100.0%,20,-,43,陶磁器,,
44,セメント,"2,481,383",0.7%,"34,049",4.3%,"2,447,334",0.7%,"17,303",100.0%,710,100.0%,"16,593",100.0%,"2,464,080",0.0%,"33,339",2.2%,"2,430,741",0.0%,44,セメント,,
45,ガラス類,"280,272",95.8%,"98,085",88.4%,"182,187",99.8%,"267,417",100.0%,"85,642",100.0%,"181,775",100.0%,"12,855",9.4%,"12,443",9.0%,412,23.5%,45,ガラス類,,
46,窯業品,"409,350",79.8%,"156,110",79.3%,"253,240",80.2%,"322,886",100.0%,"120,768",99.9%,"202,118",100.0%,"86,464",4.7%,"35,342",8.7%,"51,122",1.9%,46,窯業品,,
47,重油,"479,337",-,"229,859",-,"249,478",-,-,-,-,-,-,-,"479,337",-,"229,859",-,"249,478",-,47,重油,,
48,揮発油,"3,130",11.3%,901,-,"2,229",15.9%,354,100.0%,-,-,354,100.0%,"2,776",-,901,-,"1,875",-,48,揮発油,,
49,その他の石油,"4,505,753",1.2%,"50,658",67.4%,"4,455,095",0.4%,"48,989",100.0%,"30,357",100.0%,"18,632",100.0%,"4,456,764",0.1%,"20,301",18.6%,"4,436,463",0.0%,49,その他の石油,,
50,LNG/液化天然ガス,125,100.0%,-,-,125,100.0%,120,100.0%,-,-,120,100.0%,5,100.0%,-,-,5,100.0%,50,LNG/液化天然ガス,,
51,LPG/液化石油ガス,"8,310",50.1%,"6,605",37.3%,"1,705",100.0%,"1,680",100.0%,-,-,"1,680",100.0%,"6,630",37.5%,"6,605",37.3%,25,100.0%,51,LPG/液化石油ガス,,
52,その他石油製品,"110,535",19.6%,"12,973",55.1%,"97,562",14.8%,"20,858",100.0%,"6,423",100.0%,"14,435",100.0%,"89,677",0.9%,"6,550",11.1%,"83,127",0.0%,52,その他石油製品,,
53,コークス,"71,383",12.4%,"15,513",-,"55,870",15.8%,"21,913",40.4%,-,-,"21,913",40.4%,"49,470",-,"15,513",-,"33,957",-,53,コークス,,
54,石炭製品,"7,206",99.7%,"6,129",100.0%,"1,077",98.1%,"7,186",100.0%,"6,129",100.0%,"1,057",100.0%,20,-,-,-,20,-,54,石炭製品,,
55,化学薬品,"989,694",94.1%,"336,669",98.9%,"653,025",91.7%,"888,155",99.7%,"293,597",100.0%,"594,558",99.5%,"101,539",45.5%,"43,072",91.3%,"58,467",11.8%,55,化学薬品,,
56,化学肥料,"61,806",96.4%,"6,388",81.1%,"55,418",98.1%,"54,966",100.0%,"3,033",100.0%,"51,933",100.0%,"6,840",67.3%,"3,355",63.9%,"3,485",70.4%,56,化学肥料,,
57,その他化学工業品,"4,229,771",97.0%,"1,907,472",96.3%,"2,322,299",97.6%,"4,072,569",100.0%,"1,824,408",100.0%,"2,248,161",100.0%,"157,202",19.6%,"83,064",16.1%,"74,138",23.5%,57,その他化学工業品,,
軽工業品,,"7,866,870",75.4%,"1,406,020",66.4%,"6,460,850",77.4%,"5,392,100",100.0%,"624,288",100.0%,"4,767,812",100.0%,"2,474,770",21.9%,"781,732",39.5%,"1,693,038",13.8%,軽工業品,,,
58,紙・パルプ,"2,396,830",46.8%,"413,210",60.5%,"1,983,620",44.0%,"980,948",99.9%,"219,308",100.0%,"761,640",99.9%,"1,415,882",10.0%,"193,902",15.8%,"1,221,980",9.1%,58,紙・パルプ,,
59,糸及び紡績半製品,"55,557",100.0%,"6,369",99.8%,"49,188",100.0%,"55,303",100.0%,"6,175",100.0%,"49,128",100.0%,254,96.1%,194,94.8%,60,100.0%,59,糸及び紡績半製品,,
60,その他繊維工業品,"354,646",99.9%,"57,864",99.6%,"296,782",100.0%,"352,337",100.0%,"55,864",99.7%,"296,473",100.0%,"2,309",90.5%,"2,000",95.0%,309,61.2%,60,その他繊維工業品,,
61,砂糖,"127,917",82.2%,"13,976",82.3%,"113,941",82.2%,"45,725",100.0%,855,100.0%,"44,870",100.0%,"82,192",72.3%,"13,121",81.1%,"69,071",70.6%,61,砂糖,,
62,製造食品,"3,120,978",94.6%,"466,487",81.9%,"2,654,491",96.8%,"2,821,976",100.0%,"277,757",100.0%,"2,544,219",100.0%,"299,002",43.8%,"188,730",55.2%,"110,272",24.4%,62,製造食品,,
63,飲料,"1,093,213",76.9%,"324,166",49.8%,"769,047",88.3%,"701,938",100.0%,"55,248",100.0%,"646,690",100.0%,"391,275",35.4%,"268,918",39.5%,"122,357",26.4%,63,飲料,,
64,水,"272,113",78.8%,"59,442",14.8%,"212,671",96.7%,"201,421",100.0%,"8,135",100.0%,"193,286",100.0%,"70,692",18.5%,"51,307",1.3%,"19,385",64.0%,64,水,,
65,たばこ,"112,103",87.8%,"8,648",19.2%,"103,455",93.6%,"96,953",100.0%,233,100.0%,"96,720",100.0%,"15,150",9.9%,"8,415",16.9%,"6,735",1.1%,65,たばこ,,
66,その他食料工業品,"333,513",56.8%,"55,858",96.5%,"277,655",48.9%,"135,499",100.0%,713,100.0%,"134,786",100.0%,"198,014",27.3%,"55,145",96.4%,"142,869",0.6%,66,その他食料工業品,,
雑工業品,,"12,128,276",97.4%,"1,603,953",85.5%,"10,524,323",99.2%,"11,654,539",100.0%,"1,229,819",100.0%,"10,424,720",100.0%,"473,737",34.0%,"374,134",38.0%,"99,603",19.0%,雑工業品,,,
67,がん具,"647,265",100.0%,"31,148",100.0%,"616,117",100.0%,"646,964",100.0%,"30,998",100.0%,"615,966",100.0%,301,88.4%,150,100.0%,151,76.8%,67,がん具,,
68,衣服・身廻品・はきもの,"4,929,924",100.0%,"180,214",99.7%,"4,749,710",100.0%,"4,914,960",100.0%,"167,910",100.0%,"4,747,050",100.0%,"14,964",96.1%,"12,304",95.8%,"2,660",97.4%,68,衣服・身廻品・はきもの,,
69,文房具・運動娯楽用品・楽器,"801,617",100.0%,"130,910",100.0%,"670,707",100.0%,"795,965",100.0%,"126,502",100.0%,"669,463",100.0%,"5,652",98.4%,"4,408",99.1%,"1,244",96.0%,69,文房具・運動娯楽用品・楽器,,
70,家具装備品,"2,162,902",99.4%,"114,692",95.5%,"2,048,210",99.7%,"2,133,503",100.0%,"93,195",100.0%,"2,040,308",100.0%,"29,399",59.5%,"21,497",76.2%,"7,902",14.1%,70,家具装備品,,
71,その他日用品,"802,947",76.3%,"352,220",52.9%,"450,727",94.7%,"541,606",100.0%,"120,788",100.0%,"420,818",100.0%,"261,341",27.3%,"231,432",28.3%,"29,909",19.6%,71,その他日用品,,
72,ゴム製品,"842,719",97.9%,"401,267",98.4%,"441,452",97.5%,"815,870",100.0%,"387,696",100.0%,"428,174",100.0%,"26,849",35.5%,"13,571",53.7%,"13,278",16.9%,72,ゴム製品,,
73,木製品,"1,255,990",98.3%,"36,845",46.4%,"1,219,145",99.9%,"1,229,870",100.0%,"11,869",100.0%,"1,218,001",100.0%,"26,120",20.1%,"24,976",21.0%,"1,144",-,73,木製品,,
74,その他製造工業品,"684,912",89.5%,"356,657",90.4%,"328,255",88.5%,"575,801",100.0%,"290,861",100.0%,"284,940",100.0%,"109,111",34.1%,"65,796",47.8%,"43,315",13.4%,74,その他製造工業品,,
特殊品,,"12,364,941",49.3%,"7,668,216",40.9%,"4,696,725",63.2%,"5,098,370",88.0%,"2,926,087",81.4%,"2,172,283",96.9%,"7,266,571",22.2%,"4,742,129",15.9%,"2,524,442",34.2%,特殊品,,,
75,金属くず,"732,836",22.2%,"656,959",15.2%,"75,877",82.5%,"698,942",22.9%,"638,591",15.6%,"60,351",100.0%,"33,894",8.3%,"18,368",3.1%,"15,526",14.5%,75,金属くず,,
76,再利用資材,"2,192,778",88.3%,"2,126,604",88.8%,"66,174",74.4%,"1,925,132",100.0%,"1,883,199",100.0%,"41,933",100.0%,"267,646",4.5%,"243,405",2.0%,"24,241",30.1%,76,再利用資材,,
77,動植物性製造飼肥料,"1,074,782",98.6%,"83,787",87.1%,"990,995",99.5%,"1,004,264",100.0%,"18,864",99.7%,"985,400",100.0%,"70,518",78.1%,"64,923",83.4%,"5,595",17.1%,77,動植物性製造飼肥料,,
78,廃棄物,"12,697",26.9%,"3,575",81.8%,"9,122",5.4%,-,-,-,-,-,-,"12,697",26.9%,"3,575",81.8%,"9,122",5.4%,78,廃棄物,,
79,廃土砂,"1,286,413",-,"1,274,566",-,"11,847",-,-,-,-,-,-,-,"1,286,413",-,"1,274,566",-,"11,847",-,79,廃土砂,,
80,輸送用容器,"1,491,890",85.1%,"292,977",82.7%,"1,198,913",85.7%,"1,192,755",93.8%,"212,237",97.2%,"980,518",93.1%,"299,135",50.5%,"80,740",44.6%,"218,395",52.6%,80,輸送用容器,,
81,取合せ品,"5,573,545",29.9%,"3,229,748",25.6%,"2,343,797",35.9%,"277,277",99.9%,"173,196",100.0%,"104,081",99.8%,"5,296,268",26.3%,"3,056,552",21.4%,"2,239,716",32.9%,81,取合せ品,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
