年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,4,0,11,6,0,5,6,4,6,5,3,1,28,19,15,9,6,5,4,4,1,1,2,2,2,2,13,5,46,49,6,4,9,4,8,8,7,8,7,5,2,2,7,4,4,5,12,18,5,5,7,3,3,9,1,2,5,3,1,4,10,12,7,6,0,2,7,3,21,11,2,0,5,0,18,3,11,7,14,19,35,31,4,2,2,6,1,0,3,3,10,13,14,13,4,4,6,7,4,3,0,0,6,6,6,6,0,4,4,1,1,1,11,7,9,5,6,6,2,2,3,3,3,3,8,16,23,15,11,8,3,5,8,6,7,5,9,8,3,11,24,26,2,3,5,11,4,12,4,2,5,4,0,0,2,2,0,2,1,2,0,1,11,8,590,537,"1,127"
10,3,6,7,16,7,5,3,7,8,10,5,3,17,20,9,10,6,6,1,2,1,1,8,2,5,3,10,10,64,57,2,1,6,3,10,2,3,6,5,8,1,3,4,3,9,0,6,6,5,2,5,4,6,8,2,1,6,7,9,0,9,10,6,9,0,2,8,6,20,9,1,0,5,2,8,21,6,6,13,18,47,36,4,6,9,3,1,1,3,7,13,12,10,10,6,1,7,7,5,6,0,0,7,7,10,10,2,2,3,2,1,2,9,9,16,10,5,5,2,1,4,2,2,1,8,16,22,14,10,5,2,6,11,10,10,8,12,8,7,3,27,26,2,5,10,9,5,5,1,2,2,4,2,1,3,1,1,2,0,1,0,0,4,10,614,571,"1,185"
11,2,1,14,6,5,7,6,4,3,5,3,3,26,26,8,13,4,4,1,2,0,2,4,4,8,2,9,7,56,49,7,5,5,6,8,7,4,10,8,6,7,5,2,3,6,8,9,12,4,5,3,9,5,1,1,0,11,8,1,4,7,3,1,6,0,2,6,6,12,18,0,1,3,6,17,13,5,6,18,17,26,35,4,3,3,1,0,1,6,6,13,12,14,10,10,2,6,5,7,0,0,0,8,9,15,13,2,3,0,5,0,2,7,9,7,9,4,6,3,1,3,5,2,2,11,10,26,20,4,14,3,6,10,6,11,13,8,8,8,14,30,27,3,1,5,13,7,14,7,4,9,4,2,0,0,2,2,0,4,2,2,1,5,4,596,604,"1,200"
12,2,2,7,8,5,2,5,7,8,7,6,6,36,25,20,12,6,10,0,3,3,4,3,3,6,5,12,7,54,53,6,4,11,7,9,9,10,6,5,6,3,6,3,2,7,9,13,13,5,6,5,7,9,3,1,2,10,5,4,7,5,9,4,3,6,0,6,4,7,20,0,0,9,5,14,9,8,4,24,19,17,31,4,1,4,3,1,3,6,6,14,12,20,19,4,4,3,11,3,8,0,0,8,9,11,11,5,2,3,3,3,3,11,14,11,14,2,2,4,1,7,3,3,4,11,16,17,12,11,10,11,3,10,5,9,16,10,15,8,9,32,37,1,3,8,6,6,4,2,3,8,3,2,0,6,2,1,0,2,3,2,0,10,9,668,639,"1,307"
13,3,5,8,9,12,5,8,5,12,7,0,6,32,39,7,19,8,6,0,2,3,1,2,1,5,3,15,16,67,44,7,1,7,7,2,6,2,4,1,8,10,4,3,1,7,13,11,6,4,8,2,3,8,8,0,3,8,7,3,7,5,3,3,6,1,0,5,4,17,10,0,0,5,1,22,18,6,3,14,16,11,20,2,8,6,2,2,0,5,6,20,14,15,18,1,4,9,9,1,7,0,0,12,12,12,15,3,1,5,3,0,1,14,9,14,14,3,7,1,4,5,4,7,4,9,12,16,13,12,11,7,8,10,11,17,3,11,12,10,8,33,34,3,3,5,7,9,4,2,4,6,7,2,1,5,2,2,0,2,1,0,2,1,7,645,627,"1,272"
14,3,3,7,10,6,5,3,5,8,5,3,2,29,22,17,10,9,4,4,3,0,2,5,2,6,4,14,12,57,59,6,6,3,11,7,7,3,6,6,4,6,9,2,4,4,5,7,9,4,1,10,11,2,7,5,4,7,5,5,1,8,9,4,2,0,1,11,5,6,8,1,2,2,5,18,13,4,10,21,16,12,12,5,3,7,7,1,1,2,6,8,10,17,19,5,5,10,7,7,9,0,0,8,8,16,14,7,3,4,7,1,2,12,10,9,9,2,5,0,1,4,4,3,4,13,15,11,12,17,10,4,4,9,15,14,9,11,12,9,9,34,32,2,3,9,5,10,11,1,5,9,10,3,0,3,2,1,2,1,4,2,4,8,6,634,625,"1,259"
15,7,1,9,11,6,9,8,9,5,9,4,4,33,28,13,18,5,5,3,1,2,3,5,1,3,3,9,7,66,43,6,5,5,6,6,11,3,2,13,5,5,6,4,2,9,7,13,7,10,3,7,9,8,1,3,2,4,9,7,3,5,8,2,1,0,1,4,6,8,8,3,1,3,7,7,18,8,9,16,18,7,15,5,5,1,7,0,4,8,5,12,11,17,22,7,5,8,14,8,4,0,0,8,10,9,24,6,10,5,4,3,1,10,11,13,11,3,3,4,1,9,6,1,1,9,15,23,12,12,6,9,5,8,6,12,8,19,12,14,6,42,32,1,0,4,13,8,4,4,1,4,9,0,4,8,1,2,5,2,0,3,1,7,13,672,634,"1,306"
16,3,4,8,7,7,3,7,8,4,1,4,5,29,30,12,16,5,9,4,1,3,2,4,6,9,5,12,9,59,54,5,2,10,3,9,6,6,4,3,10,4,3,5,0,10,4,8,11,9,4,2,8,9,6,2,3,10,6,3,0,7,3,1,2,2,0,8,10,3,8,0,1,4,1,10,11,2,5,21,13,6,5,2,7,6,3,0,1,10,5,9,9,16,12,2,4,6,5,5,9,0,0,8,1,15,6,3,6,4,5,2,1,10,12,13,10,4,7,1,1,5,1,2,3,9,11,9,17,8,8,7,4,11,7,10,8,11,14,8,8,31,33,3,4,5,6,9,7,6,4,10,10,0,1,4,1,1,1,0,2,0,1,9,8,603,552,"1,155"
17,2,6,6,15,11,4,8,6,11,10,4,3,33,23,11,14,9,10,6,0,1,1,1,0,6,5,6,5,49,49,2,3,7,5,6,7,1,4,2,6,5,6,2,0,9,1,7,9,6,6,9,2,9,8,3,0,11,6,3,5,7,5,5,2,0,1,9,6,11,10,0,0,6,4,10,5,9,8,19,20,9,4,3,5,3,7,4,1,1,9,16,9,15,13,5,5,4,4,8,4,0,0,11,3,10,11,5,11,3,2,3,2,10,9,7,15,6,7,4,3,8,6,3,6,9,6,8,13,12,8,8,6,11,8,9,12,12,14,10,12,40,35,2,4,8,5,11,7,2,4,4,5,1,1,2,3,0,3,1,2,2,3,6,12,618,579,"1,197"
18,2,2,8,9,6,3,7,8,7,9,1,6,27,26,24,9,10,12,3,5,1,2,4,4,5,2,15,14,63,74,6,3,10,4,9,6,6,5,8,6,6,7,5,2,6,8,12,3,4,6,3,7,3,7,3,2,12,7,7,3,7,8,0,3,0,0,5,5,11,8,1,1,3,6,5,12,7,8,30,17,5,6,5,2,4,8,2,1,11,7,18,15,16,19,6,4,7,9,5,6,0,0,9,10,12,20,2,4,6,4,0,2,20,18,13,15,5,5,1,2,7,6,1,1,14,11,14,9,9,13,10,9,9,11,13,12,13,14,8,14,27,33,6,1,8,9,6,6,10,6,2,9,1,4,2,3,3,3,1,0,3,1,5,11,671,672,"1,343"
19,6,5,15,13,14,11,7,9,6,6,6,4,17,18,12,19,5,14,4,1,1,0,3,3,1,5,15,11,69,53,4,6,7,10,11,2,6,6,4,9,4,5,4,0,4,7,11,13,3,6,8,2,9,4,4,0,8,9,6,4,10,6,5,2,1,2,11,7,13,13,6,5,6,4,4,8,8,14,31,27,5,7,10,7,9,5,1,3,6,10,8,12,20,11,7,4,5,7,21,5,0,0,6,5,20,11,7,6,3,5,1,1,28,34,16,6,7,7,3,3,2,2,2,3,8,20,14,14,8,9,7,9,10,6,6,4,17,16,12,10,27,23,6,1,10,6,8,10,11,7,4,7,0,0,2,1,6,0,2,1,4,3,7,6,725,650,"1,375"
20,4,8,7,12,7,9,8,7,7,5,6,3,22,21,17,17,10,16,5,1,0,1,5,4,10,6,14,17,74,57,2,1,4,11,7,6,3,8,9,10,6,9,2,9,12,10,9,12,3,6,7,4,10,6,4,2,19,6,7,7,13,9,4,3,1,0,7,8,13,18,6,13,9,7,16,10,3,9,24,21,15,5,8,4,7,3,1,3,9,11,12,16,16,12,8,11,8,4,16,11,0,0,11,8,14,10,5,9,3,3,2,0,16,21,12,13,6,7,0,0,4,5,4,2,7,10,18,12,10,14,7,9,9,4,14,21,22,30,11,13,20,15,0,2,10,7,2,11,7,7,10,9,3,3,2,3,4,2,2,1,3,1,8,10,742,731,"1,473"
21,5,2,14,16,9,14,10,5,9,10,11,4,25,17,20,15,14,9,2,2,2,0,8,5,4,3,18,18,74,63,13,5,7,7,11,12,3,8,10,8,12,10,7,5,12,11,11,6,1,5,8,6,6,8,1,0,8,8,8,2,7,14,6,2,0,0,8,19,13,12,13,13,7,4,8,14,13,18,28,21,8,10,11,3,5,5,4,3,15,14,10,20,13,11,4,3,7,9,7,6,0,0,6,10,11,21,3,3,2,5,1,2,21,25,11,12,3,9,5,1,3,9,1,3,12,16,12,7,6,12,5,6,9,13,17,11,12,14,20,10,14,28,2,5,8,4,7,10,13,10,4,3,1,4,2,0,3,2,4,1,2,1,15,13,765,755,"1,520"
22,6,4,14,26,7,7,12,10,1,8,4,5,23,15,21,12,6,12,1,1,3,0,4,2,7,6,13,24,91,55,5,7,5,4,8,9,8,7,15,17,15,12,4,7,7,13,12,12,4,4,5,4,6,14,1,1,10,5,5,7,10,4,0,1,1,0,16,20,19,29,10,4,9,8,3,11,11,14,32,27,7,4,5,9,7,9,1,6,16,17,12,13,15,11,9,1,9,10,8,12,0,0,13,10,6,11,6,4,3,2,2,1,23,16,15,13,10,3,1,2,4,2,2,6,12,13,6,11,9,12,7,9,7,5,10,8,12,15,12,15,12,15,3,3,7,5,11,12,2,8,5,3,0,4,6,1,2,3,0,0,7,3,11,16,749,751,"1,500"
23,7,4,15,34,8,3,12,18,12,7,7,9,14,23,10,12,11,5,4,2,1,0,5,3,7,5,17,24,66,52,3,5,11,4,7,9,9,9,25,25,10,14,4,10,18,10,11,11,2,6,6,9,14,17,4,6,10,13,1,1,8,13,0,0,0,0,14,13,22,19,8,7,4,10,4,13,12,14,31,30,9,8,10,3,3,9,1,2,21,20,21,11,13,21,7,8,6,4,5,3,0,0,14,17,12,26,3,3,4,4,2,1,16,17,5,11,6,6,1,4,6,7,1,1,13,23,10,9,14,15,5,8,7,7,7,10,17,6,19,16,10,17,3,4,6,5,9,7,8,5,1,3,0,1,3,1,1,2,0,1,1,1,15,14,749,810,"1,559"
24,5,3,19,28,9,11,11,12,9,12,6,10,13,12,31,12,15,4,0,1,3,1,3,2,10,4,16,15,62,54,6,3,8,6,5,7,8,7,39,15,10,15,6,11,23,14,7,8,5,3,2,4,13,4,5,4,12,9,2,1,8,4,4,2,0,0,15,17,20,20,5,12,14,7,4,9,11,17,27,33,8,4,4,2,5,3,2,1,11,19,14,13,5,8,8,7,8,4,4,5,0,0,10,7,9,6,3,4,3,1,1,0,19,22,12,9,5,6,3,0,0,5,2,2,15,19,11,8,12,11,2,8,7,4,8,5,18,20,12,15,5,17,2,1,3,5,11,13,8,2,5,1,2,0,1,2,3,2,0,2,0,1,14,15,746,692,"1,438"
25,5,3,25,22,10,5,19,14,6,7,6,4,8,16,8,15,12,5,2,0,0,0,2,2,5,6,23,17,74,52,3,4,7,7,10,7,15,8,30,21,13,15,7,11,14,11,17,6,2,2,3,6,13,18,2,2,6,7,5,2,7,6,0,2,0,0,11,12,22,20,8,1,21,11,9,11,7,17,23,47,4,7,10,3,5,6,1,2,17,10,15,21,15,12,6,4,5,8,9,7,0,0,13,10,12,6,1,4,4,3,1,4,23,31,13,15,3,7,2,2,5,1,5,2,17,17,8,8,13,8,5,13,6,7,8,5,14,6,8,15,6,10,3,2,5,3,10,13,2,10,0,2,3,1,5,2,0,1,1,0,0,0,14,18,757,728,"1,485"
26,3,4,16,30,12,12,17,17,10,8,2,8,14,20,11,9,10,14,0,0,1,1,2,1,10,9,29,15,53,47,3,2,5,5,12,7,5,7,34,15,20,14,10,11,13,13,5,4,5,5,4,4,11,12,5,1,8,14,2,6,6,3,0,0,1,1,14,12,21,20,8,3,11,7,5,10,9,15,31,21,2,8,5,5,7,7,0,2,5,16,10,24,13,12,8,9,4,3,7,4,0,0,16,10,7,3,1,6,3,2,3,3,29,12,11,15,4,4,1,0,3,3,1,1,23,14,8,5,13,12,4,5,3,4,6,5,17,11,21,13,3,6,1,2,7,5,11,11,3,1,1,2,0,3,2,2,1,1,0,1,1,0,19,7,722,666,"1,388"
27,5,2,13,28,9,6,20,14,7,7,6,5,9,17,17,11,7,4,0,0,5,3,7,3,7,4,28,17,73,53,5,7,4,6,4,6,9,9,19,21,15,18,2,1,14,12,10,6,3,2,1,5,13,9,3,4,8,3,2,4,5,7,2,0,0,0,22,6,23,14,13,9,12,11,8,11,13,12,18,27,4,6,6,6,2,3,0,0,17,18,21,19,13,10,7,9,4,3,7,7,0,0,12,7,10,11,0,2,4,4,4,1,18,24,7,12,4,2,1,3,0,2,4,3,19,25,8,6,20,17,2,3,5,12,4,4,7,9,17,13,6,12,3,2,7,5,1,14,4,4,1,7,2,1,6,0,1,1,4,2,0,0,10,12,713,685,"1,398"
28,3,2,21,22,7,9,10,9,14,8,6,10,11,16,8,6,9,6,2,1,2,1,3,1,10,13,23,21,49,39,3,2,4,6,13,7,11,9,29,20,17,17,3,3,21,10,8,5,6,7,4,2,8,6,4,4,6,6,5,7,3,8,1,1,0,1,11,12,23,15,9,2,13,14,8,5,8,11,31,28,2,12,5,4,3,4,4,0,14,14,13,11,15,13,16,12,5,3,7,5,0,0,8,6,6,5,5,4,4,3,0,1,19,28,12,10,6,7,0,2,0,2,1,6,12,15,4,2,11,5,8,5,10,6,11,5,14,9,16,10,9,10,3,1,4,3,8,5,9,5,4,3,0,1,2,1,0,1,3,1,0,1,12,22,712,635,"1,347"
29,7,1,27,13,7,3,12,13,8,11,5,4,11,13,17,3,8,7,1,2,2,3,0,2,12,5,16,15,48,35,3,5,12,5,8,7,8,9,29,12,16,12,7,13,13,9,4,5,6,5,2,2,10,9,1,3,9,5,1,3,5,3,0,0,1,0,15,17,14,19,4,4,16,8,4,8,17,11,28,22,8,10,5,3,4,7,3,0,14,16,10,21,18,18,12,9,2,3,9,9,0,0,8,10,9,8,1,2,1,1,0,3,25,31,10,3,5,10,0,1,1,3,4,2,12,13,5,9,7,4,2,4,7,4,5,4,11,13,14,13,7,14,1,0,4,2,6,7,8,4,3,3,0,2,0,0,0,1,1,1,0,0,13,18,669,612,"1,281"
30,4,5,22,23,11,4,9,6,9,13,7,4,17,16,10,9,8,6,0,0,3,5,9,5,10,9,29,17,54,48,5,6,7,6,10,9,1,12,20,13,15,20,10,6,11,6,5,6,3,4,3,4,11,11,2,5,5,6,9,3,10,6,2,2,0,0,13,12,15,14,4,3,8,15,2,4,14,19,26,30,8,6,3,7,3,3,0,0,8,12,15,13,13,9,15,7,5,8,0,7,0,0,9,10,13,11,5,4,3,2,2,0,29,23,6,13,5,4,4,2,4,1,4,5,14,15,4,5,7,9,9,5,6,1,4,6,15,9,13,13,9,5,3,2,4,2,11,12,4,5,2,3,1,0,0,1,2,0,1,1,2,1,16,9,694,643,"1,337"
31,4,7,22,20,2,4,9,11,8,6,7,3,15,15,6,5,8,8,4,5,3,3,4,2,13,5,14,18,37,37,3,2,11,7,5,10,5,7,25,15,18,24,4,7,11,10,7,12,7,11,5,3,6,8,3,2,4,5,4,3,4,5,0,3,0,0,21,9,19,21,4,3,10,9,6,7,13,9,22,30,10,4,6,7,3,3,0,0,7,14,19,15,25,16,14,8,4,3,6,3,0,0,15,4,9,7,1,2,2,2,3,1,26,10,6,8,8,9,2,3,3,3,2,3,19,16,4,5,13,7,5,4,9,5,2,5,15,19,13,8,22,15,0,2,3,3,8,5,4,5,2,3,0,0,2,1,2,0,3,1,0,0,16,13,686,613,"1,299"
32,1,4,12,17,5,7,10,10,8,7,4,6,12,9,5,12,6,9,3,2,3,7,6,3,10,6,11,13,50,42,4,4,4,5,13,3,6,10,18,16,9,6,5,5,13,11,7,11,8,3,3,5,10,10,3,1,8,9,7,9,7,13,0,0,1,0,17,13,28,16,7,3,10,8,4,8,15,10,25,12,9,12,4,2,4,5,1,0,9,14,13,13,17,14,15,9,4,3,8,9,0,0,10,7,16,11,1,1,3,3,0,1,32,23,16,11,2,4,2,1,4,1,6,5,16,18,9,4,11,7,7,7,4,8,11,10,12,12,9,8,14,19,2,0,2,4,7,9,4,8,3,2,0,2,1,3,1,0,3,1,2,0,17,9,689,625,"1,314"
33,4,4,14,19,6,5,9,9,9,6,6,7,23,14,11,7,12,7,2,1,2,3,3,2,7,9,9,15,40,36,3,2,5,4,11,13,14,12,22,20,10,12,6,2,11,12,3,5,6,10,6,5,10,7,3,3,13,10,6,3,7,3,2,2,0,0,17,22,14,19,5,6,9,9,11,9,12,17,29,17,8,13,5,6,5,7,2,1,8,9,21,20,14,25,16,6,7,6,9,4,0,0,13,12,8,11,4,7,3,2,3,3,25,25,9,10,7,4,1,3,1,4,2,2,15,20,9,9,10,19,2,1,2,5,11,2,15,20,18,7,19,25,2,2,5,4,11,11,7,5,3,0,1,1,1,3,2,0,6,4,1,0,12,10,715,696,"1,411"
34,5,2,27,10,3,9,21,12,9,8,4,12,16,16,14,11,12,6,6,2,5,4,6,4,10,9,12,15,46,46,4,8,3,7,11,9,13,12,20,15,10,10,7,5,10,12,15,11,8,6,10,1,7,11,3,2,7,9,6,4,6,4,4,3,1,0,11,14,26,13,8,3,5,11,7,7,10,18,30,16,15,19,4,3,6,9,1,1,9,10,17,12,17,25,13,9,4,9,8,5,0,0,12,8,15,10,1,4,5,1,4,2,19,25,16,12,10,4,0,3,6,1,4,1,13,19,10,13,13,27,6,9,8,11,8,9,16,24,16,8,15,23,1,0,8,7,5,15,11,6,6,4,1,2,1,2,2,2,3,2,0,0,20,14,787,747,"1,534"
