年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,3,2,10,4,1,3,8,5,6,6,5,2,25,22,16,9,5,4,3,3,1,0,6,0,1,1,11,3,45,45,8,3,8,5,11,8,7,11,6,7,2,3,5,3,3,3,10,16,6,2,7,4,3,10,1,2,4,2,1,2,9,10,9,6,0,2,9,4,21,11,2,0,3,1,17,9,13,6,13,19,42,30,3,6,5,4,2,0,3,4,13,10,12,12,4,5,5,6,4,2,0,0,6,6,7,4,0,5,4,1,1,1,12,7,12,10,7,8,3,1,1,2,3,1,4,17,21,17,9,6,4,6,11,8,9,6,9,10,1,11,26,25,2,3,8,10,5,9,4,2,3,5,1,0,2,2,0,2,1,1,0,1,9,6,602,530,"1,132"
10,3,4,9,16,7,6,2,4,7,9,3,3,17,15,7,12,7,6,1,3,1,1,7,3,7,4,11,11,65,59,4,1,7,3,6,4,3,7,6,6,3,4,3,5,8,3,8,7,5,2,5,6,6,3,2,1,8,9,8,2,7,8,2,10,0,2,4,6,16,11,1,0,6,3,10,20,6,7,16,17,39,36,4,3,7,3,0,1,5,5,13,12,7,10,7,1,9,4,7,5,0,0,10,9,8,11,3,1,2,3,1,1,7,7,12,7,4,5,1,1,6,2,1,2,13,13,25,13,8,9,1,6,8,11,9,9,11,6,10,6,23,25,2,4,6,9,4,8,2,2,3,4,2,1,3,1,2,2,1,2,0,0,4,9,594,572,"1,166"
11,2,1,12,9,7,8,5,6,4,6,4,2,34,25,15,13,7,6,1,2,0,4,4,3,7,1,10,6,49,51,6,6,7,7,9,6,8,8,9,6,3,6,2,1,8,8,8,14,4,6,5,9,7,2,1,0,11,7,3,4,6,6,1,4,0,2,7,8,11,17,0,1,3,5,18,9,7,6,18,18,24,35,5,2,2,3,0,1,4,8,13,11,20,12,9,4,6,9,4,2,0,0,6,7,17,12,1,4,1,4,0,2,11,12,6,10,5,3,4,1,1,7,3,2,8,15,29,21,8,11,5,6,11,7,13,13,10,8,7,14,30,31,3,4,5,13,7,12,5,4,9,3,1,0,0,3,2,0,3,1,3,1,6,6,630,633,"1,263"
12,3,4,5,6,4,3,6,6,7,6,4,6,29,33,15,11,6,8,1,2,4,2,2,4,5,6,9,11,61,45,7,4,8,6,6,10,6,7,3,4,4,2,3,2,6,10,15,11,4,7,4,4,9,5,0,2,9,4,3,4,6,6,6,5,5,0,5,2,11,17,0,0,8,5,12,8,6,3,20,19,19,26,2,3,6,2,2,2,4,5,14,14,19,18,1,2,6,10,3,8,0,0,9,10,9,10,4,2,4,4,2,3,9,9,12,14,1,3,4,4,10,2,3,3,11,13,14,12,10,9,10,4,10,6,8,14,8,14,7,7,34,36,2,0,8,5,6,5,2,3,8,4,2,0,8,1,0,0,2,3,1,1,9,8,630,599,"1,229"
13,4,3,8,8,12,4,6,4,13,7,1,5,33,34,7,17,9,6,1,2,2,2,3,1,6,2,16,14,65,57,6,0,7,12,3,7,2,3,2,9,10,5,4,1,6,11,7,6,4,6,2,3,7,7,0,3,6,7,2,7,3,4,1,4,1,0,7,6,15,13,0,0,6,2,23,22,4,5,14,16,13,19,2,6,3,5,1,1,5,7,19,13,16,21,2,4,8,7,3,6,0,0,13,12,14,16,5,0,4,6,0,1,14,12,15,12,3,7,0,1,3,5,6,4,8,14,15,11,13,11,6,7,10,12,14,5,14,11,14,12,36,36,1,3,5,6,12,4,3,3,7,9,4,1,3,3,2,1,2,2,0,1,1,6,647,648,"1,295"
14,3,3,7,13,5,5,4,7,8,6,3,3,32,20,17,12,6,4,3,4,1,2,4,1,5,5,13,8,56,49,4,8,3,9,6,4,3,7,6,4,7,10,1,5,7,5,11,10,4,3,10,11,2,5,6,4,8,8,6,1,9,9,4,2,0,1,8,5,5,6,2,3,1,6,16,11,5,9,18,16,10,12,6,5,7,5,1,1,3,5,6,13,13,20,5,5,7,8,6,9,0,0,7,10,16,13,8,5,4,4,1,2,13,9,11,7,1,4,1,1,4,3,3,3,15,14,14,15,19,10,4,4,10,14,15,8,10,14,9,5,37,31,3,3,8,9,8,9,1,5,8,7,1,3,5,1,2,1,1,3,4,4,10,9,636,617,"1,253"
15,5,1,11,8,8,8,7,8,3,8,5,4,29,28,12,19,6,4,5,0,1,2,4,1,6,2,10,10,61,50,7,3,4,5,7,11,3,1,11,8,4,5,6,1,8,6,9,6,11,1,8,10,7,4,3,3,4,7,5,3,5,6,3,1,1,1,7,8,7,6,2,1,4,3,9,18,7,10,19,13,5,12,5,7,2,6,0,3,8,4,11,10,20,19,6,6,8,14,7,4,0,0,6,7,10,25,2,9,4,6,4,0,7,14,9,13,4,6,5,1,8,5,2,2,11,17,19,10,13,7,10,4,7,4,15,8,16,11,12,6,36,30,0,1,3,10,9,7,4,1,4,9,0,1,8,1,2,5,2,0,1,2,8,14,647,615,"1,262"
16,2,6,6,11,15,3,8,8,5,5,2,4,33,31,12,12,4,12,3,1,2,2,4,6,7,7,12,7,57,48,4,4,11,3,8,7,6,5,3,7,2,3,3,0,9,4,10,12,8,4,1,6,9,5,1,2,12,6,5,1,7,3,2,3,1,0,6,7,9,7,0,0,7,1,8,10,4,5,21,15,8,7,2,5,6,6,2,2,8,9,10,8,16,12,3,3,5,4,6,8,0,0,8,2,14,6,6,8,4,2,2,2,11,11,14,12,5,6,1,2,6,3,2,4,5,8,8,19,5,10,7,5,13,6,7,10,13,13,8,8,36,36,3,3,9,5,9,7,5,4,10,11,0,2,2,2,0,1,0,2,1,0,8,8,617,565,"1,182"
17,2,3,6,10,5,5,7,8,12,7,5,4,26,28,14,14,12,9,5,1,1,1,1,0,6,3,7,8,59,54,3,1,12,5,6,8,1,5,6,7,6,7,4,0,11,4,5,7,5,8,10,3,8,7,4,1,10,5,3,6,8,5,3,2,0,1,8,6,6,12,1,0,3,5,10,5,9,7,19,23,7,6,3,4,5,5,1,0,3,7,20,10,15,19,6,7,4,3,9,5,0,0,12,4,10,14,2,10,5,2,1,1,10,9,8,15,4,6,4,3,7,4,2,5,11,5,10,12,11,5,7,7,8,13,9,14,13,13,10,13,36,32,4,4,5,7,10,5,2,6,3,4,1,1,2,3,2,4,1,2,1,3,4,11,617,598,"1,215"
18,2,1,13,10,6,8,5,8,5,9,1,5,25,18,22,12,7,13,4,4,0,1,5,6,3,4,12,11,53,67,4,4,6,5,10,3,5,6,5,8,4,7,3,1,2,5,12,6,5,4,1,7,6,7,3,1,10,7,5,2,8,9,3,2,0,0,5,5,8,8,0,1,4,5,4,13,7,8,34,17,5,7,7,2,6,8,3,1,10,6,16,14,14,15,6,5,9,12,2,5,0,0,7,10,17,17,6,4,4,5,0,3,17,16,14,11,6,7,3,2,5,5,2,0,8,12,11,8,9,11,12,9,10,7,7,7,12,15,10,12,25,33,4,2,11,8,8,8,5,3,2,9,1,3,2,2,1,2,2,0,4,1,8,7,628,632,"1,260"
19,6,7,10,14,14,9,10,7,8,4,6,6,19,23,13,15,5,13,4,1,2,0,4,2,3,5,13,12,66,54,4,4,6,9,14,2,4,7,7,7,5,6,4,2,5,7,10,12,2,8,9,1,9,2,4,2,13,10,8,7,9,5,5,4,2,2,10,9,15,14,6,7,5,4,8,8,6,13,31,23,6,7,7,7,7,4,1,4,6,10,3,13,23,9,6,5,3,6,24,6,0,0,9,7,16,9,5,6,5,4,2,0,31,34,19,8,8,8,1,2,3,1,2,3,8,20,14,13,10,11,6,7,10,7,10,9,19,16,9,12,27,21,6,1,12,5,7,8,12,7,5,8,0,1,3,2,7,0,1,2,3,3,5,6,745,659,"1,404"
20,6,6,9,14,5,11,8,6,5,7,6,2,27,17,18,22,11,17,4,1,0,1,4,5,8,5,14,15,81,62,8,2,5,12,5,8,3,7,7,9,5,9,3,4,8,8,7,9,3,5,8,6,7,7,4,0,15,7,7,4,14,9,4,1,0,0,8,4,11,17,12,11,9,6,15,9,5,11,24,22,15,3,9,4,6,2,0,2,13,10,14,14,11,14,10,9,11,7,12,11,0,0,7,7,15,15,3,8,1,5,1,1,14,18,8,14,5,5,2,0,2,6,4,3,7,7,14,15,9,17,8,11,8,6,11,16,23,28,14,14,19,17,2,3,9,9,3,11,7,7,10,9,3,2,2,3,5,2,4,1,3,1,13,14,740,729,"1,469"
21,5,2,13,19,11,10,11,6,8,8,11,5,24,16,23,16,14,9,2,2,3,0,8,3,6,5,16,18,73,60,8,5,8,5,9,12,7,9,12,10,9,9,7,5,12,7,13,8,2,6,6,4,9,10,1,0,10,8,8,2,10,12,4,2,0,0,6,18,21,15,7,17,3,4,5,10,14,16,30,20,8,10,5,4,5,8,5,3,11,8,12,20,13,9,4,3,6,11,8,8,0,0,7,11,7,19,6,3,2,5,1,3,22,24,11,12,4,9,3,3,4,7,1,4,14,15,11,8,8,9,3,7,10,9,16,13,11,14,16,8,15,25,2,4,8,3,6,13,14,9,6,1,1,4,4,1,2,3,2,0,4,1,13,13,760,737,"1,497"
22,8,6,17,23,8,5,11,11,5,9,4,5,23,13,19,10,7,8,1,2,2,0,3,4,9,5,15,22,85,50,5,6,6,4,8,10,8,3,13,16,13,9,6,3,10,17,13,11,5,5,9,7,6,16,2,3,8,14,3,6,9,7,0,1,1,0,12,15,18,28,12,5,8,9,5,13,11,16,29,32,5,5,9,10,9,7,1,8,18,17,11,16,18,13,10,5,9,5,12,8,0,0,12,7,12,15,4,5,4,0,2,0,21,17,12,12,11,5,1,0,6,5,2,4,12,20,11,10,10,13,9,8,7,7,22,6,17,14,15,15,8,19,3,4,4,4,11,11,7,6,5,3,0,4,4,1,1,2,0,0,5,5,10,13,787,758,"1,545"
23,6,5,15,32,6,2,5,19,12,7,7,8,16,22,16,13,12,4,4,3,4,1,5,3,9,4,18,24,66,57,3,4,11,4,4,7,7,8,33,21,12,11,5,10,20,11,8,9,3,2,3,8,14,13,2,5,11,11,1,1,9,13,0,0,0,0,9,10,18,17,9,8,2,6,4,9,11,15,31,29,11,7,10,1,5,9,3,0,17,17,20,13,10,19,4,5,5,4,4,4,0,0,14,18,11,19,5,3,3,4,2,1,17,17,8,14,5,6,1,4,4,6,1,1,14,22,5,9,10,17,4,9,7,5,6,11,18,9,15,15,11,15,2,3,5,5,9,9,10,5,1,3,1,1,3,2,3,3,1,0,1,1,21,10,738,762,"1,500"
24,5,1,22,26,5,13,14,7,10,11,5,8,15,12,28,9,18,5,1,0,0,0,3,2,9,5,23,14,64,44,5,2,7,6,7,4,14,11,39,19,8,20,8,7,18,11,9,9,2,4,1,5,15,10,5,3,13,8,3,2,6,4,4,2,0,0,10,19,21,21,5,9,18,6,4,10,12,19,19,38,9,6,3,3,2,2,1,2,11,16,15,15,8,6,5,6,8,4,7,5,0,0,10,8,9,4,1,4,4,3,1,0,25,27,15,7,5,5,3,2,1,6,2,2,17,18,16,8,14,11,2,8,6,5,9,4,16,17,10,13,8,13,3,1,5,4,7,12,5,3,5,1,1,0,1,2,2,2,0,2,0,0,14,20,761,683,"1,444"
25,2,4,25,26,11,9,23,15,8,8,5,3,6,17,10,18,9,7,3,0,0,2,3,3,6,9,21,20,78,56,3,5,7,7,9,5,10,7,31,18,14,10,5,11,15,12,16,4,5,4,4,7,10,13,4,2,6,6,5,3,7,6,0,2,0,0,15,8,24,20,10,7,23,11,11,14,6,15,27,38,4,5,9,3,6,8,1,1,17,11,11,26,14,18,7,7,4,9,9,10,0,0,18,10,12,8,1,6,5,1,2,4,27,21,12,19,2,7,1,0,5,2,6,3,18,14,8,6,14,8,5,11,7,7,9,3,15,7,9,13,5,9,2,2,2,3,13,13,3,11,0,3,3,3,6,1,1,0,1,0,0,0,11,12,782,737,"1,519"
26,6,4,12,29,11,8,13,19,8,6,2,5,17,16,12,9,9,12,0,0,1,1,3,1,10,4,29,16,58,57,6,2,6,7,12,9,3,8,34,16,23,13,11,12,14,9,7,4,3,4,3,3,12,13,5,2,10,13,1,5,5,6,0,0,1,1,18,13,21,17,11,4,7,8,8,15,11,15,24,21,4,11,10,3,6,6,0,2,7,19,15,19,17,9,8,7,5,3,5,5,0,0,10,7,4,8,1,3,3,4,1,3,24,14,10,13,5,5,1,1,2,4,2,1,22,17,7,6,15,13,5,3,4,8,5,6,16,14,21,13,7,7,2,2,7,7,7,14,2,3,4,4,2,1,4,2,0,1,1,2,0,0,20,7,738,684,"1,422"
27,1,3,19,26,6,5,18,11,10,10,7,6,11,20,9,10,9,5,0,0,6,2,6,2,10,6,21,25,64,44,2,5,6,5,5,3,12,11,23,22,8,18,2,2,12,11,8,8,3,4,3,4,9,9,2,6,5,3,2,4,7,6,3,1,0,0,16,5,24,16,10,5,13,12,6,7,13,11,25,27,3,7,6,7,1,2,0,0,16,18,18,16,10,10,9,12,4,2,8,5,0,0,14,8,10,8,2,2,3,1,4,2,17,28,6,13,4,4,1,1,1,2,2,5,19,25,5,9,17,14,3,5,6,6,5,5,8,10,17,14,6,13,5,2,6,4,2,13,6,4,2,6,0,1,6,1,1,1,4,2,0,0,10,13,683,681,"1,364"
28,2,2,21,16,7,9,10,10,15,9,6,5,12,19,12,6,7,9,2,1,2,2,4,1,7,10,22,20,59,40,4,4,4,7,12,7,10,7,24,18,14,15,5,5,22,11,7,7,6,8,4,2,11,5,3,1,7,8,3,8,2,6,1,0,0,1,10,16,16,21,8,3,9,14,6,5,12,12,27,30,3,12,4,3,5,7,4,0,14,16,14,14,17,17,14,9,5,3,9,7,0,0,8,6,8,8,2,5,4,3,0,1,20,30,12,8,7,7,0,2,0,1,1,3,13,19,5,2,12,7,6,5,10,6,11,6,10,9,19,12,11,12,1,1,8,2,9,7,7,4,4,3,0,3,0,0,0,2,2,0,0,1,14,23,708,666,"1,374"
29,6,3,24,19,12,3,11,12,5,8,4,5,9,10,16,3,7,8,1,2,1,4,3,2,15,9,24,18,48,41,3,3,12,7,7,8,6,10,24,13,17,14,8,13,10,10,4,7,5,6,2,2,8,9,2,5,8,6,5,4,6,5,0,0,1,0,17,19,13,12,3,3,10,11,5,5,16,12,25,17,11,7,5,5,2,5,3,0,12,17,10,17,14,14,13,9,4,4,6,9,0,0,8,11,9,7,3,2,1,1,1,3,25,27,6,5,4,11,1,1,2,3,4,4,10,11,6,9,8,3,2,3,6,5,3,4,13,11,10,13,4,9,1,0,2,4,6,9,9,4,3,3,1,0,0,0,1,0,1,1,0,0,14,16,647,615,"1,262"
30,5,8,19,19,5,4,9,8,10,14,5,2,18,16,10,12,7,3,0,1,5,3,7,7,8,6,23,19,47,43,5,5,9,6,10,7,1,9,25,15,16,17,4,4,13,5,6,4,7,3,3,4,10,10,1,3,4,6,6,5,8,5,2,3,0,0,15,8,23,16,6,2,8,8,2,5,13,21,27,35,5,6,5,8,3,2,1,0,6,14,19,13,12,8,13,6,3,8,3,4,0,0,13,6,12,10,3,5,4,2,2,0,26,20,9,14,6,3,3,3,5,2,4,4,18,19,1,7,9,12,12,5,5,2,4,6,17,9,11,12,12,9,3,3,3,2,10,9,4,5,2,5,0,0,1,2,1,0,1,1,2,1,18,10,693,628,"1,321"
31,3,5,24,21,6,4,11,9,8,5,5,5,16,11,4,8,9,11,4,4,2,5,3,3,13,8,16,13,40,39,3,3,10,7,6,10,5,8,21,16,15,21,5,7,11,11,7,13,5,11,7,5,8,9,5,2,5,4,3,3,7,11,0,2,0,0,20,10,18,21,2,4,8,7,4,10,14,10,24,22,10,6,4,4,3,4,0,0,7,14,13,17,28,24,16,9,6,4,6,6,0,0,11,6,12,5,2,0,3,3,2,1,28,9,11,10,7,8,2,3,3,1,3,3,23,13,5,3,12,6,2,5,10,6,7,5,16,20,11,9,24,16,0,1,4,2,8,5,5,3,2,3,0,1,2,0,2,0,4,3,1,0,20,12,712,628,"1,340"
32,0,3,11,15,3,7,5,9,8,10,6,4,12,9,9,9,10,9,3,2,4,8,7,2,11,5,9,17,48,40,4,2,3,5,14,7,8,9,21,16,13,5,6,5,11,10,7,9,7,8,3,3,7,7,2,1,9,9,8,8,5,9,0,0,1,0,21,19,22,14,7,5,12,7,6,4,13,9,25,14,7,13,4,3,4,9,1,1,10,12,16,14,15,7,14,8,2,3,7,8,0,0,10,6,13,12,3,2,3,3,1,1,26,24,8,9,3,3,2,1,3,1,5,3,14,21,8,3,11,9,8,7,4,5,9,8,11,16,12,8,9,20,2,1,2,4,10,12,4,7,3,0,0,1,1,3,2,0,5,1,1,0,15,12,669,615,"1,284"
33,5,4,16,19,5,5,14,10,10,7,3,8,19,13,12,6,11,5,2,1,3,1,4,2,7,11,12,15,37,34,4,5,7,3,11,11,9,15,21,16,10,14,6,2,14,12,6,6,5,6,8,6,8,7,3,3,11,13,6,3,10,3,4,2,1,0,13,14,18,14,7,5,2,8,12,9,13,15,30,20,11,17,6,7,5,5,2,0,10,7,22,20,13,29,17,3,9,9,8,3,0,0,10,10,10,13,2,7,2,0,0,3,28,25,13,9,9,4,1,3,4,3,3,4,16,20,6,12,10,22,3,5,6,7,12,1,17,17,17,8,21,28,3,1,7,4,9,9,5,7,4,1,1,1,1,4,2,0,4,3,1,0,14,9,743,693,"1,436"
34,7,2,28,11,6,10,18,12,8,9,9,8,12,12,14,9,10,9,6,4,4,4,4,3,10,8,13,13,51,54,4,6,4,9,10,9,17,10,23,17,9,9,7,7,14,20,12,10,10,7,7,1,10,12,3,3,7,9,4,5,7,3,2,3,0,0,13,16,31,14,11,4,3,5,4,7,11,23,29,12,15,16,8,2,5,7,1,1,9,12,18,12,20,25,13,13,4,5,7,5,0,0,12,8,16,11,2,3,4,2,6,1,19,27,19,12,10,5,0,3,3,2,5,2,13,13,13,13,12,22,5,5,8,14,11,11,11,26,16,7,17,23,1,0,9,8,7,17,12,8,5,3,1,2,1,1,1,2,6,2,1,1,18,12,816,753,"1,569"
