雑工業品,,"11,654,105","1,229,793","10,424,312","11,654,105","1,229,793","10,424,312","316,749","100,433","216,316","141,623","27,307","114,316","690,825","367,008","323,817","7,063","1,719","5,344",雑工業品,,,,
67,がん具,"646,963","30,998","615,965","646,963","30,998","615,965","5,096","2,266","2,830","4,138",10,"4,128","15,536","8,963","6,573",65,-,65,67,がん具,,,
68,衣服・身廻品・はきもの,"4,914,951","167,910","4,747,041","4,914,951","167,910","4,747,041","45,329","3,884","41,445","37,568",452,"37,116","92,547","15,061","77,486","2,796",15,"2,781",68,衣服・身廻品・はきもの,,,
69,文房具・運動娯楽用品・楽器,"795,763","126,502","669,261","795,763","126,502","669,261","33,843","10,973","22,870","23,593","10,971","12,622","54,649","27,670","26,979",161,90,71,69,文房具・運動娯楽用品・楽器,,,
70,家具装備品,"2,133,474","93,195","2,040,279","2,133,474","93,195","2,040,279","43,482","9,850","33,632","10,723","1,292","9,431","93,130","14,393","78,737",541,-,541,70,家具装備品,,,
71,その他日用品,"541,603","120,788","420,815","541,603","120,788","420,815","57,389","14,494","42,895","4,904","1,673","3,231","62,322","45,364","16,958",265,199,66,71,その他日用品,,,
72,ゴム製品,"815,870","387,696","428,174","815,870","387,696","428,174","60,181","51,633","8,548","36,162","12,415","23,747","284,760","226,855","57,905","1,721","1,391",330,72,ゴム製品,,,
73,木製品,"1,229,770","11,866","1,217,904","1,229,770","11,866","1,217,904","49,633",325,"49,308","13,560",-,"13,560","46,460","1,838","44,622","1,220",-,"1,220",73,木製品,,,
74,その他製造工業品,"575,711","290,838","284,873","575,711","290,838","284,873","21,796","7,008","14,788","10,975",494,"10,481","41,421","26,864","14,557",294,24,270,74,その他製造工業品,,,
特殊品,,"4,485,210","2,380,988","2,104,222","4,485,210","2,380,988","2,104,222","924,592","96,647","827,945","61,033","24,768","36,265","177,766","70,813","106,953","43,971","27,933","16,038",特殊品,,,,
75,金属くず,"159,830","99,479","60,351","159,830","99,479","60,351","20,045","1,053","18,992","8,848",33,"8,815","5,796","2,098","3,698",732,-,732,75,金属くず,,,
76,再利用資材,"1,925,132","1,883,199","41,933","1,925,132","1,883,199","41,933","71,138","48,081","23,057","23,130","20,910","2,220","27,934","26,308","1,626","27,690","27,630",60,76,再利用資材,,,
77,動植物性製造飼肥料,"1,004,214","18,814","985,400","1,004,214","18,814","985,400","728,965",563,"728,402","10,707",45,"10,662","61,826",573,"61,253","9,709",-,"9,709",77,動植物性製造飼肥料,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,
80,輸送用容器,"1,119,006","206,307","912,699","1,119,006","206,307","912,699","56,260","9,638","46,622","10,156","1,777","8,379","60,803","25,139","35,664","5,734",197,"5,537",80,輸送用容器,,,
81,取合せ品,"277,028","173,189","103,839","277,028","173,189","103,839","48,184","37,312","10,872","8,192","2,003","6,189","21,407","16,695","4,712",106,106,-,81,取合せ品,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,
