地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成29年の増減
4,13206,府中市,13,-90,135,361,4,39,-136,61,229,3,-14,6,611
4,13207,昭島市,-14,2,53,51,25,53,-14,-40,19,26,74,18,253
4,13208,調布市,76,61,464,212,84,97,66,68,67,119,99,135,1548
4,13209,町田市,-12,36,289,59,14,113,-3,-104,74,-40,-46,-69,311
4,13210,小金井市,43,-55,176,109,13,17,26,-19,79,104,15,54,562
4,13211,小平市,-2,-126,114,427,61,79,107,-83,111,54,-30,-29,683
4,13212,日野市,14,-3,174,123,9,73,38,35,20,31,11,63,588
4,13213,東村山市,-79,-42,101,100,32,-5,-20,40,0,32,43,68,270
4,13214,国分寺市,15,66,295,168,5,17,-9,30,5,33,12,17,654
4,13215,国立市,-34,-23,55,109,-10,29,34,-63,27,9,21,20,174
4,13218,福生市,52,0,3,74,-11,-28,-9,-23,-41,-5,-35,25,2
4,13219,狛江市,10,30,283,88,37,10,1,-11,6,36,43,25,558
4,13220,東大和市,-8,-8,-31,29,20,17,-4,-34,-4,13,-27,-44,-81
4,13221,清瀬市,-1,7,79,95,-54,33,17,-27,1,14,-16,5,153
4,13222,東久留米市,10,-35,83,25,-22,-26,2,-17,29,-16,0,-1,32
4,13223,武蔵村山市,40,-13,27,12,10,28,-23,16,17,2,32,52,200
4,13224,多摩市,-45,-62,181,135,51,10,39,30,-1,-9,-22,-22,285
4,13225,稲城市,21,33,96,83,72,14,38,20,-11,10,23,22,421
4,13227,羽村市,-45,-24,2,2,-17,20,1,0,-25,-10,-14,-43,-153
4,13228,あきる野市,-30,-26,13,-70,5,-24,2,19,-8,2,-27,-40,-184
4,13229,西東京市,-3,-75,306,275,58,27,-32,-9,-20,58,-7,59,637
1,13550,町村部,7,-73,-306,174,8,-29,4,23,-33,-27,-32,-24,-308
2,13300,郡部,18,-40,-54,-16,-3,-19,-13,33,-10,-30,-42,4,-172
4,13303,瑞穂町,4,-6,-58,-4,-4,-1,4,27,-21,-3,-38,-17,-117
4,13305,日の出町,5,-15,10,-11,3,-5,-6,6,20,-34,-4,23,-8
4,13307,檜原村,-1,-5,3,-7,1,1,-2,1,-2,-2,1,3,-9
4,13308,奥多摩町,10,-14,-9,6,-3,-14,-9,-1,-7,9,-1,-5,-38
2,13350,島部,-11,-33,-252,190,11,-10,17,-10,-23,3,10,-28,-136
3,13360,大島支庁,3,-24,-105,69,5,-9,10,-6,-6,-3,-5,-11,-82
4,13361,大島町,3,-13,-61,47,-6,-4,5,-10,-6,0,-4,-7,-56
4,13362,利島村,0,-2,-9,6,1,1,-1,2,0,1,0,0,-1
4,13363,新島村,-3,-4,-22,10,5,-7,5,-2,-1,-7,-1,-2,-29
4,13364,神津島村,3,-5,-13,6,5,1,1,4,1,3,0,-2,4
3,13380,三宅支庁,-1,0,-28,36,-5,-2,4,3,0,7,0,-10,4
4,13381,三宅村,-3,-1,-24,26,-5,-3,2,3,1,7,0,-11,-8
4,13382,御蔵島村,2,1,-4,10,0,1,2,0,-1,0,0,1,12
3,13400,八丈支庁,-12,-8,-98,50,7,-4,-2,-2,-15,-1,6,-4,-83
4,13401,八丈町,-12,-8,-94,38,7,-4,-2,-2,-15,-1,6,-6,-93
4,13402,青ヶ島村,0,0,-4,12,0,0,0,0,0,0,0,2,10
3,13420,小笠原支庁,-1,-1,-21,35,4,5,5,-5,-2,0,9,-3,25
4,13421,小笠原村,-1,-1,-21,35,4,5,5,-5,-2,0,9,-3,25
,,,,,,,,,,,,,,,
人口の動き（平成29年中）,,,,,,,,,,,,,,,
第７表　区市町村、月別人口増減（総数　女）,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
