地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
2,13222,20,東久留米市,Higashikurume-shi,861,400,461,1013,576,437,-152,-176,24,0,0,0,0,0,0,14,8,6,1.31,458,177
2,13223,21,武蔵村山市,Musashimurayama-shi,550,290,260,587,309,278,-37,-19,-18,0,0,0,0,0,0,9,4,5,1.42,311,171
2,13224,22,多摩市,Tama-shi,1011,514,497,1120,619,501,-109,-105,-4,2,2,0,0,0,0,16,6,10,1.13,602,206
2,13225,23,稲城市,Inagi-shi,812,424,388,557,291,266,255,133,122,2,1,1,1,0,1,15,9,6,1.5,432,131
2,13227,24,羽村市,Hamura-shi,461,227,234,493,270,223,-32,-43,11,0,0,0,0,0,0,9,4,5,1.5,268,107
2,13228,25,あきる野市,Akiruno-shi,619,315,304,881,433,448,-262,-118,-144,2,2,0,1,1,0,16,7,9,1.44,348,146
2,13229,26,西東京市,Nishitokyo-shi,1541,814,727,1599,861,738,-58,-47,-11,3,1,2,1,0,1,29,15,14,1.24,972,308
1,13300,,郡部,All gun,383,193,190,917,430,487,-534,-237,-297,1,0,1,0,0,0,11,5,6,1.34,210,125
2,13303,1,瑞穂町,Mizuho-machi,210,105,105,324,167,157,-114,-62,-52,0,0,0,0,0,0,7,2,5,1.2,140,83
2,13305,2,日の出町,Hinode-machi,148,79,69,296,123,173,-148,-44,-104,1,0,1,0,0,0,4,3,1,1.69,58,37
2,13307,3,檜原村,Hinohara-mura,8,3,5,96,39,57,-88,-36,-52,0,0,0,0,0,0,0,-,-,1.03,4,2
2,13308,4,奥多摩町,Okutama-machi,17,6,11,201,101,100,-184,-95,-89,0,0,0,0,0,0,0,-,-,1.02,8,3
1,13350,,島部,All islands,206,111,95,417,206,211,-211,-95,-116,0,0,0,0,0,0,7,3,4,1.76,124,59
2,13361,1,大島町,Oshima-machi,67,38,29,152,66,86,-85,-28,-57,0,0,0,0,0,0,3,1,2,2.11,39,12
2,13362,2,利島村,Toshima-mura,3,2,1,3,1,2,0,1,-1,0,0,0,0,0,0,0,-,-,1.78,3,1
2,13363,3,新島村,Niijima-mura,20,7,13,39,24,15,-19,-17,-2,0,0,0,0,0,0,1,-,1,1.58,6,7
2,13364,4,神津島村,Kozushima-mura,27,15,12,28,10,18,-1,5,-6,0,0,0,0,0,0,0,-,-,3.34,9,4
2,13381,5,三宅村,Miyake-mura,8,6,2,40,22,18,-32,-16,-16,0,0,0,0,0,0,0,-,-,0.73,15,9
2,13382,6,御蔵島村,Mikurajima-mura,5,2,3,0,0,0,5,2,3,0,0,0,0,0,0,0,-,-,1.96,1,-
2,13401,7,八丈町,Hachijo-machi,50,29,21,140,71,69,-90,-42,-48,0,0,0,0,0,0,3,2,1,1.74,38,18
2,13402,8,青ヶ島村,Aogashima-mura,0,0,0,3,2,1,-3,-2,-1,0,0,0,0,0,0,0,-,-,0,-,1
2,13421,9,小笠原村,Ogasawara-mura,26,12,14,12,10,2,14,2,12,0,0,0,0,0,0,0,-,-,1.36,13,7
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,
2-7  人口動態  (3) 地域，男女別（平成25年）  2-7  VITAL STATISTICS  (3) BY DISTRICT AND GENDER ( 2013 ),,,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
