年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,規格改良済 Standard-improved／計 Total／延長 Length,規格改良済 Standard-improved／計 Total／面積 Area,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／延長 Length,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／面積 Area,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／延長 Length,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／延長 Length,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／延長 Length,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／面積 Area,未改良 Unimproved／計 Total／延長 Length,未改良 Unimproved／計 Total／面積 Area,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／延長 Length,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／延長 Length,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／延長 Length,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／面積 Area,
平成26,2014,5,13209,9,町田市,Machida-shi,1341806,8517870,890866,7461391,2683,141168,14981,420065,172827,2482428,700375,4417730,450940,1056479,75,2882,3126,11758,447739,1041839,
平成26,2014,5,13210,10,小金井市,Koganei-shi,177093,1060595,86707,727783,-,-,1935,60980,29537,356838,55235,309965,90386,332812,2482,23644,12639,56635,75265,252533,
平成26,2014,5,13211,11,小平市,Kodaira-shi,264524,1969924,203571,1676985,620,23836,1289,34738,70596,856424,131066,761987,60953,292939,3632,30563,22775,134191,34546,128185,
平成26,2014,5,13212,12,日野市,Hino-shi,494674,3305776,344404,2922644,1236,46072,12666,387884,71268,947446,259234,1541242,150270,383132,217,1782,3971,22152,146082,359198,
平成26,2014,5,13213,13,東村山市,Higashimurayama-shi,302596,1771241,224711,1557418,99,7754,1289,32584,55489,598244,167834,918836,77885,213823,82,613,1708,6924,76095,206286,
平成26,2014,5,13214,14,国分寺市,Kokubunji-shi,240493,1301118,102083,751341,62,2109,448,10300,30307,339340,71266,399592,138410,549777,8393,75001,35666,194254,94351,280522,
平成26,2014,5,13215,15,国立市,Kunitachi-shi,152655,1267500,123359,1191738,394,12682,7765,316025,35654,408448,79546,454583,29296,75762,-,-,499,2598,28797,73164,
平成26,2014,5,13218,16,福生市,Fussa-shi,150101,1116118,127448,1050540,39,842,5251,94586,37315,486639,84843,468473,22653,65578,-,-,169,847,22484,64731,
平成26,2014,5,13219,17,狛江市,Komae-shi,128361,812170,109646,759491,148,8996,872,28208,20967,270662,87659,451625,18715,52679,132,3233,7,35,18576,49411,
平成26,2014,5,13220,18,東大和市,Higashiyamato-shi,235234,1533292,187088,1402196,292,15161,494,22816,103582,976674,82720,387545,48146,131096,1842,11304,11258,46883,35046,72909,
平成26,2014,5,13221,19,清瀬市,Kiyose-shi,185076,1061050,102221,823852,1143,48564,474,10948,37601,401208,63003,363132,82855,237198,970,7166,11966,61085,69919,168947,
平成26,2014,5,13222,20,東久留米市,Higashikurume-shi,249599,1543695,186935,1356595,125,5281,280,5353,41041,526716,145489,819245,62664,187100,427,8425,1179,6032,61058,172643,
平成26,2014,5,13223,21,武蔵村山市,Musashimurayama-shi,270792,1543514,145352,1174659,-,-,606,16200,52219,667630,92527,490829,125440,368855,-,-,372,1866,125068,366989,
平成26,2014,5,13224,22,多摩市,Tama-shi,292476,3182015,255692,3001451,4847,187967,22821,673694,65934,934354,162090,1205436,36784,180564,792,8257,5009,52358,30983,119949,
平成26,2014,5,13225,23,稲城市,Inagi-shi,259963,1985748,163821,1787857,434,23813,8545,242558,57777,900966,97065,620520,96142,197891,128,927,667,3540,95347,193424,
平成26,2014,5,13227,24,羽村市,Hamura-shi,164356,1324635,126925,1189235,823,25439,4791,116083,53818,652054,67493,395659,37431,135400,905,6658,4510,22056,32016,106686,
平成26,2014,5,13228,25,あきる野市,Akiruno-shi,750846,3339087,273100,2380886,127,8809,9158,297477,82533,1108076,181282,966524,477746,958201,773,6183,6254,31864,470719,920154,
平成26,2014,5,13229,26,西東京市,Nishitokyo-shi,267820,1742613,189042,1400388,1003,40310,2504,64569,43184,512636,142351,782873,78778,342225,1985,14932,24913,133847,51880,193446,
平成26,2014,3,13300,,郡部,All gun,808256,4934185,405059,4101777,318,11038,7038,204633,166233,2562329,231470,1323777,403197,832408,378,2690,3515,17197,399304,812521,
平成26,2014,5,13303,1,瑞穂町,Mizuho-machi,244253,1473846,146063,1208914,212,8830,5369,161428,48654,556579,91828,482077,98190,264932,22,126,1674,8201,96494,256605,
平成26,2014,5,13305,2,日の出町,Hinode-machi,141696,888715,84840,727871,99,2046,1567,41651,30508,383237,52666,300937,56856,160844,322,2267,1495,7361,55039,151216,
平成26,2014,5,13307,3,檜原村,Hinohara-mura,120034,1021094,62216,919755,7,162,6,92,34958,726795,27245,192706,57818,101339,11,108,250,1164,57557,100067,
平成26,2014,5,13308,4,奥多摩町,Okutama-machi,302273,1550530,111940,1245237,-,-,96,1462,52113,895718,59731,348057,190333,305293,23,189,96,471,190214,304633,
平成26,2014,3,13350,,島部,All islands,1479824,7136232,653980,5186235,211,5728,1069,24058,249208,2775840,403492,2380609,825844,1949997,2630,22254,15580,82197,807634,1845546,
平成26,2014,5,13361,1,大島町,Oshima-machi,498835,2021542,175266,1259260,187,5184,369,6293,82635,857354,92075,390429,323569,762282,996,7582,6686,31517,315887,723183,
平成26,2014,5,13362,2,利島村,Toshima-mura,27706,127434,14156,89261,-,-,156,2186,779,8034,13221,79041,13550,38173,138,3639,540,3156,12872,31378,
平成26,2014,5,13363,3,新島村,Niｉｊima-mura,142718,672468,67037,509046,24,544,9,138,26013,274996,40991,233368,75681,163422,60,437,606,5543,75015,157442,
平成26,2014,5,13364,4,神津島村,Kouzushima-mura,78802,276054,30687,208222,-,-,29,471,8160,86589,22498,121162,48115,67832,9,56,102,514,48004,67262,
平成26,2014,5,13381,5,三宅村,Miyake-mura,134646,879043,83904,737633,-,-,38,1061,40620,530926,43246,205646,50742,141410,105,871,544,2998,50093,137541,
平成26,2014,5,13382,6,御蔵島村,Mikurajima-mura,21353,228915,19054,222850,-,-,-,-,1156,17939,17898,204911,2299,6065,-,-,-,-,2299,6065,
平成26,2014,5,13401,7,八丈町,Hachijo-machi,488525,2100212,191857,1388068,-,-,395,11588,76184,759951,115278,616529,296668,712144,1322,9669,6424,35066,288922,667409,
平成26,2014,5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22630,123798,-,-,-,-,281,5707,22349,118091,14490,33854,-,-,660,3320,13830,30534,
平成26,2014,5,13421,9,小笠原村,Ogasawara-mura,50119,672912,49389,648097,-,-,73,2321,13380,234344,35936,411432,730,24815,-,-,18,83,712,24732,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  地域， 幅員別道路の延長及び面積(平成22～26年) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  LENGTH AND AREA OF ROADS BY DISTRICT AND WIDTH ( 2010～2014 ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters，Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,,,, 
　　    Source: Bureau of Construction，TMG,,,,,,,,,,,,,,,,,,,,,,,,,,, 
