海区,Sea region,区分,Classification,区分,Classification,生産量 Quantity
大島海区,Oshima sea area,藻類,Seaweed,総数,Total,378175
大島海区,Oshima sea area,藻類,Seaweed,てんぐさ,Tengusa,209270
大島海区,Oshima sea area,藻類,Seaweed,とさかのり,Comb paste,168134
三宅海区,Miyake sea area,総数,Total,,,206952
三宅海区,Miyake sea area,魚類,Fish,総数,Total,186906
三宅海区,Miyake sea area,魚類,Fish,きんめだい,Alfonsino,21465
三宅海区,Miyake sea area,魚類,Fish,まぐろ類,Tuna,63848
三宅海区,Miyake sea area,魚類,Fish,かつお類,Skipjack,17469
三宅海区,Miyake sea area,その他の水産動物,Other marine animals,総数,Total,7267
三宅海区,Miyake sea area,その他の水産動物,Other marine animals,いせえび,Spiny lobster,2702
三宅海区,Miyake sea area,その他の水産動物,Other marine animals,いか,Squid,4515
三宅海区,Miyake sea area,貝類,Shellfish,総数,Total,1103
三宅海区,Miyake sea area,貝類,Shellfish,さざえ,Top shell,140
三宅海区,Miyake sea area,貝類,Shellfish,とこぶし,Japanese abalone,618
三宅海区,Miyake sea area,藻類,Seaweed,総数,Total,11676
三宅海区,Miyake sea area,藻類,Seaweed,てんぐさ,Tengusa,11242
三宅海区,Miyake sea area,藻類,Seaweed,いわのり,Spontaneous purple,304
八丈海区,Hachijo sea area,総数,Total,,,1143426
八丈海区,Hachijo sea area,魚類,Fish,総数,Total,1142466
八丈海区,Hachijo sea area,魚類,Fish,きんめだい,Alfonsino,343853
八丈海区,Hachijo sea area,魚類,Fish,とびうお,Flying fish,234119
八丈海区,Hachijo sea area,魚類,Fish,むろあじ,Mackerel scad,140885
八丈海区,Hachijo sea area,その他の水産動物,Other marine animals,総数,Total,728
八丈海区,Hachijo sea area,その他の水産動物,Other marine animals,いか,Squid,451
八丈海区,Hachijo sea area,その他の水産動物,Other marine animals,いせえび,Spiny lobster,252
八丈海区,Hachijo sea area,貝類,Shellfish,総数,Total,90
八丈海区,Hachijo sea area,貝類,Shellfish,とこぶし,Japanese abalone,90
八丈海区,Hachijo sea area,藻類,Seaweed,総数,Total,143
八丈海区,Hachijo sea area,藻類,Seaweed,とさかのり,Comb paste,143
小笠原海区,Ogasawara sea area,総数,Total,,,509022
小笠原海区,Ogasawara sea area,魚類,Fish,総数,Total,446689
小笠原海区,Ogasawara sea area,魚類,Fish,かじき類,Swordfish,212640
小笠原海区,Ogasawara sea area,魚類,Fish,はまだい,Ruby snapper,74773
小笠原海区,Ogasawara sea area,魚類,Fish,まぐろ類,Tuna,76027
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,総数,Total,62333
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,かめ ,Sea turtle　,14633
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,いか,Squid,43727
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,いせえび,Spinylobster,3304
小笠原海区,Ogasawara sea area,貝類,Shellfish,総数,Total,-
小笠原海区,Ogasawara sea area,藻類,Seaweed,総数,Total,-
,,,,,,
"東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 ) ９　農林水産業 9 AGRICULTURE， FORESTRY， AND FISHERIES						",,,,,,
"9-7  海区別生産量（平成24年）9-7 CATCHES ( QUANTITY ) BY SEA REGION ( 2012 )						",,,,,,
"大手水産会社による遠洋・沖合漁業を除く。						",,,,,,
"Excluding deep sea and offshore activities by large fishery companies.						",,,,,,
"注) 数値は，主要生産量のみを掲げてあるので，内訳の合計は総数に一致しない。						",,,,,,
"Note: The total is not the sum of the details as detailed figures are given for key quantities only.						",,,,,,
"資料：都産業労働局農林水産部水産課 「東京都の水産」 Source: Bureau of Industrial and Labor Affairs， TMG						",,,,,,
"（単位　キログラム） (Quantity in kg)						",,,,,,
