地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
5,13209,9,町田市,Machida-shi,1341806,8517870,78664,1254662,-,-,53940,884889,24724,369773,-,-,4513,162281,1426,93025,-,-,1257203,7007902
5,13210,10,小金井市,Koganei-shi,177093,1060595,17216,273323,-,-,6509,111867,10707,161456,-,-,-,-,-,-,-,-,159877,787272
5,13211,11,小平市,Kodaira-shi,264524,1969924,36491,477692,-,-,20948,290077,15543,187615,-,-,-,-,-,-,-,-,228033,1492232
5,13212,12,日野市,Hino-shi,494674,3305776,32418,568057,-,-,6137,101241,26281,466816,-,-,5103,134467,4494,184465,-,-,452659,2418787
5,13213,13,東村山市,Higashimurayama-shi,302596,1771241,24995,279513,-,-,11566,184280,13429,95233,-,-,-,-,-,-,-,-,277601,1491728
5,13214,14,国分寺市,Kokubunji-shi,240493,1301118,13546,169460,-,-,5210,72145,8336,97315,-,-,-,-,-,-,-,-,226947,1131658
5,13215,15,国立市,Kunitachi-shi,152655,1267500,10220,162928,-,-,2502,53279,7718,109649,-,-,2373,73093,1973,164395,-,-,138089,867084
5,13218,16,福生市,Fussa-shi,150101,1116118,17270,249813,-,-,12131,177020,5139,72793,-,-,3575,90763,-,-,-,-,129256,775542
5,13219,17,狛江市,Komae-shi,128361,812170,10569,166460,-,-,6651,110673,3918,55787,-,-,-,-,-,-,-,-,117792,645710
5,13220,18,東大和市,Higashiyamato-shi,235234,1533292,25832,282688,-,-,12190,197907,13642,84781,-,-,-,-,-,-,-,-,209402,1250604
5,13221,19,清瀬市,Kiyose-shi,185076,1061050,12004,163002,-,-,10291,144405,1713,18597,-,-,-,-,962,41075,-,-,172110,856973
5,13222,20,東久留米市,Higashikurume-shi,249599,1543695,20181,249777,-,-,13148,171235,7033,78542,-,-,-,-,-,-,-,-,229418,1293918
5,13223,21,武蔵村山市,Musashimurayama-shi,270792,1543514,18955,276982,-,-,15641,239937,3314,37045,-,-,-,-,-,-,-,-,251837,1266532
5,13224,22,多摩市,Tama-shi,292476,3182015,37541,1004660,-,-,20564,511714,16977,492946,-,-,-,-,-,-,-,-,254935,2177355
5,13225,23,稲城市,Inagi-shi,259963,1985748,22756,531315,-,-,20538,506905,2218,24410,-,-,-,-,-,-,-,-,237207,1454433
5,13227,24,羽村市,Hamura-shi,164356,1324635,16461,275872,-,-,7646,105430,8815,170442,-,-,430,10556,175,4435,-,-,147290,1033772
5,13228,25,あきる野市,Akiruno-shi,750846,3339087,64476,946798,5516,86739,31308,540153,27652,319906,-,-,-,-,4371,174657,-,-,681999,2217632
5,13229,26,西東京市,Nishitokyo-shi,267820,1742613,32686,435948,-,-,19283,286213,13403,149735,-,-,-,-,-,-,-,-,235134,1306665
1,13300,,郡部,All gun,808256,4934185,172107,2419439,26930,371695,30846,475887,114331,1571857,-,-,5820,162871,1019,29580,-,-,629310,2322295
5,13303,1,瑞穂町,Mizuho-machi,244253,1473846,17939,251046,-,-,8907,134210,9032,116836,-,-,5820,162871,-,-,-,-,220494,1059929
5,13305,2,日の出町,Hinode-machi,141696,888715,25339,299710,-,-,4256,71156,21083,228554,-,-,-,-,1019,29580,-,-,115338,559425
5,13307,3,檜原村,Hinohara-mura,120034,1021094,50278,847213,-,-,14421,224952,35857,622261,-,-,-,-,-,-,-,-,69756,173881
5,13308,4,奥多摩町,Okutama-machi,302273,1550530,78551,1021470,26930,371695,3262,45569,48359,604206,-,-,-,-,-,-,-,-,223722,529060
1,13350,,島部,All islands,1479824,7136232,240492,2806523,-,-,-,-,240492,2806523,-,-,-,-,-,-,-,-,1239332,4329709
5,13361,1,大島町,Oshima-machi,498835,2021542,60326,570633,-,-,-,-,60326,570633,-,-,-,-,-,-,-,-,438509,1450909
5,13362,2,利島村,Toshima-mura,27706,127434,8803,58934,-,-,-,-,8803,58934,-,-,-,-,-,-,-,-,18903,68500
5,13363,3,新島村,Niｉｊima-mura,142718,672468,16408,167361,-,-,-,-,16408,167361,-,-,-,-,-,-,-,-,126310,505107
5,13364,4,神津島村,Kouzushima-mura,78802,276054,8577,87893,-,-,-,-,8577,87893,-,-,-,-,-,-,-,-,70225,188161
5,13381,5,三宅村,Miyake-mura,134646,879043,35012,489739,-,-,-,-,35012,489739,-,-,-,-,-,-,-,-,99634,389304
5,13382,6,御蔵島村,Mikurajima-mura,21353,228915,14993,204292,-,-,-,-,14993,204292,-,-,-,-,-,-,-,-,6360,24623
5,13401,7,八丈町,Hachijo-machi,488525,2100212,54666,600065,-,-,-,-,54666,600065,-,-,-,-,-,-,-,-,433859,1500147
5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,6347,58471,-,-,-,-,6347,58471,-,-,-,-,-,-,-,-,30773,99181
5,13421,9,小笠原村,Ogasawara-mura,50119,672912,35360,569135,-,-,-,-,35360,569135,-,-,-,-,-,-,-,-,14759,103777
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,
４　運　　　　　輸　 ,,,,,,,,,,,,,,,,,,,,,,,,
4-1  地域， 種類別道路の延長及び面積(平成26年) ,,,,,,,,,,,,,,,,,,,,,,,,
4月1日現在 ,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 ,,,,,,,,,,,,,,,,,,,,,,,,
4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,,,,
4-1  LENGTH AND AREA OF ROADS BY DISTRICT AND CATEGORY ( 2014 ) ,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters，Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,
　  　   a) Outside designated sections          Source: Bureau of Construction，TMG,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,
