年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
平成26,2014,3,13204,三鷹市,Mitaka-shi,148784,72455,76329
平成26,2014,3,13205,青梅市,Ome-shi,112689,56282,56407
平成26,2014,3,13206,府中市,Fuchu-shi,205006,103735,101271
平成26,2014,3,13207,昭島市,Akishima-shi,91689,45760,45929
平成26,2014,3,13208,調布市,Chofu-shi,184292,89942,94350
平成26,2014,3,13209,町田市,Machida-shi,344353,167868,176485
平成26,2014,3,13210,小金井市,Koganei-shi,96502,47478,49024
平成26,2014,3,13211,小平市,Kodaira-shi,149659,73274,76385
平成26,2014,3,13212,日野市,Hino-shi,146281,73447,72834
平成26,2014,3,13213,東村山市,Higashimurayama-shi,123744,60363,63381
平成26,2014,3,13214,国分寺市,Kokubunji-shi,98190,48196,49994
平成26,2014,3,13215,国立市,Kunitachi-shi,61033,29837,31196
平成26,2014,3,13218,福生市,Fussa-shi,47264,23683,23581
平成26,2014,3,13219,狛江市,Komae-shi,65948,31886,34062
平成26,2014,3,13220,東大和市,Higashiyamato-shi,69341,34201,35140
平成26,2014,3,13221,清瀬市,Kiyose-shi,60530,28961,31569
平成26,2014,3,13222,東久留米市,Higashikurume-shi,94944,46310,48634
平成26,2014,3,13223,武蔵村山市,Musashimurayama-shi,56722,28448,28274
平成26,2014,3,13224,多摩市,Tama-shi,121963,59683,62280
平成26,2014,3,13225,稲城市,Inagi-shi,68013,34267,33746
平成26,2014,3,13227,羽村市,Hamura-shi,45227,23054,22173
平成26,2014,3,13228,あきる野市,Akiruno-shi,66091,32821,33270
平成26,2014,3,13229,西東京市,Nishitokyo-shi,161646,78490,83156
平成26,2014,1,13300,郡部,All gun,48277,24160,24117
平成26,2014,3,13303,瑞穂町,Mizuho-machi,27251,13835,13416
平成26,2014,3,13305,日の出町,Hinode-machi,13862,6785,7077
平成26,2014,3,13307,檜原村,Hinohara-mura,2155,1081,1074
平成26,2014,3,13308,奥多摩町,Okutama-machi,5009,2459,2550
平成26,2014,1,13350,島部,All Islands,22667,11501,11166
平成26,2014,2,13360,大島支庁,Oshima-shicho,11180,5513,5667
平成26,2014,3,13361,大島町,Oshima-machi,6856,3389,3467
平成26,2014,3,13362,利島村,Toshima-mura,257,136,121
平成26,2014,3,13363,新島村,Niijima-mura,2496,1190,1306
平成26,2014,3,13364,神津島村,Kozushima-mura,1571,798,773
平成26,2014,2,13380,三宅支庁,Miyake-shicho,2635,1425,1210
平成26,2014,3,13381,三宅村,Miyake-mura,2395,1298,1097
平成26,2014,3,13382,御蔵島村,Mikurajima-mura,240,127,113
平成26,2014,2,13400,八丈支庁,Hachijo-shicho,6824,3412,3412
平成26,2014,3,13401,八丈町,Hachijo-machi,6679,3326,3353
平成26,2014,3,13402,青ヶ島村,Aogashima-mura,145,86,59
平成26,2014,2,13420,小笠原支庁,Ogasawara-shicho,2028,1151,877
平成26,2014,3,13421,小笠原村,Ogasawara-mura,2028,1151,877
,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,
22-1  選挙人名簿登録者数 (平成22～26年) 22-1  NUMBER OF REGISTERED VOTERS ( 2010-2014 ),,,,,,,,
各年9月2日現在 Figures are as of Sept. 2 of the year stated.,,,,,,,,
資料：都選挙管理委員会事務局 「選挙人名簿登録者数」（ホームページ） Source: Metropolitan Election Administration Commission,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,
