地域階層,地域コード,項番 Item number,地域,District,総数 Total／棟数 Number,総数 Total／床面積の合計 Total floor space,総数 Total／工事費予定額 Estimated construction cost,木造 Wooden／棟数 Number,木造 Wooden／床面積の合計 Total floor space,木造 Wooden／工事費予定額 Estimated building cost,鉄骨鉄筋コンクリート造 Steel reinforced concrete／棟数 Number,鉄骨鉄筋コンクリート造 Steel reinforced concrete／床面積の合計 Total floor space,鉄骨鉄筋コンクリート造 Steel reinforced concrete／工事費予定額 Estimated building cost,鉄筋コンクリート造 Reinforced concrete／棟数 Number,鉄筋コンクリート造 Reinforced concrete／床面積の合計 Total floor space,鉄筋コンクリート造 Reinforced concrete／工事費予定額 Estimated building cost,鉄骨造 Steel-frame／棟数 Number,鉄骨造 Steel-frame／床面積の合計 Total floor space,鉄骨造 Steel-frame／工事費予定額 Estimated building cost,コンクリートブロック造 Concrete-block／棟数 Number,コンクリートブロック造 Concrete-block／床面積の合計 Total floor space,コンクリートブロック造 Concrete-block／工事費予定額 Estimated building cost,その他 Others／棟数 Number,その他 Others／床面積の合計 Total floor space,その他 Others／工事費予定額 Estimated building cost
5,13116,16,豊島区,Toshima-ku,926,258306,6208268,597,66084,1206647,1,444,x,100,117132,3049627,227,74632,1941899,-,-,-,1,14,x
5,13117,17,北区,Kita-ku,1080,295567,6986243,724,80574,1419122,1,8522,x,95,129246,3434033,257,77115,1692668,1,15,x,2,95,x
5,13118,18,荒川区,Arakawa-ku,641,157345,3471179,451,50111,873995,2,942,x,56,73305,1779425,128,32241,795853,-,-,-,4,746,5906
5,13119,19,板橋区,Itabashi-ku,1769,426448,8714943,1305,142206,2447580,1,104,x,113,196301,4327978,336,87572,1936248,-,-,-,14,265,1720
5,13120,20,練馬区,Nerima-ku,3180,594833,11974488,2497,269511,4690229,2,1739,x,106,176298,4029294,567,146756,3197528,-,-,-,8,529,8437
5,13121,21,足立区,Adachi-ku,3237,701396,13878896,2498,272969,4465108,1,258,x,93,210890,4937907,619,215911,4448394,-,-,-,26,1368,23287
5,13122,22,葛飾区,Katsushika-ku,1936,405777,8204702,1464,163392,2795665,1,9243,x,74,122304,2869276,384,110555,2277525,1,26,x,12,257,1936
5,13123,23,江戸川区,Edogawa-ku,2503,589590,11974983,1935,215777,3773007,3,9708,190550,86,243610,5524130,464,120183,2485787,-,-,-,15,312,1509
2,13200,,市部,All shi,21504,4391379,85994677,17011,1836653,30816274,13,138575,4432113,610,1216914,29036592,3610,1179361,21661708,7,211,4085,253,19665,43905
5,13201,1,八王子市,Hachioji-shi,2769,597771,10908509,2082,235415,3846635,1,5340,x,80,133479,2653020,563,222258,4216257,4,63,889,39,1216,11708
5,13202,2,立川市,Tachikawa-shi,1191,367773,6284226,819,90541,1470284,2,11310,x,36,116205,2643769,284,147423,1849418,-,-,-,50,2294,5187
5,13203,3,武蔵野市,Musashino-shi,564,152602,3638654,398,48993,912659,2,8703,x,36,39916,1031551,127,54779,1387044,-,-,-,1,211,x
5,13204,4,三鷹市,Mitaka-shi,896,216161,5560024,667,68713,1179006,-,-,-,37,111542,3578103,182,35165,801552,-,-,-,10,741,1363
5,13205,5,青梅市,Ome-shi,775,101860,1627852,668,76222,1205811,-,-,-,10,4465,111953,91,21056,309798,-,-,-,6,117,290
5,13206,6,府中市,Fuchu-shi,1247,272524,5252463,908,93405,1614118,2,42758,x,38,65357,1208062,294,70324,1840731,-,-,-,5,680,1607
5,13207,7,昭島市,Akishima-shi,626,111328,1973855,495,53395,838701,-,-,-,19,30560,669780,107,27315,465209,1,11,x,4,47,139
5,13208,8,調布市,Chofu-shi,1277,399396,9566162,877,93414,1668990,1,49121,x,70,186794,4313090,248,56729,1070582,-,-,-,81,13338,13500
5,13209,9,町田市,Machida-shi,2119,363385,6787417,1727,194067,3167669,2,5768,x,84,92297,2108930,299,71115,1390098,-,-,-,7,138,720
5,13210,10,小金井市,Koganei-shi,449,64591,1178404,356,37108,680138,-,-,-,10,4149,105383,83,23334,392883,-,-,-,-,-,-
5,13211,11,小平市,Kodaira-shi,1108,171990,3166002,963,94966,1591516,2,8243,x,16,48323,948600,123,20401,425586,-,-,-,4,57,200
5,13212,12,日野市,Hino-shi,1251,328449,5377313,957,105048,1724251,-,-,-,25,79429,1581364,260,143793,2070317,-,-,-,9,179,1381
5,13213,13,東村山市,Higashimurayama-shi,821,110435,2001862,725,75809,1267996,-,-,-,16,13798,311424,80,20828,422442,-,-,-,-,-,-
5,13214,14,国分寺市,Kokubunji-shi,737,95698,1792154,617,62233,1076067,-,-,-,14,10607,190766,104,22834,524965,-,-,-,2,24,x
5,13215,15,国立市,Kunitachi-shi,349,60384,1155324,271,31056,550533,-,-,-,21,16212,325692,55,13086,279069,-,-,-,2,30,x
5,13218,16,福生市,Fussa-shi,285,56609,808920,219,25460,400706,-,-,-,7,6260,83820,56,24845,324242,-,-,-,3,44,152
5,13219,17,狛江市,Komae-shi,437,54702,1082398,378,38117,686132,-,-,-,7,6705,166950,50,9840,228994,-,-,-,2,40,x
5,13220,18,東大和市,Higashiyamato-shi,497,87537,1378614,445,45792,783624,-,-,-,6,2739,72600,44,38978,522307,-,-,-,2,28,x
5,13221,19,清瀬市,Kiyose-shi,407,58430,1100772,361,40884,653764,-,-,-,2,2941,x,44,14605,383308,-,-,-,-,-,-
5,13222,20,東久留米市,Higashikurume-shi,598,84013,1474881,520,50841,848658,-,-,-,7,11973,264270,70,21188,361897,-,-,-,1,11,x
5,13223,21,武蔵村山市,Musashimurayama-shi,436,66659,1118467,384,39178,632407,-,-,-,9,14784,214203,40,12631,271577,-,-,-,3,66,280
5,13224,22,多摩市,Tama-shi,374,205946,5916396,283,30987,492618,-,-,-,19,149532,4841040,70,25386,582688,-,-,-,2,41,x
5,13225,23,稲城市,Inagi-shi,479,78120,1568112,374,41560,720027,1,7332,x,9,10013,224300,92,19067,394585,2,137,x,1,11,x
5,13227,24,羽村市,Hamura-shi,251,46808,982318,196,22667,395263,-,-,-,8,14782,396041,46,9347,190964,-,-,-,1,12,x
5,13228,25,あきる野市,Akiruno-shi,489,77052,1244709,406,47237,776444,-,-,-,4,6057,x,66,23505,344139,-,-,-,13,253,1326
5,13229,26,西東京市,Nishitokyo-shi,1072,161156,3048869,915,93545,1632257,-,-,-,20,37995,805381,132,29529,611056,-,-,-,5,87,175
3,13300,,郡部,All gun,375,59949,1077671,294,35906,595384,1,2418,x,6,11878,244500,70,9699,145715,-,-,-,4,48,372
3,13350,,島部,All islands,102,23349,642264,54,5358,95879,1,90,x,27,12539,423699,20,5362,118686,-,-,-,-,-,-
4,13360,1,大島支庁,Oshima-shicho,45,12727,335473,24,2222,41617,1,90,x,11,6750,225376,9,3665,64480,-,-,-,-,-,-
4,13380,2,三宅支庁,Miyake-shicho,9,2627,94730,4,705,x,-,-,-,5,1922,84530,-,-,-,-,-,-,-,-,-
4,13400,3,八丈支庁,Hachijo-shicho,38,5841,125325,25,2195,42662,-,-,-,7,2968,71293,6,678,11370,-,-,-,-,-,-
4,13420,4,小笠原支庁,Ogasawara-shicho,10,2154,86736,1,236,x,-,-,-,4,899,42500,5,1019,42836,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,,,,,,,,,,,,,,,,,
3-7  地 域 別 構 造 別 着 工 建 築 物 (平成25年） ,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　面積　平方メートル， 金額　万円） ,,,,,,,,,,,,,,,,,,,,,,,,,
　　資料：都都市整備局市街地建築部建築企画課 ,,,,,,,,,,,,,,,,,,,,,,,,,
3-7  BUILDING CONSTRUCTION STARTＳ BY DISTRICT AND STRUCTURE（ 2013 ） ,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　(Space in m2，Value in 10 thousand yen),,,,,,,,,,,,,,,,,,,,,,,,,
　　Source: Bureau of Urban Development，TMG,,,,,,,,,,,,,,,,,,,,,,,,,
