地域階層,地域コード,地域,District,項番 Item number,警察署,Police station,総数 Total,凶悪犯 Felonious offenses／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／傷人 Bodily injury,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／強姦 Rape),凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／普通 Others,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／殺人 Homicide,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／傷人 Bodily injury,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／強姦 Rape),凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／普通 Others,凶悪犯 Felonious offenses／放火 Arson,凶悪犯 Felonious offenses／強姦 Rape),粗暴犯 Violent offenses／凶器準備集合 Unlawful assembly with dangerous weapons,粗暴犯 Violent offenses／暴行 Violence,粗暴犯 Violent offenses／傷害 Bodily injury,粗暴犯 Violent offenses／傷害致死 Bodily injury resulting in death,粗暴犯 Violent offenses／脅迫 Intimidation,粗暴犯 Violent offenses／恐喝 Extortion,窃盗犯 Larcenous offenses／侵入窃盗 Breaking & entering／theft,窃盗犯 Larcenous offenses／非侵入窃盗 Theft without breaking and entering,知能犯 Intellectual offenses／詐欺 Fraud,知能犯 Intellectual offenses／横領 Embezzlement,知能犯 Intellectual offenses／偽造 Counterfeiting,知能犯 Intellectual offenses／汚職 Corruption,知能犯 Intellectual offenses／背任 Breach of trust,風俗犯 Moral offenses／賭博 Gambling,風俗犯 Moral offenses／わいせつ Indecency,その他 Others／占有離脱物横領 Embezzlement of lost properties,その他 Others／公務執行妨害 Obstructing the execution of official duties,その他 Others／住居侵入 Trespassing,その他 Others／盗品等 Stolen properties， etc.,その他 Others／器物損壊等 Damage or destruction of structure， etc.,その他 Others／その他 Others
2,13103,港区,Minato-ku,9,愛宕署,Atago P. Sta.,983, -, -, -, -, -, -, -, -, -, -,1, -,68,30, -,2,4,50,599,51, -,5, -, -, -,7,51,6,4,1,100,4
2,13103,港区,Minato-ku,10,三田署,Mita P. Sta.,621,1, -, -, -, -, -, -, -,1, -,2, -,24,15, -,2, -,24,370,63,3,3,1, -, -,3,35,9,6, -,51,8
2,13103,港区,Minato-ku,11,高輪署,Takanawa P. Sta. ,787, -, -, -, -, -, -,1, -, -, -,4, -,52,25, -,2,4,18,509,34,1,7, -, -, -,6,53,5,2, -,53,11
2,13103,港区,Minato-ku,12,麻布署,Azabu P. Sta.,"1,599", -, -, -, -,1, -,4, -,5, -,4,1,113,112, -,3,3,59,843,85,5,9, -, -,1,15,58,25,19, -,220,14
2,13103,港区,Minato-ku,13,赤坂署,Akasaka P. Sta.,851, -, -, -, -,1, -,1, -,2, -,1, -,33,16, -,5,3,35,542,55,5,3, -, -, -,5,25,3,7, -,100,9
2,13104,新宿区,Shinjuku-ku,14,牛込署,Ushigome P. Sta. ,917, -, -, -, -, -, -, -, -,1, -,4, -,27,27, -,2,3,91,503,61,1,3, -, -,2,16,64,7,12, -,87,6
2,13104,新宿区,Shinjuku-ku,15,新宿署,Shinjuku P. Sta.,"4,815",5, -, -, -, -, -,5,1,21,2,10, -,262,175,1,14,33,143,"3,203",239,6,34, -, -,2,47,213,21,15,6,332,25
2,13104,新宿区,Shinjuku-ku,16,戸塚署,Totsuka P. Sta.,"1,307", -, -, -, -, -, -,3, -,2, -,1, -,53,31, -,1,3,96,815,62,1,15, -, -, -,11,84,5,7,1,110,6
2,13104,新宿区,Shinjuku-ku,17,四谷署,Yotsuya P. Sta.,"1,306",1, -, -, -,2, -,1, -, -,1, -, -,43,43, -,2,7,71,848,46,3,4, -, -, -,11,58,9,5,1,138,12
2,13105,文京区,Bunkyo-ku,18,富坂署,Tomisaka P. Sta.,587,1, -, -, -,1, -, -, -, -, -, -, -,24,8, -, -, -,30,356,58, -,2, -, -, -,4,30,2,10,1,57,3
2,13105,文京区,Bunkyo-ku,19,大塚署,Otsuka P. Sta.,313, -, -, -, -, -, -, -, -, -, -, -, -,3,4, -, -,1,16,199,29, -,1, -, -, -,6,13,2,3, -,36, - 
2,13105,文京区,Bunkyo-ku,20,本富士署,Motofuji P. Sta.,655, -, -, -, -, -, -,1, -, -, -,2, -,25,15, -,1,1,34,431,57,1,3, -, -, -,1,18,7,1, -,56,1
2,13105,文京区,Bunkyo-ku,21,駒込署,Komagome P. Sta.,332,2, -, -, -,2, -, -, -, -, -,1, -,6,4, -,2,1,23,188,35,1,2, -, -, -,2,15,3,4, -,39,2
2,13106,台東区,Taito-ku,22,上野署,Ueno P. Sta.,"1,671",2, -, -, -,1, -,1, -,1,1, -, -,57,48, -,1,1,28,"1,231",70, -,10, -, -, -,5,79,9,2,1,119,4
2,13106,台東区,Taito-ku,23,下谷署,Shitaya P. Sta.　,732, -, -, -, -, -, -,3,2,2, -,1, -,19,7, -,1,1,50,490,32,1,4, -, -, -,2,40,4,5, -,61,7
2,13106,台東区,Taito-ku,24,浅草署,Asakusa P. Sta.　,"1,330",1, -, -, -,1, -,1, -,1,1,2, -,49,44, -,8,7,54,898,67,3,6, -, -, -,12,57,3,6,3,102,4
2,13106,台東区,Taito-ku,25,蔵前署,Kuramae P. Sta.,600, -, -, -, -,1, -, -, -, -, -, -, -,22,13, -,4,1,39,377,48,3,6, -, -, -,23,32,2,2,2,23,2
2,13107,墨田区,Sumida-ku,26,本所署,Honjo P. Sta.,"2,207",1, -, -, -,2, -, -, -,1, -,3, -,72,55, -,6,14,93,"1,564",76,4,6, -, -,1,10,88,20,9,1,179,2
2,13107,墨田区,Sumida-ku,27,向島署,Mukojima P. Sta. ,"1,310",1, -, -, -, -, -,1, -, -,1, -, -,25,12, -,3,1,95,900,41,1,1, -, -, -,4,48,7,10,2,155,2
2,13108,江東区,Koto-ku,28,深川署,Fukagawa P. Sta.,"1,795",4, -, -, -, -, -, -, -,2, -,1, -,46,34, -,3,5,37,"1,217",94,1,8, -, -, -,15,111,11,8,3,186,9
2,13108,江東区,Koto-ku,29,城東署,Joto P. Sta. ,"2,773",1, -, -, -,3, -,1, -,5, -, -, -,48,40,1,5,8,93,"1,947",107,3,16, -, -,1,13,154,10,13,2,299,3
2,13108,江東区,Koto-ku,30,東京湾岸署,Tokyo Wangan P. Sta.,"1,026", -, -, -, -, -, -, -, -,1, -,1, -,39,14, -,1,5,5,734,34,1,7, -,1, -,10,52,6,2, -,109,4
2,13109,品川区,Shinagawa-ku,31,品川署,Shinagawa P. Sta.,565, -, -,1, -,1, -, -, -,1,1, -, -,6,12, -,3,2,23,346,48, -,1, -, -, -,4,37,3,2, -,64,10
2,13109,品川区,Shinagawa-ku,32,大井署,Oi P. Sta. ,937,3,1, -, -, -, -,1, -, -, -, -, -,36,19, -,3,3,32,637,46,3,9, -, -, -,8,37,2,5,1,88,3
2,13109,品川区,Shinagawa-ku,33,大崎署,Osaki P. Sta.,948, -, -,1, -,1, -, -, -,3, -,4, -,59,25, -,2,6,20,601,59, -,3,1, -, -,13,43,8,5,1,85,8
2,13109,品川区,Shinagawa-ku,34,荏原署,Ebara P. Sta.　,"1,188",1, -, -, -,1, -, -, -,1, -, -, -,40,15, -,1,5,38,780,62, -,4, -, -, -,11,48,5,10,1,162,3
2,13110,目黒区,Meguro-ku,35,目黒署,Meguro P. Sta.,"1,159",1, -, -, -,4, -,1, -,1, -,6,1,44,23, -,1,1,119,664,76,2,4, -, -, -,19,58,9,11, -,109,5
2,13110,目黒区,Meguro-ku,36,碑文谷署,Himon-ya P. Sta.　,"1,205",1, -, -, -,1, -,1, -,1, -, -, -,41,17, -,6,5,93,764,57,4,2, -, -, -,6,47,1,14, -,142,2
2,13111,大田区,Ota-ku,37,大森署,Omori P. Sta.,"1,926",1, -, -, -,1, -, -, -,3, -,2, -,63,43, -,8,5,71,"1,310",87,2,2, -, -, -,22,83,9,13,2,192,7
2,13111,大田区,Ota-ku,38,田園調布署,Den-en Chofu P. Sta.,955,1, -, -, -,1, -, -, -, -,2,2, -,34,18, -,7,4,64,592,65,1,3, -, -, -,14,30,2,12,1,96,6
2,13111,大田区,Ota-ku,39,蒲田署,Kamata P. Sta.,"3,151", -, -, -, -,5, -,1, -,6,6,1,1,114,49, -,4,6,105,"2,254",80,2,10, -, -, -,34,166,8,22,6,267,4
2,13111,大田区,Ota-ku,40,池上署,Ikegami P. Sta.,"1,367", -, -, -, -,4, -,1, -,1, -, -, -,33,18, -,2,4,69,933,72,1,1, -, -, -,17,39,4,13,2,152,1
2,13111,大田区,Ota-ku,41,東京空港署,Tokyo Airport P. Sta.,154, -, -, -, -, -, -, -, -, -, -, -, -,15,6, -,2,1,3,81,12,1,5, -, -, -,1,5,1, -, -,18,3
2,13112,世田谷区,Setagaya-ku,42,世田谷署,Setagaya P. Sta.,"2,133",1, -, -, -,2, -,1, -,4,1,2, -,31,27, -,2,1,150,"1,463",87, -,6, -, -, -,17,100,8,21, -,203,6
2,13112,世田谷区,Setagaya-ku,43,北沢署,Kitazawa P. Sta. ,"1,686",1, -, -, -,1, -,2, -,1, -,4, -,35,33, -,8,4,154,"1,044",84,1,1, -, -, -,41,64,3,22, -,180,3
2,13112,世田谷区,Setagaya-ku,44,玉川署,Tamagawa P. Sta. ,"2,060",1, -, -, -, -, -,1, -,2,3, -, -,35,24, -,3,3,123,"1,403",91, -,3, -, -, -,26,79,8,10,2,241,2
2,13112,世田谷区,Setagaya-ku,45,成城署,Seijo P. Sta.　,"2,564", -, -,1, -,1, -,2, -,2,6,1, -,45,36, -,12,4,149,"1,743",87,1,4, -, -, -,14,116,7,26, -,300,7
2,13113,渋谷区,Shibuya-ku,46,渋谷署,Shibuya P. Sta.,"3,755",1, -, -,1,1, -,3, -,8,1,3, -,164,129, -,10,15,72,"2,514",232,12,17, -, -,1,41,113,12,15,2,374,14
2,13113,渋谷区,Shibuya-ku,47,原宿署,Harajuku P. Sta. ,"1,240", -, -, -, -, -, -,1, -, -, -, -, -,43,11, -, -,6,47,889,54,1,6, -, -, -,10,30,3,5,3,129,2
2,13113,渋谷区,Shibuya-ku,48,代々木署,Yoyogi P. Sta.,"1,335",1, -, -,1, -, -,1, -,3,1,4, -,27,16, -,5,3,88,870,72, -,2, -, -, -,10,78,5,13, -,129,6
2,13114,中野区,Nakano-ku,49,中野署,Nakano P. Sta.,"1,847", -, -,1, -,3, -, -, -, -,1,4, -,69,31, -,2,2,118,"1,177",102,1,2, -, -, -,12,86,10,17, -,205,4
2,13114,中野区,Nakano-ku,50,野方署,Nogata P. Sta. ,"1,766",1, -, -,2,2, -,1, -,1, -,1, -,51,41, -,9,5,118,"1,114",80, -,14, -, -, -,9,53,16,19,1,226,2
2,13115,杉並区,Suginami-ku,51,杉並署,Suginami P. Sta.,"1,885",1, -, -, -,4, -, -, -,4,3, -, -,59,30, -,5,6,115,"1,290",80,1,1, -, -, -,7,63,7,20,3,181,5
2,13115,杉並区,Suginami-ku,52,高井戸署,Takaido P. Sta.,"1,788", -, -, -, -, -, -, -, -,1,2,2, -,40,28, -,2,5,110,"1,179",113,2,4, -, -, -,7,88,3,15,2,182,3
2,13115,杉並区,Suginami-ku,53,荻窪署,Ogikubo P. Sta.,"1,795",3, -, -, -,2, -,1, -, -, -, -, -,34,27, -,4,3,116,"1,246",83,2,7, -, -, -,22,49,4,16,1,171,4
2,13116,豊島区,Toshima-ku,54,巣鴨署,Sugamo P. Sta.,"1,194",1, -, -, -,1, -, -, -,2,1,3, -,28,23, -,2,1,93,807,56,1,1, -, -, -,10,36,10,9,1,103,5
2,13116,豊島区,Toshima-ku,55,池袋署,Ikebukuro P. Sta.,"3,252",2, -,1, -,1, -,7, -,4,2,5, -,108,112, -,7,13,53,"2,339",122,3,32, -, -,1,47,141,10,6,5,225,6
2,13116,豊島区,Toshima-ku,56,目白署,Mejiro P. Sta. ,"1,497", -, -, -, -,1, -, -, -,1, -,1, -,39,23, -, -,5,99,"1,011",68,1,4, -, -,1,5,63,4,17,1,150,3
2,13117,北区,Kita-ku,57,滝野川署,Takinogawa P. Sta.,795,3, -, -, -, -, -, -, -,1, -, -, -,25,17, -,1,4,38,525,32,1, -, -, -, -,5,44,2,7,1,88,1
2,13117,北区,Kita-ku,58,王子署,Oji P. Sta.,"1,366", -, -, -, -,1, -,4, -,1, -,1, -,40,28, -,2,1,43,932,58, -,11, -, -, -,12,59,4,9, -,157,3
2,13117,北区,Kita-ku,59,赤羽署,Akabane P. Sta.　,"1,613", -, -, -, -, -, -,3, -,3,5,3, -,67,31, -,3,7,67,"1,083",60,2,9, -, -, -,11,62,4,10, -,178,5
2,13118,荒川区,Arakawa-ku,60,尾久署,Ogu P. Sta.,570, -, -, -, -,1, -, -, -, -, -,1, -,18,10, -,6,1,34,333,16, -,2, -, -, -,10,24,2,5,1,101,5
2,13118,荒川区,Arakawa-ku,61,南千住署,Minamisenju P. Sta.,540, -, -, -, -, -, -, -, -, -,1, -, -,10,18, -,4,1,28,343,27,1,2, -, -, -,3,28,3,6,1,60,4
2,13118,荒川区,Arakawa-ku,62,荒川署,Arakawa P. Sta.,"1,288", -, -, -, -,1, -,1, -, -,1,2, -,87,42, -,1,4,50,837,48,2,2, -, -, -,9,41,7,12,2,135,4
2,13119,板橋区,Itabashi-ku,63,板橋署,Itabashi P. Sta.,"2,475", -, -,1, -,1, -,1, -,7,1,5, -,47,36,1,3,6,136,"1,673",116,1,5, -, -, -,16,108,14,17,1,272,7
2,13119,板橋区,Itabashi-ku,64,志村署,Shimura P. Sta.,"1,312", -, -, -, -,1, -,1,1,3,1,2, -,19,23, -,4,6,99,850,46, -,3, -, -, -,12,50,6,18,1,166, - 
2,13119,板橋区,Itabashi-ku,65,高島平署,Takashimadaira P. Sta.,"2,242",2, -, -,1,1, -,1, -,1,2, -, -,36,40, -,3,5,59,"1,560",78, -,6, -, -, -,19,132,6,16, -,268,6
2,13120,練馬区,Nerima-ku,66,練馬署,Nerima P. Sta.,"2,464", -, -,1, -,4, -,1, -,2,2,1, -,34,30, -,4,5,126,"1,711",114, -,4, -, -, -,23,77,8,16,1,293,7
2,13120,練馬区,Nerima-ku,67,光が丘署,Hikarigaoka P. Sta.,"1,959", -, -,1, -,1, -,4, -,4,1,3, -,30,29, -,7,3,73,"1,452",69,1,3, -, -, -,12,58,3,10,2,190,3
2,13120,練馬区,Nerima-ku,68,石神井署,Shakujii P. Sta. ,"2,551",2, -,1, -,2,1,2, -,1,2,2, -,36,31, -,1,5,143,"1,873",77,3,1, -, -, -,10,75,5,19,3,245,11
2,13121,足立区,Adachi-ku,69,千住署,Senju P. Sta.,845, -, -, -, -,2, -,2, -, -, -,2, -,36,33, -,4,4,39,537,36,1,3, -, -,1,16,36,2,4,1,83,3
2,13121,足立区,Adachi-ku,70,西新井署,Nishiarai P. Sta.,"2,965",2, -,1, -, -, -,3, -,1,6,6, -,45,47, -,7,11,173,"1,957",99,1,6, -, -, -,23,91,6,20,2,446,12
2,13121,足立区,Adachi-ku,71,竹の塚署,Takenozuka P. Sta.,"1,968",3, -, -, -,1, -,2, -, -, -, -, -,42,46, -,5,4,76,"1,400",57, -,4, -, -, -,6,69,7,14,4,222,6
2,13121,足立区,Adachi-ku,72,綾瀬署,Ayase P. Sta.,"2,482",2, -, -, -,1, -,2, -,3,1,4, -,35,62, -,7,5,109,"1,764",78,3,4, -, -, -,25,60,9,16,3,284,5
2,13122,葛飾区,Katsushika-ku,73,亀有署,Kameari P. Sta.,"2,613",1, -, -, -, -, -,2, -,1,3,5, -,48,45, -,3,3,116,"1,878",79,1,4, -, -, -,14,87,5,23,2,287,6
2,13122,葛飾区,Katsushika-ku,74,葛飾署,Katsushika P. Sta.,"2,251",3, -, -, -, -, -,1, -,5,1,1, -,57,62, -,5,8,139,"1,464",74,3,10, -, -, -,14,86,8,21,2,282,5
2,13123,江戸川区,Edogawa-ku,75,小松川署,Komatsugawa P. Sta.,"2,992",3, -, -, -, -, -,7, -,7,3,1, -,52,49, -,5,3,181,"2,054",102,2,6, -, -, -,32,102,10,23,4,335,11
2,13123,江戸川区,Edogawa-ku,76,葛西署,Kasai P. Sta.　,"3,712",2, -, -, -,2, -,5, -,7, -,13, -,117,60,1,8,5,133,"2,730",91,4,12, -, -, -,26,98,11,27, -,352,8
2,13123,江戸川区,Edogawa-ku,77,小岩署,Koiwa P. Sta.　,"1,915",1, -, -, -,2, -, -,1,1,4,2, -,57,46, -,6,11,127,"1,238",80,4,4, -, -,1,11,68,17,13,4,212,5
1,,市，郡部,All shi and gun,,,,"43,224",25, -,6,2,43,1,26, -,48,28,43, -,923,600, -,99,113,"2,144","29,737","1,663",27,88, -, -,8,346,"1,537",141,330,38,"5,115",93
2,13205,青梅市,Ome-shi,1,青梅署,Ome P. Sta.,"1,329", -, -, -, -,4, -, -, -, -,1, -, -,18,12, -,6,5,72,894,42, -,1, -, -, -,10,28,8,9, -,215,4
2,13228,あきる野市,Akiruno-shi,2,五日市署,Itsukaichi P. Sta.,293,2, -, -, -, -, -, -, -, -,1, -, -,7,1, -,2,2,22,191,14, -,1, -, -, -,6,7, -,5, -,32, - 
2,13218,福生市,Fussa-shi,3,福生署,Fussa P. Sta.,"2,651", -, -,2, -,4, -, -, -,1, -,3, -,32,41, -,4,9,103,"1,952",58,2,4, -, -, -,15,75,9,15,3,315,4
2,13201,八王子市,Hachioji-shi,4,八王子署,Hachioji P. Sta.,"2,927",1, -, -, -,5, -,2, -,1,1,3, -,84,58, -,6,7,157,"1,979",100,2,6, -, -, -,32,81,8,27,3,356,8
2,13201,八王子市,Hachioji-shi,5,高尾署,Takao P. Sta.,"1,542", -, -, -, -, -, -, -, -,1,2,1, -,21,14, -,3,2,96,"1,015",43,1,4, -, -, -,20,64,1,7,1,240,6
2,13201,八王子市,Hachioji-shi,6,南大沢署,Minami-Osawa P. Sta.,"1,956", -, -, -,1,6, -,1, -,3, -,4, -,22,10, -,5,5,118,"1,287",82,2,1, -, -, -,17,88,6,10,3,282,3
2,13209,町田市,Machida-shi,7,町田署,Machida P. Sta.,"3,925",7, -, -, -,7, -,8, -,4,2,4, -,102,76, -,7,13,257,"2,433",97,4,8, -, -,2,36,141,21,17,5,660,14
2,13212,日野市,Hino-shi,8,日野署,Hino P. Sta.,"1,340",1, -, -, -,1, -, -, -,1,2,3, -,17,16, -,2,5,93,827,60, -,2, -, -, -,13,96,5,13,1,180,2
2,13224,多摩市,Tama-shi,9,多摩中央署,Tamachuo P. Sta.,"1,884",2, -, -, -,2, -, -, -,3,1,4, -,34,18, -,4,6,90,"1,308",85,2,6, -, -, -,25,53,8,16,4,205,8
2,13207,昭島市,Akishima-shi,10,昭島署,Akishima P. Sta. ,"1,231", -, -, -, -,1, -,2, -,6,2,2, -,20,27, -,4,7,40,865,25,1,4, -, -, -,10,57,3,9, -,144,2
2,13202,立川市,Tachikawa-shi,11,立川署,Tachikawa P. Sta.,"3,596",2, -, -, -,2, -,3, -,7,3,10, -,67,47, -,8,10,164,"2,610",96, -,3, -, -,1,16,158,15,17,3,347,7
2,13220,東大和市,Higashiyamato-shi,12,東大和署,Higashiyamato P. Sta.,"1,823",1, -, -, -,2, -, -, -,1,1, -, -,38,21, -,4,3,65,"1,322",66,1,5, -, -, -,14,43,2,10,2,219,3
2,13206,府中市,Fuchu-shi,13,府中署,Fuchu P. Sta.　,"2,529", -, -, -, -,1, -,1, -,3,1, -, -,35,25, -,3,2,123,"1,826",115, -,9, -, -, -,9,94,6,13,1,261,1
2,13210,小金井市,Koganei-shi,14,小金井署,Koganei P. Sta.,"2,398", -, -, -,1, -, -,2, -, -,5,1, -,60,25, -,4,8,119,"1,663",108,3,3, -, -, -,23,110,7,24,2,227,3
2,13229,西東京市,Nishitokyo-shi,15,田無署,Tanashi P. Sta.,"2,990", -, -,2, -,3, -,3, -,3,2,2, -,106,51, -,10,2,107,"2,078",174,3,10, -, -,1,26,69,9,20,2,302,5
2,13211,小平市,Kodaira-shi,16,小平署,Kodaira P. Sta.,"1,843", -, -, -, -,2, -,1, -, -, -,1, -,35,25, -,5,5,89,"1,292",96, -,5, -, -,2,15,48,3,21, -,195,3
2,13213,東村山市,Higashimurayama-shi,17,東村山署,Higashimurayama P. Sta.,"1,946",4, -,2, -, -, -, -, -,4, -,2, -,39,31, -,7,3,88,"1,324",76,1,2, -, -, -,13,67,3,13, -,264,3
2,13203,武蔵野市,Musashino-shi,18,武蔵野署,Musashino P. Sta.,"2,576",3, -, -, -,2,1,1, -,5,2,1, -,85,42, -,2,11,83,"1,887",88,2,2, -, -, -,16,90,9,29,3,206,6
2,13204,三鷹市,Mitaka-shi,19,三鷹署,Mitaka P. Sta.,"1,585",2, -, -, -, -, -, -, -,2,1,1, -,38,16, -,6,2,82,"1,078",103,1,7, -, -,2,7,65,5,22,3,137,5
2,13208,調布市,Chofu-shi,20,調布署,Chofu P. Sta.,"2,860", -, -, -, -,1, -,2, -,3,1,1, -,63,44, -,7,6,176,"1,906",135,2,5, -, -, -,23,103,13,33,2,328,6
1,13350,島部,All islands　　,,,,80, -, -, -, -, -, -, -, -, -, -,2, -,3,2, -,2, -,15,37,3, -, -, -, -, -, -, -,2,2,1,11, -
2,13361,大島町,Oshima-machi,1,大島署,Oshima P. Sta. ,26, -, -, -, -, -, -, -, -, -, -, -, -,2, -, -, -, -,6,11, -, -, -, -, -, -, -, -,1, -, -,6, - 
2,13363,新島村,Niijima-mura,2,新島署,Niijima P. Sta.,3, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -,1, - 
2,13381,三宅村,Miyake-mura,3,三宅島署,Miyakejima P. Sta.,11, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,1, -,2,5,1, -, -, -, -, -, -, -, -,1, -, -, - 
2,13401,八丈町,Hachijo-machi,4,八丈島署,Hachijojima P. Sta.,26, -, -, -, -, -, -, -, -, -, -, -, -,1,2, -,1, -,7,9,2, -, -, -, -, -, -, -,1,1, -,2, - 
2,13421,小笠原村,Ogasawara-mura,5,小笠原署,Ogasawara P. Sta.　,14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,11, -, -, -, -, -, -, -, -, -, -,1,2, - 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10 警察署別刑法犯の罪種別認知状況（平成25年） 20-10 CRIMINAL OFFENSES KNOWN TO THE POLICE BY TYPE OF CRIME AND POLICE STATION ( 2013 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 業務上等過失致死傷 （交通関係） 事件は除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) 区名の表示は各警察署の所在地による。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Excludes cases of professional negligence resulting in deaths and injuries (traffic related).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) ""ku"" indicates the locations of police stations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：警視庁総務部文書課 「警視庁の統計」 Source: Metropolitan Police Department， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
