 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
30,非鉄金属,"23,671","168,545","8,710","58,380","8,710","58,373","11,566","87,620","11,553","87,546",110,635,"3,285","21,910"
31,金属製品,"118,967","894,046","17,758","149,464","17,751","149,448","96,137","711,265","95,976","697,586","3,528","23,193","1,544","10,124"
32,鉄道車両,121,"2,159",13,341,13,341,108,"1,818",108,"1,814",-,-,-,-
33,完成自動車,"1,100,992","7,284,152","4,454","43,774","4,454","43,572","1,555","12,832","1,387","12,124","608,762","4,102,937","486,221","3,124,609"
34,その他輸送用車両,"8,943","65,368",188,"1,520",188,"1,520","7,999","54,792","7,999","50,769",722,"7,959",34,"1,097"
35,二輪自動車,"5,290","47,339","1,702","13,895","1,702","13,895","3,570","33,142","3,570","33,142",10,242,8,60
36,自動車部品,"114,889","1,022,047","65,700","647,215","65,700","647,215","44,944","350,807","44,936","350,727","1,415","9,595","2,830","14,430"
37,その他輸送機械,"57,720","377,922","4,149","36,826","4,149","36,826","27,151","194,415","27,151","194,415","5,530","41,880","20,890","104,801"
38,産業機械,"245,661","1,806,965","113,569","890,851","111,104","883,769","115,610","818,812","115,544","818,488","14,428","81,542","2,054","15,760"
39,電気機械,"376,908","2,407,253","44,351","341,978","44,332","341,947","326,245","2,029,311","326,109","2,028,433","5,875","30,187",437,"5,777"
40,測量・光学・医療用機械,"49,707","344,544","17,410","128,987","17,410","128,752","30,077","198,543","30,077","197,862","1,932","11,742",288,"5,272"
41,事務用機器,"16,823","118,650","1,885","13,736","1,885","13,736","12,212","80,826","12,212","80,826","2,656","23,518",70,570
42,その他機械,"4,106","29,378",516,"4,130",516,"4,130","1,806","13,034","1,806","13,034","1,205","7,170",579,"5,044"
化学工業品,,"900,241","6,798,739","170,642","1,251,337","170,638","1,251,320","276,456","2,060,268","266,648","2,034,440","38,575","245,124","414,568","3,242,010"
43,陶磁器,"10,246","79,102",784,"4,027",784,"4,027","9,462","75,075","9,462","75,075",-,-,-,-
44,セメント,"184,451","1,307,209",92,853,92,853,975,"10,019",975,"10,019","1,653","17,581","181,731","1,278,756"
45,ガラス類,"16,401","135,581","3,865","36,676","3,865","36,676","11,277","91,726","11,277","91,726","1,259","6,809",-,370
46,窯業品,"26,145","207,100","6,955","54,287","6,951","54,273","13,527","114,182","13,527","114,182","4,025","25,816","1,638","12,815"
47,重油,"36,875","234,297",-,-,-,-,-,-,-,-,"17,732","112,355","19,143","121,942"
48,揮発油,134,900,-,4,-,4,15,343,15,343,119,553,-,-
49,その他の石油,"202,412","1,725,862","1,857","13,511","1,857","13,511","1,385","10,925","1,385","10,925",552,"5,370","198,618","1,696,056"
50,LNG/液化天然ガス,5,91,-,-,-,-,-,86,-,86,5,5,-,-
51,LPG/液化石油ガス,349,"4,147",-,-,-,-,-,165,-,165,344,"3,972",5,10
52,その他石油製品,"18,070","94,665",721,"2,343",721,"2,343","11,757","27,041","1,954","9,751","2,192","10,355","3,400","54,926"
53,コークス,900,"24,570",-,-,-,-,900,"15,801",900,"7,305",-,"1,610",-,"7,159"
54,石炭製品,45,"3,055",-,"2,711",-,"2,711",45,344,45,344,-,-,-,-
55,化学薬品,"66,761","540,570","18,937","149,616","18,937","149,616","41,849","342,196","41,849","342,196","2,955","20,215","3,020","28,543"
56,化学肥料,"3,602","37,820",124,"2,223",124,"2,223","2,708","30,967","2,708","30,967",405,"2,410",365,"2,220"
57,その他化学工業品,"333,845","2,403,770","137,307","985,086","137,307","985,083","182,556","1,341,398","182,551","1,341,356","7,334","38,073","6,648","39,213"
軽工業品,,"582,837","4,131,657","46,852","350,951","46,825","350,794","368,136","2,726,217","368,057","2,726,126","68,257","348,405","99,592","706,084"
58,紙・パルプ,"148,301","1,043,183","13,033","121,883","13,033","121,883","63,215","425,133","63,215","425,132","11,972","36,099","60,081","460,068"
59,糸及び紡績半製品,"4,650","33,832",207,"3,060",207,"3,060","4,443","30,757","4,443","30,757",-,15,-,-
60,その他繊維工業品,"32,008","209,705","4,146","28,804","4,119","28,647","27,662","179,176","27,662","179,176",162,"1,577",38,148
61,砂糖,"12,440","79,236",35,305,35,305,"3,802","28,631","3,802","28,631","2,304","10,494","6,299","39,806"
62,製造食品,"250,676","1,785,707","23,644","159,754","23,644","159,754","198,799","1,463,858","198,799","1,463,847","19,306","105,695","8,927","56,400"
63,飲料,"81,393","575,130","5,416","33,571","5,416","33,571","36,030","330,368","35,951","330,289","29,495","154,771","10,452","56,420"
64,水,"21,750","154,453",343,"2,449",343,"2,449","17,114","124,700","17,114","124,700","2,628","16,774","1,665","10,530"
65,たばこ,"7,748","55,961",-,199,-,199,"6,228","48,332","6,228","48,332",855,"5,275",665,"2,155"
66,その他食料工業品,"23,871","194,450",28,926,28,926,"10,843","95,262","10,843","95,262","1,535","17,705","11,465","80,557"
雑工業品,,"979,980","6,541,836","86,845","625,727","86,835","625,671","852,522","5,638,401","852,495","5,638,008","32,585","222,762","8,028","54,946"
67,がん具,"48,025","305,354","2,129","15,302","2,129","15,302","45,891","289,992","45,891","289,992",5,60,-,-
68,衣服・身廻品・はきもの,"384,318","2,569,971","17,249","88,906","17,249","88,906","365,025","2,468,453","365,025","2,468,449","2,044","12,348",-,264
69,文房具・運動娯楽用品・楽器,"78,592","490,829","8,656","71,062","8,656","71,062","68,763","409,463","68,744","409,317",372,"1,759",801,"8,545"
70,家具装備品,"186,200","1,225,224","6,432","46,111","6,432","46,111","178,104","1,163,004","178,104","1,163,001","1,259","13,539",405,"2,570"
71,その他日用品,"68,588","489,249","6,087","46,294","6,087","46,294","38,180","280,182","38,180","280,181","21,343","143,193","2,978","19,580"
72,ゴム製品,"59,842","429,474","31,360","209,632","31,360","209,632","27,032","210,197","27,032","210,197",675,"4,508",775,"5,137"
73,木製品,"100,159","652,713",445,"5,951",445,"5,951","98,198","633,167","98,198","632,963","1,507","12,540",9,"1,055"
74,その他製造工業品,"54,256","379,022","14,487","142,469","14,477","142,413","31,329","183,943","31,321","183,908","5,380","34,815","3,060","17,795"
特殊品,,"983,365","7,142,204","248,135","1,775,593","193,950","1,416,412","177,721","1,308,412","177,693","1,288,500","388,367","2,829,647","169,142","1,228,552"
75,金属くず,"68,828","468,349","61,134","408,391","7,392","51,691","3,754","36,309","3,754","34,453","2,302","12,249","1,638","11,400"
76,再利用資材,"190,281","1,417,274","159,726","1,177,769","159,726","1,177,769","4,531","32,042","4,531","32,042","21,758","181,841","4,266","25,622"
77,動植物性製造飼肥料,"90,188","705,684","2,017","15,156","2,017","15,156","85,411","654,061","85,411","654,061","2,245","33,102",515,"3,365"
78,廃棄物,"1,576","10,766",-,-,-,-,-,-,-,-,275,"2,245","1,301","8,521"
79,廃土砂,"127,834","1,053,718",-,-,-,-,-,-,-,-,"127,808","1,053,435",26,283
80,輸送用容器,"124,370","846,563","14,624","104,388","14,181","101,907","78,969","542,469","78,941","524,413","6,913","44,150","23,864","155,556"
81,取合せ品,"380,288","2,639,850","10,634","69,889","10,634","69,889","5,056","43,531","5,056","43,531","227,066","1,502,625","137,532","1,023,805"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
