分類,市場,水産市場ID,日付,種別,品名,販売方法,卸売数量(kg)
水産,大田,Sui_K3,2024-04-27,冷凍,その他（冷凍）,相対,520.0
水産,大田,Sui_K3,2024-04-27,塩干加工,塩さけ,相対,64.0
水産,大田,Sui_K3,2024-04-27,塩干加工,しらす干,相対,120.0
水産,大田,Sui_K3,2024-04-27,塩干加工,開干さんま,相対,10.0
水産,大田,Sui_K3,2024-04-27,塩干加工,開干さば,相対,50.0
水産,大田,Sui_K3,2024-04-27,塩干加工,開干あじ,相対,30.0
水産,大田,Sui_K3,2024-04-27,塩干加工,蒲焼うなぎ,相対,20.0
水産,大田,Sui_K3,2024-04-27,塩干加工,その他（塩干加工）,相対,7037.0
水産,豊洲,Sui_K1,2024-04-30,大物,まぐろ（生鮮）,せり・入札,41168.0
水産,豊洲,Sui_K1,2024-04-30,大物,まぐろ（冷凍）,せり・入札,18430.0
水産,豊洲,Sui_K1,2024-04-30,大物,きわだ（生鮮）,せり・入札,5278.0
水産,豊洲,Sui_K1,2024-04-30,大物,きわだ（冷凍）,せり・入札,5121.0
水産,豊洲,Sui_K1,2024-04-30,大物,めばち（生鮮）,せり・入札,1056.0
水産,豊洲,Sui_K1,2024-04-30,大物,めばち（冷凍）,せり・入札,38120.0
水産,豊洲,Sui_K1,2024-04-30,大物,いんど（生鮮）,せり・入札,1489.0
水産,豊洲,Sui_K1,2024-04-30,大物,いんど（冷凍）,せり・入札,11520.0
水産,豊洲,Sui_K1,2024-04-30,大物,まかじき（生鮮）,せり・入札,154.0
水産,豊洲,Sui_K1,2024-04-30,大物,めかじき（生鮮）,せり・入札,2643.0
水産,豊洲,Sui_K1,2024-04-30,大物,めかじき（冷凍）,せり・入札,9680.0
水産,豊洲,Sui_K1,2024-04-30,大物,その他（大物冷）,せり・入札,3095.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,しばえび,せり・入札,45.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,くるまえび,せり・入札,2315.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,めじ,相対,270.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,まだい,相対,41219.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,きんめだい,相対,9769.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,あまだい,相対,1149.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,ぶり・わらさ,相対,105776.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,いなだ・わかし,相対,5635.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,はまち,相対,20113.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,ひらめ,相対,4706.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,かれい,相対,15662.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,あじ,相対,85816.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,さば,相対,29096.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,かつお,相対,44164.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,いわし,相対,40300.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,にしん,相対,1981.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,さんま,相対,1104.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,するめいか,相対,5911.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,やりいか,相対,3925.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,煮だこ,相対,3281.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,たら類,相対,7870.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,さけます類,相対,36104.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,かます,相対,849.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,めばる,相対,1821.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,さわら・さごち,相対,12458.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,きんき,相対,1455.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,めぬけ,相対,49.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,すずき,相対,5661.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,きす,相対,473.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,いさき,相対,6495.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,たかべ,相対,280.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,こはだ,相対,496.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,まながつお,相対,200.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,とびうお,相対,213.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,たちうお,相対,1468.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,あんこう,相対,743.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,あゆ,相対,824.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,かき,相対,3157.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,ほたて,相対,5999.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,あかがい,相対,6675.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,うに,せり・入札,4889.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,うに,相対,1399.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,けがに,相対,1464.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,その他（鮮魚）,せり・入札,595.0
水産,豊洲,Sui_K1,2024-04-30,鮮魚,その他（鮮魚）,相対,136883.0
水産,豊洲,Sui_K1,2024-04-30,活魚,活またい,せり・入札,1903.0
水産,豊洲,Sui_K1,2024-04-30,活魚,活またい,相対,24252.0
水産,豊洲,Sui_K1,2024-04-30,活魚,活ひらめ,せり・入札,1513.0
水産,豊洲,Sui_K1,2024-04-30,活魚,活ひらめ,相対,1490.0
水産,豊洲,Sui_K1,2024-04-30,活魚,活かんぱち,相対,5985.0
水産,豊洲,Sui_K1,2024-04-30,活魚,活あなご,相対,5463.0
水産,豊洲,Sui_K1,2024-04-30,活魚,その他（活魚）,せり・入札,3619.0
水産,豊洲,Sui_K1,2024-04-30,活魚,その他（活魚）,相対,4643.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷さば,相対,1831.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷さんま,相対,110.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷するめ,相対,1787.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷にしん,相対,72.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷ぎんだら,相対,12604.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷かれい,相対,9056.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷さけ,相対,58864.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷もんごう,相対,1572.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷たこ,相対,169923.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷えび,相対,44425.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,冷煮ずわい,相対,71.0
水産,豊洲,Sui_K1,2024-04-30,冷凍,その他（冷凍）,相対,43457.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,塩さけ,相対,33073.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,塩かずのこ,相対,648.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,こうなご,相対,100.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,しらす干,せり・入札,10416.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,にぼし,せり・入札,2352.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,身欠にしん,相対,541.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,開干さんま,相対,1127.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,開干さば,相対,3733.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,開干かます,相対,77.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,開干あじ,相対,7683.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,めざし,相対,384.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,蒲焼うなぎ,相対,4007.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,ししゃも,相対,2492.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,煮ほたるいか,相対,15946.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,すけこ,相対,2485.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,かまぼこ,相対,5925.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,ちくわ,相対,2419.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,あげもの,相対,6841.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,塩ます,相対,254.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,干するめ,相対,53.0
水産,豊洲,Sui_K1,2024-04-30,塩干加工,その他（塩干加工）,相対,222095.0
水産,足立,Sui_K2,2024-04-30,大物,まぐろ（生鮮）,相対,503.0
水産,足立,Sui_K2,2024-04-30,大物,めばち（冷凍）,せり・入札,849.0
水産,足立,Sui_K2,2024-04-30,大物,めばち（冷凍）,相対,428.0
水産,足立,Sui_K2,2024-04-30,大物,その他（大物冷）,相対,1411.0
水産,足立,Sui_K2,2024-04-30,鮮魚,きんめだい,相対,121.0
水産,足立,Sui_K2,2024-04-30,鮮魚,きんめだい,第三者販売,4.0
水産,足立,Sui_K2,2024-04-30,鮮魚,ぶり・わらさ,相対,870.0
水産,足立,Sui_K2,2024-04-30,鮮魚,はまち,相対,488.0
水産,足立,Sui_K2,2024-04-30,鮮魚,はまち,第三者販売,147.0
水産,足立,Sui_K2,2024-04-30,鮮魚,かれい,相対,19.0
水産,足立,Sui_K2,2024-04-30,鮮魚,かれい,第三者販売,3.0
水産,足立,Sui_K2,2024-04-30,鮮魚,あじ,相対,400.0
水産,足立,Sui_K2,2024-04-30,鮮魚,あじ,第三者販売,7.0
水産,足立,Sui_K2,2024-04-30,鮮魚,さば,相対,540.0
水産,足立,Sui_K2,2024-04-30,鮮魚,さば,第三者販売,20.0
水産,足立,Sui_K2,2024-04-30,鮮魚,かつお,相対,1218.0
水産,足立,Sui_K2,2024-04-30,鮮魚,かつお,第三者販売,116.0
水産,足立,Sui_K2,2024-04-30,鮮魚,いわし,相対,525.0
水産,足立,Sui_K2,2024-04-30,鮮魚,いわし,第三者販売,5.0
水産,足立,Sui_K2,2024-04-30,鮮魚,するめいか,相対,85.0
水産,足立,Sui_K2,2024-04-30,鮮魚,するめいか,第三者販売,5.0
水産,足立,Sui_K2,2024-04-30,鮮魚,さわら・さごち,相対,26.0
水産,足立,Sui_K2,2024-04-30,鮮魚,いさき,相対,135.0
水産,足立,Sui_K2,2024-04-30,鮮魚,いさき,第三者販売,15.0
水産,足立,Sui_K2,2024-04-30,鮮魚,あんこう,相対,16.0
水産,足立,Sui_K2,2024-04-30,鮮魚,かき,相対,372.0
水産,足立,Sui_K2,2024-04-30,鮮魚,うに,相対,84.0
水産,足立,Sui_K2,2024-04-30,鮮魚,その他（鮮魚）,相対,7845.0
水産,足立,Sui_K2,2024-04-30,鮮魚,その他（鮮魚）,第三者販売,507.0
水産,足立,Sui_K2,2024-04-30,活魚,活またい,相対,2475.0
水産,足立,Sui_K2,2024-04-30,活魚,活またい,第三者販売,1842.0
水産,足立,Sui_K2,2024-04-30,活魚,活ひらめ,相対,58.0
水産,足立,Sui_K2,2024-04-30,活魚,活ひらめ,第三者販売,5.0
水産,足立,Sui_K2,2024-04-30,活魚,その他（活魚）,相対,2008.0
水産,足立,Sui_K2,2024-04-30,活魚,その他（活魚）,第三者販売,598.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷さば,相対,80.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷さば,第三者販売,30.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷するめ,相対,136.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷するめ,第三者販売,8.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷ぎんだら,相対,55.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷ぎんだら,第三者販売,20.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷さけ,相対,200.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷さけ,第三者販売,1431.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷たこ,第三者販売,6.0
水産,足立,Sui_K2,2024-04-30,冷凍,冷えび,相対,76.0
水産,足立,Sui_K2,2024-04-30,冷凍,その他（冷凍）,相対,4625.0
水産,足立,Sui_K2,2024-04-30,冷凍,その他（冷凍）,第三者販売,978.0
水産,足立,Sui_K2,2024-04-30,塩干加工,塩さけ,相対,1246.0
水産,足立,Sui_K2,2024-04-30,塩干加工,塩さけ,第三者販売,128.0
水産,足立,Sui_K2,2024-04-30,塩干加工,しらす干,相対,138.0
水産,足立,Sui_K2,2024-04-30,塩干加工,しらす干,第三者販売,13.0
水産,足立,Sui_K2,2024-04-30,塩干加工,開干さんま,相対,5.0
水産,足立,Sui_K2,2024-04-30,塩干加工,開干あじ,相対,115.0
水産,足立,Sui_K2,2024-04-30,塩干加工,開干あじ,第三者販売,83.0
水産,足立,Sui_K2,2024-04-30,塩干加工,蒲焼うなぎ,相対,20.0
水産,足立,Sui_K2,2024-04-30,塩干加工,蒲焼うなぎ,第三者販売,99.0
水産,足立,Sui_K2,2024-04-30,塩干加工,煮ほたるいか,相対,12.0
水産,足立,Sui_K2,2024-04-30,塩干加工,煮ほたるいか,第三者販売,6.0
水産,足立,Sui_K2,2024-04-30,塩干加工,すけこ,相対,57.0
水産,足立,Sui_K2,2024-04-30,塩干加工,かまぼこ,相対,171.0
水産,足立,Sui_K2,2024-04-30,塩干加工,かまぼこ,第三者販売,7.0
水産,足立,Sui_K2,2024-04-30,塩干加工,その他（塩干加工）,相対,15254.0
水産,足立,Sui_K2,2024-04-30,塩干加工,その他（塩干加工）,第三者販売,1069.0
水産,大田,Sui_K3,2024-04-30,大物,まぐろ（生鮮）,相対,804.0
水産,大田,Sui_K3,2024-04-30,大物,めばち（冷凍）,せり・入札,159.0
水産,大田,Sui_K3,2024-04-30,大物,その他（大物冷）,相対,398.0
水産,大田,Sui_K3,2024-04-30,鮮魚,まだい,相対,50.0
水産,大田,Sui_K3,2024-04-30,鮮魚,ぶり・わらさ,相対,82.0
水産,大田,Sui_K3,2024-04-30,鮮魚,あじ,相対,60.0
水産,大田,Sui_K3,2024-04-30,鮮魚,かつお,相対,37.0
水産,大田,Sui_K3,2024-04-30,鮮魚,いわし,相対,45.0
水産,大田,Sui_K3,2024-04-30,鮮魚,煮だこ,相対,10.0
水産,大田,Sui_K3,2024-04-30,鮮魚,さわら・さごち,相対,29.0
水産,大田,Sui_K3,2024-04-30,鮮魚,いさき,相対,117.0
水産,大田,Sui_K3,2024-04-30,鮮魚,その他（鮮魚）,相対,3420.0
水産,大田,Sui_K3,2024-04-30,活魚,活またい,相対,2232.0
水産,大田,Sui_K3,2024-04-30,活魚,活またい,第三者販売,1215.0
水産,大田,Sui_K3,2024-04-30,活魚,活ひらめ,相対,31.0
水産,大田,Sui_K3,2024-04-30,活魚,活ひらめ,第三者販売,57.0
水産,大田,Sui_K3,2024-04-30,活魚,その他（活魚）,相対,2009.0
水産,大田,Sui_K3,2024-04-30,活魚,その他（活魚）,第三者販売,477.0
水産,大田,Sui_K3,2024-04-30,冷凍,冷えび,相対,10.0
水産,大田,Sui_K3,2024-04-30,冷凍,その他（冷凍）,相対,450.0
水産,大田,Sui_K3,2024-04-30,塩干加工,塩さけ,相対,24.0
水産,大田,Sui_K3,2024-04-30,塩干加工,しらす干,相対,36.0
水産,大田,Sui_K3,2024-04-30,塩干加工,開干さば,相対,10.0
水産,大田,Sui_K3,2024-04-30,塩干加工,開干あじ,相対,10.0
水産,大田,Sui_K3,2024-04-30,塩干加工,その他（塩干加工）,相対,7100.0
水産,豊洲,Sui_K1,2024-05-01,大物,まぐろ（生鮮）,せり・入札,26497.0
水産,豊洲,Sui_K1,2024-05-01,大物,まぐろ（冷凍）,せり・入札,20657.0
水産,豊洲,Sui_K1,2024-05-01,大物,きわだ（生鮮）,せり・入札,8978.0
水産,豊洲,Sui_K1,2024-05-01,大物,きわだ（冷凍）,せり・入札,5560.0
水産,豊洲,Sui_K1,2024-05-01,大物,めばち（生鮮）,せり・入札,689.0
水産,豊洲,Sui_K1,2024-05-01,大物,めばち（冷凍）,せり・入札,48979.0
水産,豊洲,Sui_K1,2024-05-01,大物,いんど（生鮮）,せり・入札,10011.0
水産,豊洲,Sui_K1,2024-05-01,大物,いんど（冷凍）,せり・入札,17195.0
水産,豊洲,Sui_K1,2024-05-01,大物,めかじき（生鮮）,せり・入札,3815.0
水産,豊洲,Sui_K1,2024-05-01,大物,めかじき（冷凍）,せり・入札,5405.0
水産,豊洲,Sui_K1,2024-05-01,大物,その他（大物冷）,せり・入札,1076.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,しばえび,せり・入札,47.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,くるまえび,せり・入札,2059.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,めじ,相対,309.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,まだい,相対,30148.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,きんめだい,相対,11127.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,あまだい,せり・入札,4.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,あまだい,相対,790.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,ぶり・わらさ,相対,67323.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,いなだ・わかし,相対,5319.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,はまち,相対,13087.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,ひらめ,相対,4646.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,かれい,せり・入札,7.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,かれい,相対,12921.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,あじ,相対,56946.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,さば,相対,20393.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,かつお,相対,35286.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,いわし,相対,24703.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,にしん,相対,1390.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,さんま,相対,910.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,するめいか,相対,1682.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,やりいか,相対,3173.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,煮だこ,相対,2544.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,たら類,相対,4171.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,さけます類,相対,24613.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,かます,相対,733.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,めばる,相対,2099.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,さわら・さごち,相対,10413.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,きんき,相対,1558.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,めぬけ,相対,52.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,すずき,相対,4013.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,きす,相対,263.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,いさき,相対,4481.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,たかべ,相対,224.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,こはだ,相対,256.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,まながつお,相対,85.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,たちうお,相対,583.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,あんこう,相対,637.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,あゆ,相対,894.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,かき,相対,2997.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,ほたて,相対,3959.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,あかがい,相対,4963.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,うに,せり・入札,2159.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,うに,相対,1159.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,けがに,相対,2474.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,その他（鮮魚）,せり・入札,187.0
水産,豊洲,Sui_K1,2024-05-01,鮮魚,その他（鮮魚）,相対,108612.0
水産,豊洲,Sui_K1,2024-05-01,活魚,活またい,せり・入札,1007.0
水産,豊洲,Sui_K1,2024-05-01,活魚,活またい,相対,14862.0
水産,豊洲,Sui_K1,2024-05-01,活魚,活ひらめ,せり・入札,1028.0
水産,豊洲,Sui_K1,2024-05-01,活魚,活ひらめ,相対,880.0
水産,豊洲,Sui_K1,2024-05-01,活魚,活かんぱち,相対,4528.0
水産,豊洲,Sui_K1,2024-05-01,活魚,活あなご,相対,3317.0
水産,豊洲,Sui_K1,2024-05-01,活魚,その他（活魚）,せり・入札,1958.0
水産,豊洲,Sui_K1,2024-05-01,活魚,その他（活魚）,相対,2382.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷さば,相対,6452.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷さんま,相対,2754.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷するめ,相対,3635.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷まだい,相対,52.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷にしん,相対,114.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷ぎんだら,相対,50494.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷かれい,相対,15192.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷さけ,相対,331365.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷もんごう,相対,1068.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷たこ,相対,8770.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷えび,相対,99013.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,冷煮ずわい,相対,4920.0
水産,豊洲,Sui_K1,2024-05-01,冷凍,その他（冷凍）,相対,81440.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,塩さけ,相対,57323.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,塩かずのこ,相対,5406.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,こうなご,相対,33.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,しらす干,せり・入札,17662.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,にぼし,せり・入札,8167.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,身欠にしん,相対,377.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,開干さんま,相対,1173.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,開干さば,相対,4824.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,開干かます,相対,39.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,開干あじ,相対,9751.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,めざし,相対,604.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,蒲焼うなぎ,相対,5494.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,ししゃも,相対,1919.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,煮ほたるいか,相対,14059.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,すけこ,相対,2788.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,かまぼこ,相対,2691.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,ちくわ,相対,1332.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,あげもの,相対,4234.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,塩ます,相対,5101.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,干するめ,相対,659.0
水産,豊洲,Sui_K1,2024-05-01,塩干加工,その他（塩干加工）,相対,320485.0
水産,足立,Sui_K2,2024-05-01,大物,まぐろ（生鮮）,せり・入札,224.0
水産,足立,Sui_K2,2024-05-01,大物,まぐろ（生鮮）,相対,444.0
水産,足立,Sui_K2,2024-05-01,大物,めばち（冷凍）,せり・入札,1757.0
水産,足立,Sui_K2,2024-05-01,大物,めばち（冷凍）,相対,272.0
水産,足立,Sui_K2,2024-05-01,大物,いんど（冷凍）,せり・入札,124.0
水産,足立,Sui_K2,2024-05-01,大物,その他（大物冷）,相対,948.0
水産,足立,Sui_K2,2024-05-01,鮮魚,きんめだい,相対,119.0
水産,足立,Sui_K2,2024-05-01,鮮魚,きんめだい,第三者販売,20.0
水産,足立,Sui_K2,2024-05-01,鮮魚,ぶり・わらさ,相対,657.0
水産,足立,Sui_K2,2024-05-01,鮮魚,はまち,相対,393.0
水産,足立,Sui_K2,2024-05-01,鮮魚,はまち,第三者販売,37.0
水産,足立,Sui_K2,2024-05-01,鮮魚,かれい,相対,71.0
水産,足立,Sui_K2,2024-05-01,鮮魚,あじ,相対,370.0
水産,足立,Sui_K2,2024-05-01,鮮魚,あじ,第三者販売,19.0
水産,足立,Sui_K2,2024-05-01,鮮魚,さば,相対,66.0
水産,足立,Sui_K2,2024-05-01,鮮魚,かつお,相対,954.0
水産,足立,Sui_K2,2024-05-01,鮮魚,かつお,第三者販売,132.0
水産,足立,Sui_K2,2024-05-01,鮮魚,いわし,相対,110.0
水産,足立,Sui_K2,2024-05-01,鮮魚,いわし,第三者販売,5.0
水産,足立,Sui_K2,2024-05-01,鮮魚,するめいか,相対,25.0
水産,足立,Sui_K2,2024-05-01,鮮魚,さわら・さごち,相対,73.0
水産,足立,Sui_K2,2024-05-01,鮮魚,いさき,相対,12.0
水産,足立,Sui_K2,2024-05-01,鮮魚,あんこう,相対,14.0
水産,足立,Sui_K2,2024-05-01,鮮魚,あんこう,第三者販売,2.0
水産,足立,Sui_K2,2024-05-01,鮮魚,かき,相対,272.0
水産,足立,Sui_K2,2024-05-01,鮮魚,うに,相対,36.0
水産,足立,Sui_K2,2024-05-01,鮮魚,その他（鮮魚）,相対,6250.0
水産,足立,Sui_K2,2024-05-01,鮮魚,その他（鮮魚）,第三者販売,573.0
水産,足立,Sui_K2,2024-05-01,活魚,活またい,相対,551.0
水産,足立,Sui_K2,2024-05-01,活魚,活またい,第三者販売,1976.0
水産,足立,Sui_K2,2024-05-01,活魚,活ひらめ,相対,33.0
水産,足立,Sui_K2,2024-05-01,活魚,活ひらめ,第三者販売,4.0
水産,足立,Sui_K2,2024-05-01,活魚,その他（活魚）,相対,370.0
水産,足立,Sui_K2,2024-05-01,活魚,その他（活魚）,第三者販売,885.0
水産,足立,Sui_K2,2024-05-01,冷凍,冷さば,相対,60.0
水産,足立,Sui_K2,2024-05-01,冷凍,冷するめ,相対,56.0
水産,足立,Sui_K2,2024-05-01,冷凍,冷ぎんだら,相対,83.0
水産,足立,Sui_K2,2024-05-01,冷凍,冷ぎんだら,第三者販売,4478.0
水産,足立,Sui_K2,2024-05-01,冷凍,冷さけ,相対,485.0
水産,足立,Sui_K2,2024-05-01,冷凍,冷さけ,第三者販売,75.0
水産,足立,Sui_K2,2024-05-01,冷凍,冷えび,相対,83.0
水産,足立,Sui_K2,2024-05-01,冷凍,冷えび,第三者販売,11.0
水産,足立,Sui_K2,2024-05-01,冷凍,その他（冷凍）,相対,9691.0
水産,足立,Sui_K2,2024-05-01,冷凍,その他（冷凍）,第三者販売,539.0
水産,足立,Sui_K2,2024-05-01,塩干加工,塩さけ,相対,754.0
水産,足立,Sui_K2,2024-05-01,塩干加工,塩さけ,第三者販売,80.0
