分類,市場,青果市場ID,日付,種別,品名,販売方法,卸売予定数量(t)
青果,豊洲,Sei_K1,2024-04-01,野菜,なす,商物分離,
青果,豊洲,Sei_K1,2024-04-01,野菜,トマト,せり・入札,0.3
青果,豊洲,Sei_K1,2024-04-01,野菜,トマト,相対,27.8
青果,豊洲,Sei_K1,2024-04-01,野菜,トマト,商物分離,
青果,豊洲,Sei_K1,2024-04-01,野菜,ピーマン,せり・入札,0.1
青果,豊洲,Sei_K1,2024-04-01,野菜,ピーマン,相対,12.4
青果,豊洲,Sei_K1,2024-04-01,野菜,ピーマン,商物分離,
青果,豊洲,Sei_K1,2024-04-01,野菜,じゃがいも,せり・入札,0.3
青果,豊洲,Sei_K1,2024-04-01,野菜,じゃがいも,相対,30.4
青果,豊洲,Sei_K1,2024-04-01,野菜,たまねぎ,せり・入札,0.1
青果,豊洲,Sei_K1,2024-04-01,野菜,たまねぎ,相対,5.6
青果,豊洲,Sei_K1,2024-04-01,野菜,たまねぎ,商物分離,
青果,豊洲,Sei_K1,2024-04-01,野菜,その他野菜,せり・入札,2.1
青果,豊洲,Sei_K1,2024-04-01,野菜,その他野菜,相対,209.2
青果,豊洲,Sei_K1,2024-04-01,野菜,その他野菜,商物分離,
青果,豊洲,Sei_K1,2024-04-01,果実,あまなつかん,せり・入札,0.1
青果,豊洲,Sei_K1,2024-04-01,果実,あまなつかん,相対,12.2
青果,豊洲,Sei_K1,2024-04-01,果実,不知火,せり・入札,0.1
青果,豊洲,Sei_K1,2024-04-01,果実,不知火,相対,25.6
青果,豊洲,Sei_K1,2024-04-01,果実,不知火,商物分離,
青果,豊洲,Sei_K1,2024-04-01,果実,清見,せり・入札,0.1
青果,豊洲,Sei_K1,2024-04-01,果実,清見,相対,12.1
青果,豊洲,Sei_K1,2024-04-01,果実,りんご,せり・入札,0.1
青果,豊洲,Sei_K1,2024-04-01,果実,りんご,相対,26.4
青果,豊洲,Sei_K1,2024-04-01,果実,りんご,第三者販売,
青果,豊洲,Sei_K1,2024-04-01,果実,りんご,商物分離,
青果,豊洲,Sei_K1,2024-04-01,果実,いちご,せり・入札,0.1
青果,豊洲,Sei_K1,2024-04-01,果実,いちご,相対,27.9
青果,豊洲,Sei_K1,2024-04-01,果実,いちご,商物分離,
青果,豊洲,Sei_K1,2024-04-01,果実,アールスメロン,せり・入札,1.1
青果,豊洲,Sei_K1,2024-04-01,果実,アールスメロン,相対,0.6
青果,豊洲,Sei_K1,2024-04-01,果実,その他メロン,せり・入札,
青果,豊洲,Sei_K1,2024-04-01,果実,その他メロン,相対,0.7
青果,豊洲,Sei_K1,2024-04-01,果実,すいか,せり・入札,
青果,豊洲,Sei_K1,2024-04-01,果実,すいか,相対,
青果,豊洲,Sei_K1,2024-04-01,果実,すいか,第三者販売,
青果,豊洲,Sei_K1,2024-04-01,果実,その他果実,せり・入札,0.7
青果,豊洲,Sei_K1,2024-04-01,果実,その他果実,相対,69.8
青果,豊洲,Sei_K1,2024-04-01,果実,その他果実,第三者販売,
青果,豊洲,Sei_K1,2024-04-01,果実,その他果実,商物分離,
青果,大田,Sei_K2,2024-04-01,野菜,だいこん,せり・入札,1.2
青果,大田,Sei_K2,2024-04-01,野菜,だいこん,相対,183.2
青果,大田,Sei_K2,2024-04-01,野菜,だいこん,商物分離,35.8
青果,大田,Sei_K2,2024-04-01,野菜,にんじん,せり・入札,0.4
青果,大田,Sei_K2,2024-04-01,野菜,にんじん,相対,138.9
青果,大田,Sei_K2,2024-04-01,野菜,にんじん,第三者販売,
青果,大田,Sei_K2,2024-04-01,野菜,にんじん,商物分離,15.0
青果,大田,Sei_K2,2024-04-01,野菜,たけのこ,せり・入札,0.3
青果,大田,Sei_K2,2024-04-01,野菜,たけのこ,相対,25.5
青果,大田,Sei_K2,2024-04-01,野菜,キャベツ,せり・入札,2.9
青果,大田,Sei_K2,2024-04-01,野菜,キャベツ,相対,451.1
青果,大田,Sei_K2,2024-04-01,野菜,キャベツ,商物分離,88.9
青果,大田,Sei_K2,2024-04-01,野菜,レタス,せり・入札,0.6
青果,大田,Sei_K2,2024-04-01,野菜,レタス,相対,71.2
青果,大田,Sei_K2,2024-04-01,野菜,レタス,商物分離,28.7
青果,大田,Sei_K2,2024-04-01,野菜,はくさい,せり・入札,1.4
青果,大田,Sei_K2,2024-04-01,野菜,はくさい,相対,106.3
青果,大田,Sei_K2,2024-04-01,野菜,ほうれんそう,せり・入札,0.4
青果,大田,Sei_K2,2024-04-01,野菜,ほうれんそう,相対,32.4
青果,大田,Sei_K2,2024-04-01,野菜,ほうれんそう,商物分離,5.2
青果,大田,Sei_K2,2024-04-01,野菜,ねぎ,せり・入札,0.9
青果,大田,Sei_K2,2024-04-01,野菜,ねぎ,相対,69.1
青果,大田,Sei_K2,2024-04-01,野菜,ねぎ,商物分離,5.2
青果,大田,Sei_K2,2024-04-01,野菜,きゅうり,せり・入札,1.0
青果,大田,Sei_K2,2024-04-01,野菜,きゅうり,相対,147.6
青果,大田,Sei_K2,2024-04-01,野菜,きゅうり,商物分離,17.1
青果,大田,Sei_K2,2024-04-01,野菜,なす,せり・入札,0.5
青果,大田,Sei_K2,2024-04-01,野菜,なす,相対,57.7
青果,大田,Sei_K2,2024-04-01,野菜,なす,商物分離,2.1
青果,大田,Sei_K2,2024-04-01,野菜,トマト,せり・入札,0.9
青果,大田,Sei_K2,2024-04-01,野菜,トマト,相対,127.6
青果,大田,Sei_K2,2024-04-01,野菜,トマト,商物分離,15.5
青果,大田,Sei_K2,2024-04-01,野菜,ピーマン,せり・入札,1.1
青果,大田,Sei_K2,2024-04-01,野菜,ピーマン,相対,57.8
青果,大田,Sei_K2,2024-04-01,野菜,ピーマン,商物分離,4.6
青果,大田,Sei_K2,2024-04-01,野菜,じゃがいも,せり・入札,
青果,大田,Sei_K2,2024-04-01,野菜,じゃがいも,相対,211.2
青果,大田,Sei_K2,2024-04-01,野菜,たまねぎ,せり・入札,
青果,大田,Sei_K2,2024-04-01,野菜,たまねぎ,相対,209.8
青果,大田,Sei_K2,2024-04-01,野菜,たまねぎ,商物分離,36.0
青果,大田,Sei_K2,2024-04-01,野菜,その他野菜,せり・入札,10.3
青果,大田,Sei_K2,2024-04-01,野菜,その他野菜,相対,627.9
青果,大田,Sei_K2,2024-04-01,野菜,その他野菜,商物分離,20.8
青果,大田,Sei_K2,2024-04-01,果実,あまなつかん,せり・入札,0.4
青果,大田,Sei_K2,2024-04-01,果実,あまなつかん,相対,42.5
青果,大田,Sei_K2,2024-04-01,果実,不知火,せり・入札,0.2
青果,大田,Sei_K2,2024-04-01,果実,不知火,相対,79.3
青果,大田,Sei_K2,2024-04-01,果実,不知火,商物分離,0.8
青果,大田,Sei_K2,2024-04-01,果実,清見,せり・入札,0.1
青果,大田,Sei_K2,2024-04-01,果実,清見,相対,54.5
青果,大田,Sei_K2,2024-04-01,果実,りんご,せり・入札,3.4
青果,大田,Sei_K2,2024-04-01,果実,りんご,相対,125.6
青果,大田,Sei_K2,2024-04-01,果実,りんご,第三者販売,
青果,大田,Sei_K2,2024-04-01,果実,りんご,商物分離,7.9
青果,大田,Sei_K2,2024-04-01,果実,いちご,せり・入札,0.2
青果,大田,Sei_K2,2024-04-01,果実,いちご,相対,213.0
青果,大田,Sei_K2,2024-04-01,果実,いちご,商物分離,3.8
青果,大田,Sei_K2,2024-04-01,果実,アールスメロン,せり・入札,0.5
青果,大田,Sei_K2,2024-04-01,果実,アールスメロン,相対,5.1
青果,大田,Sei_K2,2024-04-01,果実,その他メロン,せり・入札,0.3
青果,大田,Sei_K2,2024-04-01,果実,その他メロン,相対,6.2
青果,大田,Sei_K2,2024-04-01,果実,すいか,せり・入札,0.2
青果,大田,Sei_K2,2024-04-01,果実,すいか,相対,39.7
青果,大田,Sei_K2,2024-04-01,果実,すいか,第三者販売,
青果,大田,Sei_K2,2024-04-01,果実,その他果実,せり・入札,4.4
青果,大田,Sei_K2,2024-04-01,果実,その他果実,相対,142.5
青果,大田,Sei_K2,2024-04-01,果実,その他果実,第三者販売,
青果,大田,Sei_K2,2024-04-01,果実,その他果実,商物分離,1.3
青果,豊島,Sei_K3,2024-04-01,野菜,だいこん,せり・入札,0.1
青果,豊島,Sei_K3,2024-04-01,野菜,だいこん,相対,11.9
青果,豊島,Sei_K3,2024-04-01,野菜,だいこん,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,にんじん,せり・入札,
青果,豊島,Sei_K3,2024-04-01,野菜,にんじん,相対,15.0
青果,豊島,Sei_K3,2024-04-01,野菜,にんじん,第三者販売,
青果,豊島,Sei_K3,2024-04-01,野菜,にんじん,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,たけのこ,せり・入札,
青果,豊島,Sei_K3,2024-04-01,野菜,たけのこ,相対,2.0
青果,豊島,Sei_K3,2024-04-01,野菜,キャベツ,せり・入札,0.1
青果,豊島,Sei_K3,2024-04-01,野菜,キャベツ,相対,19.9
青果,豊島,Sei_K3,2024-04-01,野菜,キャベツ,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,レタス,せり・入札,0.1
青果,豊島,Sei_K3,2024-04-01,野菜,レタス,相対,24.9
青果,豊島,Sei_K3,2024-04-01,野菜,レタス,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,はくさい,せり・入札,0.2
青果,豊島,Sei_K3,2024-04-01,野菜,はくさい,相対,12.8
青果,豊島,Sei_K3,2024-04-01,野菜,ほうれんそう,せり・入札,
青果,豊島,Sei_K3,2024-04-01,野菜,ほうれんそう,相対,6.0
青果,豊島,Sei_K3,2024-04-01,野菜,ほうれんそう,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,ねぎ,せり・入札,0.1
青果,豊島,Sei_K3,2024-04-01,野菜,ねぎ,相対,11.9
青果,豊島,Sei_K3,2024-04-01,野菜,ねぎ,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,きゅうり,せり・入札,0.1
青果,豊島,Sei_K3,2024-04-01,野菜,きゅうり,相対,7.9
青果,豊島,Sei_K3,2024-04-01,野菜,きゅうり,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,なす,せり・入札,0.1
青果,豊島,Sei_K3,2024-04-01,野菜,なす,相対,2.9
青果,豊島,Sei_K3,2024-04-01,野菜,なす,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,トマト,せり・入札,0.1
青果,豊島,Sei_K3,2024-04-01,野菜,トマト,相対,12.9
青果,豊島,Sei_K3,2024-04-01,野菜,トマト,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,ピーマン,せり・入札,
青果,豊島,Sei_K3,2024-04-01,野菜,ピーマン,相対,6.0
青果,豊島,Sei_K3,2024-04-01,野菜,ピーマン,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,じゃがいも,せり・入札,
青果,豊島,Sei_K3,2024-04-01,野菜,じゃがいも,相対,15.0
青果,豊島,Sei_K3,2024-04-01,野菜,たまねぎ,せり・入札,
青果,豊島,Sei_K3,2024-04-01,野菜,たまねぎ,相対,15.0
青果,豊島,Sei_K3,2024-04-01,野菜,たまねぎ,商物分離,
青果,豊島,Sei_K3,2024-04-01,野菜,その他野菜,せり・入札,4.6
青果,豊島,Sei_K3,2024-04-01,野菜,その他野菜,相対,67.4
青果,豊島,Sei_K3,2024-04-01,野菜,その他野菜,商物分離,
青果,豊島,Sei_K3,2024-04-01,果実,あまなつかん,せり・入札,
青果,豊島,Sei_K3,2024-04-01,果実,あまなつかん,相対,2.0
青果,豊島,Sei_K3,2024-04-01,果実,不知火,せり・入札,
青果,豊島,Sei_K3,2024-04-01,果実,不知火,相対,0.2
青果,豊島,Sei_K3,2024-04-01,果実,不知火,商物分離,
青果,豊島,Sei_K3,2024-04-01,果実,清見,せり・入札,
青果,豊島,Sei_K3,2024-04-01,果実,清見,相対,4.0
青果,豊島,Sei_K3,2024-04-01,果実,りんご,せり・入札,
青果,豊島,Sei_K3,2024-04-01,果実,りんご,相対,0.4
青果,豊島,Sei_K3,2024-04-01,果実,りんご,第三者販売,
青果,豊島,Sei_K3,2024-04-01,果実,りんご,商物分離,
青果,豊島,Sei_K3,2024-04-01,果実,いちご,せり・入札,
青果,豊島,Sei_K3,2024-04-01,果実,いちご,相対,0.8
青果,豊島,Sei_K3,2024-04-01,果実,いちご,商物分離,
青果,豊島,Sei_K3,2024-04-01,果実,アールスメロン,せり・入札,0.1
青果,豊島,Sei_K3,2024-04-01,果実,アールスメロン,相対,0.2
青果,豊島,Sei_K3,2024-04-01,果実,その他メロン,せり・入札,
青果,豊島,Sei_K3,2024-04-01,果実,その他メロン,相対,
青果,豊島,Sei_K3,2024-04-01,果実,すいか,せり・入札,
青果,豊島,Sei_K3,2024-04-01,果実,すいか,相対,
青果,豊島,Sei_K3,2024-04-01,果実,すいか,第三者販売,
青果,豊島,Sei_K3,2024-04-01,果実,その他果実,せり・入札,
青果,豊島,Sei_K3,2024-04-01,果実,その他果実,相対,22.3
青果,豊島,Sei_K3,2024-04-01,果実,その他果実,第三者販売,
青果,豊島,Sei_K3,2024-04-01,果実,その他果実,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,だいこん,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,だいこん,相対,36.7
青果,淀橋,Sei_K4,2024-04-01,野菜,だいこん,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,にんじん,せり・入札,1.0
青果,淀橋,Sei_K4,2024-04-01,野菜,にんじん,相対,25.2
青果,淀橋,Sei_K4,2024-04-01,野菜,にんじん,第三者販売,3.0
青果,淀橋,Sei_K4,2024-04-01,野菜,にんじん,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,たけのこ,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,たけのこ,相対,5.2
青果,淀橋,Sei_K4,2024-04-01,野菜,キャベツ,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,キャベツ,相対,137.0
青果,淀橋,Sei_K4,2024-04-01,野菜,キャベツ,商物分離,10.0
青果,淀橋,Sei_K4,2024-04-01,野菜,レタス,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,レタス,相対,32.1
青果,淀橋,Sei_K4,2024-04-01,野菜,レタス,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,はくさい,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,はくさい,相対,12.2
青果,淀橋,Sei_K4,2024-04-01,野菜,ほうれんそう,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,ほうれんそう,相対,9.0
青果,淀橋,Sei_K4,2024-04-01,野菜,ほうれんそう,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,ねぎ,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,ねぎ,相対,16.9
青果,淀橋,Sei_K4,2024-04-01,野菜,ねぎ,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,きゅうり,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,きゅうり,相対,30.4
青果,淀橋,Sei_K4,2024-04-01,野菜,きゅうり,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,なす,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,なす,相対,17.2
青果,淀橋,Sei_K4,2024-04-01,野菜,なす,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,トマト,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,トマト,相対,37.5
青果,淀橋,Sei_K4,2024-04-01,野菜,トマト,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,ピーマン,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,ピーマン,相対,15.9
青果,淀橋,Sei_K4,2024-04-01,野菜,ピーマン,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,じゃがいも,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,じゃがいも,相対,45.3
青果,淀橋,Sei_K4,2024-04-01,野菜,たまねぎ,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,たまねぎ,相対,37.9
青果,淀橋,Sei_K4,2024-04-01,野菜,たまねぎ,商物分離,
青果,淀橋,Sei_K4,2024-04-01,野菜,その他野菜,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,野菜,その他野菜,相対,115.6
青果,淀橋,Sei_K4,2024-04-01,野菜,その他野菜,商物分離,
青果,淀橋,Sei_K4,2024-04-01,果実,あまなつかん,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,果実,あまなつかん,相対,20.3
青果,淀橋,Sei_K4,2024-04-01,果実,不知火,せり・入札,0.1
青果,淀橋,Sei_K4,2024-04-01,果実,不知火,相対,24.7
青果,淀橋,Sei_K4,2024-04-01,果実,不知火,商物分離,
青果,淀橋,Sei_K4,2024-04-01,果実,清見,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,果実,清見,相対,5.3
青果,淀橋,Sei_K4,2024-04-01,果実,りんご,せり・入札,0.1
青果,淀橋,Sei_K4,2024-04-01,果実,りんご,相対,1.5
青果,淀橋,Sei_K4,2024-04-01,果実,りんご,第三者販売,7.0
青果,淀橋,Sei_K4,2024-04-01,果実,りんご,商物分離,
青果,淀橋,Sei_K4,2024-04-01,果実,いちご,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,果実,いちご,相対,18.1
青果,淀橋,Sei_K4,2024-04-01,果実,いちご,商物分離,
青果,淀橋,Sei_K4,2024-04-01,果実,アールスメロン,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,果実,アールスメロン,相対,0.2
青果,淀橋,Sei_K4,2024-04-01,果実,その他メロン,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,果実,その他メロン,相対,0.8
青果,淀橋,Sei_K4,2024-04-01,果実,すいか,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,果実,すいか,相対,0.6
青果,淀橋,Sei_K4,2024-04-01,果実,すいか,第三者販売,4.8
青果,淀橋,Sei_K4,2024-04-01,果実,その他果実,せり・入札,
青果,淀橋,Sei_K4,2024-04-01,果実,その他果実,相対,43.5
青果,淀橋,Sei_K4,2024-04-01,果実,その他果実,第三者販売,0.8
青果,淀橋,Sei_K4,2024-04-01,果実,その他果実,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,だいこん,せり・入札,0.2
青果,板橋,Sei_K5,2024-04-01,野菜,だいこん,相対,24.0
青果,板橋,Sei_K5,2024-04-01,野菜,だいこん,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,にんじん,せり・入札,
青果,板橋,Sei_K5,2024-04-01,野菜,にんじん,相対,16.9
青果,板橋,Sei_K5,2024-04-01,野菜,にんじん,第三者販売,
青果,板橋,Sei_K5,2024-04-01,野菜,にんじん,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,たけのこ,せり・入札,
青果,板橋,Sei_K5,2024-04-01,野菜,たけのこ,相対,1.4
青果,板橋,Sei_K5,2024-04-01,野菜,キャベツ,せり・入札,0.1
青果,板橋,Sei_K5,2024-04-01,野菜,キャベツ,相対,21.8
青果,板橋,Sei_K5,2024-04-01,野菜,キャベツ,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,レタス,せり・入札,0.1
青果,板橋,Sei_K5,2024-04-01,野菜,レタス,相対,10.1
青果,板橋,Sei_K5,2024-04-01,野菜,レタス,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,はくさい,せり・入札,0.2
青果,板橋,Sei_K5,2024-04-01,野菜,はくさい,相対,9.6
青果,板橋,Sei_K5,2024-04-01,野菜,ほうれんそう,せり・入札,
青果,板橋,Sei_K5,2024-04-01,野菜,ほうれんそう,相対,2.6
青果,板橋,Sei_K5,2024-04-01,野菜,ほうれんそう,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,ねぎ,せり・入札,0.1
青果,板橋,Sei_K5,2024-04-01,野菜,ねぎ,相対,14.3
青果,板橋,Sei_K5,2024-04-01,野菜,ねぎ,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,きゅうり,せり・入札,0.1
青果,板橋,Sei_K5,2024-04-01,野菜,きゅうり,相対,19.9
青果,板橋,Sei_K5,2024-04-01,野菜,きゅうり,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,なす,せり・入札,0.1
青果,板橋,Sei_K5,2024-04-01,野菜,なす,相対,9.6
青果,板橋,Sei_K5,2024-04-01,野菜,なす,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,トマト,せり・入札,0.1
青果,板橋,Sei_K5,2024-04-01,野菜,トマト,相対,13.1
青果,板橋,Sei_K5,2024-04-01,野菜,トマト,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,ピーマン,せり・入札,0.1
青果,板橋,Sei_K5,2024-04-01,野菜,ピーマン,相対,3.3
青果,板橋,Sei_K5,2024-04-01,野菜,ピーマン,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,じゃがいも,せり・入札,
青果,板橋,Sei_K5,2024-04-01,野菜,じゃがいも,相対,18.5
青果,板橋,Sei_K5,2024-04-01,野菜,たまねぎ,せり・入札,
青果,板橋,Sei_K5,2024-04-01,野菜,たまねぎ,相対,58.5
青果,板橋,Sei_K5,2024-04-01,野菜,たまねぎ,商物分離,
青果,板橋,Sei_K5,2024-04-01,野菜,その他野菜,せり・入札,
青果,板橋,Sei_K5,2024-04-01,野菜,その他野菜,相対,72.2
青果,板橋,Sei_K5,2024-04-01,野菜,その他野菜,商物分離,
青果,板橋,Sei_K5,2024-04-01,果実,あまなつかん,せり・入札,
青果,板橋,Sei_K5,2024-04-01,果実,あまなつかん,相対,4.5
青果,板橋,Sei_K5,2024-04-01,果実,不知火,せり・入札,
青果,板橋,Sei_K5,2024-04-01,果実,不知火,相対,1.9
青果,板橋,Sei_K5,2024-04-01,果実,不知火,商物分離,
青果,板橋,Sei_K5,2024-04-01,果実,清見,せり・入札,
青果,板橋,Sei_K5,2024-04-01,果実,清見,相対,4.4
青果,板橋,Sei_K5,2024-04-01,果実,りんご,せり・入札,
青果,板橋,Sei_K5,2024-04-01,果実,りんご,相対,3.8
青果,板橋,Sei_K5,2024-04-01,果実,りんご,第三者販売,
青果,板橋,Sei_K5,2024-04-01,果実,りんご,商物分離,
青果,板橋,Sei_K5,2024-04-01,果実,いちご,せり・入札,
青果,板橋,Sei_K5,2024-04-01,果実,いちご,相対,4.7
青果,板橋,Sei_K5,2024-04-01,果実,いちご,商物分離,
青果,板橋,Sei_K5,2024-04-01,果実,アールスメロン,せり・入札,0.1
青果,板橋,Sei_K5,2024-04-01,果実,アールスメロン,相対,
青果,板橋,Sei_K5,2024-04-01,果実,その他メロン,せり・入札,
青果,板橋,Sei_K5,2024-04-01,果実,その他メロン,相対,0.2
青果,板橋,Sei_K5,2024-04-01,果実,すいか,せり・入札,
青果,板橋,Sei_K5,2024-04-01,果実,すいか,相対,1.4
青果,板橋,Sei_K5,2024-04-01,果実,すいか,第三者販売,
青果,板橋,Sei_K5,2024-04-01,果実,その他果実,せり・入札,
青果,板橋,Sei_K5,2024-04-01,果実,その他果実,相対,23.1
青果,板橋,Sei_K5,2024-04-01,果実,その他果実,第三者販売,
青果,板橋,Sei_K5,2024-04-01,果実,その他果実,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,だいこん,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,だいこん,相対,12.1
青果,世田谷,Sei_K6,2024-04-01,野菜,だいこん,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,にんじん,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,にんじん,相対,12.9
青果,世田谷,Sei_K6,2024-04-01,野菜,にんじん,第三者販売,
青果,世田谷,Sei_K6,2024-04-01,野菜,にんじん,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,たけのこ,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,たけのこ,相対,1.0
青果,世田谷,Sei_K6,2024-04-01,野菜,キャベツ,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,キャベツ,相対,18.0
青果,世田谷,Sei_K6,2024-04-01,野菜,キャベツ,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,レタス,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,レタス,相対,3.4
青果,世田谷,Sei_K6,2024-04-01,野菜,レタス,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,はくさい,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,はくさい,相対,3.5
青果,世田谷,Sei_K6,2024-04-01,野菜,ほうれんそう,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,ほうれんそう,相対,0.5
青果,世田谷,Sei_K6,2024-04-01,野菜,ほうれんそう,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,ねぎ,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,ねぎ,相対,2.7
青果,世田谷,Sei_K6,2024-04-01,野菜,ねぎ,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,きゅうり,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,きゅうり,相対,12.6
青果,世田谷,Sei_K6,2024-04-01,野菜,きゅうり,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,なす,せり・入札,
青果,世田谷,Sei_K6,2024-04-01,野菜,なす,相対,2.6
青果,世田谷,Sei_K6,2024-04-01,野菜,なす,商物分離,
青果,世田谷,Sei_K6,2024-04-01,野菜,トマト,せり・入札,
