日付,種別,種類,区分,頭数(頭)
2024-07-23,豚,,本日と畜,608.0
2024-07-23,豚,,上場頭数(生体),812.0
2024-07-23,豚,,上場頭数(搬入),0.0
2024-07-23,こ牛,,本日と畜,0.0
2024-07-23,こ牛,,上場頭数(生体),0.0
2024-07-23,こ牛,,上場頭数(搬入),0.0
2024-07-24,牛,和牛,本日と畜,306.0
2024-07-24,牛,和牛,上場頭数(生体),314.0
2024-07-24,牛,和牛,上場頭数(搬入),135.0
2024-07-24,牛,交雑種,本日と畜,60.0
2024-07-24,牛,交雑種,上場頭数(生体),50.0
2024-07-24,牛,交雑種,上場頭数(搬入),121.0
2024-07-24,牛,乳牛,本日と畜,0.0
2024-07-24,牛,乳牛,上場頭数(生体),0.0
2024-07-24,牛,乳牛,上場頭数(搬入),41.0
2024-07-24,牛,計,本日と畜,366.0
2024-07-24,牛,計,上場頭数(生体),364.0
2024-07-24,牛,計,上場頭数(搬入),297.0
2024-07-24,馬,,本日と畜,0.0
2024-07-24,馬,,上場頭数(生体),0.0
2024-07-24,馬,,上場頭数(搬入),0.0
2024-07-24,豚,,本日と畜,531.0
2024-07-24,豚,,上場頭数(生体),659.0
2024-07-24,豚,,上場頭数(搬入),0.0
2024-07-24,こ牛,,本日と畜,0.0
2024-07-24,こ牛,,上場頭数(生体),0.0
2024-07-24,こ牛,,上場頭数(搬入),0.0
2024-07-25,牛,和牛,本日と畜,300.0
2024-07-25,牛,和牛,上場頭数(生体),307.0
2024-07-25,牛,和牛,上場頭数(搬入),98.5
2024-07-25,牛,交雑種,本日と畜,66.0
2024-07-25,牛,交雑種,上場頭数(生体),60.0
2024-07-25,牛,交雑種,上場頭数(搬入),91.0
2024-07-25,牛,乳牛,本日と畜,0.0
2024-07-25,牛,乳牛,上場頭数(生体),0.0
2024-07-25,牛,乳牛,上場頭数(搬入),53.0
2024-07-25,牛,計,本日と畜,366.0
2024-07-25,牛,計,上場頭数(生体),367.0
2024-07-25,牛,計,上場頭数(搬入),242.5
2024-07-25,馬,,本日と畜,0.0
2024-07-25,馬,,上場頭数(生体),0.0
2024-07-25,馬,,上場頭数(搬入),0.0
2024-07-25,豚,,本日と畜,885.0
2024-07-25,豚,,上場頭数(生体),628.0
2024-07-25,豚,,上場頭数(搬入),0.0
2024-07-25,こ牛,,本日と畜,0.0
2024-07-25,こ牛,,上場頭数(生体),0.0
2024-07-25,こ牛,,上場頭数(搬入),0.0
2024-07-26,牛,和牛,本日と畜,293.0
2024-07-26,牛,和牛,上場頭数(生体),300.0
2024-07-26,牛,和牛,上場頭数(搬入),77.0
2024-07-26,牛,交雑種,本日と畜,66.0
2024-07-26,牛,交雑種,上場頭数(生体),66.0
2024-07-26,牛,交雑種,上場頭数(搬入),18.0
2024-07-26,牛,乳牛,本日と畜,0.0
2024-07-26,牛,乳牛,上場頭数(生体),0.0
2024-07-26,牛,乳牛,上場頭数(搬入),36.0
2024-07-26,牛,計,本日と畜,359.0
2024-07-26,牛,計,上場頭数(生体),366.0
2024-07-26,牛,計,上場頭数(搬入),131.0
2024-07-26,馬,,本日と畜,0.0
2024-07-26,馬,,上場頭数(生体),0.0
2024-07-26,馬,,上場頭数(搬入),0.0
2024-07-26,豚,,本日と畜,827.0
2024-07-26,豚,,上場頭数(生体),986.0
2024-07-26,豚,,上場頭数(搬入),12.0
2024-07-26,こ牛,,本日と畜,0.0
2024-07-26,こ牛,,上場頭数(生体),0.0
2024-07-26,こ牛,,上場頭数(搬入),0.0
2024-07-29,牛,和牛,本日と畜,264.0
2024-07-29,牛,和牛,上場頭数(生体),293.0
2024-07-29,牛,和牛,上場頭数(搬入),51.0
2024-07-29,牛,交雑種,本日と畜,104.0
2024-07-29,牛,交雑種,上場頭数(生体),66.0
2024-07-29,牛,交雑種,上場頭数(搬入),47.0
2024-07-29,牛,乳牛,本日と畜,0.0
2024-07-29,牛,乳牛,上場頭数(生体),0.0
2024-07-29,牛,乳牛,上場頭数(搬入),48.0
2024-07-29,牛,計,本日と畜,368.0
2024-07-29,牛,計,上場頭数(生体),359.0
2024-07-29,牛,計,上場頭数(搬入),146.0
2024-07-29,馬,,本日と畜,0.0
2024-07-29,馬,,上場頭数(生体),0.0
2024-07-29,馬,,上場頭数(搬入),0.0
2024-07-29,豚,,本日と畜,753.0
2024-07-29,豚,,上場頭数(生体),827.0
2024-07-29,豚,,上場頭数(搬入),11.0
2024-07-29,こ牛,,本日と畜,0.0
2024-07-29,こ牛,,上場頭数(生体),0.0
2024-07-29,こ牛,,上場頭数(搬入),0.0
2024-07-30,牛,和牛,本日と畜,240.0
2024-07-30,牛,和牛,上場頭数(生体),264.0
2024-07-30,牛,和牛,上場頭数(搬入),38.0
2024-07-30,牛,交雑種,本日と畜,118.0
2024-07-30,牛,交雑種,上場頭数(生体),104.0
2024-07-30,牛,交雑種,上場頭数(搬入),4.0
2024-07-30,牛,乳牛,本日と畜,0.0
2024-07-30,牛,乳牛,上場頭数(生体),0.0
2024-07-30,牛,乳牛,上場頭数(搬入),26.0
2024-07-30,牛,計,本日と畜,358.0
2024-07-30,牛,計,上場頭数(生体),368.0
2024-07-30,牛,計,上場頭数(搬入),68.0
2024-07-30,馬,,本日と畜,0.0
2024-07-30,馬,,上場頭数(生体),0.0
2024-07-30,馬,,上場頭数(搬入),0.0
2024-07-30,豚,,本日と畜,674.0
2024-07-30,豚,,上場頭数(生体),799.0
2024-07-30,豚,,上場頭数(搬入),0.0
2024-07-30,こ牛,,本日と畜,0.0
2024-07-30,こ牛,,上場頭数(生体),0.0
2024-07-30,こ牛,,上場頭数(搬入),1.0
2024-07-31,牛,和牛,本日と畜,303.0
2024-07-31,牛,和牛,上場頭数(生体),241.0
2024-07-31,牛,和牛,上場頭数(搬入),115.0
2024-07-31,牛,交雑種,本日と畜,66.0
2024-07-31,牛,交雑種,上場頭数(生体),118.0
2024-07-31,牛,交雑種,上場頭数(搬入),118.0
2024-07-31,牛,乳牛,本日と畜,0.0
2024-07-31,牛,乳牛,上場頭数(生体),0.0
2024-07-31,牛,乳牛,上場頭数(搬入),42.5
2024-07-31,牛,計,本日と畜,369.0
2024-07-31,牛,計,上場頭数(生体),359.0
2024-07-31,牛,計,上場頭数(搬入),275.5
2024-07-31,馬,,本日と畜,0.0
2024-07-31,馬,,上場頭数(生体),0.0
2024-07-31,馬,,上場頭数(搬入),0.0
2024-07-31,豚,,本日と畜,666.0
2024-07-31,豚,,上場頭数(生体),701.0
2024-07-31,豚,,上場頭数(搬入),0.0
2024-07-31,こ牛,,本日と畜,0.0
2024-07-31,こ牛,,上場頭数(生体),0.0
2024-07-31,こ牛,,上場頭数(搬入),1.0
