分類,市場,水産市場ID,日付,種別,品名,販売方法,産地,銘柄,高値(円),中値(円),安値(円)
水産,足立,Sui_K2,2024-04-19,大物,いんど（冷凍）,せり・入札,各地海外込,,2808,,1944
水産,足立,Sui_K2,2024-04-19,大物,その他（大物冷）,相対,,,,,
水産,足立,Sui_K2,2024-04-19,大物,その他（大物冷）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,めじ,相対,各地,,,756,
水産,足立,Sui_K2,2024-04-19,鮮魚,きんめだい,相対,各地,,2700,1728,1512
水産,足立,Sui_K2,2024-04-19,鮮魚,きんめだい,第三者販売,各地,,2160,,1404
水産,足立,Sui_K2,2024-04-19,鮮魚,ぶり・わらさ,相対,各地,ブリ,594,,432
水産,足立,Sui_K2,2024-04-19,鮮魚,ぶり・わらさ,相対,各地,ワラサ,,486,
水産,足立,Sui_K2,2024-04-19,鮮魚,ぶり・わらさ,第三者販売,各地,ブリ,,486,
水産,足立,Sui_K2,2024-04-19,鮮魚,ぶり・わらさ,第三者販売,各地,ワラサ,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,はまち,相対,各地,,1782,1242,864
水産,足立,Sui_K2,2024-04-19,鮮魚,はまち,相対,各地,活〆,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,はまち,第三者販売,各地,,1512,,864
水産,足立,Sui_K2,2024-04-19,鮮魚,はまち,第三者販売,各地,活〆,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,かれい,相対,各地,マコガレイ,864,,432
水産,足立,Sui_K2,2024-04-19,鮮魚,かれい,相対,各地,アカガレイ,378,356,324
水産,足立,Sui_K2,2024-04-19,鮮魚,あじ,相対,各地,中,2160,540,130
水産,足立,Sui_K2,2024-04-19,鮮魚,あじ,第三者販売,各地,中,2160,540,259
水産,足立,Sui_K2,2024-04-19,鮮魚,さば,相対,各地,,1404,432,216
水産,足立,Sui_K2,2024-04-19,鮮魚,さば,第三者販売,各地,,540,,432
水産,足立,Sui_K2,2024-04-19,鮮魚,かつお,相対,各地,,1296,,810
水産,足立,Sui_K2,2024-04-19,鮮魚,かつお,第三者販売,各地,,1296,972,648
水産,足立,Sui_K2,2024-04-19,鮮魚,いわし,相対,各地,,864,432,135
水産,足立,Sui_K2,2024-04-19,鮮魚,いわし,第三者販売,各地,,,864,
水産,足立,Sui_K2,2024-04-19,鮮魚,するめいか,相対,各地,,1750,1685,1598
水産,足立,Sui_K2,2024-04-19,鮮魚,するめいか,第三者販売,各地,,,1728,
水産,足立,Sui_K2,2024-04-19,鮮魚,たら類,相対,各地,生,,216,
水産,足立,Sui_K2,2024-04-19,鮮魚,たら類,相対,各地,ぶわ,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,さわら・さごち,相対,各地海外込,サワラ,,1944,
水産,足立,Sui_K2,2024-04-19,鮮魚,いさき,相対,各地,,194,1512,972
水産,足立,Sui_K2,2024-04-19,鮮魚,あんこう,相対,各地海外込,,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,あんこう,相対,各地海外込,きも,4320,3132,972
水産,足立,Sui_K2,2024-04-19,鮮魚,あんこう,第三者販売,各地海外込,,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,あんこう,第三者販売,各地海外込,きも,,4320,
水産,足立,Sui_K2,2024-04-19,鮮魚,かき,相対,各地,,1620,1080,702
水産,足立,Sui_K2,2024-04-19,鮮魚,かき,相対,各地,パック,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,うに,相対,各地,,6480,,2700
水産,足立,Sui_K2,2024-04-19,鮮魚,うに,相対,海外,大小込,5400,4212,864
水産,足立,Sui_K2,2024-04-19,鮮魚,その他（鮮魚）,相対,,,,,
水産,足立,Sui_K2,2024-04-19,鮮魚,その他（鮮魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-19,活魚,活またい,相対,各地,養殖,1588,1350,648
水産,足立,Sui_K2,2024-04-19,活魚,活またい,第三者販売,各地,養殖,1566,,1296
水産,足立,Sui_K2,2024-04-19,活魚,活ひらめ,相対,各地,養殖,3240,3132,3078
水産,足立,Sui_K2,2024-04-19,活魚,活ひらめ,第三者販売,各地,養殖,,3132,
水産,足立,Sui_K2,2024-04-19,活魚,その他（活魚）,相対,,,,,
水産,足立,Sui_K2,2024-04-19,活魚,その他（活魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-19,冷凍,冷さば,相対,海外,,1991,,626
水産,足立,Sui_K2,2024-04-19,冷凍,冷さば,第三者販売,海外,,,626,
水産,足立,Sui_K2,2024-04-19,冷凍,冷するめ,相対,各地,,2511,,2430
水産,足立,Sui_K2,2024-04-19,冷凍,冷ぎんだら,相対,海外,,1836,1566,1026
水産,足立,Sui_K2,2024-04-19,冷凍,冷ぎんだら,第三者販売,海外,,1782,,1134
水産,足立,Sui_K2,2024-04-19,冷凍,冷さけ,相対,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-04-19,冷凍,冷さけ,相対,各地海外込,ギンサケ,1793,,1134
水産,足立,Sui_K2,2024-04-19,冷凍,冷さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-04-19,冷凍,冷さけ,第三者販売,各地海外込,ギンサケ,1836,,1242
水産,足立,Sui_K2,2024-04-19,冷凍,冷えび,相対,海外,BT16-20,,1708,
水産,足立,Sui_K2,2024-04-19,冷凍,その他（冷凍）,相対,,,,,
水産,足立,Sui_K2,2024-04-19,冷凍,その他（冷凍）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-19,塩干加工,塩さけ,相対,各地海外込,ベニサケ,1728,1134,756
水産,足立,Sui_K2,2024-04-19,塩干加工,塩さけ,相対,各地海外込,ギンサケ,1512,1188,756
水産,足立,Sui_K2,2024-04-19,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-04-19,塩干加工,塩さけ,第三者販売,各地海外込,ベニサケ,2160,,1134
水産,足立,Sui_K2,2024-04-19,塩干加工,塩さけ,第三者販売,各地海外込,ギンサケ,1620,,1242
水産,足立,Sui_K2,2024-04-19,塩干加工,塩さけ,第三者販売,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-04-19,塩干加工,しらす干,相対,各地,,5333,4995,2160
水産,足立,Sui_K2,2024-04-19,塩干加工,しらす干,第三者販売,各地,,4752,3283,1620
水産,足立,Sui_K2,2024-04-19,塩干加工,開干さんま,相対,千葉,,,122,
水産,足立,Sui_K2,2024-04-19,塩干加工,開干あじ,相対,各地,大～小,319,259,97
水産,足立,Sui_K2,2024-04-19,塩干加工,開干あじ,第三者販売,各地,大～小,,259,
水産,足立,Sui_K2,2024-04-19,塩干加工,蒲焼うなぎ,相対,各地,,3888,,3294
水産,足立,Sui_K2,2024-04-19,塩干加工,蒲焼うなぎ,第三者販売,各地,,7992,,2581
水産,足立,Sui_K2,2024-04-19,塩干加工,煮ほたるいか,相対,富山,,,,
水産,足立,Sui_K2,2024-04-19,塩干加工,煮ほたるいか,相対,兵庫,,389,,324
水産,足立,Sui_K2,2024-04-19,塩干加工,煮ほたるいか,第三者販売,富山,,,,
水産,足立,Sui_K2,2024-04-19,塩干加工,煮ほたるいか,第三者販売,兵庫,,,389,
水産,足立,Sui_K2,2024-04-19,塩干加工,すけこ,相対,各地,,1728,,1512
水産,足立,Sui_K2,2024-04-19,塩干加工,すけこ,第三者販売,各地,,3348,,1512
水産,足立,Sui_K2,2024-04-19,塩干加工,かまぼこ,相対,各地,,724,,85
水産,足立,Sui_K2,2024-04-19,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-04-19,塩干加工,その他（塩干加工）,第三者販売,,,,,
水産,大田,Sui_K3,2024-04-19,大物,まぐろ（生鮮）,相対,各地,,,3674,
水産,大田,Sui_K3,2024-04-19,大物,まぐろ（生鮮）,相対,海外,,,,
水産,大田,Sui_K3,2024-04-19,大物,めばち（冷凍）,せり・入札,各地海外込,,1404,972,756
水産,大田,Sui_K3,2024-04-19,大物,その他（大物冷）,相対,,,,,
水産,大田,Sui_K3,2024-04-19,鮮魚,まだい,相対,各地,,2160,1733,1080
水産,大田,Sui_K3,2024-04-19,鮮魚,ぶり・わらさ,相対,各地,ブリ,972,652,556
水産,大田,Sui_K3,2024-04-19,鮮魚,はまち,相対,各地,,1382,1339,1296
水産,大田,Sui_K3,2024-04-19,鮮魚,はまち,相対,各地,活〆,,,
水産,大田,Sui_K3,2024-04-19,鮮魚,あじ,相対,各地,中,3240,1929,1700
水産,大田,Sui_K3,2024-04-19,鮮魚,かつお,相対,各地,,1350,1166,864
水産,大田,Sui_K3,2024-04-19,鮮魚,いわし,相対,各地,,1700,911,432
水産,大田,Sui_K3,2024-04-19,鮮魚,煮だこ,相対,各地,,,2916,
水産,大田,Sui_K3,2024-04-19,鮮魚,さわら・さごち,相対,各地海外込,サワラ,2398,2244,2052
水産,大田,Sui_K3,2024-04-19,鮮魚,いさき,相対,各地,,1404,1316,1112
水産,大田,Sui_K3,2024-04-19,鮮魚,その他（鮮魚）,相対,,,,,
水産,大田,Sui_K3,2024-04-19,活魚,活またい,相対,各地,養殖,1512,1423,580
水産,大田,Sui_K3,2024-04-19,活魚,活またい,第三者販売,各地,養殖,1512,1383,1196
水産,大田,Sui_K3,2024-04-19,活魚,活ひらめ,相対,各地,養殖,,3240,
水産,大田,Sui_K3,2024-04-19,活魚,活ひらめ,第三者販売,各地,養殖,,3240,
水産,大田,Sui_K3,2024-04-19,活魚,その他（活魚）,相対,,,,,
水産,大田,Sui_K3,2024-04-19,活魚,その他（活魚）,第三者販売,,,,,
水産,大田,Sui_K3,2024-04-19,冷凍,冷さば,相対,海外,,,734,
水産,大田,Sui_K3,2024-04-19,冷凍,その他（冷凍）,相対,,,,,
水産,大田,Sui_K3,2024-04-19,塩干加工,塩さけ,相対,海外,ギンサケ,2052,,1620
水産,大田,Sui_K3,2024-04-19,塩干加工,しらす干,相対,各地,,,1728,
水産,大田,Sui_K3,2024-04-19,塩干加工,開干さば,相対,千葉,,367,254,173
水産,大田,Sui_K3,2024-04-19,塩干加工,開干あじ,相対,各地,大〜小,,173,
水産,大田,Sui_K3,2024-04-19,塩干加工,その他（塩干加工）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-20,大物,まぐろ（生鮮）,せり・入札,宮城,,5400,,4320
水産,豊洲,Sui_K1,2024-04-20,大物,まぐろ（生鮮）,せり・入札,各地,,10800,,2700
水産,豊洲,Sui_K1,2024-04-20,大物,まぐろ（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-04-20,大物,まぐろ（冷凍）,せり・入札,各地海外込,,4212,3164,1944
水産,豊洲,Sui_K1,2024-04-20,大物,きわだ（生鮮）,せり・入札,東京,,2700,1966,1620
水産,豊洲,Sui_K1,2024-04-20,大物,きわだ（生鮮）,せり・入札,各地,,,1620,
水産,豊洲,Sui_K1,2024-04-20,大物,きわだ（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-04-20,大物,きわだ（冷凍）,せり・入札,各地海外込,,1296,864,648
水産,豊洲,Sui_K1,2024-04-20,大物,めばち（生鮮）,せり・入札,和歌山,,1944,1764,1620
水産,豊洲,Sui_K1,2024-04-20,大物,めばち（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,大物,めばち（生鮮）,せり・入札,海外,,,4320,
水産,豊洲,Sui_K1,2024-04-20,大物,めばち（冷凍）,せり・入札,各地海外込,,2700,1057,788
水産,豊洲,Sui_K1,2024-04-20,大物,いんど（冷凍）,せり・入札,各地海外込,,3780,1806,756
水産,豊洲,Sui_K1,2024-04-20,大物,まかじき（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,大物,まかじき（生鮮）,せり・入札,海外,,1944,1782,1620
水産,豊洲,Sui_K1,2024-04-20,大物,めかじき（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,大物,めかじき（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-04-20,大物,めかじき（冷凍）,せり・入札,各地海外込,フィーレ,1620,1242,972
水産,豊洲,Sui_K1,2024-04-20,大物,その他（大物冷）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,しばえび,せり・入札,各地,,,1080,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,くるまえび,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,くるまえび,せり・入札,各地,養殖,10800,,3240
水産,豊洲,Sui_K1,2024-04-20,鮮魚,くるまえび,せり・入札,海外,養殖,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,めじ,相対,各地,,,1728,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,まだい,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,まだい,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-04-20,鮮魚,きんめだい,相対,各地,,4104,1728,1080
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あまだい,せり・入札,各地,,,3780,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あまだい,相対,各地海外込,,4320,,2700
水産,豊洲,Sui_K1,2024-04-20,鮮魚,ぶり・わらさ,相対,各地,ブリ,702,594,378
水産,豊洲,Sui_K1,2024-04-20,鮮魚,ぶり・わらさ,相対,各地,ワラサ,432,248,216
水産,豊洲,Sui_K1,2024-04-20,鮮魚,いなだ・わかし,相対,各地,イナダ,594,572,540
水産,豊洲,Sui_K1,2024-04-20,鮮魚,はまち,相対,愛媛・鹿児島,,1026,999,972
水産,豊洲,Sui_K1,2024-04-20,鮮魚,はまち,相対,各地,,1026,999,972
水産,豊洲,Sui_K1,2024-04-20,鮮魚,はまち,相対,各地,活〆,1512,1485,1458
水産,豊洲,Sui_K1,2024-04-20,鮮魚,ひらめ,相対,各地海外込,,1620,,864
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かれい,相対,各地,無頭,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かれい,相対,北海道,アカガレイ,648,486,324
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かれい,相対,北海道,クロガレイ,648,486,324
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かれい,相対,各地,マカレイ,540,432,324
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かれい,相対,各地,マコガレイ,540,,432
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かれい,相対,各地,アサバ,756,540,324
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あじ,相対,佐賀,中,648,540,432
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あじ,相対,各地,中,1296,,432
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あじ,相対,各地,中小,,432,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あじ,相対,各地,小・豆,378,324,270
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さば,相対,各地,,648,324,216
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かつお,相対,鹿児島,,1080,756,648
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かつお,相対,各地,,2808,,432
水産,豊洲,Sui_K1,2024-04-20,鮮魚,いわし,相対,各地,,324,270,216
水産,豊洲,Sui_K1,2024-04-20,鮮魚,にしん,相対,各地海外込,生,378,,324
水産,豊洲,Sui_K1,2024-04-20,鮮魚,にしん,相対,各地海外込,解凍,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さんま,相対,各地,生,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さんま,相対,各地,解凍,1620,,864
水産,豊洲,Sui_K1,2024-04-20,鮮魚,するめいか,相対,各地,,1728,1620,1188
水産,豊洲,Sui_K1,2024-04-20,鮮魚,やりいか,相対,各地,,1944,,1188
水産,豊洲,Sui_K1,2024-04-20,鮮魚,煮だこ,相対,海外,,3024,,1944
水産,豊洲,Sui_K1,2024-04-20,鮮魚,たら類,相対,各地,生,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,たら類,相対,各地,ぶわ,,1512,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,たら類,相対,各地,フィーレ,1188,,756
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さけます類,相対,三陸,シロサケ,,1296,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さけます類,相対,,アキサケ,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さけます類,相対,宮城,ギンＦ,1566,,1242
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さけます類,相対,各地,マス,2160,,1080
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かます,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-04-20,鮮魚,めばる,相対,各地,,,1080,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さわら・さごち,相対,各地海外込,サワラ,1944,,1080
水産,豊洲,Sui_K1,2024-04-20,鮮魚,さわら・さごち,相対,各地海外込,サゴチ,864,,648
水産,豊洲,Sui_K1,2024-04-20,鮮魚,きんき,相対,各地,,10800,,1080
水産,豊洲,Sui_K1,2024-04-20,鮮魚,めぬけ,相対,各地,,,3240,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,すずき,相対,各地,,864,,216
水産,豊洲,Sui_K1,2024-04-20,鮮魚,きす,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,いさき,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-04-20,鮮魚,こはだ,相対,各地,,,324,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,まながつお,相対,各地海外込,,6480,,3240
水産,豊洲,Sui_K1,2024-04-20,鮮魚,たちうお,相対,各地海外込,,4320,,1296
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あんこう,相対,各地海外込,まる,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あんこう,相対,各地海外込,きも,4320,,2160
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あゆ,相対,各地,養殖,2160,,1944
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かき,相対,各地,むき,1944,1584,1188
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かき,相対,海外,むき,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かき,相対,岩手・宮城,むき,2700,1890,1080
水産,豊洲,Sui_K1,2024-04-20,鮮魚,かき,相対,各地,パック,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,ほたて,相対,各地,煮,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,あかがい,相対,海外,,1296,,1080
水産,豊洲,Sui_K1,2024-04-20,鮮魚,うに,せり・入札,各地,白,140400,,3564
水産,豊洲,Sui_K1,2024-04-20,鮮魚,うに,せり・入札,各地,赤,29160,,1080
水産,豊洲,Sui_K1,2024-04-20,鮮魚,うに,せり・入札,各地,中小箱込,4104,,1728
水産,豊洲,Sui_K1,2024-04-20,鮮魚,うに,せり・入札,海外,大小込,3024,,2700
水産,豊洲,Sui_K1,2024-04-20,鮮魚,うに,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,うに,相対,各地,小箱,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,うに,相対,海外,小箱,1944,,1404
水産,豊洲,Sui_K1,2024-04-20,鮮魚,けがに,相対,各地,活,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,その他（鮮魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-20,鮮魚,その他（鮮魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,活またい,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,活またい,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,活またい,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,活またい,相対,各地,養殖,2160,,540
水産,豊洲,Sui_K1,2024-04-20,活魚,活ひらめ,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,活ひらめ,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,活ひらめ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,活ひらめ,相対,各地,養殖,3240,,1620
水産,豊洲,Sui_K1,2024-04-20,活魚,活かんぱち,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,活あなご,相対,各地海外込,,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,その他（活魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-20,活魚,その他（活魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷さば,相対,海外,,972,,540
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷さんま,相対,各地,,1404,,1296
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷するめ,相対,各地,,2376,,2160
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷にしん,相対,海外,,231,,216
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷ぎんだら,相対,海外,,1728,,1080
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷かれい,相対,各地,アサバ子無,,,
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷かれい,相対,各地,カラス,1188,,1080
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷かれい,相対,各地,アサバ子持,540,,432
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷さけ,相対,各地海外込,ベニサケ,1404,,1296
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷さけ,相対,各地海外込,ギンサケ,1080,,1026
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷もんごう,相対,海外,むき,2808,,1620
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷もんごう,相対,海外,まる,,,
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷たこ,相対,海外,煮,3024,,1944
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷えび,相対,海外,BT16-20,3780,,3456
水産,豊洲,Sui_K1,2024-04-20,冷凍,冷煮ずわい,相対,各地,,3240,,2268
水産,豊洲,Sui_K1,2024-04-20,冷凍,その他（冷凍）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-20,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,豊洲,Sui_K1,2024-04-20,塩干加工,塩さけ,相対,北海道,アキサケ,972,918,864
水産,豊洲,Sui_K1,2024-04-20,塩干加工,塩さけ,相対,北海道,ベニサケ,,4320,
水産,豊洲,Sui_K1,2024-04-20,塩干加工,塩さけ,相対,岩手・宮城,養ギン,1458,1404,1350
水産,豊洲,Sui_K1,2024-04-20,塩干加工,塩さけ,相対,アラスカ,ベニＦ,,,
水産,豊洲,Sui_K1,2024-04-20,塩干加工,塩さけ,相対,ロシア,ベニサケ,1512,1490,1458
水産,豊洲,Sui_K1,2024-04-20,塩干加工,塩さけ,相対,チリ,ギンＦ,1350,1296,1242
水産,豊洲,Sui_K1,2024-04-20,塩干加工,塩かずのこ,相対,各地,特大〜小,5400,,2700
水産,豊洲,Sui_K1,2024-04-20,塩干加工,こうなご,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-20,塩干加工,しらす干,せり・入札,各地,,2052,,1404
