分類,市場,水産市場ID,日付,種別,品名,販売方法,産地,銘柄,高値(円),中値(円),安値(円)
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,せり・入札,各地,白,129600,,7560
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,せり・入札,各地,赤,32400,,2160
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,せり・入札,各地,中小箱込,5400,,2484
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,せり・入札,海外,大小込,4968,,3996
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,相対,各地,小箱,,,
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,相対,海外,小箱,3240,,2916
水産,豊洲,Sui_K1,2024-04-01,鮮魚,けがに,相対,各地,活,,,
水産,豊洲,Sui_K1,2024-04-01,鮮魚,その他（鮮魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-01,鮮魚,その他（鮮魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,活またい,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,活またい,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,活またい,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,活またい,相対,各地,養殖,2160,,540
水産,豊洲,Sui_K1,2024-04-01,活魚,活ひらめ,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,活ひらめ,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,活ひらめ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,活ひらめ,相対,各地,養殖,3240,,1620
水産,豊洲,Sui_K1,2024-04-01,活魚,活かんぱち,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,活あなご,相対,各地海外込,,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,その他（活魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-01,活魚,その他（活魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷さば,相対,海外,,972,,540
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷さんま,相対,各地,,1404,,1296
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷するめ,相対,各地,,2376,,2160
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷にしん,相対,海外,,231,,216
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷ぎんだら,相対,海外,,1728,,1080
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷かれい,相対,各地,アサバ子無,,,
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷かれい,相対,各地,カラス,1188,,1080
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷かれい,相対,各地,アサバ子持,540,,432
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷さけ,相対,各地海外込,ベニサケ,1404,,1296
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷さけ,相対,各地海外込,ギンサケ,1080,,1026
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷もんごう,相対,海外,むき,2808,,1620
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷もんごう,相対,海外,まる,,,
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷たこ,相対,海外,煮,3024,,1944
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷えび,相対,海外,BT16-20,3780,,3456
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷煮ずわい,相対,各地,,3240,,2268
水産,豊洲,Sui_K1,2024-04-01,冷凍,その他（冷凍）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩さけ,相対,北海道,アキサケ,972,918,864
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩さけ,相対,北海道,ベニサケ,,4320,
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩さけ,相対,岩手・宮城,養ギン,1458,1404,1350
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩さけ,相対,アラスカ,ベニＦ,,,
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩さけ,相対,ロシア,ベニサケ,1512,1490,1458
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩さけ,相対,チリ,ギンＦ,1350,1296,1242
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩かずのこ,相対,各地,特大〜小,5400,,2700
水産,豊洲,Sui_K1,2024-04-01,塩干加工,こうなご,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-01,塩干加工,しらす干,せり・入札,各地,,1512,,1296
水産,豊洲,Sui_K1,2024-04-01,塩干加工,にぼし,せり・入札,各地,,702,,540
水産,豊洲,Sui_K1,2024-04-01,塩干加工,身欠にしん,相対,各地,乾,2484,,1944
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干さんま,相対,千葉,,,,
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干さば,相対,千葉,,410,,216
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干かます,相対,各地,,432,,86
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干あじ,相対,各地,大,378,,324
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干あじ,相対,各地,中,270,,162
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干あじ,相対,各地,小,119,,97
水産,豊洲,Sui_K1,2024-04-01,塩干加工,めざし,相対,各地,,9720,,6480
水産,豊洲,Sui_K1,2024-04-01,塩干加工,蒲焼うなぎ,相対,海外,,4860,,4320
水産,豊洲,Sui_K1,2024-04-01,塩干加工,ししゃも,相対,各地,,216,,108
水産,豊洲,Sui_K1,2024-04-01,塩干加工,煮ほたるいか,相対,各地,,486,,378
水産,豊洲,Sui_K1,2024-04-01,塩干加工,煮ほたるいか,相対,富山,,756,,432
水産,豊洲,Sui_K1,2024-04-01,塩干加工,すけこ,相対,各地,生,3564,2700,2160
水産,豊洲,Sui_K1,2024-04-01,塩干加工,すけこ,相対,各地,冷凍,1944,1728,1296
水産,豊洲,Sui_K1,2024-04-01,塩干加工,かまぼこ,相対,各地,小板,1944,,227
水産,豊洲,Sui_K1,2024-04-01,塩干加工,ちくわ,相対,各地,,184,,97
水産,豊洲,Sui_K1,2024-04-01,塩干加工,あげもの,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩ます,相対,北海道,,756,734,702
水産,豊洲,Sui_K1,2024-04-01,塩干加工,干するめ,相対,各地,,7236,,5832
水産,豊洲,Sui_K1,2024-04-01,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-04-01,大物,まぐろ（生鮮）,相対,各地,,,4158,
水産,足立,Sui_K2,2024-04-01,大物,まぐろ（生鮮）,相対,海外,,,,
水産,足立,Sui_K2,2024-04-01,大物,めばち（冷凍）,せり・入札,各地海外込,,1728,,735
水産,足立,Sui_K2,2024-04-01,大物,めばち（冷凍）,相対,各地海外込,,1620,972,810
水産,足立,Sui_K2,2024-04-01,大物,いんど（冷凍）,せり・入札,各地海外込,,3024,,1512
水産,足立,Sui_K2,2024-04-01,大物,いんど（冷凍）,相対,各地海外込,,1944,,1404
水産,足立,Sui_K2,2024-04-01,大物,その他（大物冷）,せり・入札,,,,,
水産,足立,Sui_K2,2024-04-01,大物,その他（大物冷）,相対,,,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,きんめだい,相対,各地,,2808,,2160
水産,足立,Sui_K2,2024-04-01,鮮魚,きんめだい,第三者販売,各地,,2592,,2376
水産,足立,Sui_K2,2024-04-01,鮮魚,ぶり・わらさ,相対,各地,ブリ,1188,810,756
水産,足立,Sui_K2,2024-04-01,鮮魚,ぶり・わらさ,相対,各地,ワラサ,734,724,680
水産,足立,Sui_K2,2024-04-01,鮮魚,ぶり・わらさ,第三者販売,各地,ブリ,1080,832,
水産,足立,Sui_K2,2024-04-01,鮮魚,ぶり・わらさ,第三者販売,各地,ワラサ,,734,
水産,足立,Sui_K2,2024-04-01,鮮魚,はまち,相対,各地,,1836,1350,886
水産,足立,Sui_K2,2024-04-01,鮮魚,はまち,相対,各地,活〆,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,はまち,第三者販売,各地,,1728,1512,950
水産,足立,Sui_K2,2024-04-01,鮮魚,はまち,第三者販売,各地,活〆,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,かれい,相対,各地,マコガレイ,702,648,540
水産,足立,Sui_K2,2024-04-01,鮮魚,かれい,相対,各地,アカガレイ,486,644,378
水産,足立,Sui_K2,2024-04-01,鮮魚,かれい,第三者販売,各地,マコガレイ,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,かれい,第三者販売,各地,アカガレイ,,432,
水産,足立,Sui_K2,2024-04-01,鮮魚,あじ,相対,各地,中,2268,1080,597
水産,足立,Sui_K2,2024-04-01,鮮魚,あじ,第三者販売,各地,中,2160,,1188
水産,足立,Sui_K2,2024-04-01,鮮魚,さば,相対,各地,,3456,756,583
水産,足立,Sui_K2,2024-04-01,鮮魚,さば,第三者販売,各地,,1080,,605
水産,足立,Sui_K2,2024-04-01,鮮魚,かつお,相対,各地,,1944,1296,810
水産,足立,Sui_K2,2024-04-01,鮮魚,かつお,第三者販売,各地,,1296,,756
水産,足立,Sui_K2,2024-04-01,鮮魚,いわし,相対,各地,,1404,,864
水産,足立,Sui_K2,2024-04-01,鮮魚,いわし,第三者販売,各地,,,864,
水産,足立,Sui_K2,2024-04-01,鮮魚,するめいか,相対,各地,,1447,1426,1296
水産,足立,Sui_K2,2024-04-01,鮮魚,たら類,相対,各地,生,,432,
水産,足立,Sui_K2,2024-04-01,鮮魚,たら類,相対,各地,ぶわ,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,さわら・さごち,相対,各地海外込,サワラ,2808,,1566
水産,足立,Sui_K2,2024-04-01,鮮魚,さわら・さごち,第三者販売,各地海外込,サワラ,,2052,
水産,足立,Sui_K2,2024-04-01,鮮魚,あんこう,相対,各地海外込,,,972,
水産,足立,Sui_K2,2024-04-01,鮮魚,あんこう,相対,各地海外込,きも,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,かき,相対,各地,,2700,1134,702
水産,足立,Sui_K2,2024-04-01,鮮魚,かき,相対,各地,パック,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,うに,相対,各地,,8640,,4320
水産,足立,Sui_K2,2024-04-01,鮮魚,うに,相対,海外,大小込,8640,6480,4104
水産,足立,Sui_K2,2024-04-01,鮮魚,うに,第三者販売,各地,,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,うに,第三者販売,海外,大小込,,4320,
水産,足立,Sui_K2,2024-04-01,鮮魚,その他（鮮魚）,相対,,,,,
水産,足立,Sui_K2,2024-04-01,鮮魚,その他（鮮魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-01,活魚,活またい,相対,各地,養殖,3240,1350,648
水産,足立,Sui_K2,2024-04-01,活魚,活またい,第三者販売,各地,養殖,1566,,1242
水産,足立,Sui_K2,2024-04-01,活魚,活ひらめ,相対,各地,養殖,3240,3132,2970
水産,足立,Sui_K2,2024-04-01,活魚,活ひらめ,第三者販売,各地,養殖,,3024,
水産,足立,Sui_K2,2024-04-01,活魚,その他（活魚）,相対,,,,,
水産,足立,Sui_K2,2024-04-01,活魚,その他（活魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-01,冷凍,冷さば,相対,海外,,756,,702
水産,足立,Sui_K2,2024-04-01,冷凍,冷するめ,相対,各地,,2498,2391,2093
水産,足立,Sui_K2,2024-04-01,冷凍,冷ぎんだら,相対,海外,,1836,1382,1026
水産,足立,Sui_K2,2024-04-01,冷凍,冷ぎんだら,第三者販売,海外,,1944,,1134
水産,足立,Sui_K2,2024-04-01,冷凍,冷さけ,相対,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-04-01,冷凍,冷さけ,相対,各地海外込,ギンサケ,1793,1296,1080
水産,足立,Sui_K2,2024-04-01,冷凍,冷さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-04-01,冷凍,冷さけ,第三者販売,各地海外込,ギンサケ,1134,,1058
水産,足立,Sui_K2,2024-04-01,冷凍,冷えび,相対,海外,BT16-20,2580,,1800
水産,足立,Sui_K2,2024-04-01,冷凍,冷えび,第三者販売,海外,BT16-20,,2460,
水産,足立,Sui_K2,2024-04-01,冷凍,その他（冷凍）,相対,,,,,
水産,足立,Sui_K2,2024-04-01,冷凍,その他（冷凍）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-01,塩干加工,塩さけ,相対,各地海外込,ベニサケ,,1674,
水産,足立,Sui_K2,2024-04-01,塩干加工,塩さけ,相対,各地海外込,ギンサケ,1350,1134,594
水産,足立,Sui_K2,2024-04-01,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-04-01,塩干加工,塩さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-04-01,塩干加工,塩さけ,第三者販売,各地海外込,ギンサケ,1350,1296,1134
水産,足立,Sui_K2,2024-04-01,塩干加工,塩さけ,第三者販売,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-04-01,塩干加工,しらす干,相対,各地,,5333,,2700
水産,足立,Sui_K2,2024-04-01,塩干加工,開干さんま,相対,千葉,,122,27,
水産,足立,Sui_K2,2024-04-01,塩干加工,開干あじ,相対,各地,大～小,864,194,86
水産,足立,Sui_K2,2024-04-01,塩干加工,開干あじ,第三者販売,各地,大～小,259,,97
水産,足立,Sui_K2,2024-04-01,塩干加工,蒲焼うなぎ,相対,各地,,3132,,3078
水産,足立,Sui_K2,2024-04-01,塩干加工,蒲焼うなぎ,第三者販売,各地,,3618,3186,2581
水産,足立,Sui_K2,2024-04-01,塩干加工,煮ほたるいか,相対,富山,,,,
水産,足立,Sui_K2,2024-04-01,塩干加工,煮ほたるいか,相対,兵庫,,400,,378
水産,足立,Sui_K2,2024-04-01,塩干加工,煮ほたるいか,第三者販売,富山,,,,
水産,足立,Sui_K2,2024-04-01,塩干加工,煮ほたるいか,第三者販売,兵庫,,,378,
水産,足立,Sui_K2,2024-04-01,塩干加工,すけこ,相対,各地,,,2052,
水産,足立,Sui_K2,2024-04-01,塩干加工,すけこ,第三者販売,各地,,3348,,2052
水産,足立,Sui_K2,2024-04-01,塩干加工,かまぼこ,相対,各地,,724,,85
水産,足立,Sui_K2,2024-04-01,塩干加工,かまぼこ,第三者販売,各地,,,319,
水産,足立,Sui_K2,2024-04-01,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-04-01,塩干加工,その他（塩干加工）,第三者販売,,,,,
水産,大田,Sui_K3,2024-04-01,大物,まぐろ（生鮮）,相対,各地,,4212,3797,3563
水産,大田,Sui_K3,2024-04-01,大物,まぐろ（生鮮）,相対,海外,,,,
水産,大田,Sui_K3,2024-04-01,大物,めばち（冷凍）,せり・入札,各地海外込,,1404,972,756
水産,大田,Sui_K3,2024-04-01,大物,その他（大物冷）,相対,,,,,
水産,大田,Sui_K3,2024-04-01,鮮魚,まだい,相対,各地,,4968,1932,1512
水産,大田,Sui_K3,2024-04-01,鮮魚,きんめだい,相対,各地,,,2592,
水産,大田,Sui_K3,2024-04-01,鮮魚,ぶり・わらさ,相対,各地,ブリ,1188,983,890
水産,大田,Sui_K3,2024-04-01,鮮魚,はまち,相対,各地,,,1382,
水産,大田,Sui_K3,2024-04-01,鮮魚,はまち,相対,各地,活〆,,,
水産,大田,Sui_K3,2024-04-01,鮮魚,あじ,相対,各地,中,4320,2300,756
水産,大田,Sui_K3,2024-04-01,鮮魚,さば,相対,各地,,,2872,
水産,大田,Sui_K3,2024-04-01,鮮魚,かつお,相対,各地,,1566,1049,540
水産,大田,Sui_K3,2024-04-01,鮮魚,いわし,相対,各地,,,756,
水産,大田,Sui_K3,2024-04-01,鮮魚,するめいか,相対,各地,,,1701,
水産,大田,Sui_K3,2024-04-01,鮮魚,煮だこ,相対,各地,,,3240,
水産,大田,Sui_K3,2024-04-01,鮮魚,たら類,相対,各地,生,,1188,
水産,大田,Sui_K3,2024-04-01,鮮魚,さわら・さごち,相対,各地海外込,サワラ,3888,3713,2808
水産,大田,Sui_K3,2024-04-01,鮮魚,いさき,相対,各地,,3924,1676,1296
水産,大田,Sui_K3,2024-04-01,鮮魚,その他（鮮魚）,相対,,,,,
水産,大田,Sui_K3,2024-04-01,活魚,活またい,相対,各地,養殖,1512,1421,216
水産,大田,Sui_K3,2024-04-01,活魚,活またい,第三者販売,各地,養殖,1458,1333,1120
水産,大田,Sui_K3,2024-04-01,活魚,活ひらめ,相対,各地,養殖,3240,2950,1620
水産,大田,Sui_K3,2024-04-01,活魚,活ひらめ,第三者販売,各地,養殖,3240,2835,2484
水産,大田,Sui_K3,2024-04-01,活魚,その他（活魚）,相対,,,,,
水産,大田,Sui_K3,2024-04-01,活魚,その他（活魚）,第三者販売,,,,,
水産,大田,Sui_K3,2024-04-01,冷凍,冷えび,相対,海外,BT16-20,,3672,
水産,大田,Sui_K3,2024-04-01,冷凍,その他（冷凍）,相対,,,,,
水産,大田,Sui_K3,2024-04-01,塩干加工,塩さけ,相対,海外,ギンサケ,2052,,1674
水産,大田,Sui_K3,2024-04-01,塩干加工,塩かずのこ,相対,各地,特大〜小,,4644,
水産,大田,Sui_K3,2024-04-01,塩干加工,しらす干,相対,各地,,2160,1944,1620
水産,大田,Sui_K3,2024-04-01,塩干加工,開干さば,相対,千葉,,367,232,151
水産,大田,Sui_K3,2024-04-01,塩干加工,開干あじ,相対,各地,大〜小,324,,140
水産,大田,Sui_K3,2024-04-01,塩干加工,その他（塩干加工）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,まぐろ（生鮮）,せり・入札,神奈川,,8640,7791,7560
水産,豊洲,Sui_K1,2024-04-02,大物,まぐろ（生鮮）,せり・入札,各地,,11880,,3240
水産,豊洲,Sui_K1,2024-04-02,大物,まぐろ（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,まぐろ（冷凍）,せり・入札,各地海外込,,4860,2970,1944
水産,豊洲,Sui_K1,2024-04-02,大物,きわだ（生鮮）,せり・入札,東京,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,きわだ（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,きわだ（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,きわだ（冷凍）,せり・入札,各地海外込,,1836,961,648
水産,豊洲,Sui_K1,2024-04-02,大物,めばち（生鮮）,せり・入札,和歌山,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,めばち（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,めばち（生鮮）,せり・入札,海外,,3780,2484,1944
水産,豊洲,Sui_K1,2024-04-02,大物,めばち（冷凍）,せり・入札,各地海外込,,2808,1094,810
