年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他生産財
2015-11,97.8,95.5,94,94,93.3,98.1,107,94.1,101.1,100.1,102.7
2015-12,97.3,97.3,96.3,96,99.4,99.2,100.3,98.7,97.3,97.5,97
2016-01,88.5,87.7,85.9,85.4,91.6,90.7,89.7,91.2,89.6,88.3,91.6
2016-02,96.5,98.3,100.2,100.2,99.8,95,91.9,96.4,93.8,95.3,91.4
2016-03,116.7,125.1,137.5,141.1,100,103,103.8,102.6,104.5,104.7,104.4
2016-04,87.2,82.8,74.4,72.8,91.8,97.7,80.4,105.5,93.6,95.6,90.5
2016-05,84.6,80.6,73.8,72.9,83.9,92.6,89.1,94.2,90.5,89.4,92.3
2016-06,99.5,97.3,95.7,96,93,100,92.5,103.4,102.7,100.3,106.4
2016-07,91.4,90.4,89,88.1,98,92.8,81.4,97.9,93,94.2,91.2
2016-08,88.5,89.6,88.4,88.1,90.7,91.8,78.4,97.8,86.9,83.7,91.8
2016-09,104.8,107.6,115.4,117,98.7,93.8,87.2,96.7,100.8,102,98.8
2016-10,92.1,87.6,87.2,85.9,101.2,88.5,85,90,98.6,98.7,98.5
2016-11,94,92.2,94.6,93.8,103.1,87.8,84.8,89.2,96.8,99,93.4
2016-12,99.2,100.5,107.9,108.1,105.7,87.6,80.1,91,97.3,98.3,95.8
2017-01,85.4,82.6,86.5,85.6,95.8,75.7,72.2,77.3,89.5,90.8,87.7
2017-02,91.2,91.3,96.6,96.5,97.8,81.9,80.1,82.7,91.2,93.7,87.2
2017-03,115,122,135.6,138.5,104.2,98,97.1,98.4,104.7,105.4,103.5
2017-04,85.4,79.8,74.5,72.5,95.8,89.3,78,94.4,93.4,98.5,85.7
2017-05,84.5,80.8,78,77,89.5,85.6,72.5,91.5,89.9,89.8,90
2017-06,96.4,92.7,93.8,93.1,100.4,90.9,78.5,96.5,101.9,99.4,105.5
2017-07,91.7,89.9,90.6,89.9,98.1,88.6,74.5,95,94.4,98,88.9
2017-08,84,82,80,78.9,92.1,85.4,70.7,92,87.1,86.3,88.2
2017-09,102.9,106.7,114.4,115.1,106.3,93.1,86.3,96.2,97.5,100.2,93.3
2017-10,94.6,92.9,90.8,89.9,100.6,96.4,86.8,100.8,97.1,98.2,95.4
2017-11,96.2,96.8,97.7,96.6,109.4,95.2,89.9,97.5,95.4,100.3,87.9
2017-12,95.8,98.5,100.4,99.5,110,95.1,86,99.2,91.8,96.7,84.4
2018-01,87.5,88.7,86.9,86.3,93.8,91.9,76,99.1,85.6,88.5,81.4
2018-02,89.6,91.1,94,93,103.8,86.1,85.2,86.5,87.3,92.4,79.7
2018-03,116.8,127.7,141.7,144.6,111.7,102.8,100.1,104.1,100.8,101.1,100.4
2018-04,85.3,84,76.8,74.8,97.9,96.9,81.5,103.8,87.1,93.3,77.7
2018-05,89.1,87.9,83,81.6,97.5,96.5,86.3,101.2,90.9,93.9,86.3
2018-06,94.7,91.7,91.1,89.6,106.6,92.8,85.4,96.2,99,101.3,95.4
2018-07,93.3,94.2,94.8,93.6,107.9,93,83.3,97.4,91.9,97,84.3
2018-08,88.3,90.3,92.1,91.8,94.3,87.2,78.3,91.3,85.4,88.2,81.1
2018-09,101.6,107.3,114.1,115.3,101.7,95.3,78.8,102.7,93.2,97.4,86.7
2018-10,96.9,94.9,88.8,86.6,112.2,105.7,92.1,111.8,99.9,105.1,92
2018-11,101.1,103.7,98.5,97,114.6,112.8,91.7,122.4,97.3,102.1,90
2018-12,95,96.6,95.9,94.5,110.6,97.9,84.4,104,92.5,98,84.1
2019-01,84.6,85.3,82.8,81.1,99.9,89.8,83.6,92.6,83.7,82.8,85
2019-02,89.7,94.4,94.6,93.7,103.6,94,85.6,97.8,82.7,85.1,79.1
2019-03,110.6,121.9,134.9,137.9,102.5,99,91.2,102.5,94.1,93.4,95.1
2019-04,89.7,90.1,83.8,82.4,99.6,101.2,83.1,109.4,89.2,95.3,80
2019-05,87,88.4,84.8,83.8,95.8,94.7,92.9,95.5,85,86.4,82.8
2019-06,91.4,92.7,89.9,88.7,101.9,97.6,90.1,101.1,89.6,88.1,92
2019-07,93.5,97,95.8,94.8,106.4,99,96.7,100,88.4,93,81.3
2019-08,86.4,89.3,86.6,86.1,92.1,94.1,89.1,96.4,82.1,82.1,82.1
2019-09,104,115.7,124.7,127.4,96.1,99.6,97.8,100.4,86.9,88.7,84.2
2019-10,93.3,95.1,88.1,86.9,100.3,107.6,103.3,109.5,90.6,95.7,82.8
2019-11,91,94.4,93.4,92.5,102.9,96.1,89.8,99,86.1,91.3,78.3
2019-12,93.7,102.3,105.6,106.7,94.4,96.4,93.2,97.8,81.1,85.8,74
2020-01,84.5,84,80.7,80.5,82.6,90,86.7,91.5,85.1,88.8,79.5
2020-02,88.2,91.7,93.6,94.6,83.3,88.2,81.1,91.4,83,87.1,76.7
2020-03,103,112.5,120.7,123.7,88.9,97.8,91.2,100.7,89.1,89.1,89.1
2020-04,74.3,76.1,72.6,71.9,80.3,82.2,70.1,87.6,71.8,74,68.5
2020-05,64.7,63.7,65.1,64.3,73,61.4,41.3,70.5,66.1,63,70.9
2020-06,76.2,74.8,77.2,76.3,87,70.5,51.6,79,78.4,71.2,89.2
2020-07,72.3,72,71.9,71.5,76,72.3,47.9,83.3,72.7,70,76.8
2020-08,69,70.7,70.6,71,66.6,70.7,51.9,79.3,66.6,63.2,71.9
2020-09,83.4,85,88.9,89.8,79,77.9,67.2,82.8,81.1,82.3,79.3
2020-10,81.5,79.9,79.3,78.8,84.4,80.9,72.7,84.5,83.9,83.2,84.9
2020-11,81,82.7,85.2,85.7,80.5,78.2,69,82.3,78.6,78.3,79.1
2020-12,86.6,91.1,96.8,98.6,77.5,81.1,64.4,88.6,80.1,81.8,77.5
2021-01,76.4,77.8,81.7,82.9,69,70.9,59.6,76,74.4,72.2,77.8
2021-02,79.1,83.4,91.8,93.7,70.8,68.6,49.2,77.4,72.8,74,71
2021-03,102.9,112.5,128.7,133.2,80.8,83.9,74.8,88.1,88.7,87.5,90.6
2021-04,82.2,83.9,85.7,86.8,74,80.8,69.2,86.1,79.6,82.5,75.3
2021-05,77.7,80.8,86.8,88.6,67.8,70.3,62.8,73.6,73.1,72.6,73.9
2021-06,94.7,98.9,105.3,107.8,79.1,87.5,88.1,87.3,88.5,89,87.8
2021-07,85.7,90.9,94.4,96.1,76.7,84.6,76.8,88.1,78.2,84.1,69.2
2021-08,74.3,77.1,78.7,79.8,68,74.1,58.2,81.3,70.4,70.2,70.6
2021-09,91.2,100.3,113.8,117,79.8,76.2,62.9,82.2,77.9,78,77.7
2021-10,84.8,88.1,93.5,94,88,78.4,67.7,83.3,80,81.5,77.7
2021-11,89.4,96.3,104.4,105.9,89.2,81.9,77.7,83.9,79.2,82.2,74.6
2021-12,89.8,99.9,107.6,109.6,86.3,86.3,85.6,86.6,75.1,76.3,73.2
2022-01,78.7,84.3,93.2,94.7,77.3,68.6,56.3,74.2,70.5,66.4,76.6
2022-02,87.9,97.7,111.2,114.5,76.1,73.8,73,74.1,73.6,74.1,72.7
2022-03,106.7,116.7,136.1,141.2,81,82.3,77.5,84.5,92.1,92.1,92.2
2022-04,83.7,89,93.3,95.1,73.5,81.5,69.9,86.8,75.8,78,72.5
2022-05,79.9,84.2,90.3,92.6,65.8,73.4,57.2,80.7,73.6,69.6,79.7
2022-06,94.2,99.6,110.1,113.7,72.7,80.9,74.6,83.8,86.4,84.9,88.7
2022-07,84.8,90.4,97.5,99.9,71.7,77.8,71.8,80.5,76.6,77.8,74.7
2022-08,82.3,86.9,95.1,97.7,67.1,72.5,57.5,79.2,75.6,76.8,73.8
2022-09,91.5,98.4,110.9,114,78.6,76.2,75.4,76.5,81.4,81.3,81.6
2022-10,87.6,91.2,100.5,102.4,80.6,74.8,62.7,80.2,82.4,82.6,82
2022-11,87.8,92.4,101,102.3,87.1,77,72.2,79.2,81.1,83.3,77.8
2022-12,94.5,104.5,116.2,119.7,79.6,83.8,76.4,87.1,79.9,81.7,77.2
2023-01,77.6,84.1,95,97.5,68.5,64.8,45.7,73.5,68.1,67.8,68.6
2023-02,80.5,88.5,97.5,100,70.9,72.6,63.6,76.6,68.7,72.4,63.1
2023-03,105.7,121.3,141.6,147.3,81,85.3,76.2,89.4,82.9,83.4,82.1
2023-04,80.2,84.3,86,87.1,74,81.2,69.2,86.7,74.2,76.8,70.2
2023-05,72.4,74.1,73.1,73.5,68.9,75.8,58.2,83.7,70,72.1,66.6
2023-06,92.1,99.4,108.6,111.2,80.2,83.2,76.3,86.4,81.4,88.8,70.2
2023-07,83.7,93,95.9,97.8,75.4,87.9,85.8,88.9,70,79.7,55.3
2023-08,76.1,81.4,82.8,83.7,73.3,78.9,71.5,82.2,68.4,77.5,54.5
2023-09,83.3,90,95.5,97,79.3,80.3,71.9,84.1,73.5,84.7,56.5
2023-10,82.6,88.1,90.9,91.6,83,83.2,79.4,85,74.5,84,59.9
2023-11,79.4,82.7,83.9,84.2,79.8,80.7,68.2,86.4,74.5,85.5,57.7
2023-12,90,100.5,109.9,112.8,79.6,83.8,57.4,95.8,74.7,85.7,57.9

東京都工業指数 月次指数（平成２７年基準）平成２５年１月～令和５年１２月,,,,,,,,,,,
生産指数（特殊分類別、原指数）,,,,,,,,,,,
（注）最終月は速報値である。,,,,,,,,,,,
