年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他生産財
2014-11,98.9,96.9,96.1,88,112.1,97.5,93.9,103.2,103.1,102.6,109.1
2014-12,98.3,95.8,94.8,85.8,110.6,97.9,94.9,103.3,102.5,101.7,119
2015-01,99,98.1,86.6,80.6,105.8,106.1,101.1,108.8,100.8,99.5,121.3
2015-02,98,95.7,89.5,84.5,103.6,101.4,99.1,106.2,102.5,102.8,99.9
2015-03,99.4,97.6,97.1,95.9,99.5,98.7,95.7,104.4,103.2,103.5,95.6
2015-04,101.7,101.2,99.7,99.7,97.3,102.4,101.8,105.3,102.5,103,101.1
2015-05,100.9,101,102.2,104.9,96.1,100.8,101.2,100.8,101.1,101.1,106.6
2015-06,102.6,103.3,106.1,111.5,94.2,100.9,101.6,100,101.7,101.7,105.9
2015-07,101.4,100.9,102.1,106.2,95,100.4,103.2,97.5,102.1,102.2,101.3
2015-08,100.9,100.7,102.4,103.8,97.8,98.8,100.8,96.2,101.5,101.5,99.6
2015-09,99.8,100.4,104.3,106.2,99.3,95.6,96.2,97.1,99.1,99.3,94.8
2015-10,98.9,100.7,103.4,103.8,102,98.7,100.2,94.4,94.7,94.5,91.7
2015-11,97.4,98.6,101.2,99.1,103.4,96.5,96.8,94.8,95.2,95,95.8
2015-12,99.4,101.3,105.8,103.4,106.5,98.2,100.1,94.4,95.3,95.9,87.4
2016-01,97.7,98.4,104.8,106.2,108.8,90.5,86.2,93,96.3,97.1,80.1
2016-02,96.9,97.4,100.4,96.7,111.4,94.6,93.6,97.4,95.6,96.8,77.4
2016-03,97.4,98.9,99.1,91.5,114.2,99.3,98.5,100.8,95,95.8,80.5
2016-04,96,95.9,95,81,118.7,98.2,95.3,104.6,95.9,97.3,76
2016-05,96.3,98.4,97.3,87.6,116.7,99.7,96.3,106.8,92.7,94.1,71.2
2016-06,98.6,101.3,102.8,96.1,117.2,100.3,94.7,109.9,93.4,94.7,74
2016-07,98.3,101.3,105.5,101.3,117.9,97.8,89.2,113.7,92.1,94.1,64
2016-08,98.8,102,106.1,99.2,119.6,97.1,86.3,117.9,92.8,94.5,67.8
2016-09,98.3,101.1,101.9,92.8,121.2,99,94.6,109.1,93.2,94.3,76.6
2016-10,97.1,99,104.8,95.8,123.5,94.5,86.4,109.5,93.2,94.1,75.2
2016-11,96.3,98.4,99.8,89.3,121.9,97.6,88.6,111.5,92.2,93.8,69.2
2016-12,96.6,98.4,103.5,95.1,120.5,94.6,87.2,106.6,93,94.3,73.6
2017-01,94,95.7,98.9,92.1,118.5,90.9,83.4,100.4,90.3,91.2,74.9
2017-02,92.1,92.8,103.1,98.2,115.7,83.6,74,101.9,90.4,91.2,78.6
2017-03,95.3,97.3,106.2,101,116.6,89.5,80.9,105.3,91.5,92.8,69.5
2017-04,94.3,96.8,110.3,107,113,88,80.7,101,89,90.4,66.5
2017-05,93.6,95,102.2,97.9,110.9,89.1,80.6,105.2,91.1,92.5,71.2
2017-06,93.6,95.2,96.9,91.8,107.9,93.7,90.2,100.3,90.9,92.3,71.1
2017-07,88.9,88.1,82.5,73.8,104.9,93.2,90.9,98.2,90.7,91.8,75.3
2017-08,91.8,92.2,86.8,77.3,105.9,95.7,95.8,97.6,91,92.1,73.8
2017-09,96.5,99.2,96.1,93.2,102,100.5,101.8,99.8,91.5,93,70.5
2017-10,95.4,97.1,95.1,92.7,99.7,99,97.4,101.8,92.1,93.7,66.1
2017-11,96.5,98,99.1,98.2,99.9,97.1,97.9,93.2,93.7,95.8,63.5
2017-12,96.2,97.3,99,98.3,99.2,96.2,91.4,103.2,94.5,96.9,55.1
2018-01,93.7,95.3,96.6,97.6,97.1,93,83.7,104.9,90.2,91.6,63.5
2018-02,94.1,96,98.5,98.6,98.7,92.2,83.7,107.7,90.6,92,69.8
2018-03,95.7,98.4,101.9,103.6,98.4,95.2,86.4,111.1,90.6,91.3,79.1
2018-04,95.6,98,103.5,105.8,98.2,94.4,82.5,115.2,90.4,91.3,89.3
2018-05,97.5,100.6,107.7,111.4,100.9,94.7,82.7,115.8,91.4,91.8,84.6
2018-06,96.1,98.9,103.2,103.9,101.3,95.2,84.4,114.2,91.1,91.8,78.3
2018-07,96.9,99.1,104.6,104.3,104.6,95.6,84.6,114.7,92.5,93.5,76.4
2018-08,101.6,106.8,111.3,113.4,106.2,103.1,94.7,120.4,91.3,92.3,74.4
2018-09,99.6,103.5,111.8,113.8,107.3,95.9,80.9,126.2,91.8,93.6,65.9
2018-10,99.9,103.4,115,117.1,111.1,94,72.8,131.7,92.6,94.4,65.4
2018-11,102.6,106.7,118.7,122.1,109.8,97.1,77.4,132.3,94.2,96,66.7
2018-12,105.5,111,119.8,124.5,107.3,103.6,83.1,140.8,95.1,97,61.3
2019-01,107.6,113,123.9,133.2,104.8,103.1,87.5,129.2,96.3,98.8,54.5
2019-02,110.2,116.9,127.6,139.1,104,107.9,90.6,135.6,96.7,99.4,51
2019-03,108.6,114.7,127.6,138.6,103.3,103.3,88.6,128.3,96.7,99.1,53.2
2019-04,111.8,119.5,143.9,164.4,102.7,97.4,82.7,122.2,96.6,99.7,48.6
2019-05,105.3,109.2,125.8,135.6,104.3,94,78.7,119.9,97.8,100.9,46.3
2019-06,100,101.2,114.9,118.9,105,89.9,73.7,117.8,97,100.1,46.9
2019-07,98.8,99.9,112.3,115.9,104.8,88.8,72.4,117.8,97.8,101.4,44.1
2019-08,98.3,99.3,112,115.2,104.8,89.3,72.6,120.5,96.3,99.7,47.3
2019-09,94.5,93.2,107.5,108.7,104.3,80.7,65.2,113.7,96.4,99.7,51.3
2019-10,97.1,97.3,110.8,113.6,105,85.5,66.1,119.8,96.7,99.4,55.5
2019-11,95,94.4,106.5,106.6,105.5,84.1,65.5,116.7,95.8,97.9,66.5
2019-12,96.8,97.5,110,111.6,106,86.7,68.3,120.5,96,97,86.5
2020-01,98.6,99.9,115.8,120,105.2,85.4,66.1,121.3,95.4,97.8,54.1
2020-02,93.3,93.2,106,109.3,99,82.3,66.3,108.3,93.2,96.8,27.7
2020-03,92.4,92.1,101.1,103.4,95.1,83.9,72.9,101.3,93.2,98.5,0
2020-04,93.8,95.1,104.3,109.2,93.7,87.8,81.5,102.6,91.5,96.4,0
2020-05,92.4,93.3,98.2,98.3,98.7,90.4,83,104,90.5,95.7,0
2020-06,91.5,91.5,99.1,98.6,104.9,84.6,72.7,105.3,91.9,97.4,0
2020-07,90.3,90.1,98.2,105.7,80.8,82.7,67.7,109.3,90.5,96.5,0
2020-08,88.6,86.7,95.6,101.7,82,80,58.7,116.9,92,98.3,0
2020-09,93.7,94.9,103.7,114.4,81.3,87.8,67,125.3,91.9,98.5,0
2020-10,89.5,88.9,95.8,103.6,79.2,82.4,60.5,120,91.1,98,0
2020-11,86,83.5,85.6,88.9,78.4,80.1,59.8,114.8,90.8,97.8,0
2020-12,84.4,81.8,85.8,90.2,75.6,78.2,59.1,110.3,89.9,96.2,0
2021-01,82.9,78.8,81.8,86.1,72.2,76.1,61,103,90.6,96.1,0
2021-02,82.9,78.6,80.8,84.6,73.3,77.6,60.1,104.7,91.3,96.8,0
2021-03,81.9,77.4,77.9,80.1,72.9,77,58.7,109.4,90.6,96.1,0
2021-04,81,76,79.5,82.6,72.7,74.6,56.5,107.5,90.9,96.1,0
2021-05,80.5,75.3,77.1,80.5,71.2,75.1,57.1,106.9,90.7,96,0
2021-06,83.1,78.9,79.7,85.1,71.4,78.1,58.2,113.1,91,96.6,0
2021-07,84.6,81.5,82.3,86,72.6,78.8,54.2,124.7,91.2,97.1,0
2021-08,82.3,77.3,79.3,81.8,73,74.8,54,115.6,92,98.1,0
2021-09,78.4,72.5,76.1,77.3,73,69.8,55.8,96.2,89.4,95.7,0
2021-10,79.7,74.7,80.4,85.5,68.9,69.6,60,84.5,89.2,95.6,0
2021-11,84.1,82.1,98.9,112.7,67.8,66.8,56.1,85.6,88,94.4,0
2021-12,80.3,76.6,86.2,92.6,72.2,67.9,56.8,86.5,87.7,93.7,0
2022-01,84.3,81.5,82.9,86.8,72.1,80.7,66.2,106.4,89.6,95.2,0
2022-02,86,84.5,82.3,87.1,71.6,86.9,69.1,117.4,89.3,94.5,0
2022-03,89.2,89.6,90.6,99,73.5,88.5,59.3,143.1,89,94.1,0
2022-04,83,83,78.2,90,56.4,88,59.6,139.4,84.5,89.6,0
2022-05,88.6,91.6,91.3,107.5,57,91.6,63.9,141.4,83.1,88.3,0
2022-06,89.6,94.1,94.5,114,56.6,92.4,65.9,137.4,81.8,87.2,0
2022-07,88.4,92,93.5,109.3,57.4,89.9,66.5,134.8,81.5,86.9,0
2022-08,85.1,86.7,84.4,97.7,56.6,86.3,63.8,128.8,82.3,87.8,0
2022-09,82.4,80.6,81.4,92.6,57.4,82.8,54.7,127.3,81.9,87.5,0
2022-10,83.6,84.6,89.1,103.7,56.8,80.9,52,126.5,81.6,87.3,0
2022-11,85.7,88.2,96.7,114.5,55.3,82.5,55.6,130.7,80.8,86.4,0
2022-12,87.3,90.1,97.2,115.7,54.3,81.9,57.6,124.3,81.3,86.9,0
2023-01,88.9,95.2,105.9,128.7,54.7,86,58,138,75.6,80.3,0
2023-02,85.8,92.1,109.3,135.8,55.2,77.7,54.5,118.5,73.6,77.7,0
2023-03,80.8,85.2,99.6,119.2,58.3,72.4,51.6,110.9,72.6,76.7,0
2023-04,82.3,87.9,102.5,123.6,61.1,75.5,57.7,108.6,72.3,76.7,0
2023-05,80.2,84.2,100.1,117.3,63.3,70.3,52,103.4,72.3,76.9,0
2023-06,76.2,79.2,92.6,107.9,64.3,66.5,45.7,101.7,71.4,76.1,0
2023-07,77.6,81.2,96.7,111.8,62.2,67.5,50.2,100.8,70.9,75.5,0
2023-08,77.9,82.5,100.2,116.9,65.4,66.7,46.8,103.9,69.2,73.8,0
2023-09,78.4,80.2,91.6,100.8,71.2,73.3,44.6,119.5,71.5,76.4,0
2023-10,75.6,77.8,85.7,92.1,70.7,71,45.1,112.3,71.6,76.6,0
2023-11,72.4,73.7,84.5,90.7,68.8,65.7,42.4,107.3,70.1,75,0
2023-12,73.7,75.6,85.1,91.5,70.2,65.1,44.4,101.2,69.8,74.6,0

東京都工業指数 月次指数（平成２７年基準）平成２５年１月～令和５年１２月,,,,,,,,,,,
生産者製品在庫指数（特殊分類別、季節調整済指数）,,,,,,,,,,,
（注）最終月は速報値である。,,,,,,,,,,,
