地域階層,地域コード,地域,昭和60年／総数(人),昭和60年／男(人),昭和60年／女(人),昭和61年／総数(人),昭和61年／男(人),昭和61年／女(人),昭和62年／総数(人),昭和62年／男(人),昭和62年／女(人),昭和63年／総数(人),昭和63年／男(人),昭和63年／女(人),昭和64年／総数(人),昭和64年／男(人),昭和64年／女(人),平成2年／総数(人),平成2年／男(人),平成2年／女(人),平成3年／総数(人),平成3年／男(人),平成3年／女(人),平成4年／総数(人),平成4年／男(人),平成4年／女(人),平成5年／総数(人),平成5年／男(人),平成5年／女(人),平成6年／総数(人),平成6年／男(人),平成6年／女(人),平成7年／総数(人),平成7年／男(人),平成7年／女(人),平成8年／総数(人),平成8年／男(人),平成8年／女(人),平成9年／総数(人),平成9年／男(人),平成9年／女(人),平成10年／総数(人),平成10年／男(人),平成10年／女(人),平成11年／総数(人),平成11年／男(人),平成11年／女(人),平成12年／総数(人),平成12年／男(人),平成12年／女(人),平成13年／総数(人),平成13年／男(人),平成13年／女(人),平成14年／総数(人),平成14年／男(人),平成14年／女(人),平成15年／総数(人),平成15年／男(人),平成15年／女(人),平成16年／総数(人),平成16年／男(人),平成16年／女(人),平成17年／総数(人),平成17年／男(人),平成17年／女(人),平成18年／総数(人),平成18年／男(人),平成18年／女(人),平成19年／総数(人),平成19年／男(人),平成19年／女(人),平成20年／総数(人),平成20年／男(人),平成20年／女(人),平成21年／総数(人),平成21年／男(人),平成21年／女(人),平成22年／総数(人),平成22年／男(人),平成22年／女(人),平成23年／総数(人),平成23年／男(人),平成23年／女(人),平成24年／総数(人),平成24年／男(人),平成24年／女(人),平成25年／人口総計／総数(人),平成25年／人口総計／男(人),平成25年／人口総計／女(人),平成25年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成25年／人口総計／人口総数のうち日本人（再掲）／男(人),平成25年／人口総計／人口総数のうち日本人（再掲）／女(人),平成26年／人口総計／総数(人),平成26年／人口総計／男(人),平成26年／人口総計／女(人),平成26年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成26年／人口総計／人口総数のうち日本人（再掲）／男(人),平成26年／人口総計／人口総数のうち日本人（再掲）／女(人),平成27年／人口総計／総数(人),平成27年／人口総計／男(人),平成27年／人口総計／女(人),平成27年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成27年／人口総計／人口総数のうち日本人（再掲）／男(人),平成27年／人口総計／人口総数のうち日本人（再掲）／女(人),平成28年／人口総計／総数(人),平成28年／人口総計／男(人),平成28年／人口総計／女(人),平成28年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成28年／人口総計／人口総数のうち日本人（再掲）／男(人),平成28年／人口総計／人口総数のうち日本人（再掲）／女(人),平成29年／人口総計／総数(人),平成29年／人口総計／男(人),平成29年／人口総計／女(人),平成29年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成29年／人口総計／人口総数のうち日本人（再掲）／男(人),平成29年／人口総計／人口総数のうち日本人（再掲）／女(人),平成30年／人口総計／総数(人),平成30年／人口総計／男(人),平成30年／人口総計／女(人),平成30年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成30年／人口総計／人口総数のうち日本人（再掲）／男(人),平成30年／人口総計／人口総数のうち日本人（再掲）／女(人),平成31年／人口総計／総数(人),平成31年／人口総計／男(人),平成31年／人口総計／女(人),平成31年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成31年／人口総計／人口総数のうち日本人（再掲）／男(人),平成31年／人口総計／人口総数のうち日本人（再掲）／女(人),令和2年／人口総計／総数(人),令和2年／人口総計／男(人),令和2年／人口総計／女(人),令和2年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和2年／人口総計／人口総数のうち日本人（再掲）／男(人),令和2年／人口総計／人口総数のうち日本人（再掲）／女(人),令和3年／人口総計／総数(人),令和3年／人口総計／男(人),令和3年／人口総計／女(人),令和3年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和3年／人口総計／人口総数のうち日本人（再掲）／男(人),令和3年／人口総計／人口総数のうち日本人（再掲）／女(人),令和4年／人口総計／総数(人),令和4年／人口総計／男(人),令和4年／人口総計／女(人),令和4年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和4年／人口総計／人口総数のうち日本人（再掲）／男(人),令和4年／人口総計／人口総数のうち日本人（再掲）／女(人),令和5年／人口総計／総数(人),令和5年／人口総計／男(人),令和5年／人口総計／女(人),令和5年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和5年／人口総計／人口総数のうち日本人（再掲）／男(人),令和5年／人口総計／人口総数のうち日本人（再掲）／女(人),令和6年／人口総計／総数(人),令和6年／人口総計／男(人),令和6年／人口総計／女(人),令和6年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和6年／人口総計／人口総数のうち日本人（再掲）／男(人),令和6年／人口総計／人口総数のうち日本人（再掲）／女(人)
4,13208,調布市,136345,71355,64990,139270,73109,66161,141885,74660,67225,143767,75740,68027,144926,76360,68566,145529,76609,68920,146172,76801,69371,147036,77167,69869,147304,77224,70080,146408,76458,69950,145174,75672,69502,144526,75112,69414,144644,74981,69663,144956,75128,69828,144284,74880,69404,143809,74545,69264,144626,75027,69599,144678,75048,69630,145396,75345,70051,146223,75658,70565,148000,76470,71530,147859,76179,71680,147077,75762,71315,147364,75702,71662,148251,76003,72248,148630,76205,72425,148458,76000,72458,148301,75872,72429,150895,76971,73924,147877,75539,72338,149971,76224,73747,146952,74801,72151,148863,75651,73212,145748,74178,71570,149711,75911,73800,146464,74382,72082,151781,76942,74839,148339,75288,73051,153376,77460,75916,149646,75636,74010,155130,78204,76926,151154,76182,74972,156429,78628,77801,152291,76535,75756,156801,78714,78087,152949,76776,76173,156764,78586,78178,153111,76770,76341,157429,78897,78532,153374,76821,76553,157878,79024,78854,153577,76826,76751
4,13209,町田市,220610,111558,109052,228866,115968,112898,237035,120503,116532,244886,124555,120331,250631,127855,122776,255566,130423,125143,259443,132286,127157,262718,133880,128838,265828,135457,130371,268117,136502,131615,267908,136192,131716,267346,135634,131712,266943,135187,131756,267263,135257,132006,267387,135262,132125,269618,136375,133243,271824,137419,134405,273429,137948,135481,275889,139034,136855,278630,140260,138370,278433,139937,138496,276521,138987,137534,275128,138565,136563,273647,137945,135702,272010,137280,134730,271227,137054,134173,270689,136803,133886,269267,136086,133181,270028,136370,133658,265940,134579,131361,266716,134931,131785,262636,133110,129526,263724,133715,130009,259549,131833,127716,262016,132927,129089,257650,130937,126713,261849,132937,128912,257191,130748,126443,260936,132482,128454,255974,130180,125794,260406,132169,128237,255131,129727,125404,260524,132296,128228,254676,129526,125150,260815,132609,128206,254805,129669,125136,262229,133320,128909,256102,130373,125729,263238,133770,129468,256429,130446,125983,263400,133684,129716,255906,130021,125885
4,13210,小金井市,74428,39146,35282,75130,39459,35671,75768,39957,35811,75720,39998,35722,76175,40197,35978,76783,40627,36156,77027,40489,36538,77909,40764,37145,77612,40477,37135,77414,40195,37219,77477,40077,37400,77841,40243,37598,78040,40282,37758,77894,40180,37714,77393,39958,37435,77226,39791,37435,77360,39889,37471,76889,39733,37156,77076,39813,37263,77193,39773,37420,77373,39917,37456,76974,39690,37284,76783,39611,37172,76949,39694,37255,76887,39657,37230,77023,39685,37338,78150,40380,37770,78468,40585,37883,79602,40950,38652,77734,40070,37664,79620,40858,38762,77851,40045,37806,79432,40752,38680,77587,39849,37738,79489,40772,38717,77549,39812,37737,80094,40971,39123,77959,39909,38050,80481,41053,39428,78225,39939,38286,81027,41267,39760,78525,40027,38498,81435,41378,40057,78745,40027,38718,82244,41711,40533,79754,40465,39289,82373,41702,40671,80033,40552,39481,82359,41681,40678,79779,40405,39374,82071,41442,40629,79287,40043,39244
4,13211,小平市,111474,57716,53758,112869,58437,54432,114195,59094,55101,114445,59214,55231,115873,60083,55790,117635,61042,56593,119304,61733,57571,121105,62681,58424,122428,63328,59100,122545,63217,59328,122499,63140,59359,123117,63272,59845,123191,63300,59891,122561,62686,59875,123257,62917,60340,122927,62634,60293,122403,62424,59979,122378,62332,60046,122213,62339,59874,121594,62197,59397,121194,61935,59259,120509,61666,58843,120104,61602,58502,120061,61672,58389,119752,61545,58207,119297,61178,58119,119027,61064,57963,119065,61081,57984,122467,62688,59779,118971,61043,57928,121707,62141,59566,118175,60474,57701,121040,61740,59300,117374,60002,57372,121489,62078,59411,117662,60210,57452,121907,62222,59685,117858,60290,57568,122414,62435,59979,117947,60285,57662,123751,62934,60817,119094,60733,58361,124313,63165,61148,119446,60832,58614,124401,63088,61313,119891,60914,58977,124133,62821,61312,119901,60812,59089,125277,63314,61963,120487,61063,59424,125142,63252,61890,120074,60811,59263
4,13212,日野市,109111,57197,51914,111625,58639,52986,114748,60480,54268,116957,61903,55054,118848,62994,55854,121401,64469,56932,122345,64969,57376,123479,65619,57860,123740,65795,57945,123610,65679,57931,123167,65256,57911,122435,64892,57543,122196,64792,57404,121051,64116,56935,120467,63825,56642,119842,63639,56203,118651,62845,55806,118173,62398,55775,117785,62036,55749,118545,62447,56098,117941,61935,56006,117572,61656,55916,116773,61243,55530,115960,60932,55028,115012,60452,54560,114460,60217,54243,114578,60253,54325,114428,60140,54288,115231,60369,54862,113114,59456,53658,114578,60064,54514,112431,59084,53347,114521,60023,54498,112266,58971,53295,114997,60337,54660,112601,59185,53416,115037,60304,54733,112544,59105,53439,115598,60636,54962,112945,59344,53601,116013,60733,55280,113247,59392,53855,116745,61073,55672,113822,59643,54179,117113,61208,55905,114173,59753,54420,117519,61339,56180,114699,59929,54770,117880,61475,56405,114826,59941,54885,118332,61633,56699,115026,59941,55085
4,13213,東村山市,85978,43765,42213,88267,44946,43321,91348,46392,44956,92708,47209,45499,95115,48553,46562,96614,49191,47423,97558,49638,47920,98265,50006,48259,98649,50319,48330,98730,50427,48303,98276,50151,48125,97420,49643,47777,96914,49396,47518,97424,49583,47841,97885,49929,47956,98169,50061,48108,98010,49973,48037,97244,49558,47686,96604,49204,47400,96944,49314,47630,96865,49299,47566,96556,49245,47311,96127,49070,47057,95744,48894,46850,96151,49132,47019,96964,49601,47363,97288,49703,47585,96958,49508,47450,97473,49589,47884,95704,48865,46839,95987,48796,47191,94224,48050,46174,94516,48100,46416,92591,47248,45343,93502,47588,45914,91448,46665,44783,92908,47279,45629,90728,46278,44450,92955,47273,45682,90567,46137,44430,92470,46952,45518,90040,45795,44245,92791,47017,45774,90218,45821,44397,92888,47000,45888,90334,45774,44560,92898,46953,45945,90372,45772,44600,93232,47185,46047,90475,45865,44610,93389,47262,46127,90256,45751,44505
4,13214,国分寺市,69014,36133,32881,70191,36817,33374,72003,37765,34238,73158,38417,34741,73901,38921,34980,74609,39325,35284,75182,39681,35501,75789,39984,35805,76475,40255,36220,76893,40329,36564,77151,40370,36781,77095,40186,36909,77044,40182,36862,76983,40154,36829,76719,39886,36833,77133,40075,37058,78631,40590,38041,79302,40790,38512,79523,40879,38644,79194,40626,38568,79429,40875,38554,79956,41150,38806,79639,40988,38651,79694,41025,38669,79858,41167,38691,79730,41080,38650,79065,40597,38468,78439,40252,38187,79763,40894,38869,78293,40214,38079,79521,40800,38721,78028,40117,37911,79431,40758,38673,77892,40047,37845,79405,40725,38680,77771,39937,37834,79541,40771,38770,77849,39933,37916,80119,40914,39205,78278,39989,38289,81502,41494,40008,79405,40480,38925,82400,41792,40608,80123,40696,39427,83391,42314,41077,81133,41250,39883,83879,42574,41305,81686,41511,40175,84099,42609,41490,81798,41497,40301,84241,42514,41727,81838,41347,40491
4,13215,国立市,46930,23969,22961,47374,24264,23110,47936,24704,23232,48000,24757,23243,48189,24953,23236,48347,25124,23223,48854,25391,23463,49280,25619,23661,49236,25576,23660,48989,25426,23563,48902,25403,23499,48677,25268,23409,49027,25442,23585,49828,25791,24037,50300,25911,24389,50804,26164,24640,51043,26275,24768,51079,26276,24803,50932,26258,24674,51043,26176,24867,50538,25868,24670,50382,25762,24620,50257,25688,24569,50264,25866,24398,49926,25635,24291,49843,25605,24238,49751,25563,24188,49687,25594,24093,50467,25847,24620,49363,25371,23992,49953,25510,24443,48865,25035,23830,49607,25253,24354,48488,24758,23730,49634,25092,24542,48436,24548,23888,49768,25128,24640,48494,24541,23953,49787,25075,24712,48440,24451,23989,49862,25063,24799,48406,24378,24028,49842,25037,24805,48269,24299,23970,49692,24869,24823,48187,24192,23995,49572,24774,24798,48161,24133,24028,49420,24677,24743,47865,23957,23908,49110,24516,24594,47499,23742,23757
4,13218,福生市,36724,18520,18204,37288,18841,18447,38116,19273,18843,39238,19957,19281,40641,20790,19851,41796,21469,20327,42648,22013,20635,43359,22498,20861,43765,22752,21013,43988,22939,21049,44123,22979,21144,44184,23085,21099,43793,22904,20889,43681,22795,20886,43473,22719,20754,43161,22576,20585,42931,22500,20431,42915,22514,20401,42400,22237,20163,41738,21911,19827,41544,21782,19762,41154,21577,19577,40621,21343,19278,40132,21151,18981,39566,20821,18745,39148,20634,18514,38559,20253,18306,38030,20013,18017,39522,20745,18777,37455,19783,17672,38864,20390,18474,36670,19341,17329,38238,20075,18163,35858,18903,16955,37999,20012,17987,35315,18659,16656,37768,19842,17926,34765,18337,16428,37408,19578,17830,34119,17953,16166,37213,19475,17738,33811,17799,16012,36614,19110,17504,33229,17452,15777,35910,18754,17156,32742,17174,15568,35178,18368,16810,32263,16922,15341,35118,18404,16714,32063,16890,15173,35443,18623,16820,31877,16809,15068
4,13219,狛江市,52589,27304,25285,54247,28237,26010,54986,28654,26332,55667,29010,26657,55776,29037,26739,55661,28863,26798,55992,28932,27060,56091,28965,27126,55998,28933,27065,56061,28948,27113,55463,28529,26934,55243,28297,26946,54891,28129,26762,54251,27777,26474,54523,27932,26591,54185,27772,26413,53730,27601,26129,53566,27558,26008,53760,27619,26141,53321,27304,26017,53217,27327,25890,53185,27234,25951,52490,26912,25578,52037,26697,25340,51347,26239,25108,51166,26116,25050,50709,25863,24846,50345,25679,24666,50740,25798,24942,49933,25441,24492,50965,25852,25113,50106,25466,24640,51239,25938,25301,50343,25514,24829,51604,26081,25523,50640,25618,25022,51991,26236,25755,50957,25727,25230,52556,26405,26151,51415,25843,25572,53030,26549,26481,51856,25969,25887,53447,26745,26702,52195,26131,26064,53402,26685,26717,52194,26090,26104,53065,26468,26597,51914,25886,26028,52985,26339,26646,51775,25725,26050,52604,26190,26414,51287,25497,25790
4,13220,東大和市,49111,25072,24039,50028,25600,24428,51475,26323,25152,53358,27247,26111,54208,27720,26488,55166,28228,26938,55794,28586,27208,56198,28785,27413,56497,28972,27525,56797,28984,27813,56760,28963,27797,56417,28782,27635,56497,28767,27730,55765,28327,27438,54943,27834,27109,55030,27869,27161,54901,27814,27087,55213,27987,27226,55524,28164,27360,55245,28072,27173,54842,27874,26968,54181,27633,26548,54032,27562,26470,54207,27694,26513,53448,27340,26108,53271,27257,26014,53379,27338,26041,53133,27243,25890,53559,27356,26203,52728,27073,25655,53186,27173,26013,52319,26872,25447,53311,27292,26019,52439,26965,25474,52689,26962,25727,51808,26642,25166,52232,26730,25502,51344,26401,24943,51737,26479,25258,50820,26135,24685,51477,26353,25124,50541,25995,24546,51320,26281,25039,50361,25889,24472,51230,26156,25074,50254,25751,24503,51308,26123,25185,50328,25726,24602,51138,26081,25057,50089,25639,24450,51406,26245,25161,50269,25748,24521
4,13221,清瀬市,45501,22695,22806,45954,22926,23028,46817,23405,23412,47981,23990,23991,48415,24259,24156,48901,24572,24329,49521,24979,24542,49619,25043,24576,49574,25004,24570,49546,24915,24631,49502,24879,24623,49167,24662,24505,48738,24457,24281,48206,24241,23965,47737,23907,23830,47176,23608,23568,46486,23256,23230,46524,23289,23235,46422,23203,23219,46555,23267,23288,48005,23999,24006,47696,23850,23846,47065,23564,23501,46298,23172,23126,45769,22912,22857,45638,22873,22765,45503,22849,22654,45473,22788,22685,45748,22876,22872,44921,22544,22377,45379,22726,22653,44531,22373,22158,44981,22584,22397,44055,22193,21862,44592,22371,22221,43649,21970,21679,44478,22339,22139,43509,21927,21582,44703,22459,22244,43670,22020,21650,44669,22418,22251,43603,21978,21625,44607,22405,22202,43519,21912,21607,44924,22575,22349,43817,22069,21748,45123,22595,22528,44041,22110,21931,45237,22670,22567,44095,22163,21932,45300,22697,22603,44058,22132,21926
4,13222,東久留米市,78180,39754,38426,79417,40426,38991,80841,41209,39632,81985,41859,40126,82863,42416,40447,84693,43299,41394,85574,43666,41908,85455,43560,41895,85179,43291,41888,84721,43064,41657,84586,42835,41751,83484,42255,41229,82976,41883,41093,82673,41750,40923,82525,41663,40862,81525,41079,40446,80435,40522,39913,79935,40244,39691,78925,39770,39155,78385,39577,38808,77808,39358,38450,76928,39042,37886,75650,38454,37196,74667,37977,36690,73972,37651,36321,73462,37385,36077,73015,37168,35847,72339,36778,35561,72664,36863,35801,71301,36344,34957,72157,36603,35554,70787,36082,34705,71319,36284,35035,69889,35727,34162,71146,36159,34987,69637,35546,34091,70417,35804,34613,68900,35183,33717,69885,35506,34379,68238,34792,33446,69782,35500,34282,68008,34709,33299,69622,35343,34279,67753,34496,33257,69598,35327,34271,67693,34456,33237,69632,35323,34309,67754,34468,33286,69500,35246,34254,67541,34388,33153,69236,35085,34151,67070,34130,32940
4,13223,武蔵村山市,42404,22029,20375,43473,22630,20843,44073,23009,21064,45258,23493,21765,46836,24372,22464,48124,25018,23106,48818,25439,23379,49151,25618,23533,49772,25901,23871,50090,26064,24026,50119,26097,24022,49598,25834,23764,48857,25497,23360,48643,25414,23229,48014,25017,22997,47595,24771,22824,47057,24403,22654,46755,24256,22499,46108,23867,22241,45661,23639,22022,45526,23614,21912,45659,23756,21903,45393,23627,21766,45263,23585,21678,45148,23508,21640,44966,23366,21600,44922,23378,21544,44730,23309,21421,45318,23476,21842,44414,23153,21261,44801,23248,21553,43881,22918,20963,44097,22923,21174,43124,22558,20566,43835,22764,21071,42687,22326,20361,43512,22606,20906,42324,22158,20166,43586,22580,21006,42260,22086,20174,43520,22560,20960,42167,22035,20132,43438,22526,20912,41989,21946,20043,43223,22365,20858,41727,21777,19950,43271,22369,20902,41784,21766,20018,43063,22290,20773,41599,21684,19915,43205,22309,20896,41514,21616,19898
4,13224,多摩市,77993,39365,38628,83280,42135,41145,88201,44825,43376,94404,48275,46129,98818,50719,48099,102096,52477,49619,104895,54059,50836,107196,55297,51899,109397,56362,53035,110509,56853,53656,110542,56698,53844,110330,56534,53796,109625,56085,53540,109233,55882,53351,108502,55477,53025,107974,55154,52820,106737,54527,52210,105555,53930,51625,104652,53368,51284,104007,52898,51109,103239,52397,50842,101518,51491,50027,100521,51075,49446,100851,51307,49544,99539,50588,48951,98310,49876,48434,96858,49062,47796,95250,48199,47051,94655,47690,46965,92896,46972,45924,94133,47440,46693,92408,46758,45650,92044,46404,45640,90303,45716,44587,91164,46004,45160,89316,45269,44047,90505,45743,44762,88423,44852,43571,89967,45548,44419,87856,44647,43209,89488,45461,44027,87186,44417,42769,89222,45363,43859,86758,44214,42544,88693,45132,43561,86318,44036,42282,88149,45022,43127,85828,43949,41879,88903,45423,43480,86253,44152,42101,88816,45460,43356,85900,44017,41883
4,13225,稲城市,34709,18056,16653,35504,18460,17044,36641,19073,17568,37662,19669,17993,39395,20610,18785,41794,21939,19855,43337,22892,20445,44155,23385,20770,45899,24429,21470,46741,24867,21874,46453,24605,21848,46959,24783,22176,47594,25085,22509,47873,25229,22644,48444,25460,22984,49548,26044,23504,50358,26391,23967,50898,26698,24200,51674,27120,24554,52640,27478,25162,53087,27684,25403,53140,27726,25414,54573,28419,26154,54855,28495,26360,55185,28694,26491,55497,28827,26670,56335,29195,27140,56403,29196,27207,57043,29496,27547,56125,29069,27056,56541,29307,27234,55637,28886,26751,56285,29182,27103,55347,28743,26604,56451,29212,27239,55525,28779,26746,57283,29631,27652,56287,29155,27132,57560,29790,27770,56519,29273,27246,58031,30003,28028,56909,29437,27472,58683,30285,28398,57457,29656,27801,59069,30425,28644,57855,29811,28044,59641,30687,28954,58392,30064,28328,59891,30785,29106,58535,30082,28453,60201,30970,29231,58663,30146,28517
4,13227,羽村市,32064,16975,15089,33129,17536,15593,34294,18210,16084,35178,18580,16598,36189,19037,17152,37252,19592,17660,38056,20035,18021,38680,20319,18361,39553,20877,18676,39969,21124,18845,40364,21393,18971,40662,21503,19159,40438,21367,19071,40324,21265,19059,40491,21370,19121,40319,21223,19096,39874,20914,18960,39514,20753,18761,39083,20576,18507,38964,20494,18470,38528,20266,18262,37886,19948,17938,37984,20111,17873,37678,19939,17739,37338,19812,17526,37110,19646,17464,36982,19640,17342,36760,19556,17204,37321,19773,17548,36257,19314,16943,36608,19362,17246,35602,18936,16666,36002,19049,16953,35024,18636,16388,35463,18757,16706,34517,18365,16152,35164,18620,16544,34141,18166,15975,34681,18337,16344,33596,17843,15753,34381,18217,16164,33219,17681,15538,34105,18093,16012,32910,17512,15398,33567,17721,15846,32340,17163,15177,33529,17714,15815,32366,17182,15184,33638,17793,15845,32281,17139,15142,33663,17826,15837,32126,17062,15064
4,13228,あきる野市,45043,23149,21894,45925,23647,22278,46787,24100,22687,48115,24837,23278,49345,25574,23771,50673,26323,24350,51903,26982,24921,52856,27565,25291,53597,27827,25770,54058,28008,26050,54195,28049,26146,54118,27977,26141,54312,28046,26266,54230,28015,26215,54172,28025,26147,54203,27962,26241,54391,28100,26291,54177,27963,26214,54105,27936,26169,53908,27807,26101,53575,27627,25948,53104,27365,25739,52321,26967,25354,51990,26788,25202,51288,26385,24903,50792,26145,24647,50669,26049,24620,50398,25930,24468,50112,25721,24391,49582,25515,24067,49406,25384,24022,48887,25186,23701,48638,25003,23635,48093,24793,23300,48018,24717,23301,47421,24470,22951,47696,24633,23063,47059,24350,22709,47118,24411,22707,46469,24102,22367,46853,24286,22567,46128,23925,22203,46652,24249,22403,45808,23811,21997,46265,23982,22283,45363,23514,21849,46263,23992,22271,45373,23538,21835,46208,23986,22222,45211,23458,21753,46251,24036,22215,45076,23388,21688
4,13229,西東京市,117310,60059,57251,119099,61040,58059,120974,62093,58881,122405,63004,59401,123830,63873,59957,124123,63916,60207,124766,64346,60420,125246,64543,60703,125594,64706,60888,125578,64490,61088,125256,64345,60911,125886,64438,61448,125343,64096,61247,125779,64215,61564,125666,64190,61476,125939,64381,61558,124877,63703,61174,125386,64137,61249,125186,64101,61085,126523,64756,61767,127243,65057,62186,128041,65477,62564,128289,65516,62773,127862,65263,62599,127281,64994,62287,127398,65011,62387,129064,65665,63399,128843,65527,63316,130236,66134,64102,127574,64945,62629,128801,65383,63418,126058,64122,61936,127949,64931,63018,125115,63599,61516,127801,64762,63039,124759,63285,61474,127928,64828,63100,124513,63090,61423,128501,65124,63377,124714,63188,61526,129569,65562,64007,125427,63455,61972,131273,66272,65001,126547,63858,62689,131565,66414,65151,127166,64159,63007,130966,65932,65034,127034,63996,63038,131117,65928,65189,126906,63801,63105,131307,66004,65303,126577,63498,63079
1,13550,町村部,58748,30425,28323,59280,30768,28512,59935,31274,28661,60965,31916,29049,61610,32386,29224,62305,32842,29463,62687,33116,29571,62852,33162,29690,62805,33173,29632,62968,33324,29644,63166,33406,29760,63170,33392,29778,62713,33175,29538,62199,32964,29235,61887,32792,29095,61516,32688,28828,60909,32394,28515,60176,31973,28203,59648,31652,27996,58821,31248,27573,57904,30770,27134,56845,30312,26533,56095,29892,26203,55003,29316,25687,54087,28869,25218,53370,28532,24838,52873,28305,24568,52294,27922,24372,51671,27450,24221,50963,27206,23757,50194,26727,23467,49457,26450,23007,48987,26122,22865,48201,25802,22399,48088,25676,22412,47233,25283,21950,47045,25248,21797,46147,24825,21322,46265,24811,21454,45267,24349,20918,45447,24415,21032,44422,23908,20514,44491,23912,20579,43402,23362,20040,43927,23555,20372,42843,22988,19855,43447,23359,20088,42305,22793,19512,43031,23152,19879,41784,22520,19264,42720,23079,19641,41330,22343,18987
2,13300,郡部,36912,19109,17803,37647,19556,18091,38411,20035,18376,39576,20665,18911,40383,21180,19203,41165,21643,19522,41808,22018,19790,42355,22280,20075,42592,22414,20178,42866,22568,20298,43098,22651,20447,43134,22658,20476,42796,22476,20320,42510,22399,20111,42281,22275,20006,42097,22215,19882,41702,21990,19712,41364,21814,19550,41069,21659,19410,40570,21418,19152,39954,21072,18882,39262,20736,18526,38734,20422,18312,37971,20028,17943,37346,19709,17637,36879,19472,17407,36572,19301,17271,36142,19001,17141,35737,18743,16994,35232,18548,16684,34862,18329,16533,34331,18106,16225,34049,17897,16152,33483,17644,15839,33478,17656,15822,32847,17346,15501,32854,17418,15436,32187,17083,15104,32336,17153,15183,31556,16773,14783,31736,16867,14869,30954,16464,14490,31098,16534,14564,30257,16090,14167,30761,16302,14459,29932,15859,14073,30502,16210,14292,29612,15764,13848,30257,16125,14132,29274,15622,13652,30132,16067,14065,29031,15486,13545
4,13303,瑞穂町,18019,9362,8657,18706,9729,8977,19363,10120,9243,20333,10639,9694,21100,11107,9993,21823,11493,10330,22373,11802,10571,22909,12057,10852,23210,12210,11000,23458,12335,11123,23766,12495,11271,23851,12513,11338,23760,12459,11301,23756,12500,11256,23763,12514,11249,23797,12565,11232,23743,12529,11214,23771,12522,11249,23836,12511,11325,23706,12442,11264,23481,12338,11143,23250,12244,11006,22998,12111,10887,22726,11979,10747,22429,11834,10595,22210,11712,10498,22049,11629,10420,21823,11436,10387,21832,11418,10414,21411,11245,10166,21531,11297,10234,21087,11101,9986,21148,11089,10059,20677,10866,9811,20985,11072,9913,20451,10793,9658,20645,10930,9715,20078,10632,9446,20384,10801,9583,19736,10460,9276,20048,10635,9413,19378,10277,9101,19660,10431,9229,18949,10042,8907,19434,10275,9159,18757,9894,8863,19282,10240,9042,18551,9855,8696,19186,10221,8965,18404,9800,8604,19157,10232,8925,18274,9740,8534
4,13305,日の出町,9757,4960,4797,9959,5104,4855,10272,5288,4984,10622,5471,5151,10787,5554,5233,10957,5664,5293,11230,5830,5400,11386,5908,5478,11552,6011,5541,11715,6102,5613,11803,6134,5669,11900,6202,5698,11809,6161,5648,11683,6119,5564,11690,6102,5588,11615,6053,5562,11496,5986,5510,11340,5901,5439,11196,5852,5344,10986,5754,5232,10797,5618,5179,10547,5487,5060,10439,5395,5044,10165,5242,4923,10006,5171,4835,9911,5122,4789,9926,5123,4803,9881,5084,4797,9701,4976,4725,9640,4961,4679,9380,4816,4564,9317,4798,4519,9173,4703,4470,9107,4686,4421,8930,4578,4352,8861,4560,4301,8799,4558,4241,8726,4534,4192,8636,4481,4155,8537,4459,4078,8439,4400,4039,8368,4376,3992,8361,4364,3997,8262,4321,3941,8314,4322,3992,8210,4277,3933,8326,4339,3987,8220,4293,3927,8291,4351,3940,8152,4287,3865,8315,4360,3955,8168,4290,3878
4,13307,檜原村,2741,1460,1281,2648,1427,1221,2589,1399,1190,2553,1378,1175,2534,1383,1151,2479,1352,1127,2420,1315,1105,2380,1300,1080,2321,1260,1061,2249,1237,1012,2188,1198,990,2142,1175,967,2094,1152,942,2054,1135,919,1970,1084,886,1931,1069,862,1843,1020,823,1779,996,783,1717,957,760,1682,950,732,1642,934,708,1594,909,685,1541,887,654,1485,858,627,1447,825,622,1425,823,602,1364,789,575,1313,763,550,1259,724,535,1252,723,529,1188,681,507,1181,680,501,1121,641,480,1113,640,473,1092,623,469,1084,621,463,1037,597,440,1031,596,435,995,560,435,990,560,430,959,537,422,956,537,419,895,502,393,892,502,390,873,500,373,870,500,370,840,477,363,836,476,360,814,454,360,807,451,356,789,434,355,781,431,350
