運航社[スペースチャーター],寄港地,配船数[配船間隔],投入船船名,投入船ＴＥＵ,投入船ＤＷＴ,利用ターミナル
ＡＰＬＨａｐａｇＬｉｏｙｄＨｙｕｎｄａｉ三井商船日本郵船ＯＯＣＬ,神戸/名古屋/清水/東京/香港/カイメップ/シンガポール／ジェッダロッテルダム/ハンブルク/サザンプトン/ルアーブル/シンガポール/香港/神戸,１１隻７７日ラウンド（水/金、ウィークリー）,ＮＹＫＡＬＴＡＩＲ,10000,89692,大井Ｏ6/7
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＢＥＲＴＹ,5652,63216,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＬＴＲＡ,5364,63388,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＦＩＣ,5652,63180,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＳＯＮ,5364,63388,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＴＥＤ,5364,63309,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＲＢＡＮ,5652,63120,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＳＥＦＵＬ,5652,63197,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＥＴＨＩＣ,6332,75898,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＥＸＣＥＬ,6332,75898,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＬＹＳＳＥＳ,5652,63045,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＣＯＲＮ,5652,63400,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＩＴＡＬＵＮＩＶＥＲＳＯ,5652,63074,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＩＴＡＬＵＳＯＤＩＭＡＲＥ,5652,63388,青海Ａ４
Ｅｖｅｒｇｒｅｅｎ[Ｈａｎｊｉｎ三井商船ＹａｎｇＭｉｎｇ],北米/東京/大阪/釜山/青島/上海/寧波/高雄/蛇口/塩田/タンジュンペラパス/コロンボ/アシュドット/アレクサンドリア/ターラント/コペル/リエカ/トリエステ/ターラント/コロンボ/タンジュンペラパス/高雄/香港/塩田/上海/寧波/北米,14隻９８日ラウンド（水、ウィークリー）,ＡＶＥＳＳＥＬ,,,
