52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,68,"2,118",22,-,-,"2,081",-,15,-,-,-,-,-,231,231,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,30,"1,238","25,287","1,843",18,-,"20,444",34,-,69,224,-,75,"2,580",942,747,56,その他化学工業品,,,,,
軽工業品,,-,141,"56,509","8,085",-,-,"43,500",47,-,"2,499","1,688",-,-,690,534,380,軽工業品,,,,,,
57,紙・パルプ,-,-,"2,691",168,-,-,"2,383",-,-,-,140,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,390,-,-,-,390,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,261,90,-,-,156,15,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,132,-,-,-,132,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,141,"7,926",432,-,-,"7,321",-,-,-,173,-,-,-,380,290,61,製造食品,,,,,
62,飲料,-,-,"32,874",436,-,-,"27,992",32,-,"2,499","1,225",-,-,690,64,-,62,飲料,,,,,
63,水,-,-,341,120,-,-,221,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,"11,894","6,839",-,-,"4,905",-,-,-,150,-,-,-,90,90,65,その他食料工業品,,,,,
雑工業品,,105,102,"24,792",616,-,30,"22,992",60,-,-,"1,094",-,-,-,"8,121",77,雑工業品,,,,,,
66,がん具,-,-,216,11,-,-,205,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,30,"6,195",14,-,-,"6,181",-,-,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,15,"1,192",101,-,-,"1,091",-,-,-,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,105,57,"8,086",345,-,-,"7,741",-,-,-,-,-,-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,"1,950",-,-,-,"1,920",-,-,-,30,-,-,-,"8,121",77,70,その他日用品,,,,,
71,ゴム製品,-,-,"3,496",30,-,-,"2,356",60,-,-,"1,050",-,-,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,203,-,-,-,203,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,"3,454",115,-,30,"3,295",-,-,-,14,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,"3,690",15,"17,832",963,-,-,"16,144",5,630,60,-,30,-,-,493,268,特殊品,,,,,,
74,金属くず,-,-,"1,268",87,-,-,"1,151",-,-,-,-,30,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,75,75,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,"3,690",-,"5,428",216,-,-,"5,212",-,-,-,-,-,-,-,120,120,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,"7,273",335,-,-,"6,243",5,630,60,-,-,-,-,60,60,79,輸送用容器,,,,,
80,取合せ品,-,15,"3,788",250,-,-,"3,538",-,-,-,-,-,-,-,313,88,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
