52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,84,24,60,-,-,663,-,-,310,-,353,-,"3,810",-,"2,713",54,化学薬品,,,,,
55,化学肥料,-,180,-,-,180,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,195,"2,904",-,"2,843",-,61,188,-,105,30,53,-,-,"36,880",-,"31,306",56,その他化学工業品,,,,,
軽工業品,,154,868,18,850,-,-,"26,486",453,"4,232","3,962","17,355",-,484,"184,060",-,"162,123",軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,-,"25,074",453,"3,296","3,486","17,355",-,484,"2,027",-,"1,917",57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,165,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,14,3,11,-,-,-,-,-,-,-,-,-,509,-,479,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,117",-,"1,117",60,砂糖,,,,,
61,製造食品,90,783,15,768,-,-,"1,326",-,850,476,-,-,-,"61,426",-,"59,330",61,製造食品,,,,,
62,飲料,64,60,-,60,-,-,86,-,86,-,-,-,-,"83,339",-,"76,179",62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,799",-,558,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,073",-,"4,073",64,たばこ,,,,,
65,その他食料工業品,-,11,-,11,-,-,-,-,-,-,-,-,-,"18,605",-,"18,470",65,その他食料工業品,,,,,
雑工業品,,"8,044","15,082","3,761","10,043","1,158",120,"30,905","1,597","2,615","1,533","24,935",15,210,"19,486",30,"16,610",雑工業品,,,,,,
66,がん具,-,120,60,60,-,-,-,-,-,-,-,-,-,332,-,249,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,15,-,15,-,-,100,-,85,-,-,15,-,"3,429",-,"3,371",67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,356,-,116,30,210,-,-,"2,586",-,"2,340",68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,685,120,565,-,-,164,-,134,30,-,-,-,"3,393",-,"3,090",69,家具装備品,,,,,
70,その他日用品,"8,044",41,41,-,-,-,-,-,-,-,-,-,-,661,-,646,70,その他日用品,,,,,
71,ゴム製品,-,"2,382",300,"2,082",-,-,60,-,-,60,-,-,-,"8,304",30,"6,510",71,ゴム製品,,,,,
72,木製品,-,"11,809","3,240","7,291","1,158",120,"30,225","1,597","2,280","1,413","24,725",-,210,463,-,88,72,木製品,,,,,
73,その他製造工業品,-,30,-,30,-,-,-,-,-,-,-,-,-,318,-,316,73,その他製造工業品,,,,,
特殊品,,225,182,-,182,-,-,38,-,-,12,-,-,26,"16,589",-,"15,746",特殊品,,,,,,
74,金属くず,-,79,-,79,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,657",-,"1,657",76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,588",-,"11,050",79,輸送用容器,,,,,
80,取合せ品,225,103,-,103,-,-,38,-,-,12,-,-,26,"3,344",-,"3,039",80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
