41,事務用機器,-,-,-,-,-,66,-,-,314,-,-,-,"3,499","1,467",-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,133,-,-,-,-,48,-,-,-,660,518,-,-,42,その他機械,,,,,
化学工業品,,-,46,"4,171",309,60,"28,225",673,-,"20,501",2,-,1,"64,763","58,107",153,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,164,-,-,158,2,-,-,353,100,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,74,5,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,5,-,"8,149",2,-,"2,962",-,-,-,"3,218","2,840",-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,1,-,678,-,-,"8,709",-,-,-,"1,294","2,420",-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,16,-,-,-,-,-,-,106,360,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,130,46,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,1,"2,388",60,60,"6,908",577,-,"5,897",-,-,-,"14,558","10,297",-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,31,-,-,60,-,-,-,255,3,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,45,"1,783",243,-,"12,279",94,-,"2,715",-,-,1,"44,775","42,036",153,-,56,その他化学工業品,,,,,
軽工業品,,23,60,70,341,-,"6,705",51,-,"20,161",6,-,-,"43,589","38,654",-,-,軽工業品,,,,,,
57,紙・パルプ,23,-,-,76,-,"1,071",-,-,"12,180",3,-,-,"15,155","16,372",-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,60,-,1,-,2,-,-,-,-,-,-,62,225,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,"1,115",48,-,711,-,-,-,"1,907","1,353",-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,9,-,-,-,39,1,-,-,60,砂糖,,,,,
61,製造食品,-,-,55,218,-,"4,027",3,-,"4,930",3,-,-,"21,344","17,137",-,-,61,製造食品,,,,,
62,飲料,-,-,15,46,-,475,-,-,"2,331",-,-,-,"4,565","3,518",-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,504,2,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,12,15,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,15,-,-,-,-,-,-,1,31,-,-,65,その他食料工業品,,,,,
雑工業品,,"1,057",120,455,827,-,"25,267",368,-,"9,852",235,-,-,"50,230","69,033",13,60,雑工業品,,,,,,
66,がん具,-,-,-,-,-,8,-,-,"1,450",-,-,-,"1,362","1,472",6,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,"1,057",-,-,34,-,318,93,-,738,38,-,-,"3,800","10,302",-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,5,126,-,"1,355",10,-,690,191,-,-,"7,112","5,660",2,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,18,-,"3,357",-,-,"1,110",4,-,-,"3,259","2,617",5,-,69,家具装備品,,,,,
70,その他日用品,-,120,-,200,-,"3,936",-,-,"5,456",-,-,-,"10,792","9,482",-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,450,446,-,"16,090",265,-,88,2,-,-,"21,543","32,910",-,60,71,ゴム製品,,,,,
72,木製品,-,-,-,3,-,61,-,-,44,-,-,-,141,570,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,142,-,-,276,-,-,-,"2,221","6,020",-,-,73,その他製造工業品,,,,,
特殊品,,-,-,20,138,542,"24,151",44,-,"4,971",20,-,-,"12,180","23,376",-,-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,50,-,-,-,-,-,-,172,138,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,90,-,90,-,-,-,-,-,-,529,90,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,17,-,67,"2,368",38,-,"3,081",7,-,-,"6,138","2,622",-,-,79,輸送用容器,,,,,
80,取合せ品,-,-,3,48,475,"21,643",6,-,"1,890",13,-,-,"5,341","20,526",-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
