20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,915,21,砂利・砂,,,,,
22,石材,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,234",22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,26,原塩,,,,,
27,非金属鉱物,60,"4,511",-,-,-,-,-,-,-,-,-,-,-,-,-,"21,432",27,非金属鉱物,,,,,
金属機械工業品,,"49,260",60,-,"19,063","23,015",-,"1,582","1,147","10,770","35,107","3,316","6,821",-,179,"1,178","383,800",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,639",28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,15,-,84,-,-,-,-,-,"10,420",29,鋼材,,,,,
30,非鉄金属,45,-,-,-,-,-,-,-,-,672,-,-,-,-,-,"5,795",30,非鉄金属,,,,,
31,金属製品,"3,285",60,-,571,-,-,285,-,435,"1,997",8,-,-,105,660,"31,395",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,41,33,完成自動車,,,,,
34,その他輸送用車両,255,-,-,-,-,-,45,-,-,-,15,-,-,-,-,359,34,その他輸送用車両,,,,,
35,二輪自動車,180,-,-,-,-,-,-,-,-,30,-,-,-,-,-,690,35,二輪自動車,,,,,
36,自動車部品,840,-,-,"5,430",26,-,30,-,-,463,-,-,-,14,474,"7,172",36,自動車部品,,,,,
37,その他輸送機械,"12,387",-,-,60,-,-,-,25,-,30,-,-,-,-,-,"221,211",37,その他輸送機械,,,,,
38,産業機械,"10,702",-,-,"4,595","4,910",-,"1,162",-,360,927,574,"4,260",-,-,44,"50,401",38,産業機械,,,,,
39,電気機械,"19,643",-,-,"7,415","17,922",-,60,"1,094","9,975","20,862","2,689","2,561",-,60,-,"50,039",39,電気機械,,,,,
40,測量・光学・医療用機械,"1,173",-,-,962,90,-,-,13,-,"1,113",-,-,-,-,-,"3,551",40,測量・光学・医療用機械,,,,,
41,事務用機器,705,-,-,30,67,-,-,-,-,"8,857",-,-,-,-,-,87,41,事務用機器,,,,,
42,その他機械,45,-,-,-,-,-,-,-,-,12,30,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"3,086",934,-,365,88,-,"2,155","2,865",189,"9,025",-,30,-,-,15,"116,939",化学工業品,,,,,,
43,陶磁器,"1,321",-,-,-,-,-,"1,897",-,-,"1,590",-,-,-,-,-,"3,356",43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,44,セメント,,,,,
45,ガラス類,75,-,-,10,-,-,41,-,-,180,-,-,-,-,-,"2,252",45,ガラス類,,,,,
46,窯業品,30,135,-,-,-,-,90,-,-,-,-,-,-,-,-,"66,402",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,826",52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,105,-,-,-,-,-,"1,920",-,"3,937",-,-,-,-,-,"23,983",54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,040",55,化学肥料,,,,,
56,その他化学工業品,"1,660",694,-,355,88,-,127,945,189,"3,318",-,30,-,-,15,"15,735",56,その他化学工業品,,,,,
軽工業品,,661,-,"29,087",90,210,15,-,30,-,840,-,-,443,-,165,"74,192",軽工業品,,,,,,
57,紙・パルプ,64,-,"29,057",-,210,-,-,-,-,435,-,-,-,-,-,"14,981",57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,207,-,-,90,-,-,-,-,-,300,-,-,-,-,150,"16,608",59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225,60,砂糖,,,,,
61,製造食品,360,-,30,-,-,15,-,30,-,105,-,-,443,-,15,"40,715",61,製造食品,,,,,
62,飲料,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,390,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,435,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,718,65,その他食料工業品,,,,,
雑工業品,,"71,706",30,-,"8,253",829,-,240,27,900,"20,156",939,236,"3,090",398,20,"147,515",雑工業品,,,,,,
66,がん具,"11,510",-,-,225,-,-,-,-,-,"3,795",-,-,-,-,-,186,66,がん具,,,,,
67,衣服・身廻品・はきもの,"20,196",-,-,"1,958",40,-,30,-,135,"4,703",75,176,60,368,20,"60,265",67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,"8,501",-,-,"1,881",55,-,-,-,-,"1,002",771,-,-,-,-,"2,777",68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"25,308",-,-,"3,106",105,-,165,27,765,"3,498",93,60,-,-,-,"54,383",69,家具装備品,,,,,
70,その他日用品,"1,616",-,-,60,-,-,-,-,-,"5,085",-,-,"3,030",-,-,"15,771",70,その他日用品,,,,,
71,ゴム製品,55,-,-,78,-,-,-,-,-,525,-,-,-,30,-,"1,427",71,ゴム製品,,,,,
72,木製品,"1,335",30,-,5,-,-,-,-,-,933,-,-,-,-,-,"9,759",72,木製品,,,,,
73,その他製造工業品,"3,185",-,-,940,629,-,45,-,-,615,-,-,-,-,-,"2,947",73,その他製造工業品,,,,,
特殊品,,"9,811",345,-,"4,968",172,-,15,-,-,659,105,60,-,459,387,"47,623",特殊品,,,,,,
74,金属くず,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,225,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,442,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,"3,871",345,-,"4,782",131,-,-,-,-,422,30,30,-,459,-,"33,867",79,輸送用容器,,,,,
80,取合せ品,"5,850",-,-,171,41,-,15,-,-,237,75,30,-,-,387,"13,089",80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
