53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,556,-,-,-,-,-,-,-,-,-,33,-,-,-,252,225,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,"2,839",381,-,236,-,8,210,-,90,-,444,13,13,-,"2,204","1,757",56,その他化学工業品,,,,,
軽工業品,,"1,914",86,-,161,3,15,-,19,-,287,176,60,-,60,744,545,軽工業品,,,,,,
57,紙・パルプ,"1,239",75,-,-,-,-,-,-,-,-,123,-,-,-,176,69,57,紙・パルプ,,,,,
58,糸及び紡績半製品,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,4,1,-,-,3,15,-,-,-,287,7,60,-,60,51,32,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,552,10,-,147,-,-,-,-,-,-,45,-,-,-,517,444,61,製造食品,,,,,
62,飲料,110,-,-,14,-,-,-,19,-,-,1,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,"2,329",566,165,280,-,85,3,-,-,-,150,76,76,-,"79,605","64,298",雑工業品,,,,,,
66,がん具,15,113,165,-,-,-,-,-,-,-,16,-,-,-,9,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,81,340,-,-,-,-,-,-,-,-,5,76,76,-,1,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,251,15,-,273,-,15,3,-,-,-,44,-,-,-,48,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,48,-,-,7,-,-,-,-,-,-,7,-,-,-,900,-,69,家具装備品,,,,,
70,その他日用品,33,26,-,-,-,-,-,-,-,-,39,-,-,-,16,-,70,その他日用品,,,,,
71,ゴム製品,"1,897",72,-,-,-,10,-,-,-,-,24,-,-,-,"35,417","35,415",71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,4,-,-,-,-,60,-,-,-,-,-,-,-,-,"43,214","28,883",73,その他製造工業品,,,,,
特殊品,,491,74,-,17,-,-,-,-,-,-,194,-,-,-,41,9,特殊品,,,,,,
74,金属くず,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,62,24,-,17,-,-,-,-,-,-,19,-,-,-,32,6,79,輸送用容器,,,,,
80,取合せ品,306,50,-,-,-,-,-,-,-,-,175,-,-,-,9,3,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
