51,その他石油製品,-,-,-,321,72,-,-,6,9,-,-,57,-,-,249,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,949,-,-,-,-,-,-,-,-,-,-,944,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,"73,177","3,608",4,-,15,60,-,-,"3,431",-,98,"68,504",135,54,化学薬品,,,,,
55,化学肥料,-,-,-,484,105,-,-,-,-,-,-,105,-,-,379,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,"231,320","9,990",180,19,329,485,-,30,"8,601",6,340,"218,543","3,031",56,その他化学工業品,,,,,
軽工業品,,-,-,-,"218,596","12,613",45,-,51,843,-,-,"11,431",-,243,"205,638",54,軽工業品,,,,,,
57,紙・パルプ,-,-,-,"114,400",550,-,-,-,62,-,-,483,-,5,"113,839",32,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,"3,007",95,-,-,-,3,-,-,51,-,41,"2,854",-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,"8,454",468,-,-,24,8,-,-,385,-,51,"7,831",-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,54,5,-,-,5,-,-,-,-,-,-,49,-,60,砂糖,,,,,
61,製造食品,-,-,-,"74,250","9,380",45,-,4,758,-,-,"8,450",-,123,"64,781",22,61,製造食品,,,,,
62,飲料,-,-,-,"16,962","1,361",-,-,18,12,-,-,"1,316",-,15,"15,569",-,62,飲料,,,,,
63,水,-,-,-,641,-,-,-,-,-,-,-,-,-,-,641,-,63,水,,,,,
64,たばこ,-,-,-,120,93,-,-,-,-,-,-,93,-,-,27,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,708,661,-,-,-,-,-,-,653,-,8,47,-,65,その他食料工業品,,,,,
雑工業品,,148,-,-,"256,095","22,393",60,5,326,"1,095",-,-,"18,564",-,"2,343","230,241",200,雑工業品,,,,,,
66,がん具,-,-,-,"4,884",69,-,-,1,1,-,-,67,-,-,"4,814",-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,"26,320","3,049",-,-,48,354,-,-,772,-,"1,875","23,068",189,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,"32,265","2,355",-,-,170,189,-,-,"1,809",-,187,"29,547",2,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,"17,145","4,367",-,-,52,206,-,-,"4,100",-,9,"12,775",-,69,家具装備品,,,,,
70,その他日用品,6,-,-,"43,260","1,839",-,5,43,337,-,-,"1,442",-,12,"41,396",9,70,その他日用品,,,,,
71,ゴム製品,142,-,-,"120,851","10,285",60,-,2,-,-,-,"9,963",-,260,"107,853",-,71,ゴム製品,,,,,
72,木製品,-,-,-,877,35,-,-,-,-,-,-,35,-,-,842,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,"10,493",394,-,-,10,8,-,-,376,-,-,"9,946",-,73,その他製造工業品,,,,,
特殊品,,-,-,-,"177,975","12,468",-,-,34,635,-,-,"10,919",-,880,"162,727",49,特殊品,,,,,,
74,金属くず,-,-,-,"47,263",55,-,-,-,25,-,-,-,-,30,"47,208",-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,802,1,-,-,-,1,-,-,-,-,-,801,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,"24,630","6,148",-,-,2,4,-,-,"5,812",-,330,"18,326",-,79,輸送用容器,,,,,
80,取合せ品,-,-,-,"105,280","6,264",-,-,32,605,-,-,"5,107",-,520,"96,392",49,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
