51,その他石油製品,-,937,-,937,-,269,269,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,"30,467",-,"30,467",-,"3,157","3,157",-,-,-,-,-,-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,188,-,188,-,225,225,-,-,-,-,-,-,-,450,450,55,化学肥料,,,,,
56,その他化学工業品,60,"67,830",-,"67,830",-,"5,980","5,935",-,45,418,30,388,157,157,-,-,56,その他化学工業品,,,,,
軽工業品,,168,"181,007",45,"180,962",-,"31,825","31,825",-,-,"5,638","2,075","3,563",121,121,449,389,軽工業品,,,,,,
57,紙・パルプ,168,"16,775",-,"16,775",-,200,200,-,-,-,-,-,20,20,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,313,-,313,-,135,135,-,-,60,-,60,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,"11,863",-,"11,863",-,584,584,-,-,23,-,23,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,"4,115",-,"4,115",-,23,23,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,"50,765",45,"50,720",-,"26,428","26,428",-,-,"4,639","2,045","2,594",-,-,149,89,61,製造食品,,,,,
62,飲料,-,"58,557",-,"58,557",-,"2,133","2,133",-,-,899,28,871,41,41,300,300,62,飲料,,,,,
63,水,-,"8,293",-,"8,293",-,414,414,-,-,15,-,15,60,60,-,-,63,水,,,,,
64,たばこ,-,"8,307",-,"8,307",-,360,360,-,-,2,2,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,"22,019",-,"22,019",-,"1,548","1,548",-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,618,"65,744",-,"65,744",-,"10,051","10,051",-,-,592,75,517,"16,544","16,544",784,784,雑工業品,,,,,,
66,がん具,-,621,-,621,-,730,730,-,-,-,-,-,60,60,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,"8,582",-,"8,582",-,772,772,-,-,75,75,-,1,1,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,"3,032",-,"3,032",-,448,448,-,-,-,-,-,105,105,155,155,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,"23,684",-,"23,684",-,369,369,-,-,480,-,480,328,328,615,615,69,家具装備品,,,,,
70,その他日用品,-,"2,234",-,"2,234",-,56,56,-,-,7,-,7,-,-,14,14,70,その他日用品,,,,,
71,ゴム製品,-,"18,394",-,"18,394",-,"5,098","5,098",-,-,30,-,30,-,-,-,-,71,ゴム製品,,,,,
72,木製品,618,"5,588",-,"5,588",-,"2,002","2,002",-,-,-,-,-,"16,050","16,050",-,-,72,木製品,,,,,
73,その他製造工業品,-,"3,609",-,"3,609",-,576,576,-,-,-,-,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,60,"29,365",-,"29,365",-,"1,923","1,923",-,-,100,34,66,8,8,60,60,特殊品,,,,,,
74,金属くず,-,770,-,770,-,180,180,-,-,-,-,-,8,8,-,-,74,金属くず,,,,,
75,再利用資材,-,120,-,120,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,"10,852",-,"10,852",-,163,163,-,-,34,34,-,-,-,60,60,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,"8,361",-,"8,361",-,537,537,-,-,-,-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,60,"9,262",-,"9,262",-,"1,043","1,043",-,-,66,-,66,-,-,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
