51,その他石油製品,-,-,-,-,-,-,-,"7,440","1,651",-,-,-,-,-,"1,651",-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,"12,000",-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,330,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,90,90,-,-,-,"103,580","6,918",30,-,-,1,119,"6,708",-,54,化学薬品,,,,,
55,化学肥料,-,-,572,572,-,-,-,"3,083",288,-,-,-,-,-,288,-,55,化学肥料,,,,,
56,その他化学工業品,30,-,45,45,-,-,-,"318,860","15,082",-,-,15,-,542,"14,414",-,56,その他化学工業品,,,,,
軽工業品,,15,-,985,985,-,60,60,"1,202,744","118,825",540,-,920,-,198,"117,107",-,軽工業品,,,,,,
57,紙・パルプ,-,-,348,348,-,-,-,"378,409","10,963",-,-,920,-,63,"9,920",-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,"2,758",-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,"15,717",101,-,-,-,-,-,101,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,"26,260","5,106",-,-,-,-,-,"5,106",-,60,砂糖,,,,,
61,製造食品,10,-,577,577,-,-,-,"493,010","31,659",540,-,-,-,135,"30,984",-,61,製造食品,,,,,
62,飲料,5,-,-,-,-,60,60,"88,788",919,-,-,-,-,-,919,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,"121,068","3,917",-,-,-,-,-,"3,917",-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,"7,550",59,-,-,-,-,-,59,-,64,たばこ,,,,,
65,その他食料工業品,-,-,60,60,-,-,-,"69,184","66,101",-,-,-,-,-,"66,101",-,65,その他食料工業品,,,,,
雑工業品,,105,75,"6,271","6,241",30,-,-,"267,874","71,845",600,-,-,-,15,"70,838",-,雑工業品,,,,,,
66,がん具,-,-,111,81,30,-,-,"2,628",315,-,-,-,-,-,285,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,15,75,45,45,-,-,-,"38,879","1,838",-,-,-,-,-,"1,838",-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,117,117,-,-,-,"40,017","2,043",-,-,-,-,-,"1,863",-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,90,-,"1,446","1,446",-,-,-,"28,454","3,715",-,-,-,-,15,"3,700",-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,-,-,"36,922","2,669",-,-,-,-,-,"2,669",-,70,その他日用品,,,,,
71,ゴム製品,-,-,111,111,-,-,-,"25,638","1,091",600,-,-,-,-,491,-,71,ゴム製品,,,,,
72,木製品,-,-,"4,366","4,366",-,-,-,"69,799","58,421",-,-,-,-,-,"58,239",-,72,木製品,,,,,
73,その他製造工業品,-,-,75,75,-,-,-,"25,537","1,753",-,-,-,-,-,"1,753",-,73,その他製造工業品,,,,,
特殊品,,15,-,66,66,-,60,60,"1,103,650","116,295",30,-,-,-,"1,034","113,780",-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,60,60,"34,820","4,053",-,-,-,-,104,"3,949",-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,"37,958",90,-,-,-,-,-,90,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,21,21,-,-,-,"843,820","104,231",-,-,-,-,930,"101,850",-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,-,"101,998","4,753",-,-,-,-,-,"4,753",-,79,輸送用容器,,,,,
80,取合せ品,15,-,45,45,-,-,-,"85,054","3,168",30,-,-,-,-,"3,138",-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
