53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,-,"1,203",786,272,145,-,-,-,589,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,"1,764","1,013",691,60,-,-,"1,420",966,410,-,33,-,11,"5,977","1,709",60,56,その他化学工業品,,,,,
軽工業品,,630,439,185,6,-,-,890,206,602,82,-,-,-,"3,592",861,70,軽工業品,,,,,,
57,紙・パルプ,134,128,-,6,-,-,6,5,1,-,-,-,-,"2,368",861,70,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,4,4,-,-,-,-,-,317,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,496,311,185,-,-,-,422,-,340,82,-,-,-,754,-,-,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,458,197,261,-,-,-,-,144,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,"1,240","1,200",36,-,-,4,850,525,160,15,131,15,4,"3,652",74,-,雑工業品,,,,,,
66,がん具,4,-,4,-,-,-,82,9,62,-,11,-,-,309,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,1,1,-,-,-,-,66,49,2,-,-,15,-,426,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,91,72,19,-,-,-,310,291,-,15,-,-,4,601,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,80,29,51,-,-,-,-,122,60,-,69,家具装備品,,,,,
70,その他日用品,4,-,-,-,-,4,44,24,20,-,-,-,-,98,-,-,70,その他日用品,,,,,
71,ゴム製品,"1,136","1,123",13,-,-,-,238,93,25,-,120,-,-,"2,017",14,-,71,ゴム製品,,,,,
72,木製品,4,4,-,-,-,-,-,-,-,-,-,-,-,15,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,-,30,30,-,-,-,-,-,64,-,-,73,その他製造工業品,,,,,
特殊品,,-,-,-,-,-,-,221,130,30,-,1,60,-,796,-,20,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,123,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,82,21,-,-,1,60,-,122,-,-,79,輸送用容器,,,,,
80,取合せ品,-,-,-,-,-,-,109,79,30,-,-,-,-,551,-,20,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
