36,自動車部品,"51,298","6,895","44,403","51,298","6,895","44,403",-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,,
37,その他輸送機械,"1,406",829,577,"1,346",829,517,-,-,-,-,-,-,60,-,60,"21,420",-,"21,420",37,その他輸送機械,,,,,,
38,産業機械,"62,834","8,288","54,546","62,834","8,288","54,546",-,-,-,-,-,-,-,-,-,-,-,-,38,産業機械,,,,,,
39,電気機械,"16,330","3,314","13,016","16,330","3,314","13,016",-,-,-,-,-,-,-,-,-,-,-,-,39,電気機械,,,,,,
40,測量・光学・医療用機械,"1,694",638,"1,056","1,694",638,"1,056",-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,,
41,事務用機器,60,60,-,60,60,-,-,-,-,-,-,-,-,-,-,"110,566","110,566",-,41,事務用機器,,,,,,
42,その他機械,698,644,54,698,644,54,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,,
化学工業品,,"51,570","29,782","21,788","51,570","29,782","21,788",-,-,-,-,-,-,-,-,-,"15,603",-,"15,603",化学工業品,,,,,,,
43,陶磁器,923,506,417,923,506,417,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,,
45,ガラス類,406,75,331,406,75,331,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,,
46,窯業品,"4,038","1,888","2,150","4,038","1,888","2,150",-,-,-,-,-,-,-,-,-,"15,603",-,"15,603",46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,
48,石油製品,350,175,175,350,175,175,-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,,
49,LNG/液化天然ガス,18,18,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,,
51,その他石油製品,315,315,-,315,315,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,,
54,化学薬品,"13,632","8,787","4,845","13,632","8,787","4,845",-,-,-,-,-,-,-,-,-,-,-,-,54,化学薬品,,,,,,
55,化学肥料,105,105,-,105,105,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,,
56,その他化学工業品,"31,783","17,913","13,870","31,783","17,913","13,870",-,-,-,-,-,-,-,-,-,-,-,-,56,その他化学工業品,,,,,,
軽工業品,,"114,087","100,933","13,154","114,087","100,933","13,154",-,-,-,-,-,-,-,-,-,"29,037","13,277","15,760",軽工業品,,,,,,,
57,紙・パルプ,"51,675","50,631","1,044","51,675","50,631","1,044",-,-,-,-,-,-,-,-,-,-,-,-,57,紙・パルプ,,,,,,
58,糸及び紡績半製品,"10,044",71,"9,973","10,044",71,"9,973",-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,,
59,その他繊維工業品,"1,225",575,650,"1,225",575,650,-,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,,
60,砂糖,"5,088","5,073",15,"5,088","5,073",15,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,,
61,製造食品,"17,792","16,620","1,172","17,792","16,620","1,172",-,-,-,-,-,-,-,-,-,"5,265",-,"5,265",61,製造食品,,,,,,
62,飲料,"23,938","23,647",291,"23,938","23,647",291,-,-,-,-,-,-,-,-,-,"23,772","13,277","10,495",62,飲料,,,,,,
63,水,"1,196","1,196",-,"1,196","1,196",-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,,
65,その他食料工業品,"3,129","3,120",9,"3,129","3,120",9,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,,
雑工業品,,"42,755","26,854","15,901","42,755","26,854","15,901",-,-,-,-,-,-,-,-,-,"55,985","49,693","6,292",雑工業品,,,,,,,
66,がん具,101,26,75,101,26,75,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,,
67,衣服・身廻品・はきもの,"2,007","1,271",736,"2,007","1,271",736,-,-,-,-,-,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,,
68,文房具・運動娯楽用品・楽器,"9,509","8,991",518,"9,509","8,991",518,-,-,-,-,-,-,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,,
69,家具装備品,"1,104","1,007",97,"1,104","1,007",97,-,-,-,-,-,-,-,-,-,-,-,-,69,家具装備品,,,,,,
70,その他日用品,"7,817","4,875","2,942","7,817","4,875","2,942",-,-,-,-,-,-,-,-,-,"55,985","49,693","6,292",70,その他日用品,,,,,,
71,ゴム製品,"16,553","6,542","10,011","16,553","6,542","10,011",-,-,-,-,-,-,-,-,-,-,-,-,71,ゴム製品,,,,,,
72,木製品,"1,391","1,391",-,"1,391","1,391",-,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,,
73,その他製造工業品,"4,273","2,751","1,522","4,273","2,751","1,522",-,-,-,-,-,-,-,-,-,-,-,-,73,その他製造工業品,,,,,,
特殊品,,"989,322","430,264","559,058","989,220","430,162","559,058",102,102,-,-,-,-,-,-,-,"260,350","158,814","101,536",特殊品,,,,,,,
74,金属くず,268,225,43,268,225,43,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,,
75,再利用資材,"1,307","1,307",-,"1,307","1,307",-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,,
76,動植物性製造飼肥料,"33,447","33,403",44,"33,345","33,301",44,102,102,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,,
79,輸送用容器,"24,048","22,080","1,968","24,048","22,080","1,968",-,-,-,-,-,-,-,-,-,-,-,-,79,輸送用容器,,,,,,
80,取合せ品,"930,252","373,249","557,003","930,252","373,249","557,003",-,-,-,-,-,-,-,-,-,"260,350","158,814","101,536",80,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
