31,金属製品,"1,303,406","1,106,204","43,318","3,432",333,"37,638",92,"1,578",210,35,-,"670,637","45,695","64,382",45,74,31,金属製品,,,,,
32,鉄道車両,"2,176",647,-,-,-,-,-,-,-,-,-,480,75,147,-,-,32,鉄道車両,,,,,
33,完成自動車,"25,145","12,441","3,067",33,-,"3,022",-,-,12,-,-,"3,319",632,41,-,-,33,完成自動車,,,,,
34,その他輸送用車両,"82,621","79,591","3,443",297,-,"3,146",-,-,-,-,-,"68,692","4,453",474,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,"45,707","31,121",315,-,-,315,-,-,-,-,-,"20,410","1,217",-,-,150,35,二輪自動車,,,,,
36,自動車部品,"756,192","621,746","53,700",462,14,"53,224",-,-,-,-,-,"261,107","42,102","2,107","2,271",-,36,自動車部品,,,,,
37,その他輸送機械,"345,020","337,593","1,478",24,-,"1,454",-,-,-,-,-,"319,238","3,410",-,-,"5,175",37,その他輸送機械,,,,,
38,産業機械,"1,449,349","1,282,216","79,794","7,952",-,"51,086",-,"20,694",-,62,-,"822,713","90,412","81,148",-,351,38,産業機械,,,,,
39,電気機械,"3,150,483","3,065,532","84,862","3,748",-,"78,960",-,"2,154",-,-,-,"2,260,465","402,228","99,304",-,295,39,電気機械,,,,,
40,測量・光学・医療用機械,"318,267","277,104","9,860","1,081",-,"8,764",-,-,15,-,-,"169,134","34,227","3,095",-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"160,191","157,970",920,-,-,920,-,-,-,-,-,"129,780","43,161",255,-,-,41,事務用機器,,,,,
42,その他機械,"33,047","29,974",664,-,-,664,-,-,-,-,-,"9,183","2,273",94,-,-,42,その他機械,,,,,
化学工業品,,"3,488,876","2,593,375","289,099","24,622",120,"227,486",-,"25,493","7,884","3,224",270,"1,073,226","91,694","36,045","3,959","8,366",化学工業品,,,,,,
43,陶磁器,"145,716","133,853",684,27,-,657,-,-,-,-,-,"81,726","19,796",214,-,-,43,陶磁器,,,,,
44,セメント,"12,693","8,253",300,-,-,300,-,-,-,-,-,"1,263",150,-,-,-,44,セメント,,,,,
45,ガラス類,"134,406","110,399","7,051",30,60,"6,961",-,-,-,-,-,"67,187","4,107","1,384",-,15,45,ガラス類,,,,,
46,窯業品,"247,083","175,921","11,604","2,111",-,"7,903",-,"1,590",-,-,-,"137,232","2,996","10,228",-,"6,788",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,"15,819","6,324","2,508",-,-,"2,478",-,30,-,-,-,"1,546",774,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,318,285,285,-,-,285,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,"15,307","5,792",612,15,-,582,-,-,15,-,-,"2,015",266,12,-,-,51,その他石油製品,,,,,
52,コークス,"24,279","12,279",90,-,-,90,-,-,-,-,-,"7,509",-,-,-,375,52,コークス,,,,,
53,石炭製品,420,75,-,-,-,-,-,-,-,-,-,45,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,"636,209","442,817","51,639","1,050",-,"42,666",-,"6,920","1,003",-,-,"237,701","15,302","5,220",75,450,54,化学薬品,,,,,
55,化学肥料,"49,406","40,238","6,689",653,-,"3,126",-,960,"1,950",-,-,"24,864",690,225,"1,316",435,55,化学肥料,,,,,
56,その他化学工業品,"2,207,220","1,657,139","207,637","20,736",60,"162,438",-,"15,993","4,916","3,224",270,"512,138","47,613","18,762","2,568",303,56,その他化学工業品,,,,,
軽工業品,,"5,081,531","2,897,199","419,970","25,168",-,"331,057",-,"38,860","21,498","3,387",-,"1,296,631","134,298","84,178","4,415",651,軽工業品,,,,,,
57,紙・パルプ,"877,236","422,466","36,257",338,-,"35,530",-,389,-,-,-,"283,270","41,105","9,617",-,390,57,紙・パルプ,,,,,
58,糸及び紡績半製品,"64,801","60,266","8,493",30,-,"8,448",-,15,-,-,-,"20,770",666,630,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,"345,635","313,921","16,759",660,-,"15,964",-,15,-,120,-,"176,293","9,748","4,912",-,30,59,その他繊維工業品,,,,,
60,砂糖,"56,737","12,276","1,203",371,-,787,-,-,45,-,-,"3,495",212,2,105,-,60,砂糖,,,,,
61,製造食品,"2,497,054","1,642,314","168,134","8,291",-,"131,507",-,"6,943","21,363",30,-,"731,486","49,516","68,758","4,250",141,61,製造食品,,,,,
62,飲料,"790,861","303,977","137,601","15,478",-,"87,313",-,"31,483",90,"3,237",-,"47,436","28,250",34,-,30,62,飲料,,,,,
63,水,"191,214","43,320","1,171",-,-,"1,171",-,-,-,-,-,"20,884","1,818",210,-,-,63,水,,,,,
64,たばこ,"80,851","56,120","49,271",-,-,"49,271",-,-,-,-,-,"1,857",492,-,-,-,64,たばこ,,,,,
65,その他食料工業品,"177,142","42,539","1,081",-,-,"1,066",-,15,-,-,-,"11,140","2,491",15,60,60,65,その他食料工業品,,,,,
雑工業品,,"10,341,983","9,668,425","175,137","5,372","2,688","165,382",-,"1,695",-,-,-,"6,136,498","734,957","229,400","1,113","1,419",雑工業品,,,,,,
66,がん具,"642,557","632,945","2,284",45,-,"2,239",-,-,-,-,-,"504,212","235,451",636,110,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,"4,616,363","4,547,354","25,631",820,-,"24,811",-,-,-,-,-,"3,220,634","292,802","87,378","1,003",744,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,"689,019","627,842","20,310",813,-,"19,497",-,-,-,-,-,"394,836","73,504","5,899",-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"2,102,914","1,994,061","30,821","2,659",-,"28,162",-,-,-,-,-,"1,277,447","68,059","75,993",-,300,69,家具装備品,,,,,
70,その他日用品,"459,176","405,621","13,917",129,-,"13,458",-,330,-,-,-,"258,863","13,620","2,564",-,360,70,その他日用品,,,,,
71,ゴム製品,"427,624","347,346","25,793",163,-,"25,630",-,-,-,-,-,"108,263","22,104","9,295",-,-,71,ゴム製品,,,,,
72,木製品,"1,125,074","876,409","42,911",376,"2,688","38,527",-,"1,320",-,-,-,"221,831","16,907","46,417",-,-,72,木製品,,,,,
73,その他製造工業品,"279,256","236,847","13,470",367,-,"13,058",-,45,-,-,-,"150,412","12,510","1,218",-,15,73,その他製造工業品,,,,,
特殊品,,"3,022,206","1,685,337","91,036","8,762",-,"78,524",27,"2,310","1,413",-,-,"866,567","123,047","41,830",-,79,特殊品,,,,,,
74,金属くず,"65,691","25,825","2,198",45,-,"2,153",-,-,-,-,-,"4,772","2,039","1,110",-,-,74,金属くず,,,,,
75,再利用資材,"48,293","9,786","1,408",-,-,"1,408",-,-,-,-,-,"1,095",135,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,"1,059,086","147,475","7,656",330,-,"6,606",-,-,720,-,-,"19,918","2,986","2,598",-,15,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,"1,062,517","920,702","41,865","6,368",-,"35,167",-,330,-,-,-,"502,395","41,458","27,197",-,15,79,輸送用容器,,,,,
80,取合せ品,"786,619","581,549","37,909","2,019",-,"33,190",27,"1,980",693,-,-,"338,387","76,429","10,925",-,49,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
