50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,300,300,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,"1,097","24,540","23,840",415,-,285,225,135,78,12,-,"1,707","1,257",195,54,化学薬品,,,,,
55,化学肥料,-,-,-,"3,452","3,452",-,-,-,-,-,-,-,-,26,-,26,55,化学肥料,,,,,
56,その他化学工業品,-,-,"5,574","48,945","47,450","1,077",15,403,56,15,30,-,11,"9,403","2,744","4,494",56,その他化学工業品,,,,,
軽工業品,,-,-,"21,937","70,684","67,253","2,387",105,939,"4,559",615,"2,736",958,250,"26,362","8,316","13,529",軽工業品,,,,,,
57,紙・パルプ,-,-,110,"15,128","12,921","1,322",60,825,-,-,-,-,-,150,150,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,165,336,321,15,-,-,-,-,-,-,-,10,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,30,"1,283","1,253",30,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,"8,215","8,185",30,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,"2,096","26,427","25,803",465,45,114,"3,944",120,"2,616",958,250,"6,588","2,048",733,61,製造食品,,,,,
62,飲料,-,-,"7,160","7,991","7,976",15,-,-,615,495,120,-,-,"17,503","6,077","10,726",62,飲料,,,,,
63,水,-,-,"12,241",120,120,-,-,-,-,-,-,-,-,"2,100",30,"2,070",63,水,,,,,
64,たばこ,-,-,-,"3,171","3,171",-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,135,"8,013","7,503",510,-,-,-,-,-,-,-,11,11,-,65,その他食料工業品,,,,,
雑工業品,,-,-,"2,846","121,522","119,335","1,887",300,-,665,317,262,3,83,"2,647",489,"1,623",雑工業品,,,,,,
66,がん具,-,-,83,"4,437","4,407",-,30,-,-,-,-,-,-,30,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,58,"5,066","4,991",45,30,-,152,114,-,-,38,"1,211",24,"1,051",67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,246,"7,681","7,531",60,90,-,68,39,29,-,-,94,-,94,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,303,"31,165","29,875","1,230",60,-,15,-,-,-,15,690,360,238,69,家具装備品,,,,,
70,その他日用品,-,-,15,"2,757","2,667",30,60,-,-,-,-,-,-,54,24,30,70,その他日用品,,,,,
71,ゴム製品,-,-,"1,764","12,325","12,280",15,30,-,90,90,-,-,-,382,-,120,71,ゴム製品,,,,,
72,木製品,-,-,375,"52,220","51,713",507,-,-,340,74,233,3,30,30,-,30,72,木製品,,,,,
73,その他製造工業品,-,-,2,"5,871","5,871",-,-,-,-,-,-,-,-,156,81,60,73,その他製造工業品,,,,,
特殊品,,44,-,799,"44,680","44,002",588,90,-,156,75,-,-,81,"3,055","2,461",416,特殊品,,,,,,
74,金属くず,-,-,-,936,936,-,-,-,-,-,-,-,-,46,-,31,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,915,915,-,-,-,-,-,-,-,-,"2,010","1,980",30,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,538,"9,351","9,248",73,30,-,15,-,-,-,15,306,42,101,79,輸送用容器,,,,,
80,取合せ品,44,-,261,"33,478","32,903",515,60,-,141,75,-,-,66,693,439,254,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
