20,金属鉱,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,"1,200",22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,30,41,-,"3,943",-,75,-,-,-,-,280,-,29,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,"1,532","26,437",814,"303,931",84,"85,907",-,664,860,"2,826","12,446",-,"1,168",-,"4,875",金属機械工業品,,,,,,
28,鉄鋼,-,-,75,-,"2,720",-,-,-,-,-,-,40,-,76,-,21,28,鉄鋼,,,,,
29,鋼材,-,-,96,-,"8,058",-,"3,599",-,86,839,-,"2,659",-,1,-,642,29,鋼材,,,,,
30,非鉄金属,-,13,"6,752",-,"6,462",-,81,-,-,-,-,255,-,1,-,46,30,非鉄金属,,,,,
31,金属製品,-,5,700,187,"16,581",60,"4,387",-,-,-,137,"3,380",-,346,-,238,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,276,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,26,1,99,-,53,-,-,-,-,191,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,53,-,261,-,-,-,-,-,-,265,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,79,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,63,122,"51,203",-,"37,307",-,12,-,145,204,-,87,-,34,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,305,-,-,-,-,-,-,28,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,440,"16,981",283,"144,589",6,"23,970",-,566,-,"1,276","4,129",-,569,-,"2,013",38,産業機械,,,,,
39,電気機械,-,69,"1,424",191,"57,887",-,"4,818",-,-,21,166,960,-,88,-,"1,669",39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,109,-,"11,829",5,"11,692",-,-,-,"1,102",209,-,-,-,212,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,"1,005",27,30,"2,664",13,-,-,-,-,-,79,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,52,-,997,-,-,-,-,-,-,47,-,-,-,-,42,その他機械,,,,,
化学工業品,,83,246,"22,491","4,888","347,533",889,"40,966",60,"14,575","4,516","1,072","40,208",437,"1,739",27,"5,958",化学工業品,,,,,,
43,陶磁器,-,-,2,-,517,-,-,-,-,15,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,207,-,75,-,-,-,-,68,-,-,-,-,44,セメント,,,,,
45,ガラス類,15,16,364,-,"3,469",-,334,-,-,-,-,50,-,10,-,2,45,ガラス類,,,,,
46,窯業品,-,-,166,-,"9,118",-,229,-,-,-,-,114,-,373,27,85,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,101,-,"3,440",-,426,-,-,-,-,510,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,90,-,889,-,478,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,65,-,-,-,-,345,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,"2,047",639,"32,180",-,"3,124",60,74,997,91,"4,514",-,41,-,388,54,化学薬品,,,,,
55,化学肥料,-,-,779,-,-,-,-,-,-,-,-,110,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,68,230,"18,942","4,249","297,648",889,"36,300",-,"14,501","3,159",981,"34,842",437,"1,315",-,"5,483",56,その他化学工業品,,,,,
軽工業品,,"2,031","1,540","5,883",60,"24,002",25,107,6,438,-,539,"7,522",-,392,-,441,軽工業品,,,,,,
57,紙・パルプ,-,"1,540","5,329",-,"12,159",-,78,-,114,-,510,"1,135",-,105,-,334,57,紙・パルプ,,,,,
58,糸及び紡績半製品,13,-,28,-,411,25,-,-,-,-,-,230,-,-,-,11,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,"2,018",-,326,30,"7,838",-,15,6,317,-,-,"5,277",-,29,-,81,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,200,30,"2,138",-,14,-,7,-,29,745,-,258,-,15,61,製造食品,,,,,
62,飲料,-,-,-,-,"1,188",-,-,-,-,-,-,135,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,267,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,56,46,"13,003","1,433","92,096",-,"7,801",-,251,190,706,"34,800",-,427,-,"6,104",雑工業品,,,,,,
66,がん具,-,-,-,-,275,-,-,-,-,-,-,163,-,-,-,75,66,がん具,,,,,
67,衣服・身廻品・はきもの,56,-,"1,395",48,"6,872",-,19,-,97,18,-,442,-,75,-,65,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,228,6,"14,926",-,272,-,-,-,-,298,-,148,-,525,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,9,515,105,"16,271",-,312,-,-,-,60,413,-,-,-,335,69,家具装備品,,,,,
70,その他日用品,-,-,407,116,"6,057",-,-,-,-,-,2,292,-,-,-,320,70,その他日用品,,,,,
71,ゴム製品,-,22,50,173,"6,118",-,59,-,-,-,509,"1,098",-,-,-,15,71,ゴム製品,,,,,
72,木製品,-,-,61,30,479,-,15,-,30,-,-,97,-,60,-,-,72,木製品,,,,,
73,その他製造工業品,-,15,"10,347",955,"41,098",-,"7,124",-,124,172,135,"31,997",-,144,-,"4,769",73,その他製造工業品,,,,,
特殊品,,-,318,"117,967","6,435","440,366","2,010","3,084",-,265,"26,304",145,"290,742",-,"20,961","12,438","55,408",特殊品,,,,,,
74,金属くず,-,-,840,330,"1,691",-,-,-,-,-,-,"5,300",-,810,"12,438",-,74,金属くず,,,,,
75,再利用資材,-,270,"107,968","5,927","399,532",-,90,-,-,"26,280",-,"273,090",-,952,-,"45,467",75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,"2,896",-,32,-,-,-,-,-,-,19,-,41,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,17,"1,264",60,"16,590","2,010","2,666",-,253,-,143,546,-,"2,315",-,"6,856",79,輸送用容器,,,,,
80,取合せ品,-,31,"4,999",118,"22,521",-,328,-,12,24,2,"11,787",-,"16,843",-,"3,085",80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
